Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Intervalle des rapports=[Mois],Champ de vision.=[01/05/2024 - 31/05/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"PPM nette","PPM nette – Période précédente (bps)","PPM nette – Même période l'année dernière (bps)"
B0002W5WDQ,"Hama Boîtier ""Slim"" double (pour DVD, convient également aux CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 10) Noir/Transparent",Hama,"69,38 %",39,6938
B00006IVSE,"Hama Feuillets pour CD (avec 60 fiches pour étiquetage, archivage, 10 étuis pour 6 CD/DVD/Blu-Ray, adaptés aux dossiers A4, Format A4, pour Le Rangement) Transparent",Hama,"69,24 %",-21,1093
B00006JAYQ,"Hama Filtre anti-parasites AF (faible bruit, RCA - Cinch, 40 Hz - 32 KHz, plaqué or) Noir/Rouge",Hama,"69,19 %",20,249
B09N9TH54H,"Xavax Égouttoir Porte Bouteilles (Support d'égouttage jusqu'à 6 Bouteilles, Pots, biberons Verres Tasses ou Mugs, Egouttoir Compact et Design, idéal sodastream, air-up, Avent, Philips) Noir",Xavax,"68,90 %",219,607
B0000AI3IC,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 50 x 70 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Bleu",Hama,"68,86 %",1037,555
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"68,54 %",546,1083
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"68,49 %",221,1068
B01K47GUKC,"Hama Album photo vierge ""La Fleur"" (album photo traditionnel 30 cm x 30 cm, 100 pages noires, de 400 photos au format 10 cm x 15 cm, motif de feuilles) Blanc",Hama,"68,48 %",-71,-529
B003LSETI2,"Hama Sangle pour Bagages (Sangle simple pour la Fermeture Sécurisée de la Valise lors d'un Voyage, 5 x 200 cm) Noir",Hama,"68,48 %",6847,6847
B06XB7TTCD,"Album photo ""Ayleen"", pour 200 photos au format 10 x 15 cm",Hama,"68,37 %",81,6837
B0002W5WEK,"Hama Boîtier ""Slim"" (pour DVD, convient également aux CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 10) Noir/Transparent",Hama,"68,35 %",6835,6835
B0009V8WNM,"Hama Pochettes de protection (en papier pour CD/DVD/Blu-Ray, verrouillables, lot de 50) Blanc/Transparent",Hama,"68,26 %",-30,800
B0BK8YGW25,"Hama Fold Clear Coque pour Apple iPad 10,9"" (22) - Housse Fonction Chevalet, Protection Fermeture Magnétique, Dos Transparent - Bleu",Hama,"68,17 %",6816,6816
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"67,83 %",936,1442
B07NH3LJ1S,"Hama Support pour télécommande ""Agent"" (porte-télécommande, rotatif, 5 compartiments pour télécommandes, téléphones, lunettes, stylos, organisateur pour bureau, rangement) Noir",Hama,"67,65 %",181,903
B08SDVY3V6,"Hama Câble HDMI (Cable HMDI ultra haute vitesse, Certifié, Mâle-Mâle, Ultra HD, 8K@60 Hz /4K@120Hz, 2.0m, Garantie 30ans, résolution 7680x4320pixels, EARC supportant les formats audio) Gris Noir",Hama,"67,63 %",6762,6762
B0002W5WB8,"Hama Pochettes de protection (pour CD/DVD/Blu-Ray, design étroit, pochette en plastique, lot de 50) Transparent",Hama,"67,63 %",-115,6762
B00006JB28,"Hama Adaptateur voiture (ISO pour BMW) Noir/Marron",Hama,"67,61 %",611,6761
B000HWYAL6,"Hama Support universel (pour véhicule, support, pour vitre/grille de ventilation) Noir",Hama,"67,61 %",6761,6761
B06XB3M3NX,"Hama Album photo ""Liam"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, tigre, élégant) Marron/Orange/Noir/Blanc",Hama,"67,46 %",73,-228
B000VRANHW,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Noir 00090145",Hama,"67,40 %",-666,836
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"67,33 %",1007,1605
B01DZGIF6G,"Hama Support mural TV FULLMOTION pour TV écran plat entre 48 cm et 122 cm (19"" à 48""), pivotant et inclinable, jusqu'à 20 kg de charge supportée, VESA 200x200, 1 bras, Noir",Hama,"66,94 %",795,2178
B0000AI3G6,"Hama Cadre en plastique ""Madrid"" (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Argent",Hama,"66,90 %",0,-792
B000VRANHM,"Hama Album, Bleu, 28 x 24 cm",Hama,"66,86 %",80,553
B002IK2SNM,"Hama - 20563 - Colliers de serrage pour câbles, Champ inscriptible, 98mm, 25 pces, Naturel",Hama,"66,83 %",1316,1049
B00T7M8Y6E,"Hama Album photo à pochette minimax ""New York City"" (pour 100 photos au format 10 cm x 15cm, taille de l'album de 13,5 cm x 17 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"66,82 %",929,1175
B01K47I1TK,"Hama Album Jumbo ""Skies"" (album grand format, 30 x 30 cm, 60 pages, pour 240 photos au format 10 x 15 cm) Gris",Hama,"66,76 %",-67,1000
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"66,63 %",-7,303
B00C2LVT28,"Hama Réveil radio-piloté ""RC 540"" (fonction de veilleuse commandée par capteur, fonction de répétition de la veille, affichage de la température, la date, 6,5 cm) Noir",Hama,"66,52 %",6651,6651
B01K47GSQS,"Hama Album photo ""Skies"" (album grand format, 22,5 x 22 cm, 100 pages, pour 200 photos au format 10 x 15 cm) Beige",Hama,"66,46 %",519,184
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"66,37 %",2243,1726
B07CQ99GFZ,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Flamant",Hama,"66,20 %",1728,1921
B0000AHIJ2,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 13 x 18 cm, Anti-Reflex) Blanc",Hama,"66,06 %",-6,6606
B00006J9W5,"Ruban isolant, 2 rouleaux",Hama,"66,00 %",6600,6600
B079NH8MDY,"Hama Lot de Protections de joysticks 8 en 1' pour Nintendo Switch, muticol.",Hama,"65,99 %",6598,67
B0000AIRXA,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Argent Mat",Hama,"65,83 %",279,394
B01K47G2W8,"Hama Album Jumbo ""Skies"" (album grand format, 30 x 30 cm, 60 pages, pour 240 photos au format 10 x 15 cm) Beige",Hama,"65,74 %",-134,-917
B001EKGRK2,"Hama Boîtier double (pour Blu-ray, convient également aux CD et DVD, avec film pour l'insertion de la jaquette, lot de 3) Bleu",Hama,"65,71 %",767,6570
B005DJKFUS,"Hama Album Photo Singo (Album Grand Format, 30 x 30 cm, 100 Pages, pour 400 Photos au Format 10 x 15 cm) Aqua",Hama,"65,52 %",-629,-627
B07B93BSF8,"Hama Trépied ""FlexPro"" (pour smartphone, GoPro et appareils photo, avec pieds articulés, hauteur de 27 cm) Noir/Rouge",Hama,"65,42 %",6542,6542
B00006IVVD,"Hama Rack (pour CD, pour 20 boîtiers CD) Noir",Hama,"65,35 %",383,999
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"65,29 %",426,108
B0000AHIFI,"Hama Passe-partout Premium, blanc neige, 20 x 30 cm",Hama,"65,09 %",-129,32
B01NCK7ZL3,"Hama Album Photo Fine Art (Format 30 x 30 cm, 100 Pages Noires, sans Spirale) Craie",Hama,"64,85 %",1291,310
B00005UPE1,"Hama Câble réseau RJ45 Droit Ethernet Cat 5e STP (câble de raccordement de 10 m, 1000 Mbit/s, plaqué Or, blindé) Gris",Hama,"64,83 %",6482,777
B00006J9VM,"Hama Boîtier Multipack (pour 6 CD/DVD/Blu-Ray, Multipack, 6 in 1, étui de Protection pour CD) Noir/Transparent",Hama,"64,73 %",46,1469
B000L9MVPC,"Hama Chemin de câbles (bande en PVC/Aluminium pour montage mural TV ou au sol, cache-câble demi-rond, 100 x 3,5 x 0,9 cm, entrée de câble jusqu'à 2 câbles) Gris",Hama,"64,58 %",-55,222
B00006J6HP,"Hama Casier de rangement Spirit II (système de classement sur socle pour CD, pour 44 boîtiers CD, porte-CD pour le rangement, organisateur antidérapant) Noir",Hama,"64,55 %",-510,1690
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"64,48 %",-89,6448
B00GRP4GK2,"Hama Boîtier Pour Cbles ""Mini"" (boite Pour Cbles, 23 X 11,5 X 11,8 Cm, Avec Pieds En Caoutchouc) Noir",Hama,"64,41 %",-381,1174
B000CZ2LQE,"Hama Gel de nettoyage (pour écran LCD / TFT avec chiffon en microfibre, 200 ml) Gris/Bleu",Hama,"64,38 %",39,-271
B07KWC3KMG,"Rapoo Souris optique sans fil Multi mode 2,4GHz/BT 3.0/BT 4.0 ""M500"" (bluetooth, souris d'ordinateur, design, avec boutons et molette de défilement) Noir",Rapoo,"64,36 %",6435,6435
B00U78QPT0,"Hama Adaptateur secteur (prise de voyage pour : Afrique du Sud, Botswana, Namibie, Lesotho, Eswatini, … Type F) Noir",Hama,"64,20 %",0,-190
B000OS1ETO,"Câble d'antenne, Coax mâle - Coax Femelle, 75dB, Blanc, 3,00m",Hama,"64,12 %",-2120,-2366
B00GRP4HDI,"Hama Boîtier pour câbles Maxi (Boite pour câbles, 40 x 15,5 x 13,8 cm, avec Pieds en Caoutchouc) Noir",Hama,"64,04 %",218,456
B07GCHTZ3B,"Hama Radio numérique DR40BT-PlugIn (Dab/Dab + / FM/Bluetooth/AUX, Radio-réveil intégré, écran rétro-éclairé) Blanc",Hama,"64,02 %",3984,6401
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"64,01 %",-1184,799
B00GRP4EYA,"Hama Boîtier pour câbles ""Mini"" (boite pour câbles, 23 x 11,5 x 11,8 cm, avec pieds en caoutchouc) Blanc",Hama,"63,98 %",564,1600
B000EOPSRM,"Hama Pochette (pour 40 CD/DVD/Blu-Ray, classeur de Rangement, Gain de Place pour Le Bureau, Le Salon et la Maison, étuis de Transport) Noir",Hama,"63,88 %",46,1728
B0000AHIKN,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 10,5 x 15 cm, Reflex) Blanc",Hama,"63,76 %",95,-1277
B00U7HQ8PW,"Hama Laeta Clé USB 3.0 - Flash Drive 32 Go, Vitesse jusqu'à 70 Mo/s, Clef avec connecteur USB A, pour PC/Mac - Bronze",Hama,"63,71 %",6370,6370
B073RM3C4L,"Hama Support universel voiture ""Magnet"" (pour tous les smartphones et tablettes, avec ventouse, poids de 160 g) Noir/Gris",Hama,"63,66 %",6365,6365
B0000AIRRQ,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 50 x 70 cm, Reflex) Blanc",Hama,"63,58 %",0,6357
B000NRTREU,"Hama Rallonge pour Allume-Cigare (1,5m, fusible 8A, 12-24 V, Convient également pour Les camions) Noir",Hama,"63,53 %",1100,641
B08SDR1ZTM,"Hama Album photo grand format ""Compass"" (Album souvenirs Voyages, Vacances, Famille, Idée cadeau, 30x30 cm, 100 pages blanches à personnaliser et à coller, 400 photos 10x15 cm) Multicolore",Hama,"63,52 %",6352,1187
B00006J6IW,"Hama Multiprise 6 Prises 16A avec Interrupteur (Rallonge multiprises 1.4m, Bloc 6 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"63,42 %",1847,1088
B00QKRKJCQ,"Hama Support De Télécommande Major (pour 4 Télécommandes Au Maximum, Ã‰galement Pour Rangement De Lunettes, Smartphones, Contrôleurs, Clés USB, Porte-télécommande) Blanc",Hama,"63,42 %",-197,1278
B07RN96JC5,"Hama Horloge à pile blanche",Hama,"63,40 %",140,6339
B00006JDEX,"Hama Plateau Universel Hama Rond (32 cm, Taille L, Poids supporté 80 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"63,37 %",202,1517
B07623M7YQ,"Hama Multiprise 4 Prises 16A avec Interrupteur individuel (Rallonge multiprises 1.4m, Bloc 4 prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage )Noir",Hama,"63,17 %",-48,6317
B017JY4RYO,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages blanches, à spirale) Gris",Hama,"63,15 %",166,-364
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"63,12 %",-25,-226
B0083M13TY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Noir",Hama,"63,12 %",-354,1113
B009TLAOA2,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Turquoise",Hama,"63,04 %",6304,1247
B01K47EVSK,"Hama Album photo vierge ""La Fleur"" (album photo traditionnel 22,5 cm x 22,5 cm, 100 pages, pour l'insertion de 200 photos au format 10 cm x 15 cm, motif de feuilles, pochette CD) Noir",Hama,"63,04 %",369,-421
B00006JCXU,"Hama Câble vidéo/audio (câble péritel mâle - 3 RCA mâles (vidéo et stéréo), avec bouton In/Out, longueur de câble de 1,5m) Noir/Rouge/Jaune/Blanc",Hama,"62,96 %",501,-604
B00005YVIU,"Hama Distributeurs Coins photo (1000 coins, autocollants, distributeur pratique, sans acide, sans solvant, adapté albums, permet un archivage fiable, scrapbooking) Transparent",Hama,"62,95 %",-53,771
B0000AI3DJ,"Hama Cadre photo en plastique ""Décor Sevilla"" (taille du Cadre de 50 x 70 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Or Mat",Hama,"62,86 %",0,6286
B075RGXBTD,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"62,82 %",581,277
B08SDTGG5L,"Hama Album Photo bébé ""Our Baby"" à personnaliser (Album photo de naissance, baptême, Cadeau d'anniversaire enfant, Idéal scrapbooking, 29 x32 cm, 60 Pages, Max. 300 Photos 10x15 cm) Multicolore",Hama,"62,82 %",360,433
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"62,82 %",246,1375
B000GIGR4O,"Hama Mini microphone pour ordinateur portable (seulement 23 x 32 mm, métal précieux) Argent",Hama,"62,78 %",82,6278
B00194HCI4,"Hama Cadre Photo métallique Davos pour Portrait, doré, 10 x 15 cm",Hama,"62,77 %",-514,411
B0009V6OBO,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, Lot de 100) Blanc/Transparent",Hama,"62,75 %",-1010,1242
B002KCJ1KG,"Thomson Coussinets en mousse de rechange ""EARA120"" (6 pièces, universel, taille unique (Diamètre de 45 mm)) Noir",Thomson,"62,74 %",-499,6273
B017JY56TY,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages blanches, à spirale) Kiwi",Hama,"62,57 %",6257,-307
B01BBTCVKA,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages blanches, sans spirale) Malibu",Hama,"62,42 %",472,-118
B07F3RKPTB,"Hama Support mural pour Google Home mini (pour enceinte sans/avec fil, support d'enceinte, pour un alignement et une présentation optimaux de l'enceinte, montage mural) Blanc",Hama,"62,40 %",543,422
B06XB6RY6Q,"Hama Album photo ""Joana"" (pour 100 photos au format 10 x 15 cm, album traditionnel enfant de 25 x 25 cm, 50 pages blanches, château, licorne, élégant) Rose/Blanc",Hama,"62,37 %",422,-166
B01AT3Z228,"Xavax Couvercle universel (anneau en silicone pour casseroles/poêles de diamètre 24, 26 ou 28 cm, trou de vapeur, design à bords gradués, verre, va lave-vaisselle, peu encombrant) Noir/Transparent",xavax,"62,34 %",67,858
B003QQBDUG,"Hama Goulotte Passe-Câbles Aluminium Anodisé (Cache-Câble Mural ou au Sol, Moulure Décorative en Demi-Rond, Rangement de Câbles Design, Protection de Câble, 1.8x3.3x110cm, pour 5 câbles) Blanc",Hama,"62,24 %",0,6223
