Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Intervalle des rapports=[Mois],Champ de vision.=[01/03/2024 - 31/03/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"PPM nette","PPM nette – Période précédente (bps)","PPM nette – Même période l'année dernière (bps)"
B0032D8WP2,"Hama Câble connectique iPod, Jack 3,5mm 2RCA MM",Hama,"100,00 %",10000,10000
B00006J9WK,"Hama - 30455 - Câble 2 RCA M / 1 Jack 3,52mm M. 2m. Noir",Hama,"89,25 %",-424,919
B000OS1ETO,"Câble d'antenne, Coax mâle - Coax Femelle, 75dB, Blanc, 3,00m",Hama,"85,33 %",738,-320
B000JFVCK8,"Hama Adaptateur secteur (prise de voyage pour : Amérique, apon, Canada, Brésil, Thaïlande, ... adapté aux apparails avec fiche Euro) Blanc",Hama,"82,73 %",-6,8273
B0000AHIEM,"Hama Passe-partout, blanc arctique, 24 x 30 cm",Hama,"81,85 %",1675,8185
B0017UGOX4,"Hama Passe-Partout (Premium, Dimensions : Extérieur : 30 cm x 40 cm/Intérieur : 20 cm x 27 cm) Blanc Arctique",Hama,"80,65 %",0,154
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"80,34 %",253,8034
B00006J4HS,"Hama Présentoir de Distributeur de pastilles adhésives (10 distributeurs, 500 coins photos, diamètre de 10 mm, PP anti statique) Transparent",Hama,"79,41 %",185,7940
B000KJOLUQ,"Hama Cadre photo Clip-Fixe (sans bordure, 60 x 80 cm, Reflex) Blanc",Hama,"78,78 %",154,7877
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"78,61 %",75,1818
B00006J6P8,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Noir",Hama,"78,26 %",-55,214
B00006JCRV,"Hama Boîtier Standard Double (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Noir/Transparent",Hama,"77,34 %",99,771
B000N8UX88,"Hama Trépied Appareil Photo Star 20""",Hama,"76,54 %",840,99
B000EOVQI2,"Hama Boîtier CD Slim, Lot de 10, Transparent",Hama,"76,19 %",1935,189
B000Z1UORI,"Hama Album Photo Fine Art (Format 24 x 17 cm, 50 Pages Noires, à Spirale) Noir",Hama,"75,78 %",-4,1452
B075RJLTJW,"Hama Album Photo ""Fine Art"" (format 24 x 17 cm, 50 pages blanches, à spirale) Bordeaux",Hama,"75,67 %",0,7566
B0000AIRVB,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 40 x 50 cm, Anti-Reflex) Blanc",Hama,"75,54 %",4,1035
B0000AISE1,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 29,7 x 42 cm, Anti-Reflex) Blanc",Hama,"75,28 %",743,7528
B075RH8PTF,"Hama Album Photo Fine Art (Format 24 x 17 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"74,75 %",7474,1045
B07X54TRHD,"Hama MW-600 Souris sans Fil - Technologie 2.4Ghz, Capteur 2400 dpi, Clics Silencieux, Droitier/e - Noire",Hama,"74,49 %",7448,7448
B00006J4GF,"Hama Fiche d'antenne (DIN mâle, à visser, 1 pièce) Gris/Noir",Hama,"74,36 %",339,7436
B0000AIST8,"Porte-tableaux Clip-Fix 24x30cm antireflet",Hama,"74,27 %",7427,2362
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"74,21 %",780,1864
B07BB6L952,"Hama Spray de nettoyage AntiDust (250 ml, gaz stable, nettoyant appareils photo, ordinateurs, claviers, vanne de pulvérisation, tube capillaire) Blanc - Bleu",Hama,"74,14 %",7414,7414
B000LRL1U0,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 60 x 80 cm, Anti-Reflex) Blanc",Hama,"74,13 %",7413,7413
B01DZGI4I0,"Hama Chiffon de nettoyage ""Pocket"" (pour le nettoyage, en microfibre, pour appareil photo/objectif/filtre/lunettes, 15 x 15 cm, dans une pochette pratique en néoprène avec mousqueton) Noir/Gris",Hama,"73,36 %",-390,2013
B00006J4DM,"Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent",Hama,"73,33 %",45,5593
B0000AI3DJ,"Hama Cadre photo en plastique ""Décor Sevilla"" (taille du Cadre de 50 x 70 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Or Mat",Hama,"73,29 %",7328,7328
B06WD31GY2,"Hama 00137260 Alimentation pour PC",Hama,"72,85 %",7284,7284
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"72,34 %",639,1327
B00U78QYHI,"Hama Clé USB 3.0 ""Laeta, 64 Go, 40 Mo/s, Marron",Hama,"72,13 %",75,7212
B006JNYOGI,"Hama Cadre photo en plastique ""Sevilla"" Argent Mat (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm, verre en polystyrène) Argent Mat",Hama,"71,94 %",7194,251
B00006J9WN,"Hama Boîtier Multipack (pour 4 CD/DVD/Blu-Ray, Multipack, 4 in 1, étui de Protection pour CD) Noir/Transparent",Hama,"71,87 %",1386,2184
B000VRANHW,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Noir 00090145",Hama,"71,86 %",1307,745
B00IYX10YA,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Bleu",Hama,"71,60 %",2299,1739
B06XCCRL72,"Hama Câble de charge et transfert de données ""Métal"" (USB-A mâle vers USB-C, USB 2.0, plaqué or, câble anti-torsion, longueur de câble de 1,5 m) Anthracite",Hama,"71,50 %",7149,2547
