Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/02/2024 - 29/02/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"700,60 €","16,49 %","126,00 %","497,20 €","16,49 %","148,60 %",565,"16,49 %","126,00 %",,"-100,00 %","-100,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"665,09 €","22,24 %","-8,06 %","325,00 €","18,18 %","-11,33 %",26,"18,18 %","-23,53 %",,,"-100,00 %"
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"662,50 €","25,00 %","-16,82 %","472,05 €","25,00 %","-7,51 %",5,"25,00 %","-16,67 %",,,
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"652,92 €","31,45 %","-52,16 %","306,72 €","33,64 %","-56,38 %",48,"33,33 %","-60,00 %",,,
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"650,17 €","298,00 %","291,39 %","637,36 €","300,00 %","330,01 %",4,"300,00 %","300,00 %",,,
B09RC7QDPM,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Gris",Hama,"646,76 €","-28,85 %","3 691,09 %","525,40 €","-28,85 %","3 935,33 %",74,"-28,85 %","3 600,00 %",1,"0,00 %",
B00D2S92L0,"Xavax Hama Boîte de transport pour un gâteau (boîte rond, Ø 31,5 x 8cm, avec diviseur, capote et compartiments, partie de service et gâteau de gâteau) Anthracite/Transparent",xavax,"626,08 €","74,09 %","21,91 %","279,63 €","44,44 %","50,83 %",39,"44,44 %","30,00 %",1,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"598,72 €","23,08 %","20,19 %","426,88 €","23,08 %","36,65 %",16,"23,08 %","23,08 %",,,
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"585,53 €","-46,71 %","62,42 %","455,28 €","-46,15 %","64,99 %",21,"-46,15 %","50,00 %",,,"-100,00 %"
B01MSYQWXB,"Xavax Support pr dosettes de café ""Doppio"" pour Tassimo, 26 dosettes",xavax,"579,27 €","-0,39 %","-16,77 %","309,86 €","-0,03 %","6,82 %",45,"0,00 %","-8,16 %",,,
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"565,44 €","-76,16 %","-14,28 %","347,60 €","-77,44 %","-1,09 %",88,"-77,44 %","-4,35 %",,"-100,00 %","-100,00 %"
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"554,63 €","-54,32 %",,"406,63 €","-54,32 %",,37,"-54,32 %",,,,
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"547,26 €","-15,16 %","353,22 %","464,10 €","-2,78 %","439,90 %",35,"-2,78 %","400,00 %",1,"0,00 %",
B01E4877WC,"Hama Antivol à combinaison ""USB"" (pour ordinateur portable, câble de 1,8 m, diamètre de 5, 5mm, sans clé, avec code) Argent",Hama,"538,65 €","154,75 %",,"397,50 €","150,00 %",,25,"150,00 %",,,,
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"514,60 €","63,16 %","49,04 %","358,05 €","63,16 %","60,20 %",155,"63,16 %","49,04 %",,,"-100,00 %"
B009KYZJ6M,"Hama Cadre photo pour portrait ""Cape Coral"" (taille de cadre 10x15 cm, taille de photos 10x15 cm, photos format horizontal ou vertical, en métal, 1 photo par cadre, élégant, simple, classique) Argent",Hama,"512,26 €","39,80 %","75,60 %","336,00 €","71,43 %","137,52 %",48,"71,43 %","118,18 %",,,
B000VRANHW,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Noir 00090145",Hama,"511,60 €","-8,26 %","-43,63 %","286,74 €","8,00 %","-29,33 %",54,"8,00 %","-35,71 %",1,,"0,00 %"
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"508,61 €","-23,45 %","261,87 %","507,79 €","-22,73 %","274,06 %",17,"-22,73 %","240,00 %",1,"-50,00 %",
B01KFL3C26,"Hama Multiprise, ""6+1"" (commutable individuellement, avec protection anti-surtension, montage mural, pivotée à 90°, longueur de douille XL, protection enfant, longueur de câble de 1,4 m) Noir",Hama,"505,00 €","163,54 %","87,27 %","320,04 €","162,50 %","90,09 %",21,"162,50 %","75,00 %",,,"-100,00 %"
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"478,80 €","-14,56 %",,"312,48 €","-16,22 %",,31,"-16,22 %",,,"-100,00 %","-100,00 %"
B0026MT4C0,"Xavax Tuyau d'arrivée d'eau froide (pour lave-linge, lave-vaisselle, toutes les marques courantes Miele, Bosch, Beko, Siemens, Bauknecht, AEG, Gorenje, 1,5 mètres, 1 pièces) Gris/Blanc",xavax,"463,62 €","3,71 %","-39,71 %","210,15 €","4,65 %","-38,27 %",45,"4,65 %","-42,31 %",,"-100,00 %","-100,00 %"
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"462,52 €","-3,12 %","-76,36 %","216,69 €","-3,13 %","-80,03 %",31,"-3,13 %","-81,98 %",,,"-100,00 %"
B00005QFBX,"Classeur à négatifs, 4 anneaux, niv. rempl. 45mm, housse de protection",Hama,"452,87 €","-41,73 %","-37,32 %","307,87 €","-41,38 %","-30,73 %",17,"-41,38 %","-37,04 %",1,,
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"452,81 €","-9,16 %",,"259,81 €","14,24 %",,24,"14,29 %",,2,"0,00 %",
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"449,64 €","16,13 %","3 500,00 %","377,82 €","16,18 %","3 501,72 %",36,"16,13 %","3 500,00 %",,"-100,00 %",
B07NH3LJ1S,"Hama Support pour télécommande ""Agent"" (porte-télécommande, rotatif, 5 compartiments pour télécommandes, téléphones, lunettes, stylos, organisateur pour bureau, rangement) Noir",Hama,"438,82 €","196,04 %","94,25 %","257,04 €","181,97 %","100,66 %",28,"180,00 %","86,67 %",1,,"-66,67 %"
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"422,76 €","-50,28 %","-6,43 %","279,30 €","-44,44 %","-1,81 %",30,"-44,44 %","-9,09 %",1,"0,00 %","0,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"420,96 €","-10,37 %","-52,34 %","127,44 €","-10,51 %","-74,13 %",42,"-10,64 %","-76,27 %",,,
B07TRNBNDL,"Xavax Boîte en acier inoxydable (pour 1 kg de grains de café, avec pelle, hermétique, fermeture d'arôme, également pour stocker le thé, le cacao, le café en poudre, les pâtes) Argent/Noir",xavax,"420,31 €","55,01 %","-17,92 %","286,44 €","55,56 %","1,49 %",14,"55,56 %","-12,50 %",,,"-100,00 %"
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"414,86 €","-36,87 %",,"245,70 €","-38,10 %",,26,"-38,10 %",,5,"-28,57 %",
B0026MT4AW,"Xavax Tuyau d'arrivée d'eau froide (pour lave-linge, lave-vaisselle, toutes les marques courantes Miele, Bosch, Beko, Siemens, Bauknecht, AEG, Gorenje, 3,5 mètres, 1 pièces) Gris/Blanc",xavax,"405,98 €","91,18 %","-38,92 %","176,80 €","85,71 %","-50,45 %",26,"85,71 %","-54,39 %",1,"-66,67 %","-50,00 %"
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"398,64 €","-58,77 %","-60,36 %","189,81 €","-58,89 %","-58,92 %",37,"-58,89 %","-63,00 %",1,,"-80,00 %"
B000S8FNTM,"Hama E 80 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm, Sortie Casque - Noir",Hama,"392,83 €","2,90 %",,"227,00 €","-3,85 %",,25,"-3,85 %",,2,"100,00 %",
B00005V37U,"Hama Tapis de souris porte-documents (personnalisable avec photos, images ou cartes postales, 23 x 19,5 cm) Transparent/Noir",Hama,"391,38 €","16,99 %","89,79 %","305,66 €","29,17 %","91,10 %",62,"29,17 %","77,14 %",,,
B00BYCGMEG,"Hama Album photo vierge ""Livorno"" (album photo traditionnel format 22 cm x 22 cm, pour 200 photos 10 cm x 15 cm, 100 pages, emplacement CD) Bleu/Blanc/Jaune",Hama,"390,53 €","6,15 %","239,00 %","234,36 €","5,00 %","412,04 %",42,"5,00 %","366,67 %",,,
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"389,86 €","-40,61 %","-36,49 %","200,20 €","-46,42 %","-41,35 %",29,"-46,30 %","-45,28 %",,"-100,00 %","-100,00 %"
B06XBXLK8B,"Hama Album photo ""Lazise"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) 4 Motifs cœur aléatoires",Hama,"389,36 €","130,88 %","87,09 %","276,32 €","130,88 %","1 931,76 %",314,"130,88 %","1 747,06 %",1,,
B0069MD6LI,"THOMSON Casque sans Fil TV WHP3311W (sur l'oreille, avec Station de Recharge système, PLL, Circum-auriculaire, portée 100 m, 863 MHz, sans Fil) Blanc/Gris",Thomson,"389,25 €","-50,00 %","834,35 %","398,16 €","-50,00 %","972,63 %",9,"-50,00 %","800,00 %",2,"0,00 %","-33,33 %"
B0015NLFGE,"Hama Chemin de câbles (Bande en PVC/Aluminium pour Montage Mural TV ou au Sol, Cache-câble Demi-Rond, 100 x 7 x 2,1 cm, entrée de câble jusqu'à 8 câbles) Gris",Hama,"383,33 €","34,60 %","15,29 %","275,00 €","42,86 %","25,98 %",20,"42,86 %","17,65 %",,,
B000Y138NG,"Hama Boîtier CD Slim en polypropylène, Lot de 20, Transparent",Hama,"375,54 €","326,02 %","454,22 %","202,64 €","580,00 %","647,75 %",34,"580,00 %","580,00 %",,,
B0186CU9A4,"Hama Album Photo ""Fine Art"" (format 29 x 32 cm, 50 pages blanches, sans spirale) Bleu",Hama,"373,12 €","-5,67 %","3 100,00 %","326,08 €","0,00 %","3 354,24 %",32,"0,00 %","3 100,00 %",,,
B005DJKFUS,"Hama Album Photo Singo (Album Grand Format, 30 x 30 cm, 100 Pages, pour 400 Photos au Format 10 x 15 cm) Aqua",Hama,"370,73 €",,"184,26 %","228,54 €",,"223,25 %",39,,"178,57 %",,,
B072Q7YFFT,"Hama Album photo ""Designline"" (Album photo souvenirs mariage anniversaire, 22,5x22cm, 100 pages avec pochettes pour 200 photos 10 x 15 cm, Zone Mémo et pochette CD) Bleu Turquoise Blanc, Stripes",Hama,"367,08 €","17,58 %","628,62 %","275,52 €","23,53 %","1 032,89 %",42,"23,53 %","950,00 %",,,
B000EOW7EE,"Hama Kit de panneaux isolants (1 porte, très épais pour une meilleure isolation, auto-adhésifs, Jeu de 4) Noir",Hama,"342,68 €","-25,04 %","33,61 %","210,96 €","-25,00 %","32,53 %",18,"-25,00 %","28,57 %",1,,"-50,00 %"
B09RCN2PVC,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Beige",Hama,"340,86 €","62,50 %","102,80 %","276,90 €","62,50 %","112,67 %",39,"62,50 %","95,00 %",,,
