Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/06/2024 - 30/06/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"1 006,04 €","145,25 %","704,96 %",24,"166,67 %","1 100,00 %","1 045,46 €","181,95 %","736,50 %","1 256,99 €","223,83 %","1 102,86 %",25,"212,50 %","1 150,00 %",1,"0,00 %",
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"1 000,51 €","5,75 %","-13,41 %",193,"33,10 %","-16,45 %","1 034,05 €","8,36 %","-9,72 %","615,60 €","47,16 %","-12,82 %",203,"47,10 %","-11,35 %",1,"0,00 %",
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"986,04 €","23,75 %","170,00 %",297,"23,75 %","170,00 %","949,52 €","20,68 %","153,10 %","660,66 €","20,68 %","161,10 %",286,"20,68 %","153,10 %",4,"-20,00 %",
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"985,21 €","176,58 %","4 835,92 %",310,"198,08 %","7 650,00 %","961,97 €","188,91 %","4 719,49 %","921,12 €","212,37 %","8 739,92 %",303,"212,37 %","7 475,00 %",1,"-66,67 %",
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"927,50 €","-50,00 %","-56,50 %",7,"-50,00 %","-56,25 %","1 060,00 €","-38,46 %","-43,18 %","755,28 €","-38,46 %","-42,86 %",8,"-38,46 %","-42,86 %",,,
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"908,88 €","90,37 %","6,83 %",84,"162,50 %","44,83 %","917,08 €","104,89 %","7,79 %","586,92 €","179,89 %","45,01 %",84,"180,00 %","44,83 %",3,"0,00 %","50,00 %"
B0BRL62B16,"Hama Multiprise Etanche 2 Prises 16A avec Interrupteur (Multiprise Extérieur Rallonge 2m, Bloc 2 Prises étanches IP44 avec Couvercle, Type F Schuko, 3680W, Idéal Jardin Garage Atelier Chantier) Noir",Hama,"905,76 €","39,64 %",,58,"41,46 %",,"889,94 €","37,21 %",,"644,10 €","39,02 %",,57,"39,02 %",,,"-100,00 %",
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"898,20 €","-42,68 %","-6,25 %",180,"-42,68 %","-6,25 %","868,26 €","-46,13 %","-10,31 %","619,25 €","-46,15 %","-7,82 %",174,"-46,13 %","-10,31 %",2,"-50,00 %",
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"872,94 €","90,99 %","-54,08 %",77,"126,47 %","-56,98 %","818,86 €","79,16 %","-57,76 %","437,94 €","97,34 %","-62,90 %",73,"114,71 %","-60,11 %",,"-100,00 %","-100,00 %"
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"857,94 €","9,28 %","108,13 %",16,"6,67 %","100,00 %","912,10 €","24,78 %","152,26 %","707,10 €","20,44 %","136,51 %",17,"21,43 %","142,86 %",1,"-50,00 %","0,00 %"
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"855,00 €","-19,15 %","281,41 %",4,"-20,00 %","300,00 %","855,00 €","-19,15 %","281,41 %","797,12 €","-24,28 %","249,61 %",4,"-20,00 %","300,00 %",,"-100,00 %",
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"851,60 €","-15,24 %","72,95 %",85,"-5,56 %","73,47 %","867,27 €","-12,40 %","76,13 %","452,15 €","-3,61 %","176,31 %",86,"-3,37 %","75,51 %",3,"-50,00 %","200,00 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"845,46 €","-7,95 %","29,48 %",77,"-3,75 %","37,50 %","856,44 €","-6,97 %","31,16 %","684,70 €","-2,51 %","39,88 %",78,"-2,50 %","39,29 %",1,"-75,00 %","0,00 %"
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"831,62 €",,"25,15 %",5,,"25,00 %","831,62 €",,"25,15 %","778,02 €",,"22,07 %",5,,"25,00 %",,,
B0000AI3G4,"Hama Cadre en plastique Madrid (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"824,56 €","266,67 %","76,00 %",44,"266,67 %","76,00 %","824,56 €","266,67 %","76,00 %","425,92 €","266,67 %","76,00 %",44,"266,67 %","76,00 %",1,"-80,00 %","-75,00 %"
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"813,12 €","1,15 %","60,68 %",59,"1,72 %","118,52 %","841,28 €","8,59 %","66,25 %","662,56 €","8,97 %","125,84 %",61,"8,93 %","125,93 %",2,"-33,33 %",
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"812,52 €","25,96 %","112,39 %",61,"27,08 %","165,22 %","799,20 €","23,90 %","100,23 %","663,00 €","25,46 %","154,80 %",60,"25,00 %","150,00 %",1,,
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"777,96 €","49,62 %","38,64 %",55,"48,65 %","37,50 %","802,44 €","55,93 %","27,83 %","586,42 €","58,66 %","27,05 %",57,"58,33 %","26,67 %",1,,
B09FBSCB6Q,"Hama Album photo à spirale ""Craft"" (Album souvenirs mariage, anniversaire, baptême, 24x17 cm, 40 pages en papier Kraft chic à personnaliser et à coller, jusqu'à 40 photos de 10 x 15 cm) Marron",Hama,"756,81 €","53,20 %","1 002,58 %",116,"84,13 %","954,55 %","732,09 €","40,10 %","966,56 %","520,70 €","69,78 %","917,99 %",112,"69,70 %","918,18 %",,"-100,00 %",
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"731,73 €","13,16 %","-24,70 %",52,"33,33 %","-26,76 %","731,73 €","13,16 %","-29,53 %","484,14 €","33,29 %","-30,25 %",52,"33,33 %","-31,58 %",1,"-50,00 %","0,00 %"
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"726,63 €","-5,36 %","11,19 %",159,"-5,36 %","11,19 %","708,35 €","-5,49 %","9,93 %","519,25 €","-5,49 %","9,81 %",155,"-5,49 %","9,93 %",2,,"-60,00 %"
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"719,32 €","-1,73 %","17,61 %",32,"-3,03 %","14,29 %","652,67 €","-8,00 %","3,08 %","455,56 €","-9,36 %","21,92 %",29,"-9,38 %","0,00 %",,,
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"711,25 €","7,87 %","-72,80 %",71,"7,58 %","-70,90 %","721,24 €","7,76 %","-72,83 %","541,92 €","8,95 %","-70,60 %",72,"7,46 %","-70,97 %",7,"0,00 %","-63,16 %"
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"711,09 €","-10,34 %","-45,55 %",26,"-7,14 %","-43,48 %","711,09 €","-10,34 %","-45,55 %","537,94 €","-7,14 %","-43,48 %",26,"-7,14 %","-43,48 %",,"-100,00 %","-100,00 %"
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"699,47 €","8,15 %","1 812,17 %",18,"5,88 %","1 700,00 %","738,53 €","21,53 %","1 918,94 %","551,72 €","17,37 %","1 746,45 %",19,"18,75 %","1 800,00 %",1,"-66,67 %",
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"697,75 €","33,24 %","32,49 %",39,"30,00 %","21,88 %","715,26 €","42,60 %","26,34 %","348,85 €","40,28 %","-1,62 %",40,"37,93 %","14,29 %",,"-100,00 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"684,16 €","31,40 %","-59,37 %",18,"28,57 %","-60,00 %","644,63 €","23,81 %","-61,72 %","440,31 €","21,32 %","-62,93 %",17,"21,43 %","-62,22 %",,,"-100,00 %"
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"678,55 €","19,94 %",,23,"21,05 %",,"619,71 €","9,54 %",,"627,27 €","10,53 %",,21,"10,53 %",,1,"0,00 %",
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"658,26 €","77,55 %","15,48 %",53,"76,67 %","47,22 %","695,52 €","70,47 %","25,50 %","432,80 €","69,23 %","18,48 %",56,"69,70 %","60,00 %",3,,
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"646,38 €","32,11 %","168,05 %",63,"46,51 %","200,00 %","666,36 €","30,27 %","219,11 %","436,32 €","46,55 %","277,44 %",65,"47,73 %","261,11 %",4,"300,00 %","300,00 %"
B08BNYFVFS,"Hama Ring Light LED avec Trépied extensible et Support Smartphone (Anneau Lumineux Selfie 26.5cm, télécommande Bluetooth, 10 niveaux d'intensité, Idéal TikTok/Youtube/Live Stream/Maquillage) Noir",Hama,"634,01 €","41,61 %","1 011,91 %",34,"47,83 %","1 600,00 %","652,37 €","51,94 %","1 044,11 %","399,10 €","47,64 %","1 339,75 %",35,"59,09 %","1 650,00 %",1,"0,00 %",
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"632,04 €","50,00 %","176,00 %",69,"50,00 %","176,00 %","641,20 €","48,94 %","159,26 %","380,84 €","52,60 %","178,49 %",70,"48,94 %","159,26 %",10,"900,00 %","900,00 %"
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"599,20 €","16,66 %","28,11 %",80,"19,40 %","60,00 %","599,20 €","20,16 %","36,10 %","372,99 €","23,38 %","74,02 %",80,"23,08 %","73,91 %",1,"0,00 %","-66,67 %"
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"566,03 €","31,86 %","81,21 %",62,"77,14 %","72,22 %","524,03 €","22,08 %","72,79 %","285,06 €","59,17 %","65,75 %",56,"60,00 %","60,00 %",1,"-87,50 %","-50,00 %"
B000K985GC,"Hama Boîtier Standard (pour DVD, Convient également aux CD et aux Blu-Ray, avec Film pour l'insertion de la Jaquette, Lot de 30) Noir",Hama,"563,62 €","8,42 %","-41,39 %",26,"8,33 %","-42,22 %","537,80 €","3,45 %","-44,08 %","350,50 €","4,17 %","-44,46 %",25,"4,17 %","-44,44 %",,,
B07Q8VBZ5M,"Hama X-Pointer 6in1 Télécommande Pointeur Laser - 6 en 1, Laser Rouge, Fonction Air Mouse, Technologie Smart-Link, sans Fil 2.4 GHz - pour présentation Powerpoint - Noir",Hama,"558,87 €","238,83 %","56,38 %",22,"266,67 %","69,23 %","533,01 €","223,15 %","142,37 %","604,80 €","250,00 %","162,50 %",21,"250,00 %","162,50 %",1,,
B06ZZTWSQG,"Hama Multiprise Etanche 4 Prises 16A avec Interrupteur (Rallonge multiprises extra long 4m, Bloc 4 prises étanches avec couvercle Type F Schuko, 3680W, Idéal Jardin, Garage, Atelier, Chantier ) Noir",Hama,"555,19 €","28,17 %","-70,83 %",25,"25,00 %","-69,51 %","574,96 €","47,40 %","-67,04 %","342,68 €","44,44 %","-62,13 %",26,"44,44 %","-65,33 %",,"-100,00 %","-100,00 %"
