Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/03/2025 - 31/03/2025],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00006IVA8,"Hama Cassette de Nettoyage VHS pour MAGNETOSCOPE (Nettoyeur de tête vidéo lecteurs VHS/S-VHS/VHS-C/S-VHS-C, Liquide de Nettoyage Inclus, Nettoyant de Têtes Vidéo - K7 Nettoyage VHS) Noir",Hama,"1 964,16 €","19,23 %","12 474,65 %",248,"19,23 %","24 700,00 %","1 853,28 €","13,04 %","11 764,79 %","2 129,40 €","13,04 %","18 727,59 %",234,"13,04 %","23 300,00 %",6,,
B0764LMPBN,"Hama Multiprise avec Interrupteur 10 Prises 16A (Rallonge multiprises 3m, Bloc 10 Prises Type F Schuko, 3500W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"1 929,83 €","-36,70 %","30,28 %",103,"-43,72 %","53,73 %","1 990,96 €","-35,40 %","27,90 %","1 108,52 €","-42,16 %","50,92 %",107,"-42,16 %","50,70 %",2,"-50,00 %","-94,12 %"
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"1 872,50 €","25,63 %","-49,27 %",250,"25,63 %","-15,54 %","1 902,46 €","11,84 %","-48,38 %","952,50 €","11,12 %","-34,60 %",254,"11,89 %","-14,19 %",1,,"-87,50 %"
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"1 853,47 €","18,26 %","-27,59 %",92,"31,43 %","-47,13 %","1 834,77 €","0,10 %","-30,86 %","901,13 €","10,92 %","-50,09 %",91,"12,35 %","-49,44 %",4,"0,00 %","-76,47 %"
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"1 777,04 €","59,39 %","11,98 %",194,"65,81 %","24,36 %","1 832,00 €","74,02 %","20,15 %","1 278,03 €","83,47 %","35,23 %",200,"83,49 %","33,33 %",1,"0,00 %","-87,50 %"
B01N6NQ73J,"Thomson Casque TV avec câble extra long (Casque d'écoute ajustable et rembouré, Cordon 8m, Idéal pour regarder la télé, écouter la musique, contrôle du volume, prise jack 3,5mm+adaptat. 6,35mm) Noir",Thomson,"1 496,29 €","-9,91 %","-71,05 %",84,"-7,69 %","-75,86 %","1 459,59 €","-10,28 %","-71,18 %","892,08 €","-9,00 %","-76,16 %",82,"-7,87 %","-75,95 %",4,"-76,47 %","-91,11 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 302,60 €","80,38 %","6,18 %",93,"82,35 %","32,86 %","1 278,48 €","77,65 %","2,73 %","953,68 €","82,00 %","28,17 %",91,"82,00 %","28,17 %",5,,"0,00 %"
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"1 180,18 €","61,83 %","112,41 %",88,"95,56 %","144,44 %","1 180,18 €","58,43 %","114,91 %","901,02 €","91,07 %","144,37 %",88,"91,30 %","144,44 %",,"-100,00 %","-100,00 %"
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"1 101,13 €","96,62 %","80,68 %",45,"114,29 %","73,08 %","1 071,19 €","123,34 %","77,37 %","675,53 €","134,05 %","65,09 %",43,"138,89 %","65,38 %",2,"100,00 %","100,00 %"
B0013IPAJY,"Hama Kit de Nettoyage et de réparation pour CD/DVD (25 ML de pâte de réparation, 45 ML de Liquide nettoyant, 1 Coque de Nettoyage, 5 Chiffons, 8 pièces) Blanc/Bleu/Rouge/Noir",Hama,"1 090,54 €","43,52 %",,52,"48,57 %",,"1 029,19 €","35,44 %",,"707,07 €","40,00 %",,49,"40,00 %",,4,,"0,00 %"
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"1 060,36 €","43,46 %","67,52 %",98,"58,06 %","122,73 %","1 038,72 €","42,62 %","64,10 %","670,58 €","57,31 %","118,03 %",96,"57,38 %","118,18 %",1,"-50,00 %","-50,00 %"
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"1 058,94 €","10,42 %","92,37 %",106,"10,42 %","152,38 %","1 048,95 €","12,90 %","89,15 %","704,55 €","12,90 %","147,68 %",105,"12,90 %","150,00 %",4,"0,00 %",
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"1 025,46 €","-25,11 %","16,20 %",40,"-24,53 %","0,00 %","1 072,04 €","-20,36 %","26,62 %","647,33 €","-19,41 %","10,55 %",42,"-19,23 %","10,53 %",1,"-66,67 %","-93,33 %"
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"970,96 €","70,18 %","167,23 %",106,"79,66 %","265,52 %","998,44 €","64,21 %","175,42 %","696,51 €","81,67 %","278,39 %",109,"81,67 %","275,86 %",,,
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"940,57 €","32,87 %","102,49 %",131,"81,94 %","197,73 %","895,65 €","24,76 %","92,97 %","368,23 €","62,04 %","174,39 %",121,"61,33 %","175,00 %",1,,
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"927,70 €","55,27 %","-3,46 %",102,"64,52 %","15,91 %","900,22 €","55,43 %","-5,89 %","492,03 €","65,00 %","13,79 %",99,"65,00 %","13,79 %",,"-100,00 %","-100,00 %"
B003PFBLOQ,"Hama Horloge murale ""PP-245"" (radio-pilotée DCF, Pendule sans Tic Tac, Numérique, à led, sans fil, avec des piles, Format 24h, Calendrier, Jour, Thermomètre 0°C à +50°C, pause murale ou bureau) Plastique, Noir",Hama,"919,03 €","70,52 %","-65,80 %",27,"28,57 %","-73,00 %","819,02 €","51,96 %","-68,88 %","430,56 €","14,29 %","-75,30 %",24,"14,29 %","-75,51 %",4,,"-42,86 %"
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"904,05 €","-4,17 %","1,23 %",96,"-4,00 %","20,00 %","921,38 €","-5,12 %","2,75 %","516,02 €","-4,99 %","22,25 %",98,"-4,85 %","22,50 %",2,,"-81,82 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"885,77 €","8,71 %","14,89 %",37,"12,12 %","32,14 %","955,73 €","20,75 %","28,44 %","500,00 €","25,00 %","48,15 %",40,"25,00 %","48,15 %",2,,"0,00 %"
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"862,92 €","3,10 %","25,03 %",61,"12,96 %","64,86 %","877,08 €","-7,86 %","27,08 %","685,10 €","3,33 %","67,57 %",62,"3,33 %","67,57 %",2,"100,00 %","0,00 %"
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"854,87 €","-24,96 %","-72,46 %",48,"-32,39 %","-75,63 %","919,83 €","-18,09 %","-70,51 %","421,32 €","-25,73 %","-75,79 %",52,"-25,71 %","-73,87 %",2,"0,00 %","-88,89 %"
B08YRY2LQJ,"Hama Câble Jack 3.5 Male Male (Câble Auxiliaire Stéréo Jack 3.5mm, Cable Audio Garantie 10ans, 1.5m, compatible iPhone, iPod, iPad, Voiture, Casque, Autoradio, Smartphones, MP3) Noir",Hama,"766,92 €","205,42 %",,231,"272,58 %",,"733,72 €","199,11 %",,"1 017,52 €","269,23 %",,221,"268,33 %",,,"-100,00 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"756,80 €","-1,87 %","-30,26 %",22,"-4,35 %","-24,14 %","860,00 €","28,92 %","-25,86 %","667,00 €","25,00 %","-19,35 %",25,"25,00 %","-19,35 %",1,,
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"737,79 €","4,97 %","-46,21 %",44,"12,82 %","-60,36 %","757,01 €","7,99 %","-40,49 %","348,58 €","15,44 %","-66,53 %",45,"15,38 %","-56,31 %",,"-100,00 %",
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"736,32 €","27,45 %","120,13 %",52,"30,00 %","136,36 %","750,48 €","36,60 %","91,59 %","525,92 €","37,08 %","100,64 %",53,"39,47 %","103,85 %",1,"0,00 %","-66,67 %"
B0CNRZ9GWN,"Hama Boîte pour câbles Maxi (Boite Rangement pour Cables chargeurs et multiprises, boitier Cache câbles 40x15,5x13,5cm, Pieds en Caoutchouc) Blanc",Hama,"729,30 €","94,26 %","3,76 %",40,"122,22 %","11,11 %","554,28 €","56,31 %","-13,45 %","406,29 €","70,59 %","-12,12 %",29,"70,59 %","-12,12 %",1,"0,00 %",
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"716,68 €","28,12 %","144,10 %",82,"28,13 %","182,76 %","707,94 €","24,62 %","141,12 %","445,53 €","24,61 %","135,43 %",81,"24,62 %","179,31 %",,,"-100,00 %"
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"716,46 €","68,70 %","61,62 %",144,"71,43 %","48,45 %","721,45 €","67,63 %","69,75 %","429,76 €","79,25 %","56,12 %",145,"79,01 %","55,91 %",4,,
B00006JDEX,"Hama Plateau Universel Hama Rond (32 cm, Taille L, Poids supporté 80 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"711,74 €","-20,38 %","-68,49 %",38,"-19,15 %","-76,10 %","770,01 €","-5,77 %","-65,34 %","379,86 €","-5,69 %","-80,10 %",41,"-4,65 %","-73,89 %",3,"200,00 %","-76,92 %"
B0083M13TY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Noir",Hama,"709,29 €","91,89 %","-60,04 %",71,"91,89 %","-60,56 %","719,28 €","125,00 %","-59,01 %","410,40 €","124,53 %","-64,99 %",72,"125,00 %","-59,55 %",4,,"-33,33 %"
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"707,94 €","-8,99 %","124,33 %",81,"-8,99 %","161,29 %","734,16 €","0,00 %","146,28 %","467,27 €","-0,53 %","190,23 %",84,"0,00 %","189,66 %",2,,"100,00 %"
B00006JABA,"Hama Adhésif Cinekett (pour films Super 8, 100 pièces, S8, 1 piste audio libre) Blanc/Rouge",Hama,"704,63 €","81,04 %","45,85 %",39,"85,71 %","44,44 %","633,35 €","55,41 %","36,28 %","419,57 €","59,19 %","34,70 %",35,"59,09 %","34,62 %",,"-100,00 %",
B00UYZ1O3I,"Hama Support Plafond (pour Diagonale d'écran de 81 à 165cm (32"" à 65""), pour Un Maximum de 50 kg, VESA jusqu'à 400 x 400) Noir",Hama,"682,13 €",,"259,58 %",7,,"250,00 %","587,51 €",,"209,70 %","373,20 €",,"149,13 %",6,,"200,00 %",,"-100,00 %",
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"677,84 €","8,55 %","82,20 %",74,"15,63 %","164,29 %","687,00 €","6,75 %","91,58 %","518,52 €","15,28 %","177,52 %",75,"15,38 %","177,78 %",1,"-50,00 %","0,00 %"
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"661,69 €","15,16 %","9,29 %",47,"14,63 %","9,30 %","675,42 €","23,61 %","14,21 %","518,78 €","22,54 %","13,61 %",48,"23,08 %","14,29 %",2,"-60,00 %","0,00 %"
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"622,88 €","126,72 %","-15,00 %",34,"142,86 %","-15,00 %","458,00 €","66,71 %","-34,21 %","272,45 €","79,69 %","-33,78 %",25,"78,57 %","-34,21 %",2,"100,00 %","100,00 %"
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"619,38 €","-19,46 %",,93,"-10,58 %",,"632,70 €","-19,47 %",,"432,85 €","-15,95 %",,95,"-10,38 %",,2,"100,00 %",
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"583,14 €","-52,14 %","-52,97 %",20,"-53,49 %","-57,45 %","612,30 €","-49,74 %","-50,55 %","385,28 €","-50,82 %","-60,38 %",21,"-51,16 %","-55,32 %",2,"-75,00 %","-71,43 %"
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"569,24 €","58,42 %","67,28 %",76,"100,00 %","145,16 %","576,73 €","65,40 %","69,48 %","360,36 €","113,89 %","150,82 %",77,"113,89 %","148,39 %",7,,
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"555,44 €","-28,02 %","-80,83 %",6,"-25,00 %","-85,71 %","555,44 €","-28,02 %","-79,70 %","312,00 €","-25,61 %","-85,00 %",6,"-25,00 %","-85,00 %",,,"-100,00 %"
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"553,48 €","-0,10 %","31,01 %",10,"0,00 %","25,00 %","611,46 €","23,27 %","44,74 %","519,75 €","22,20 %","24,34 %",11,"22,22 %","37,50 %",3,"50,00 %","0,00 %"
B0000AISCX,"Hama Cadre Photo Clip-Fixe (sans Bordure, 30 X 45 Cm, Anti-Reflex) Blanc",Hama,"549,12 €","869,49 %",,66,"1 550,00 %",,"549,12 €","869,49 %",,"294,36 €","1 550,00 %",,66,"1 550,00 %",,6,"200,00 %","500,00 %"
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"538,84 €","97,25 %","127,73 %",49,"113,04 %","133,33 %","534,18 €","96,39 %","113,02 %","264,07 €","108,80 %","88,57 %",48,"108,70 %","118,18 %",,"-100,00 %","-100,00 %"
B06XBXLK8B,"Hama Album photo ""Lazise"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) 4 Motifs cœur aléatoires",Hama,"520,80 €","377,27 %","556,25 %",420,"377,27 %","556,25 %","479,88 €","344,83 %","469,12 %","339,68 €","343,68 %","467,36 %",387,"344,83 %","469,12 %",,"-100,00 %","-100,00 %"
B0C5JRX9HV,"Hama Multiprise avec Interrupteur 1.4m (6 Prises typeE, Norme NF, interrupteurs général + indiv. éclairés, Protection Surtensions, Montage Mural, Sécurité Enfants, 3680W/16A) Noir",Hama,"519,84 €","20,00 %","2 300,00 %",24,"20,00 %","2 300,00 %","498,18 €","15,00 %","2 200,00 %","388,15 €","14,84 %","2 220,08 %",23,"15,00 %","2 200,00 %",1,"0,00 %",
B0C5JQPC2P,"Classeur avec mécanisme à 4 anneaux, larg. 70 mm, avec étui, noir/gris",Hama,"512,96 €","3,70 %","600,00 %",28,"3,70 %","600,00 %","512,96 €","3,70 %","600,00 %","330,40 €","3,70 %","600,00 %",28,"3,70 %","600,00 %",1,"0,00 %",
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"507,52 €","188,13 %","-64,53 %",122,"212,82 %","-61,64 %","474,24 €","182,59 %","-65,80 %","263,29 €","213,70 %","-63,07 %",114,"208,11 %","-62,75 %",4,,"-55,56 %"
B002QPT4T0,"Xavax Socle universel (60 x 60 cm, augmentation de 40 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"499,39 €",,,5,,,"499,39 €",,,"376,25 €",,,5,,,,,
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"484,03 €","94,00 %","-15,27 %",97,"94,00 %","-22,40 %","494,01 €","111,40 %","-11,39 %","328,35 €","111,35 %","-18,94 %",99,"110,64 %","-18,85 %",1,"0,00 %","-80,00 %"
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"483,85 €","-17,04 %","131,96 %",56,"-22,22 %","86,67 %","489,60 €","-13,76 %","125,63 %","291,80 €","-16,15 %","90,22 %",57,"-18,57 %","83,87 %",,,"-100,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"477,64 €","-21,54 %","-40,27 %",42,"-6,67 %","-26,32 %","459,28 €","-22,65 %","-46,34 %","208,54 €","-7,44 %","-44,28 %",39,"-11,36 %","-36,07 %",,"-100,00 %","-100,00 %"
B00006J6HP,"Hama Casier de rangement Spirit II (système de classement sur socle pour CD, pour 44 boîtiers CD, porte-CD pour le rangement, organisateur antidérapant) Noir",Hama,"472,16 €","106,09 %","40,30 %",30,"150,00 %","50,00 %","412,20 €","79,92 %","22,48 %","212,42 €","116,67 %","15,82 %",26,"116,67 %","30,00 %",5,"0,00 %","25,00 %"
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"456,72 €","-30,95 %","-76,47 %",28,"-24,32 %","-75,44 %","475,47 €","-33,60 %","-73,82 %","257,81 €","-27,50 %","-72,74 %",29,"-27,50 %","-72,64 %",1,,"-80,00 %"
B0C2PHJJ9H,"Hama EMW-700 Souris Verticale Ergonomique sans Fil - Technologie 2.4Ghz & Bluetooth® 4.2, Rechageable en USB C, Eclairage RGB, Capteur 2400 dpi, Multi-Devices - Grise Anthracite",Hama,"433,36 €","429,72 %",,11,"450,00 %",,"473,51 €","1 036,61 %",,"401,08 €","1 037,82 %",,12,"1 100,00 %",,,,
B000N8UX88,"Hama Trépied Appareil Photo Star 20""",Hama,"431,05 €","-48,34 %","1 875,48 %",58,"-59,15 %","2 800,00 %","409,51 €","-51,62 %","1 776,76 %","190,21 €","-61,84 %","2 648,70 %",55,"-61,81 %","2 650,00 %",,"-100,00 %",
B00UYZ1O6K,"Hama Support Mural TV Spécial Mur mensardé (pour Diagonale d'écran de 48 cm à 117 cm (19"" - 46""), pour Un Maximum de 20 kg, VESA jusqu'à 200 x 200) Noir",Hama,"417,61 €","29,41 %",,12,"33,33 %",,"382,96 €","18,67 %","801,51 %","244,75 €","-1,65 %","603,91 %",11,"22,22 %","1 000,00 %",2,,"0,00 %"
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"416,94 €","-13,84 %","-33,26 %",2,"0,00 %","-33,33 %","416,94 €","-13,84 %","-33,26 %","408,00 €","0,00 %","-33,33 %",2,"0,00 %","-33,33 %",,,
