Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/01/2025 - 31/01/2025],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0CKJ46BFN,"Xavax Porte-capsules de café pour Tassimo (Distributeur de capsules à café, Support Rangement pour 26 capsules, Présentoir à Capsules Tassimo) Noir mat",Xavax,"299,88 €","-28,00 %",,"205,92 €","-28,00 %",,18,"-28,00 %",,,"-100,00 %",
B005GCMZD2,"Hama Album photo à pochettes ""Singo"" (couverture souple, pour 24 photos au format 18x13 cm, résistant, protège la photo) Couleur aléatoire parmi Orange, Vert, Bleu et rose",Hama,"291,87 €","-19,89 %","50,00 %","205,86 €","-19,89 %","50,00 %",141,"-19,89 %","50,00 %",7,,
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"282,94 €","324,83 %","-90,02 %","129,60 €","220,00 %","-92,97 %",16,"220,00 %","-92,34 %",,"-100,00 %","-100,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"279,18 €","-59,09 %","-74,22 %","112,20 €","-55,10 %","-77,79 %",22,"-55,10 %","-71,43 %",,,"-100,00 %"
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"268,23 €","-20,93 %","-59,73 %","153,90 €","-20,83 %","-84,12 %",19,"-20,83 %","-81,00 %",2,,"100,00 %"
B0000AI3G4,"Hama Cadre en plastique ""Madrid"" (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"262,36 €","133,33 %","-40,93 %","135,52 €","133,33 %","-39,13 %",14,"133,33 %","-39,13 %",5,"150,00 %","66,67 %"
B000Y138NG,"Hama Boîtier CD ""Slim"" en polypropylène, lot de 20, Transparent",Hama,"257,14 €","-47,62 %","191,71 %","154,96 €","-50,00 %","420,00 %",26,"-50,00 %","420,00 %",,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"248,37 €","33,79 %","-48,94 %","186,76 €","16,67 %","-46,15 %",7,"16,67 %","-46,15 %",2,,
B0000AISOV,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 30 cm, Reflex) Blanc",Hama,"240,41 €","197,61 %","-56,20 %","65,31 €","250,00 %","-80,91 %",21,"250,00 %","-80,91 %",1,,
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"239,84 €","-51,52 %","-80,25 %","175,84 €","-51,52 %","-80,25 %",16,"-51,52 %","-80,25 %",,,
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"235,98 €","-47,06 %","1 559,49 %","148,50 €","-47,06 %","2 067,88 %",27,"-47,06 %","2 600,00 %",,,
B07N6HRNMP,"Hama Album photo ""Summerly"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Motifs Aléatoires",Hama,"226,17 €","105,93 %","9 019,76 %","48,98 €","169,57 %","3 000,00 %",62,"169,57 %","3 000,00 %",,,
B000TCQPWG,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 20) Noir/Transparent",Hama,"220,11 €","0,00 %","-8,00 %","154,56 €","0,00 %","-8,00 %",23,"0,00 %","-8,00 %",,,
B0000AI2XV,"Hama Cadre-galerie photo en plastique Madrid (taille de cadre de 25 cm x 55 cm, taille de la photo de 13 cm x 18 cm, 3 photos par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"219,22 €","-18,28 %","37,76 %","141,93 €","18,75 %","90,00 %",19,"18,75 %","90,00 %",7,,"40,00 %"
B00UYZ1O6K,"Hama Support Mural TV Spécial Mur mensardé (pour Diagonale d'écran de 48 cm à 117 cm (19"" - 46""), pour Un Maximum de 20 kg, VESA jusqu'à 200 x 200) Noir",Hama,"215,65 €","-47,71 %",,"192,25 €","-44,44 %",,5,"-44,44 %",,,,
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"212,16 €","-15,00 %","-67,68 %","117,64 €","-14,70 %","-68,52 %",17,"-15,00 %","-68,52 %",,,"-100,00 %"
B08YRY2LQJ,"Hama Câble Jack 3.5 Male Male (Câble Auxiliaire Stéréo Jack 3.5mm, Cable Audio Garantie 10ans, 1.5m, compatible iPhone, iPod, iPad, Voiture, Casque, Autoradio, Smartphones, MP3) Noir",Hama,"208,74 €","527,22 %",,"234,09 €","537,50 %",,51,"537,50 %",,,,
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"198,96 €","-30,25 %","-49,79 %","57,42 €","-28,00 %","-51,35 %",18,"-28,00 %","-51,35 %",6,"-14,29 %","200,00 %"
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"194,90 €","213,85 %","-34,67 %","111,60 €","300,00 %","-39,25 %",20,"300,00 %","-39,39 %",,,
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"194,74 €","-79,45 %",,"115,18 €","-79,53 %",,26,"-79,53 %",,,"-100,00 %",
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"193,94 €","70,50 %","-91,82 %","127,20 €","115,59 %","-91,74 %",33,"106,25 %","-91,54 %",1,,"-50,00 %"
B07ZDMHYMS,"Hama Clé USB C-Laeta (USB3.1/USB3.0 Type-C, 256GB, Double clé USB, pour Ordinateur Portable, téléphone Mobile, Tablette, OTG, 70 Mo/s, boîtier en métal, USB Type-C, clé de téléphone Portable) Argent",Hama,"192,43 €","1 096,70 %",,"233,80 €","1 105,15 %",,12,"1 100,00 %",,1,,
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"189,81 €","338,66 %","-84,04 %","153,71 €","280,00 %","-86,98 %",19,"280,00 %","-83,76 %",,"-100,00 %","-100,00 %"
B00W5C0BRS,"Hama Casque Stéréo HK-229 (Casque Audio Supra-Auriculaire pour Lecteur mp3, iPod, Bande passante de 20 Hz - 20 kHz, Jack 3,52mm mâle, câble uni-latéral de 1,5 m, Ajustable et léger) Noir/Gris",Hama,"189,42 €","111,60 %","-47,47 %","137,80 €","116,67 %","-42,34 %",13,"116,67 %","-43,48 %",,,"-100,00 %"
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"188,63 €","-34,65 %","814,79 %","67,00 €","-45,95 %","900,00 %",20,"-45,95 %","900,00 %",,"-100,00 %",
B0C5JQPC2P,"Classeur avec mécanisme à 4 anneaux, larg. 70 mm, avec étui, noir/gris",Hama,"183,20 €","42,86 %",,"118,00 €","42,86 %",,10,"42,86 %",,,,
B0015KFAIQ,"Xavax Filtre combiné universel pour friteuses (2 filtres à graisse et à charbon actif pour friteuses, filtre combiné universel, coupe individuelle, 33 x 29,6 cm) Noir/Blanc/Gris",xavax,"179,64 €","151,98 %","-32,57 %","111,60 €","176,92 %","-32,61 %",36,"176,92 %","-10,00 %",,,
B07MQFLKJQ,"Xavax Hama Xavax Roulette à pizza (en acier inoxydable, 22 cm) Noir/Argent",xavax,"179,52 €","128,57 %","948,60 %","108,96 €","128,57 %","1 100,00 %",48,"128,57 %","1 100,00 %",,,
B000S8FNTM,"Hama E 80 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm, Sortie Casque - Noir",Hama,"177,50 €","143,95 %","-53,50 %","118,04 €","160,00 %","-50,00 %",13,"160,00 %","-50,00 %",,,"-100,00 %"
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"176,58 €","17,60 %","-44,01 %","60,06 €","0,00 %","-72,63 %",26,"0,00 %","-72,63 %",2,,
B01I6H59KE,"Hama Sonic LS-206 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm - Noir/Argent",Hama,"170,83 €",,"258,36 %","121,44 €",,"266,67 %",11,,"266,67 %",,,
B07Z6X4BZR,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"170,67 €","-50,00 %",,"140,00 €","-50,00 %",,1,"-50,00 %",,1,,"0,00 %"
B0000AISCX,"Hama Cadre Photo Clip-Fixe (sans Bordure, 30 X 45 Cm, Anti-Reflex) Blanc",Hama,"169,92 €","-27,66 %","-70,82 %","53,52 €","-29,41 %","-82,86 %",12,"-29,41 %","-82,86 %",2,"-33,33 %","-85,71 %"
B000EOPSRC,"Hama Pochette (pour 20 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"169,80 €","381,02 %","37,40 %","71,64 €","350,00 %","38,46 %",18,"350,00 %","38,46 %",,"-100,00 %",
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"169,51 €","-8,33 %","-74,21 %","103,95 €","-8,33 %","-73,81 %",11,"-8,33 %","-73,81 %",1,"-80,00 %","-85,71 %"
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"169,36 €","-24,10 %","-44,54 %","71,50 €","-23,53 %","-50,46 %",13,"-23,53 %","-40,91 %",,,
B08SFR7Z13,"uRage Clavier Gaming Rétroéclairé (Clavier Gamer Silencieux, Rétroéclairage 7 Couleurs, Anti-Ghosting, Win-Lock, AZERTY, Filaire, Repose Poignet, 4 Touches Macro, 12 Touches Fonctions directes) Noir",uRage,"166,60 €","150,00 %","447,31 %","124,95 €","150,00 %","400,00 %",5,"150,00 %","400,00 %",,,
B000VRANHW,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Noir 00090145",Hama,"165,04 €","85,35 %","-70,41 %","62,91 €","87,23 %","-76,31 %",13,"85,71 %","-74,00 %",,,
B0B636GVMW,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"161,27 €",,,"98,00 €",,,1,,,,,
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"157,36 €","189,42 %","-77,13 %","87,80 €","233,33 %","-83,05 %",10,"233,33 %","-83,05 %",,,
B09RCN2PVC,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Beige",Hama,"155,81 €","-46,91 %","-25,72 %","106,50 €","-46,43 %","-37,50 %",15,"-46,43 %","-37,50 %",,,
B0C5JRX9HV,"Hama Multiprise avec Interrupteur 1.4m (6 Prises typeE, Norme NF, interrupteurs général + indiv. éclairés, Protection Surtensions, Montage Mural, Sécurité Enfants, 3680W/16A) Noir",Hama,"151,62 €","40,00 %","250,00 %","118,23 €","40,00 %","250,00 %",7,"40,00 %","250,00 %",,,
B08VW3DC4C,"Hama Album photo mémo ""Ayleen II"" (Album photo, 22x22.5 cm, 200 pochettes pour photos 10x15 cm, Zone Mémo, pochette carte SD, idéal photos souvenirs de vacances, anniversaire, bébé) Multicolore",Hama,"150,66 €","14,28 %","1 623,80 %","91,36 €","14,29 %","1 500,00 %",16,"14,29 %","1 500,00 %",,,"-100,00 %"
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"149,22 €","-80,35 %","-82,45 %","83,79 €","-80,43 %","-83,33 %",9,"-80,43 %","-83,33 %",1,,"0,00 %"
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"146,63 €","-40,40 %","433,59 %","69,03 €","-43,48 %","333,33 %",13,"-43,48 %","333,33 %",,,
B00006IVVD,"Hama Rack (pour CD, pour 20 boîtiers CD) Noir",Hama,"145,92 €","728,15 %","90,70 %","77,94 €","800,00 %","80,00 %",9,"800,00 %","80,00 %",,,
B09V1K3Y9M,"Hama Applique Murale LED Connectée (Éclairage mural WiFi Design Up-and-Down, pour Intérieur et Exterieur IP44, Commande vocale via Alexa, Google Assistant, Siri) Blanc",Hama,"145,80 €","150,00 %",,"159,30 €","150,00 %",,5,"150,00 %",,,,
B0CP85VQFG,"Xavax 00220734 Raccord de Siphon, Blanc",Xavax,"145,50 €","-7,41 %",,"85,25 €","-7,41 %",,25,"-7,41 %",,2,,
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"143,75 €","-10,71 %","-76,10 %","22,00 €","-10,71 %","-94,85 %",25,"-10,71 %","-94,85 %",2,,"-96,43 %"
