Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/03/2025 - 31/03/2025],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"447,20 €","90,04 %","139,02 %","346,84 €","85,71 %","160,00 %",13,"85,71 %","160,00 %",1,,
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"424,80 €","45,41 %","-21,01 %","331,50 €","57,89 %","3,45 %",30,"57,89 %","3,45 %",,,"-100,00 %"
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"416,94 €","-13,84 %","-33,26 %","408,00 €","0,00 %","-33,33 %",2,"0,00 %","-33,33 %",,,
B0C5JQPC2P,"Classeur avec mécanisme à 4 anneaux, larg. 70 mm, avec étui, noir/gris",Hama,"403,04 €","83,33 %","1 000,00 %","259,60 €","83,33 %","1 000,00 %",22,"83,33 %","1 000,00 %",1,"0,00 %",
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"386,28 €","-44,55 %",,"256,94 €","-38,30 %",,58,"-38,30 %",,,"-100,00 %",
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"384,23 €","0,64 %","9,19 %","227,92 €","4,05 %","0,00 %",77,"4,05 %","0,00 %",4,,
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"360,06 €","238,31 %","-7,49 %","252,76 €","317,65 %","-8,97 %",71,"317,65 %","-8,97 %",,,
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"348,08 €","26,70 %","-50,00 %","205,77 €","35,71 %","-49,99 %",19,"35,71 %","-50,00 %",2,"100,00 %","100,00 %"
B006PG6778,"Xavax - 111945 - Adaptateur pour valve de radiateur avec filetage M28 x 1,5mm",xavax,"323,75 €",,"310,12 %","330,40 €",,"599,85 %",35,,"600,00 %",,"-100,00 %","-100,00 %"
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"305,90 €","59,09 %","35,62 %","192,50 €","59,09 %","31,26 %",35,"59,09 %","59,09 %",,,"-100,00 %"
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"304,37 €","-10,14 %","-43,59 %","178,85 €","12,90 %","-38,50 %",35,"12,90 %","-38,60 %",1,"0,00 %",
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"298,31 €","-34,43 %","-57,43 %","207,80 €","-25,93 %","-62,26 %",20,"-25,93 %","-62,26 %",,,"-100,00 %"
B0764LMPBN,"Hama Multiprise avec Interrupteur 10 Prises 16A (Rallonge multiprises 3m, Bloc 10 Prises Type F Schuko, 3500W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"298,28 €","-54,09 %","972,18 %","165,76 €","-58,97 %","1 500,00 %",16,"-58,97 %","1 500,00 %",,"-100,00 %","-100,00 %"
B00006J6HP,"Hama Casier de rangement Spirit II (système de classement sur socle pour CD, pour 44 boîtiers CD, porte-CD pour le rangement, organisateur antidérapant) Noir",Hama,"283,96 €","196,87 %",,"147,06 €","260,00 %",,18,"260,00 %",,2,,"-33,33 %"
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"283,96 €","-6,30 %","-17,73 %","214,04 €","3,10 %","18,96 %",31,"3,33 %","19,23 %",1,,"0,00 %"
B0053DXXJO,"Xavax Thermomètre analogique pour réfrigérateur, freezer ou congélateur (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -30 degrés, maximum 50 degrés, format rond) Blanc",xavax,"282,88 €","3 300,00 %","-80,12 %","201,96 €","3 300,00 %","-80,11 %",68,"3 300,00 %","-80,12 %",,"-100,00 %","-100,00 %"
B0B638RFP2,"Hama Radio numérique DIR3200SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Noir",Hama,"280,87 €",,,"210,00 €",,,3,,,,,
B07MPQTNXF,"Xavax Sangle d’arrimage de sécurité avec cliquet pour sèche-linge, Blanc/Gris",xavax,"268,18 €","160,75 %","-62,84 %","153,87 €","155,56 %","-62,90 %",23,"155,56 %","-62,90 %",,,"-100,00 %"
B000Y138NG,"Hama Boîtier CD Slim en polypropylène, Lot de 20, Transparent",Hama,"256,48 €","24,63 %","7,08 %","166,88 €","75,00 %","47,37 %",28,"75,00 %","47,37 %",,,"-100,00 %"
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"247,32 €","800,00 %","-27,23 %","134,19 €","800,00 %","-15,62 %",27,"800,00 %","-15,63 %",,,"-100,00 %"
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"241,03 €","42,02 %","81,53 %","87,10 €","62,50 %","-13,33 %",26,"62,50 %","-13,33 %",1,,
B0C5JRX9HV,"Hama Multiprise avec Interrupteur 1.4m (6 Prises typeE, Norme NF, interrupteurs général + indiv. éclairés, Protection Surtensions, Montage Mural, Sécurité Enfants, 3680W/16A) Noir",Hama,"238,26 €","-31,25 %",,"185,79 €","-31,25 %",,11,"-31,25 %",,1,"0,00 %",
B0BKYL622V,"Hama Power Pack Slim 5HD (Batterie Externe 5 000 mAh, Batterie Portable Charge Rapide, USB 3.0, Power Bank Compatible avec iPhone 14 13 12 11 X Samsung Xiaomi Huawei iPad etc) Blanc",Hama,"234,80 €","76,38 %",,"284,78 €","81,25 %",,29,"81,25 %",,,"-100,00 %",
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"224,04 €","691,10 %","-81,53 %","167,68 €","700,00 %","-76,81 %",16,"700,00 %","-76,81 %",,,"-100,00 %"
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"220,36 €","-59,09 %","-38,45 %","124,32 €","-60,00 %","-42,59 %",12,"-60,00 %","-42,86 %",,"-100,00 %",
B000EOVQCS,"Hama Pochettes de Protection Doubles (en Plastique, pour CD/DVD/Blu-Ray, 2 CD par Pochette, Lot de 50) Blanc/Transparent",Hama,"216,24 €","186,33 %",,"99,62 €","142,86 %",,17,"142,86 %",,,,
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"212,40 €","-30,02 %","-43,45 %","148,84 €","-29,69 %","-40,94 %",15,"-28,57 %","-40,00 %",1,"0,00 %","-50,00 %"
B0CLD3CC7D,"Hama Support TV Mural Fixe Ultrafin Garantie 10 Ans (Support TV Mural Extra-Plat, 80kg Max, Robuste, pour écrans LCD/LED/OLED/Plasma de 94 à 229 cm (37"" à 90"") VESA Max 600x400) Gris",Hama,"209,94 €","20,00 %",,"157,56 €","10,41 %",,6,"20,00 %",,,,
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"209,72 €","-41,67 %","-47,41 %","105,00 €","-42,07 %","-33,31 %",28,"-41,67 %","-12,50 %",,,"-100,00 %"
B0C6CK8KFG,"Hama Câble Enceinte HiFi (Cable pour enceinte, 10m, Câble Audio pour Enceinte, Câble HP de Haut Parleur en Cuivre pour Hifi et Hifi embarquée, 2 x 0.75 mm²) Transparent",Hama,"204,57 €","161,26 %",,"146,65 €","250,00 %",,35,"250,00 %",,1,,
B0015KFAIQ,"Xavax Filtre combiné universel pour friteuses (2 filtres à graisse et à charbon actif pour friteuses, filtre combiné universel, coupe individuelle, 33 x 29,6 cm) Noir/Blanc/Gris",xavax,"202,15 €","138,30 %","-34,26 %","124,00 €","135,29 %","-3,40 %",40,"135,29 %","29,03 %",,,
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"199,17 €","-80,00 %","-84,06 %","199,00 €","-80,00 %","-85,45 %",1,"-80,00 %","-83,33 %",,,
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"197,48 €","-66,64 %","-61,87 %","120,09 €","-66,67 %","-66,67 %",3,"-66,67 %","-66,67 %",,,"-100,00 %"
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"197,07 €","5,19 %","1,48 %","121,50 €","0,00 %","-21,63 %",15,"0,00 %","-6,25 %",,,"-100,00 %"
B000N8UX88,"Hama Trépied Appareil Photo Star 20""",Hama,"194,99 €","-71,53 %","793,63 %","93,42 €","-77,31 %","1 250,00 %",27,"-77,31 %","1 250,00 %",,"-100,00 %",
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"194,76 €","-54,82 %","-15,07 %","125,82 €","-48,57 %","12,50 %",18,"-48,57 %","12,50 %",1,"-50,00 %","-50,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"193,01 €","54,87 %","-49,03 %","78,78 €","100,00 %","-27,80 %",26,"100,00 %","-27,78 %",,,
B00T7M8Y6E,"Hama Album photo à pochette minimax ""New York City"" (pour 100 photos au format 10 cm x 15cm, taille de l'album de 13,5 cm x 17 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"191,56 €","192,37 %","53,00 %","124,54 €","333,33 %","73,33 %",26,"333,33 %","73,33 %",,,"-100,00 %"
B0017UGOX4,"Hama Passe-Partout (Premium, Dimensions : Extérieur : 30 cm x 40 cm/Intérieur : 20 cm x 27 cm) Blanc Arctique",Hama,"188,80 €",,"190,82 %","96,22 €",,"466,67 %",34,,"466,67 %",3,,"50,00 %"
B0BL1R1718,"Hama Ring Light LED avec Trépied 12"" 215cm 'Spotlight Steady 120 II' (Selfie Anneau Lumineux, Lampe annulaire Réglable pour TIKtok/Youtube/Live Stream/Maquillage) Noir",Hama,"188,08 €",,,"158,01 €",,,3,,,,,
B0000AIRSL,"Hama Cadre photo Clip-Fixe (sans bordure, 50 x 60 cm, Reflex) Blanc",Hama,"187,35 €","1 400,00 %","200,00 %","100,35 €","1 400,00 %","200,00 %",15,"1 400,00 %","200,00 %",2,,
B09RC7QDPM,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Gris",Hama,"187,28 €","79,49 %","971,40 %","127,80 €","63,64 %","800,00 %",18,"63,64 %","800,00 %",,,"-100,00 %"
B005GCMZD2,"Hama Album photo à pochettes ""Singo"" (couverture souple, pour 24 photos au format 18x13 cm, résistant, protège la photo) Couleur aléatoire parmi Orange, Vert, Bleu et rose",Hama,"186,30 €","69,81 %","372,24 %","131,40 €","69,81 %","373,68 %",90,"69,81 %","373,68 %",,"-100,00 %","-100,00 %"
B07K2RD3MZ,"Hama Clé USB Rotate 8 GB, 10 MB/s, avec accroche porte-clés, flashpen, emballage fin Noir/Argent",Hama,"184,63 €","94,74 %","1 307,24 %","195,51 €","94,79 %","1 769,12 %",37,"94,74 %","1 750,00 %",,,"-100,00 %"
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"184,45 €","-29,36 %","-85,89 %","31,68 €","-52,63 %","-96,58 %",36,"-52,63 %","-96,58 %",9,"125,00 %",
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"182,06 €","955,42 %","-90,34 %","81,00 €","900,00 %","-92,35 %",10,"900,00 %","-91,74 %",1,,"-91,67 %"
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"178,08 €","402,91 %","-52,74 %","76,95 €","400,00 %","-58,33 %",15,"400,00 %","-58,33 %",,,"-100,00 %"
B000TCQPWG,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 20) Noir/Transparent",Hama,"170,21 €","196,43 %","48,21 %","127,68 €","216,67 %","58,33 %",19,"216,67 %","58,33 %",,"-100,00 %",
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"169,83 €","-48,48 %","-49,40 %","114,07 €","-48,48 %","-32,00 %",17,"-48,48 %","-32,00 %",,,
B0CKJ46BFN,"Xavax Porte-capsules de café pour Tassimo (Distributeur de capsules à café, Support Rangement pour 26 capsules, Présentoir à Capsules Tassimo) Noir mat",Xavax,"166,60 €","25,00 %",,"114,40 €","25,00 %",,10,"25,00 %",,,,
B0000AIS0W,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Blanc",Hama,"166,11 €","-12,50 %","-3,56 %","107,10 €","-12,50 %","32,88 %",21,"-12,50 %","61,54 %",,,"-100,00 %"
B08YRY2LQJ,"Hama Câble Jack 3.5 Male Male (Câble Auxiliaire Stéréo Jack 3.5mm, Cable Audio Garantie 10ans, 1.5m, compatible iPhone, iPod, iPad, Voiture, Casque, Autoradio, Smartphones, MP3) Noir",Hama,"166,00 €","315,83 %",,"229,50 €","455,56 %",,50,"455,56 %",,,"-100,00 %",
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"165,37 €","-47,66 %","-13,90 %","47,85 €","-55,88 %","-6,25 %",15,"-55,88 %","-6,25 %",4,"-20,00 %","-42,86 %"
B0026MT4CA,"Xavax Rallonge de tuyau d'arrivée d'eau froide (pour tuyau de lavage et lave-vaisselle, tuyau d'arrivée d'eau froide, 2,5 m, 1 pièce) Gris/Blanc",xavax,"158,53 €","131,36 %","-83,36 %","83,80 €","142,06 %","-85,91 %",15,"150,00 %","-85,00 %",,"-100,00 %","-100,00 %"
B07BZVN4MB,"Hama Radio numérique ""DR350"", FM/DAB/DAB+ (pour réception FM / DAB / DAB +,radio de cuisine sous comptoir, écran couleur, fonction d'alarme, fonctionnement sur secteur) Blanc",Hama,"141,65 €","43,23 %",,"42,00 €","0,00 %",,1,"0,00 %",,,"-100,00 %",
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"139,65 €","-56,70 %","-78,22 %","106,08 €","-57,89 %","-80,49 %",8,"-57,89 %","-80,49 %",,,"-100,00 %"
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"137,75 €","-50,52 %","25,15 %","70,40 €","-55,72 %","14,29 %",16,"-54,29 %","14,29 %",,,"-100,00 %"
B0B6362TKP,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Noir",Hama,"137,32 €",,"-31,07 %","98,00 €",,"-51,00 %",1,,"0,00 %",,,
B006JNYP3K,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Argent Mat",Hama,"136,16 €",,"-35,63 %","74,10 €",,"-44,26 %",13,,"-43,48 %",12,,
B07GCHTZ3B,"Hama Radio numérique DR40BT-PlugIn (Dab/Dab + / FM/Bluetooth/AUX, Radio-réveil intégré, écran rétro-éclairé) Blanc",Hama,"135,96 €","23,13 %","87,74 %","103,50 €","50,00 %","48,58 %",3,"50,00 %","200,00 %",,,
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"135,55 €","-46,32 %","-80,62 %","70,24 €","-46,67 %","-86,67 %",8,"-46,67 %","-86,67 %",1,,
B09N9TH54H,"Xavax Égouttoir Porte Bouteilles (Support d'égouttage jusqu'à 6 Bouteilles, Pots, biberons Verres Tasses ou Mugs, Egouttoir Compact et Design, idéal sodastream, air-up, Avent, Philips) Noir",Xavax,"134,68 €",,,"59,85 €",,,7,,,,,
B00005YVI3,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"134,61 €","39,19 %",,"87,36 €","50,00 %",,3,"50,00 %",,,,
B0B636GVMW,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"133,30 €","-50,00 %",,"98,00 €","-50,00 %",,1,"-50,00 %",,,,
B084HZJ2TV,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Vert Tilleul",Hama,"132,69 €","31,72 %","-74,43 %","83,43 €","50,00 %","-79,07 %",9,"50,00 %","-79,07 %",,,"-100,00 %"
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"131,10 €","-31,82 %","-50,18 %","83,70 €","-31,82 %","-39,81 %",15,"-31,82 %","-40,00 %",1,,"0,00 %"
