Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/12/2024 - 31/12/2024],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00D2S92L0,"Xavax Hama Boîte de transport pour un gâteau (boîte rond, Ø 31,5 x 8cm, avec diviseur, capote et compartiments, partie de service et gâteau de gâteau) Anthracite/Transparent",xavax,"2 877,22 €","265,69 %","2 855,85 %","1 390,98 €","234,48 %","2 671,43 %",194,"234,48 %","2 671,43 %",2,"100,00 %","100,00 %"
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"2 740,39 €","1 087,55 %","192,13 %","1 761,32 €","1 000,00 %","144,44 %",44,"1 000,00 %","144,44 %",2,,"-71,43 %"
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"1 784,56 €","38,01 %","98,72 %","1 820,00 €","30,65 %","99,56 %",9,"28,57 %","125,00 %",,,"-100,00 %"
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 654,59 €","-9,83 %","49,37 %","783,42 €","-9,59 %","7,31 %",66,"-9,59 %","43,48 %",6,"500,00 %","100,00 %"
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"1 434,84 €","25,26 %",,"1 038,96 €","20,93 %",,104,"20,93 %",,,"-100,00 %",
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"1 147,60 €","36,10 %",,"676,00 €","44,44 %",,13,"44,44 %",,,"-100,00 %",
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"1 077,59 €","-19,25 %","713,28 %","755,28 €","-20,00 %","700,00 %",8,"-20,00 %","700,00 %",1,"0,00 %",
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"947,53 €","35,30 %",,"562,61 €","35,11 %",,127,"35,11 %",,3,"50,00 %",
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"924,58 €","59,33 %","42,37 %","602,98 €","51,28 %","64,10 %",118,"51,28 %","63,89 %",1,,"0,00 %"
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"924,42 €","54,66 %","44,61 %","536,76 €","64,71 %","68,84 %",84,"64,71 %","68,00 %",2,,"100,00 %"
B07BZVN4MB,"Hama Radio numérique ""DR350"", FM/DAB/DAB+ (pour réception FM / DAB / DAB +,radio de cuisine sous comptoir, écran couleur, fonction d'alarme, fonctionnement sur secteur) Blanc",Hama,"805,15 €","73,55 %","862,75 %","504,00 €","33,33 %","484,69 %",12,"33,33 %","1 100,00 %",1,"0,00 %",
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"793,58 €","199,65 %","1 697,87 %","502,72 €","166,67 %","1 501,02 %",32,"166,67 %","1 500,00 %",,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"759,42 €","11,72 %","-40,52 %","428,26 €","12,20 %","-40,26 %",46,"12,20 %","-40,26 %",,,"-100,00 %"
B093WSK4SC,"Hama Radio Internet Dab/Dab+ 'DR200BT' (Radio numérique FM/Dab/Dab+ Portable, Haut Parleur Bluetooth Rechargeable USB-C, Ecran Couleur, Entrée AUX, Minuteur, 30 Présélections, 8h d'écoute) Noir",Hama,"690,38 €","286,68 %",,"552,00 €","300,00 %",,16,"300,00 %",,3,,
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"682,36 €","17,32 %","-35,38 %","249,90 €","-2,00 %","-49,16 %",49,"-2,00 %","-34,67 %",,,"-100,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"666,34 €","296,54 %","-26,49 %","387,50 €","342,86 %","-13,89 %",31,"342,86 %","-13,89 %",,,"-100,00 %"
B0000AIRY7,"Hama Cadre en plastique Madrid (taille de cadre de 30 cm x 40 cm, taille de la photo de 20 cm x 28 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"654,48 €","-20,44 %","331,00 %","325,26 €","-24,79 %","609,09 %",78,"-25,00 %","609,09 %",11,"-31,25 %","22,22 %"
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"619,38 €","100,00 %","449,88 %","415,91 €","99,95 %","674,51 %",62,"100,00 %","675,00 %",,"-100,00 %","-100,00 %"
B00006JAQ7,"Hama 007103 - Ruban photo transparent, Blanc, 1000 pièces (2 paquets de 500 pièces)",Hama,"612,58 €","7 166,67 %","74,25 %","330,60 €","3 700,00 %","-4,73 %",114,"3 700,00 %","14,00 %",,,
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"597,51 €","25,10 %","-47,80 %","612,00 €","50,00 %","-46,32 %",3,"50,00 %","-40,00 %",1,,
B01N6NQ73J,"Thomson Casque TV avec câble extra long (Casque d'écoute ajustable et rembouré, Cordon 8m, Idéal pour regarder la télé, écouter la musique, contrôle du volume, prise jack 3,5mm+adaptat. 6,35mm) Noir",Thomson,"570,27 €","-38,09 %","-31,88 %","421,80 €","-37,70 %","-35,59 %",38,"-37,70 %","-35,59 %",2,"-77,78 %","-66,67 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"532,83 €","125,97 %","-33,33 %","332,48 €","77,78 %","-46,67 %",32,"77,78 %","-46,67 %",,,
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"523,98 €","73,97 %","35,07 %","265,62 €","58,33 %","46,15 %",38,"58,33 %","46,15 %",,,
B0000AIRXA,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Argent Mat",Hama,"506,24 €","93,94 %","-38,80 %","371,84 €","93,94 %","-33,33 %",64,"93,94 %","-33,33 %",,,"-100,00 %"
B0C6CK8KFG,"Hama Câble Enceinte HiFi (Cable pour enceinte, 10m, Câble Audio pour Enceinte, Câble HP de Haut Parleur en Cuivre pour Hifi et Hifi embarquée, 2 x 0.75 mm²) Transparent",Hama,"506,20 €","225,74 %",,"318,44 €","280,00 %",,76,"280,00 %",,,"-100,00 %",
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"496,94 €","50,22 %","-3,40 %","241,20 €","50,00 %","-11,23 %",30,"50,00 %","-11,76 %",,,
