Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/12/2024 - 31/12/2024],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"494,67 €","17,86 %","-48,44 %","362,67 €","17,86 %","-48,44 %",33,"17,86 %","-48,44 %",,"-100,00 %",
B000Y138NG,"Hama Boîtier CD ""Slim"" en polypropylène, lot de 20, Transparent",Hama,"490,89 €","64,33 %","179,84 %","309,92 €","100,00 %","333,33 %",52,"100,00 %","333,33 %",,,
B00QKRKJCQ,"Hama Support De Télécommande Major (pour 4 Télécommandes Au Maximum, Ã‰galement Pour Rangement De Lunettes, Smartphones, Contrôleurs, Clés USB, Porte-télécommande) Blanc",Hama,"469,51 €","112,93 %",,"306,90 €","114,29 %",,30,"114,29 %",,,,
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"445,74 €","226,74 %","131,22 %","280,50 €","264,29 %","172,99 %",51,"264,29 %","240,00 %",,,
B09RC7QDPM,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Gris",Hama,"433,28 €","254,57 %","-8,20 %","298,20 €","320,00 %","-22,22 %",42,"320,00 %","-22,22 %",,,
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"423,94 €","-30,67 %","-17,91 %","248,64 €","-31,43 %","-21,06 %",24,"-31,43 %","-22,58 %",1,,
B0CKJ46BFN,"Xavax Porte-capsules de café pour Tassimo (Distributeur de capsules à café, Support Rangement pour 26 capsules, Présentoir à Capsules Tassimo) Noir mat",Xavax,"416,50 €","127,27 %",,"286,00 €","127,27 %",,25,"127,27 %",,1,,
B00UYZ1O6K,"Hama Support Mural TV Spécial Mur mensardé (pour Diagonale d'écran de 48 cm à 117 cm (19"" - 46""), pour Un Maximum de 20 kg, VESA jusqu'à 200 x 200) Noir",Hama,"412,38 €","350,00 %",,"346,05 €","350,00 %",,9,"350,00 %",,,"-100,00 %",
B0026MT4CK,"Xavax Tuyau d'Arrivée d'Eau Froide 2.5m (Tuyau Universel pour Lave Vaisselle, Lave-Linge, Connexion 3/4""(1,91 cm) Droit/Coudé Angle 90°) Gris",xavax,"400,30 €","98,49 %","-90,25 %","199,15 €","94,44 %","-91,03 %",35,"94,44 %","-91,03 %",,"-100,00 %","-100,00 %"
B0043W42ZU,"Xavax Mousseur à lait ""Milchicopter"" (Batteur à lait en acier, moteur très puissant à 14 000 tours/minute, spirale spéciale, nettoyage facile, mousseur à lait, balai Matcha) Noir",xavax,"379,41 €","-24,47 %","143,21 %","156,40 €","-28,13 %","65,94 %",46,"-28,13 %","84,00 %",1,,"0,00 %"
B006PG6778,"Xavax - 111945 - Adaptateur pour valve de radiateur avec filetage M28 x 1,5mm",xavax,"366,31 €","-25,22 %","-92,56 %","300,04 €","-16,11 %","-91,02 %",36,"-18,18 %","-89,83 %",2,"-60,00 %",
B005GCMZD2,"Hama Album photo à pochettes ""Singo"" (couverture souple, pour 24 photos au format 18x13 cm, résistant, protège la photo) Couleur aléatoire parmi Orange, Vert, Bleu et rose",Hama,"364,32 €","53,04 %","100,00 %","256,96 €","53,04 %","100,00 %",176,"53,04 %","100,00 %",,,
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"359,60 €","26,45 %","63,51 %","196,56 €","51,08 %","135,97 %",42,"50,00 %","133,33 %",,,
B00006JA17,"Hama Étuis à négatifs, Papier Cristal, 4 Bandes de 3 négatifs, 6X7 cm pour 3 negatif et jusqu'a 6 X 9 cm pour 2 negatif, 100 pièces",Hama,"343,00 €","217,89 %","135,35 %","251,36 €","220,00 %","128,57 %",16,"220,00 %","128,57 %",,,
B07CLVB2SK,"Hama Albums photos ""Batzi"" (couverture souple, 36 pages pour 36 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"341,55 €","223,53 %","135,71 %","270,60 €","223,53 %","135,71 %",165,"223,53 %","135,71 %",,,
B07Z6X4BZR,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"341,34 €","100,00 %","90,52 %","280,00 €","100,00 %","54,11 %",2,"100,00 %","100,00 %",,,
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"339,24 €","109,54 %","239,58 %","194,40 €","166,67 %","33,75 %",24,"166,67 %","60,00 %",,,"-100,00 %"
B0050GRN2W,"Hama Pochette Up To Fashion (pour 48 disques, CD/DVD/Blu-ray/livres audio, étui de rangement, gain de place pour la voiture, la maison, avec motif papillon) Rose",Hama,"329,76 €","41,80 %","-14,71 %","236,88 €","50,00 %","0,00 %",36,"50,00 %","0,00 %",,,
B0CNRZ9GWN,"Hama Boîte pour câbles Maxi (Boite Rangement pour Cables chargeurs et multiprises, boitier Cache câbles 40x15,5x13,5cm, Pieds en Caoutchouc) Blanc",Hama,"322,52 €","892,98 %",,"266,19 €","850,00 %",,19,"850,00 %",,,,
B0BL1T1R5Y,"Hama Casque TV ShellTV (Casque Circum-Auriculaire Stéréo, idéal télé, câble Extra Long 6m, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, 20 Hz-20 kHz, 32 ohms, 113 DB/MW) Noir",Hama,"312,17 €","282,42 %","376,09 %","194,25 €","275,00 %","275,00 %",15,"275,00 %","275,00 %",3,"200,00 %",
B008JCRAGI,"Xavax Boîte de condensation pour sèche-linges à évacuation, Blanc, 28.5 x 23.5 x 23 cm",xavax,"299,88 €","-7,69 %","71,43 %","239,40 €","-7,69 %","71,43 %",12,"-7,69 %","71,43 %",1,,
B09RCN2PVC,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Beige",Hama,"293,48 €","198,98 %","273,10 %","198,80 €","250,00 %","211,11 %",28,"250,00 %","211,11 %",,,
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"288,66 €","126,54 %","351,17 %","123,95 €","105,56 %","164,29 %",37,"105,56 %","164,29 %",1,"0,00 %",
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"285,25 €","6,80 %","-19,48 %","79,75 €","-19,35 %","-25,31 %",25,"-19,35 %","-26,47 %",7,"-12,50 %","133,33 %"
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"283,16 €","106,51 %","-51,52 %","133,38 €","100,00 %","-50,00 %",26,"100,00 %","-50,00 %",,,"-100,00 %"
B003LTLSFS,"Hama Chemin de câbles (Bande en Aluminium pour Montage Mural TV ou au Sol, Cache-câble Rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de Montage Compris) Gris",Hama,"281,48 €","22,04 %","237,99 %","161,56 €","16,67 %","250,00 %",14,"16,67 %","250,00 %",,,
B00006J6HP,"Hama Casier de rangement Spirit II (système de classement sur socle pour CD, pour 44 boîtiers CD, porte-CD pour le rangement, organisateur antidérapant) Noir",Hama,"270,23 €","143,93 %","156,77 %","122,55 €","150,00 %","122,78 %",15,"150,00 %","150,00 %",,,
B0000AI2XV,"Hama Cadre-galerie photo en plastique Madrid (taille de cadre de 25 cm x 55 cm, taille de la photo de 13 cm x 18 cm, 3 photos par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"268,27 €","18,68 %","-23,17 %","119,52 €","-11,11 %","-19,53 %",16,"-11,11 %","-20,00 %",,,"-100,00 %"
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"267,87 €","118,38 %","-79,78 %","109,49 €","116,55 %","-90,93 %",59,"126,92 %","-88,91 %",,,"-100,00 %"
B01JUB4KNC,"Trépied Appareil Photo Star 64""",Hama,"262,79 €",,,"194,52 €",,,6,,,,,
B06XBXLK8B,"Hama Album photo ""Lazise"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) 4 Motifs cœur aléatoires",Hama,"252,96 €","-57,68 %","-13,56 %","179,52 €","-57,75 %","-13,56 %",204,"-57,68 %","-13,56 %",1,"0,00 %",
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"249,60 €","53,85 %","-72,88 %","137,92 €","53,31 %","-77,09 %",20,"53,85 %","-77,01 %",,,
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"246,03 €","-45,19 %","283,70 %","122,13 €","-53,06 %","228,57 %",23,"-53,06 %","228,57 %",,,
B0BG5GJNDL,"Hama Montre Connectée Femme Fit Watch 4910 (Montre Sport, Etanche IP68, Ecran Tactile 1,09"", Montre Fitness 15 Sports Fréq. Cardiaque Oxymètre Podomètre Compatible Google Fit Apple Health Strava) Rose",Hama,"242,65 €",,"467,87 %","227,40 €",,"355,26 %",5,,"400,00 %",,,
B01KJER734,"Hama 24 Albums photos ""Skies"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"240,90 €","530,79 %","-48,33 %","212,52 €","2 583,33 %","-57,18 %",161,"2 583,33 %","-57,18 %",,,"-100,00 %"
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"238,94 €","80,85 %","-33,95 %","176,80 €","77,78 %","-14,57 %",16,"77,78 %","-15,79 %",,,
B0000AISCX,"Hama Cadre Photo Clip-Fixe (sans Bordure, 30 X 45 Cm, Anti-Reflex) Blanc",Hama,"234,88 €","76,34 %","-69,89 %","75,82 €","54,55 %","-81,32 %",17,"54,55 %","-81,32 %",3,"200,00 %","-57,14 %"
B0BXPLLW89,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 39 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",Hama,"224,64 €","-10,00 %",,"166,05 €","-10,00 %",,27,"-10,00 %",,,,
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"223,13 €","7,72 %","15,27 %","93,50 €","6,25 %","1,81 %",17,"6,25 %","21,43 %",,,"-100,00 %"
B000X9VFWK,"Xavax Réducteur de diamètre (pour hottes aspirantes de 150 mm sur 125 mm) Blanc",xavax,"222,74 €","39,96 %","142,42 %","96,36 €","4,76 %","146,70 %",22,"4,76 %","144,44 %",,,"-100,00 %"
B000TCQPWG,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 20) Noir/Transparent",Hama,"220,11 €","91,57 %","-11,54 %","154,56 €","109,09 %","-11,54 %",23,"109,09 %","-11,54 %",,,"-100,00 %"
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"219,88 €","-1,69 %","-45,35 %","88,96 €","0,00 %","-45,31 %",16,"0,00 %","-46,67 %",,,
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"217,69 €","203,78 %","-78,00 %","162,90 €","200,00 %","-79,28 %",9,"200,00 %","-76,32 %",,,"-100,00 %"
B006JNYP3K,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Argent Mat",Hama,"207,34 €","219,23 %","-43,16 %","121,38 €","320,00 %","-38,24 %",21,"320,00 %","-38,24 %",,,
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"206,84 €","-14,07 %","-75,20 %","115,28 €","-35,29 %","-78,85 %",11,"-35,29 %","-78,85 %",,"-100,00 %",
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"204,17 €","147,27 %","-72,84 %","131,04 €","116,67 %","-73,47 %",13,"116,67 %","-73,47 %",,,
B00IZA0V4M,"Thomson Support Mural TV WAB846 (VESA 200x200, inclinable et orientable, avec 2 Bras, pour Une Diagonale d'écran de 25 à 117 cm (de 10"" à 46"")) Noir",Thomson,"201,03 €","140,96 %",,"183,40 €","133,33 %",,7,"133,33 %",,,,
B0000AISF4,"Cadre tableau sans bordure Clip-Fix 30x40 antireflet",Hama,"200,67 €","104,79 %","-39,74 %","110,25 €","212,50 %","-50,00 %",25,"212,50 %","-50,00 %",1,"0,00 %",
B01DZGIJ26,"Hama Support mural TV FULLMOTION inclinable et pivotant pour TV écran plat entre 48 cm et 122 cm (19"" à 48""), jusqu'à 20 kg de charge supportée, VESA 200x200, Noir",Hama,"198,38 €","107,73 %","152,84 %","142,45 €","133,33 %","133,33 %",7,"133,33 %","133,33 %",,,
B0CLD3CC7D,"Hama Support TV Mural Fixe Ultrafin Garantie 10 Ans (Support TV Mural Extra-Plat, 80kg Max, Robuste, pour écrans LCD/LED/OLED/Plasma de 94 à 229 cm (37"" à 90"") VESA Max 600x400) Gris",Hama,"194,46 €","133,75 %",,"171,24 €","200,00 %",,6,"200,00 %",,,"-100,00 %",
B0036NQG7O,"hama Réveil radiopiloté à projecteur intégré ""RCR 110"" (sans fil, avec thermomètre, calendrier, radio-réveil à projection, réglage automatique de l'heure, projecteur pivotant à 180 degrés) Blanc/Gris",Hama,"193,33 €","42,09 %","-18,04 %","72,00 €","33,33 %","-50,00 %",4,"33,33 %","-50,00 %",,,
B00006J9WN,"Hama Boîtier Multipack (pour 4 CD/DVD/Blu-Ray, Multipack, 4 in 1, étui de Protection pour CD) Noir/Transparent",Hama,"193,32 €","59,61 %","143,66 %","77,90 €","95,24 %","135,77 %",41,"95,24 %","192,86 %",2,,
B07ZJSSVG8,"Xavax Support Organiseur Pour Aspirateurs sans fil (Station Accueil au sol, avec Porte-Accessoires pour DYSON DC30 DC31 DC34 DC35 DC58 DC59 DC62 DC74, V11, XIAOMI V10, 29.5x22x128cm) Argent/Noir",xavax,"187,50 €","200,00 %","-46,43 %","112,50 €","200,00 %","-62,15 %",3,"200,00 %","-57,14 %",,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"185,64 €","-53,32 %","-66,93 %","160,08 €","-53,85 %","-60,00 %",6,"-53,85 %","-60,00 %",,,
B000N8UX88,"Hama Trépied Appareil Photo Star 20""",Hama,"185,61 €","159,56 %","1 212,66 %","110,72 €","166,67 %","1 500,00 %",32,"166,67 %","1 500,00 %",,"-100,00 %",
B0026MT4AC,"Xavax Rallonge flexible d'arrivée d'eau renforcée (pour tuyau d’entrée lave-linge et lave-vaisselle, tuyau d’arrivée de réservoir anti-flambement, 1 m, 1 pièce) Argent",xavax,"185,10 €","1 070,04 %","-11,31 %","136,20 €","1 100,00 %","0,00 %",12,"1 100,00 %","0,00 %",1,,
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"184,92 €","-73,91 %","-75,61 %","113,40 €","-73,91 %","-75,51 %",12,"-73,91 %","-75,51 %",5,"0,00 %","25,00 %"
B0CP86Q49Q,"Hama Antenne intérieure (Antenne Réception Radio Numérique (Dab/Dab+) et Analogique FM, Amplification du Signal Actif jusqu'à 30 DB, Cäble 1.5m, Fiche F mâle, Alim Secteur) Noir",Hama,"184,92 €",,,"146,10 €",,,6,,,,,
B0000AI3IZ,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 40 x 50 cm avec bordure de 13 mm x 20 mm, pour une photo de 40 x 50 cm) Or Mat",Hama,"184,08 €","225,00 %","225,00 %","105,95 €","225,00 %","225,00 %",13,"225,00 %","225,00 %",,,
B084HYZP7G,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Sable",Hama,"173,80 €","179,83 %","897,70 %","81,40 €","175,00 %","778,10 %",11,"175,00 %","1 000,00 %",1,,
