Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/04/2024 - 30/04/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B002ZX98MG,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 10) Transparent",Hama,"118,23 €","-46,06 %","9,27 %",17,"-45,16 %","-15,00 %","146,51 €","-23,25 %","59,30 %","103,32 €","-22,22 %","31,80 %",21,"-22,22 %","23,53 %",,,
B002KCJ1KG,"Thomson Coussinets en mousse de rechange ""EARA120"" (6 pièces, universel, taille unique (Diamètre de 45 mm)) Noir",Thomson,"117,12 €","48,59 %",,18,"50,00 %",,"119,27 €","65,42 %",,"52,02 €","63,64 %",,18,"63,64 %",,1,,
B09Q3FHBZT,"Hama Webcam Streaming QHD C-650 Face Tracking (Reconnaissance Visage par IA et Suivi Horizontal sur Rayon 355°, USB-C, Autofocus, Plug&Play, Idéale Youtube Teams, pivotable 360°, Cache-caméra) Noir",Hama,"116,64 €","100,00 %","111,61 %",2,"100,00 %","100,00 %","116,64 €","100,00 %","111,61 %","96,54 €","81,88 %","100,08 %",2,"100,00 %","100,00 %",1,,"0,00 %"
B000KJPE4I,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 70 x 100 cm, Reflex) Blanc",Hama,"115,82 €",,,4,,,"58,93 €",,,"33,04 €",,,2,,,,,
B001UBGSZE,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Noires, à Spirale) Lilas",Hama,"114,56 €","-21,83 %","91,06 %",8,"-20,00 %","100,00 %","114,56 €","-21,83 %","91,06 %","68,24 €","-20,00 %","122,14 %",8,"-20,00 %","100,00 %",,,
B00T7M8ET6,"Hama Album photo à pochettes ""New York City"" (pour 200 photos au format 10 cm x 15cm, taille de l'album de 19 cm x 23,5 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"114,27 €","82,25 %","-48,38 %",9,"80,00 %","-43,75 %","114,27 €","82,25 %","-44,91 %","70,85 €","78,02 %","-36,58 %",9,"80,00 %","-40,00 %",,"-100,00 %","-100,00 %"
B000EOPSRM,"Hama Pochette (pour 40 CD/DVD/Blu-Ray, classeur de Rangement, Gain de Place pour Le Bureau, Le Salon et la Maison, étuis de Transport) Noir",Hama,"113,84 €","15,07 %","-33,92 %",10,"25,00 %","-56,52 %","113,84 €","15,07 %","-24,01 %","56,30 €","25,00 %","-45,04 %",10,"25,00 %","-50,00 %",,,
B01DZGIJ26,"Hama Support mural TV FULLMOTION inclinable et pivotant pour TV écran plat entre 48 cm et 122 cm (19"" à 48""), jusqu'à 20 kg de charge supportée, VESA 200x200, Noir",Hama,"112,61 €","502,19 %",,4,"300,00 %",,"112,61 €","502,19 %",,"81,40 €","300,00 %",,4,"300,00 %",,,"-100,00 %",
B0BLZ1RZKG,"Hama Multiprise avec Interrupteur (Bloc 4 Prises Schuko 16A, Interrupteur Individuel éclairé, idéal économie d'énergie, Prises à 90°, œillet Suspension integré, 3680W, Cable 1.4m H05VV-F) Blanc",Hama,"112,44 €","171,07 %",,5,"150,00 %",,"112,44 €","171,07 %",,"62,50 €","150,00 %",,5,"150,00 %",,,,
B075RGXBTD,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"112,42 €","181,40 %","-61,02 %",9,"200,00 %","-60,87 %","112,42 €","181,40 %","-44,13 %","65,34 €","200,00 %","-37,56 %",9,"200,00 %","-43,75 %",,,"-100,00 %"
B0CP856DQT,"Hama Support TV Plafond Pivotant Réglable en Hauteur Garantie 10 Ans (Idéal Pièces en sous pentes, TV 32"" à 65"", 165cm 50kg Max,°, Pivotable 360°, VESA 400x400 Max, Easy Fix, Chevilles Fischer) Noir",Hama,"111,20 €",,,1,,,"111,20 €",,,"86,15 €",,,1,,,,,
B006L9T90G,"Ventilateur USB avec LEDs de couleur",Hama,"110,89 €","44,44 %","1 234,42 %",13,"44,44 %","1 200,00 %","110,89 €","30,00 %","1 234,42 %","75,27 €","30,00 %","1 200,00 %",13,"30,00 %","1 200,00 %",3,"200,00 %",
B0071BIZG2,"Hama Support mural TV Fixe (Pour diagonale d’écran de 81 à 165cm (32"" à 65""), pour un maximum de 30 kg, VESA jusqu'à 400 x 400, 3 étoiles) Noir",Hama,"109,92 €","0,00 %","500,00 %",6,"0,00 %","500,00 %","109,92 €","0,00 %","500,00 %","69,24 €","0,00 %","500,00 %",6,"0,00 %","500,00 %",,,
B00006IVE7,"Hama Étuis à négatifs, papier cristal, 10 bandes de 4 négatifs, 24x36cm, 25 pièces",Hama,"109,12 €","-8,33 %","149,53 %",11,"-8,33 %","266,67 %","109,12 €","-8,33 %","149,53 %","92,74 €","-8,21 %","304,10 %",11,"-8,33 %","266,67 %",,,
B0000AI3G6,"Hama Cadre en plastique ""Madrid"" (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Argent",Hama,"108,30 €",,"400,00 %",5,,"400,00 %","108,30 €","66,67 %","400,00 %","48,45 €","66,67 %","460,12 %",5,"66,67 %","400,00 %",,,
B01K47GSQS,"Hama Album photo ""Skies"" (album grand format, 22,5 x 22 cm, 100 pages, pour 200 photos au format 10 x 15 cm) Beige",Hama,"107,54 €","23,10 %","-46,79 %",10,"42,86 %","-41,18 %","107,54 €","23,10 %","-43,09 %","56,30 €","42,86 %","-31,86 %",10,"42,86 %","-37,50 %",1,,
B005MIGBDU,"Hama Support mural TV Ultraslim Orientable (pour diagonale d'écran de 25 à 66cm (10"" et 26""), pour un maximum de 25 kg, VESA jusqu'à 100 x 100, 5 étoiles) Blanc",Hama,"107,25 €","-68,42 %","-40,00 %",3,"-70,00 %","-40,00 %","107,25 €","-68,42 %","-40,00 %","87,06 €","-71,30 %","-24,52 %",3,"-70,00 %","-40,00 %",1,"0,00 %",
B00006JEAY,"Hama Filtre UV (anti-UV Et Protection, Compensation 2X, Traitement Antireflet, Pour Objectifs D'appareils Photo 49 Mm, O-Haze, Traité) Noir",Hama,"106,99 €","-32,37 %","139,35 %",11,"-35,29 %","120,00 %","125,33 €","-10,39 %","245,83 %","60,21 €","-32,00 %","151,71 %",13,"-13,33 %","225,00 %",,"-100,00 %","-100,00 %"
B079P3WD2X,"Thomson Antenne intérieure ANT1538 (pour réception Radio/télévision numérique, HDTV/3D, DVB-T/T2, avec Amplification du Signal, Performance 45) Noir/Bleu",Thomson,"106,64 €",,"82,85 %",4,,"100,00 %","106,64 €",,"82,85 %","100,20 €",,"144,27 %",4,,"100,00 %",,,
B001F536FK,"THOMSON Casque Audio Filaire (Casque Stéréo Filaire Jack, Réglable, Supra-aural, Ultra-léger, 54g, Coussinets 27mm, 95dB, Cable 1.3m, idéal PC Smartphone Mac Tablette Ordinateur) Noir",Thomson,"105,14 €","36,28 %",,8,"33,33 %",,"105,14 €","36,28 %",,"41,60 €","33,33 %",,8,"33,33 %",,,"-100,00 %",
B07XYC6YWQ,"Hama Support TV Design en Forme de chevalet pour téléviseur de 37 à 75"" - 94 à 191cm (Hauteur réglable, Acier Moderne laqué, Compact et Moderne, Compatible VESA) Noir",Hama,"104,95 €","-72,58 %",,1,"-75,00 %",,"213,27 €","-22,28 %",,"201,96 €","-33,33 %",,2,"-33,33 %",,,,
B00T7MB37Q,"Hama Album photo à pochettes ""New York City"" (pour 300 photos au format 10 cm x 15cm, taille de l'album de 19 cm x 34,5 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"104,93 €","16,67 %","-70,10 %",7,"16,67 %","-68,18 %","89,94 €","0,00 %","-74,37 %","57,42 €","1,50 %","-70,05 %",6,"0,00 %","-72,73 %",,,
B0BL1TWRL8,"Hama Ecouteurs sans Fil Tour du Cou Freedom Neck (Casque de Sport Bluetooth Intra-Auriculaires Tour d'oreille avec Micro, 10h d'autonomie, Idéal Course, Vélo, Gym, Contrôle Vocal) Noir",Hama,"104,93 €","59,57 %",,7,"133,33 %",,"89,94 €","36,77 %",,"102,38 €","100,39 %",,6,"100,00 %",,,,
B00006JBEE,"Hama Filtre anti-parasites (haute puissance, 10 A) Noir/Bleu/Rouge",Hama,"104,93 €","-53,33 %","0,00 %",7,"-53,33 %","0,00 %","119,92 €","-42,86 %","14,29 %","79,36 €","-42,86 %","24,88 %",8,"-42,86 %","14,29 %",2,"0,00 %",
B07F39Q5RV,"Thomson Antenne Intérieure HD Plate ANT1528BK (pour réception Radio/télévision numérique, DVB-T/-T2, Dab/Dab+, HD/3D, avec amplificateur, Filtre Anti-Bruit, Performance 45) Noir/Gris",Thomson,"104,88 €","-17,59 %","-52,24 %",3,"-25,00 %","-57,14 %","104,88 €","-33,84 %","-44,05 %","68,91 €","-49,63 %","-59,36 %",3,"-40,00 %","-50,00 %",1,"0,00 %","0,00 %"
B002QPPBME,"Hama Cadre photo ""Bristol"" pour portrait (taille de cadre 13x18 cm, taille de photos 13x18 cm, photos format horizontal ou vertical, en métal, 1 photo par cadre, élégant, simple, classique) Argent",Hama,"104,86 €","-63,16 %","16,67 %",14,"-63,16 %","16,67 %","127,33 €","-51,43 %","41,67 %","83,23 €","-51,27 %","52,44 %",17,"-51,43 %","41,67 %",,,
B0BL1RZ3GH,"Hama Power Bank 10000 mAh (Batterie Externe, 1 USB C + 2 USB A, Power Pack Fast Charge, Batterie pour Smartphone, Tablette, Haut-Parleur Bluetooth, Voyants LED, Chargeur Portable + Cable 0.25m) Gris",Hama,"104,10 €","320,10 %",,5,"400,00 %",,"83,28 €","236,08 %",,"69,06 €","311,32 %",,4,"300,00 %",,,,
B017JY5APO,"Hama Fine Art à Spirales 50 Pages Noires 2109, Craie, 36 x 32 cm",Hama,"103,75 €","-14,26 %",,7,"-12,50 %",,"103,75 €","-24,36 %",,"59,15 €","-18,94 %",,7,"-22,22 %",,,,
B000KZ75H6,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 70 x 100 cm avec bordure de 13 mm x 20 mm, pour une photo de 50 x 70 cm) Noir",Hama,"103,71 €",,,3,,,"103,71 €",,,"55,20 €",,,3,,,,,
B0002W6B90,"Hama Interrupteur pour véhicules (Interrupteur de voiture, rond, 10 A, 12 V, interrupteur à bascule) Noir",Hama,"102,24 €","-1,65 %",,14,"-6,67 %",,"102,24 €","-1,65 %",,"49,60 €","-9,41 %",,14,"-6,67 %",,,"-100,00 %",
B00LFHUWLY,"Hama Antenne de Toit pour Voiture, AM/FM et Dab/Dab+ (pour Dab/Dab+, AM/FM, antenne de Toit Flexible, Bande III, Bande L, fiche SMB (f), amplifiée électroniquement, Active, 12 V, pour Voiture) Noir",Hama,"102,24 €",,,3,,,"102,24 €",,,"84,03 €",,,3,,,,,
B009HSQ45G,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Kiwi",Hama,"101,09 €","216,40 %","103,24 %",7,"250,00 %","133,33 %","101,09 €","216,40 %","204,86 %","59,15 €","250,00 %","250,00 %",7,"250,00 %","250,00 %",,"-100,00 %","-100,00 %"
B0050GRMW8,"Hama Pochette ""Up To Fashion"" (pour 48 disques, CD/DVD/Blu-ray/livres audio, étui de rangement, gain de place pour la voiture, la maison, avec motif du diable) Rouge",Hama,"100,76 €","15,74 %","22,22 %",11,"22,22 %","22,22 %","100,76 €","15,74 %","37,50 %","72,73 €","24,20 %","55,74 %",11,"22,22 %","37,50 %",,,
B0089CJZ4S,"Hama Support mural TV Fixe (Pour diagonale d’écran de 81 à 191cm (32"" à 75""), pour un maximum de 60 kg, VESA jusqu'à 800 x 400, 3 étoiles) Noir",Hama,"99,96 €",,,3,,,"99,96 €",,,"74,73 €",,,3,,,,,
B005DJKGO8,"Hama Album, Rose, 22 x 22,5",Hama,"99,84 €","-64,71 %","648,43 %",12,"-64,71 %","1 100,00 %","116,48 €","-57,58 %","773,16 %","75,60 €","-57,58 %","1 300,00 %",14,"-57,58 %","1 300,00 %",,,
B00005K4A5,"Hama Filtre polarisant (Circulaire, Traité, 72mm, 2 Couches par Face) Noir",Hama,"99,68 €",,,4,,,"99,68 €",,,"143,84 €",,,4,,,,,
B0015NS8JQ,"Hama Chemin de câble (en PVC, semi-circulaire, 100 x 7 x 2,1 cm) Noir",Hama,"99,60 €",,,5,,,"39,84 €",,,"17,06 €",,,2,,,,,
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"99,36 €","-92,76 %",,8,"-92,79 %",,"161,46 €","-87,31 %",,"107,16 €","-89,71 %",,13,"-87,38 %",,,,
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"98,41 €","-66,48 %","-64,18 %",8,"-72,41 %","-69,23 %","98,41 €","-66,48 %","-63,04 %","50,75 €","-73,18 %","-68,73 %",8,"-72,41 %","-69,23 %",,"-100,00 %",
B000FNO03K,"THOMSON Microphone Dynamique M150 (fiche Jack 3,52 mm, Longueur de câble 3 m, Party) Noir",Thomson,"97,06 €","46,35 %","-4,20 %",6,"50,00 %","0,00 %","97,06 €","46,35 %","-4,20 %","74,34 €","50,00 %","7,55 %",6,"50,00 %","0,00 %",1,"-80,00 %","-50,00 %"
B00005YVI3,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"97,02 €","-54,74 %","44,31 %",2,"-60,00 %","0,00 %","48,51 €","-77,37 %","-27,84 %","29,12 €","-80,00 %","-41,78 %",1,"-80,00 %","-50,00 %",,,
B0000AHIJ5,"Cadre photo sans bordure Clip-Fix, anti-reflet, 10,5 x 15 cm",Hama,"96,28 €","132,90 %","544,44 %",58,"152,17 %","544,44 %","101,26 €","178,49 %","662,50 %","71,98 €","205,00 %","705,15 %",61,"205,00 %","662,50 %",,,
B000EOW7EE,"Hama Kit de panneaux isolants (1 porte, très épais pour une meilleure isolation, auto-adhésifs, Jeu de 4) Noir",Hama,"95,40 €","-70,45 %","-42,14 %",5,"-70,59 %","-44,44 %","95,40 €","-70,45 %","-42,14 %","56,54 €","-71,62 %","-46,04 %",5,"-70,59 %","-44,44 %",,"-100,00 %",
B005DJXZ7I,"Hama Album Photo Singo (Album minimax, 13 x 16,5 cm, 100 Pages, pour 100 Photos au Format 10 x 15 cm) Orange",Hama,"95,31 €","131,73 %",,21,"133,33 %",,"95,31 €","131,73 %",,"62,37 €","133,33 %",,21,"133,33 %",,,,
B00792A822,"Etui ""Vegas"" pour 5 clés USB, noir",Hama,"94,72 €","257,43 %",,8,"300,00 %",,"94,72 €","257,43 %",,"59,92 €","300,00 %",,8,"300,00 %",,,,
B0BKYV691H,"Hama Power Bank 20000 mAh (Batterie Externe, 1 USB C + 2 USB A, Power Pack Fast Charge, Batterie pour Smartphone, Tablette, Haut-Parleur Bluetooth, Voyants LED, Chargeur Portable + Cable 0.25m) Gris",Hama,"94,71 €","-6,36 %",,3,"-25,00 %",,"94,71 €","-6,36 %",,"74,85 €","-25,00 %",,3,"-25,00 %",,,"-100,00 %",
B08FRKD2HT,"Hama Clé USB 3.0 ""Rotate"" (capacité de 256 GB, taux de transfert de 90 MB/s, avec accroche porte-clefs, flashpen clé usb) Bleu Pétrole",Hama,"94,59 €","182,02 %","276,55 %",6,"200,00 %","500,00 %","78,64 €","134,47 %","213,06 %","62,50 €","150,00 %","278,79 %",5,"150,00 %","400,00 %",,,
B000VRCKT6,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Bleu",Hama,"93,68 €","19,87 %","-40,40 %",6,"20,00 %","-40,00 %","93,68 €","19,87 %","-40,40 %","51,22 €","19,98 %","-34,04 %",6,"20,00 %","-40,00 %",,,
B003TQY5YY,"Hama Pochette Up To Fashion (pour 24 disques, CD/DVD/Blu-ray/livres audio, étui de rangement, gain de place pour la voiture, la maison, avec motif rond) Rouge",Hama,"93,00 €","7,20 %","-37,90 %",12,"0,00 %","-50,00 %","91,91 €","14,76 %","-26,35 %","55,07 €","9,59 %","-37,90 %",12,"9,09 %","-40,00 %",,,
B00IYX10YA,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Bleu",Hama,"91,68 €","-43,83 %","-49,02 %",6,"-45,45 %","-66,67 %","91,68 €","-43,83 %","-46,02 %","36,12 €","-52,69 %","-66,96 %",6,"-45,45 %","-64,71 %",,,"-100,00 %"
B009HSQ4JM,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Azur",Hama,"91,33 €","184,61 %","-6,84 %",6,"200,00 %","0,00 %","91,33 €","184,61 %","11,83 %","50,70 €","200,00 %","32,03 %",6,"200,00 %","20,00 %",,"-100,00 %","-100,00 %"
B00Y9WGEC8,"Adaptateur d’Objectif pr app. Photo avec Monture C sur Object. Nikon",Hama,"90,78 €","94,56 %","115,53 %",2,"100,00 %","100,00 %","90,78 €","94,56 %","115,53 %","72,54 €","100,00 %","115,19 %",2,"100,00 %","100,00 %",,,
B082WQS12G,"Hama Ampoule LED, E27, 1521lm rempl. 100W, amp. à incandes., BLC CHD, régl.",Hama,"90,26 €","0,06 %",,1,"0,00 %",,"90,26 €","0,06 %",,"68,43 €","0,00 %",,1,"0,00 %",,,,
B006JNYP3K,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Argent Mat",Hama,"89,91 €","-62,52 %","-2,67 %",9,"-65,38 %","12,50 %","89,91 €","-64,02 %","9,13 %","52,02 €","-66,67 %","44,06 %",9,"-66,67 %","28,57 %",1,"0,00 %",
B00UYZ1O6K,"Hama Support Mural TV Spécial Mur mensardé (pour Diagonale d'écran de 48 cm à 117 cm (19"" - 46""), pour Un Maximum de 20 kg, VESA jusqu'à 200 x 200) Noir",Hama,"89,84 €",,"-56,20 %",2,,"-60,00 %","89,84 €","111,49 %","-45,25 %","76,90 €","121,17 %","-45,01 %",2,"100,00 %","-50,00 %",,"-100,00 %",
B001730SIS,"Etui Fashion pour Sticks USB, Noir",Hama,"89,82 €","-48,83 %",,18,"-30,77 %",,"94,81 €","-44,40 %",,"92,91 €","-24,00 %",,19,"-24,00 %",,,,
B07FK69BRW,"Thomson Antenne Intérieure Tige ANT1438 (pour la réception Radio numérique (Dab/Dab+) Ainsi Que pour l’Amplification des signaux, Active, Performance 25) Noir",Thomson,"89,55 €","50,50 %","48,80 %",3,"50,00 %","50,00 %","59,70 €","0,34 %","-0,80 %","42,64 €","0,00 %","10,98 %",2,"0,00 %","0,00 %",,"-100,00 %","-100,00 %"
B086B7JST7,"Hama - WETTERSTATION - Weather Station",Hama,"89,12 €",,,2,,,"89,12 €",,,"70,28 €",,,2,,,,,
B08FRHV5D1,"Hama Clé USB 3.0 ""Rotate"" (capacité de 64 GB, taux de transfert de 70 MB/s, avec accroche porte-clefs, flashpen clé usb) Bleu Pétrole",Hama,"88,29 €","35,85 %",,16,"45,45 %",,"93,79 €","57,66 %",,"88,00 €","64,79 %",,17,"70,00 %",,,,
B07F3FYT43,"Dispositif de Fixation à Pince pour multiprise",Hama,"88,27 €","420,15 %","47,91 %",6,"500,00 %","50,00 %","88,27 €","420,15 %","47,91 %","54,78 €","500,00 %","63,62 %",6,"500,00 %","50,00 %",,,
B079PNH64S,"Hama Chevalet album photo vierge à spirale (album photo traditionnel 18 cm x 16,5 cm, 12 pages noires, pour 12 ou 24 photos de 10 cm x 15 cm ou 11 cm x 15 cm, avec dictons) Noir",Hama,"87,44 €","47,21 %","15,02 %",10,"42,86 %","25,00 %","87,44 €","47,21 %","30,92 %","65,80 €","42,86 %","47,80 %",10,"42,86 %","42,86 %",,,
B005VNYT12,"Xavax Minuteur de cuisine Countdown (avec Minuterie et Fonction Chronomètre, Fixation via Un Aimant, Une Pince, Un Support ou Un Support, à Piles, numérique) Blanc/Gris",xavax,"87,40 €","674,82 %","-56,20 %",10,"900,00 %","-50,00 %","87,40 €","674,82 %","-32,44 %","65,30 €","900,00 %","-15,44 %",10,"900,00 %","-23,08 %",,,"-100,00 %"
B0000AISDL,"Hama Passe-partout Premium, blanc neige, 40 x 50 cm",Hama,"87,01 €","-8,33 %","208,00 %",11,"-8,33 %","266,67 %","87,01 €","0,00 %","1 000,00 %","46,97 €","0,00 %","1 000,00 %",11,"0,00 %","1 000,00 %",,,
B000L9MVPM,"Hama Chemin de câbles (Bande en PVC/Aluminium pour Montage Mural TV ou au Sol, Cache-câble Demi-Rond, 100 x 3,5 x 0,9 cm, entrée de câble jusqu'à 2 câbles) Blanc",Hama,"86,63 €","82,00 %","130,64 %",8,"166,67 %","166,67 %","86,63 €","82,00 %","130,64 %","63,94 €","167,76 %","180,68 %",8,"166,67 %","166,67 %",,,
B06XNNNB3B,"Hama Trolley pour caméra/Appareil Photo Miami (conçu spécialement pour Les photographes Amateurs et Professionnels, Taille du Trolley de 27 cm x 12 cm x 37 cm, 2,9 kg) Noir/Rouge",Hama,"85,75 €","-85,71 %","0,00 %",1,"-85,71 %","0,00 %","85,75 €","-85,71 %",,"63,09 €","-85,71 %",,1,"-85,71 %",,,,
B00CBVEZNO,"Hama Support pour Ordinateur Portable Carbone (Support pour Ordinateur Portable jusqu'à 47 cm, Hauteur 8 cm, Pieds en Caoutchouc antidérapants, Aspect Carbone) Noir",Hama,"85,55 €","83,70 %","-27,01 %",6,"100,00 %","-14,29 %","85,55 €","83,70 %","-27,01 %","48,30 €","100,00 %","-10,77 %",6,"100,00 %","-14,29 %",,,
B0000AI3IC,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 50 x 70 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Bleu",Hama,"84,96 €","0,00 %","100,00 %",4,"0,00 %","100,00 %","106,20 €","0,00 %","400,00 %","59,60 €","0,00 %","482,60 %",5,"0,00 %","400,00 %",1,"0,00 %",
B08H7ZZHWV,"Hama Prise connectée wifi ""Mini"" (Prise intelligente 16A, 3680W, Compteur de consommation en temps réel, compatible Alexa, Google Home, Commande vocale, automatisations faciles) Blanc",Hama,"84,84 €",,,4,,,"84,84 €",,,"60,28 €",,,4,,,,,
B001EKGRK2,"Hama Boîtier double (pour Blu-ray, convient également aux CD et DVD, avec film pour l'insertion de la jaquette, lot de 3) Bleu",Hama,"84,44 €","3,46 %","184,50 %",14,"27,27 %","250,00 %","84,44 €","3,46 %","184,50 %","48,16 €","27,27 %","276,25 %",14,"27,27 %","250,00 %",,,"-100,00 %"
B000EOVQCS,"Hama Pochettes de Protection Doubles (en Plastique, pour CD/DVD/Blu-Ray, 2 CD par Pochette, Lot de 50) Blanc/Transparent",Hama,"83,46 €","903,13 %","-32,67 %",7,"600,00 %","-41,67 %","91,78 €",,"-59,61 %","46,88 €",,"-50,33 %",8,,"-63,64 %",,,"-100,00 %"
B07Q8VBZ5M,"Hama X-Pointer 6in1 Télécommande Pointeur Laser - 6 en 1, Laser Rouge, Fonction Air Mouse, Technologie Smart-Link, sans Fil 2.4 GHz - pour présentation Powerpoint - Noir",Hama,"82,47 €","50,00 %",,3,"50,00 %",,"82,47 €","50,00 %",,"86,40 €","50,00 %",,3,"50,00 %",,,,
B06XB6RY6Q,"Hama Album photo ""Joana"" (pour 100 photos au format 10 x 15 cm, album traditionnel enfant de 25 x 25 cm, 50 pages blanches, château, licorne, élégant) Rose/Blanc",Hama,"80,46 €","19,63 %","66,79 %",8,"14,29 %","100,00 %","80,46 €","19,63 %","66,79 %","45,52 €","14,29 %","118,01 %",8,"14,29 %","100,00 %",1,"0,00 %",
B001N5ATD4,"Hama Plateau tournant pour téléviseur (jusqu'à 60 kg, pivotable à 360°, 60 x 40 cm, Verre) Noir",Hama,"80,44 €",,"23,26 %",1,,"0,00 %","80,44 €",,"23,26 %","49,69 €",,"8,99 %",1,,"0,00 %",,,
B00006J6IW,"Hama Multiprise 6 Prises 16A avec Interrupteur (Rallonge multiprises 1.4m, Bloc 6 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"79,95 €","-19,23 %","-37,36 %",12,"-7,69 %","-25,00 %","79,95 €","-24,51 %","-32,52 %","73,80 €","-14,29 %","-18,01 %",12,"-14,29 %","-20,00 %",,"-100,00 %",
B00005QFAZ,"Hama Étuis à négatifs (Lot de 25 Pochettes Rangement Diapos/Negatifs Photo, pour Classeurs à Anneaux, 4 Bandes/Feuille, en Papier Cristal)",Hama,"79,36 €","60,00 %","-57,81 %",8,"60,00 %","-38,46 %","79,36 €","60,00 %","-54,19 %","65,76 €","60,00 %","-26,44 %",8,"60,00 %","-33,33 %",,,
B00005KHT9,"Hama Filtre polarisant (circulaire, Traité, 49mm, 2 couches par face) Noir",Hama,"79,32 €",,,4,,,"79,32 €",,,"93,32 €",,,4,,,,,
B08GSCS399,"Hama Destructeur de Documents Basic S8CD (Broyeur Documents 8 Feuilles 80g, Destructeur CD/CB, Niveaux de sécurité P2 T1, Découpe en Bandes 6mm, 70 DB, M/A Auto, Corbeil 11L) Noir",Hama,"79,30 €","-31,77 %","-4,82 %",2,"-33,33 %","0,00 %","79,30 €","-31,77 %","-4,82 %","56,20 €","-33,33 %","-8,56 %",2,"-33,33 %","0,00 %",,,"-100,00 %"
B005DJXZIM,"Hama Album Photo Singo (Album minimax, 13 x 16,5 cm, 100 Pages, pour 100 Photos au Format 10 x 15 cm) Vert",Hama,"77,69 €","183,33 %","384,96 %",17,"183,33 %","750,00 %","77,69 €","183,33 %","744,46 %","50,49 €","183,33 %","1 770,00 %",17,"183,33 %","1 600,00 %",2,,
B00006J4GV,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"76,88 €","-92,31 %","-42,91 %",7,"-94,74 %","-30,00 %","76,88 €","-93,43 %","-64,58 %","41,78 €","-95,56 %","-55,15 %",7,"-95,51 %","-56,25 %",4,"100,00 %",
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"76,88 €","-63,14 %","-86,29 %",11,"-63,33 %","-84,93 %","76,88 €","-64,57 %","-84,86 %","49,40 €","-67,80 %","-84,00 %",11,"-64,52 %","-83,33 %",,"-100,00 %","-100,00 %"
B007C3BG5Q,"Hama Tapis de souris aspect cuir (22 x 18 cm, Tapis de souris Office aspect cuir, glisse optimale, dessous antidérapant) Noir",Hama,"76,60 €","-18,92 %","61,26 %",10,"-23,08 %","100,00 %","91,92 €","16,12 %","93,52 %","71,52 €","1,53 %","151,12 %",12,"9,09 %","140,00 %",,,
