Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/10/2024 - 31/10/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"1 839,08 €","-11,27 %","-28,98 %",92,"-2,13 %","-40,65 %","1 959,02 €","1,36 %","-24,03 %","972,50 €","11,60 %","-37,45 %",98,"12,64 %","-36,77 %",2,"0,00 %","-60,00 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 614,24 €","52,03 %","57,99 %",114,"65,22 %","80,95 %","1 589,70 €","54,38 %","58,42 %","1 173,76 €","67,00 %","80,94 %",112,"67,16 %","80,65 %",1,"-80,00 %","-80,00 %"
B07HY9LK8J,"Rapoo Clavier multimédia USB Filaire ""N2400"" (filaire, clavier d'ordinateur AZERTY, design, idéal pour les maladroits) Noir",Rapoo,"1 474,76 €","242,55 %",,161,"242,55 %",,"1 474,76 €","250,00 %",,"1 545,60 €","250,00 %",,161,"250,00 %",,6,,
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"1 425,24 €","13,83 %","46,58 %",107,"13,83 %","46,58 %","1 411,92 €","10,42 %","60,61 %","1 058,94 €","10,42 %","79,23 %",106,"10,42 %","60,61 %",,"-100,00 %","-100,00 %"
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"1 415,18 €","360,69 %","523,45 %",274,"568,29 %","914,81 %","1 416,68 €","300,58 %","646,01 %","1 073,35 €","504,70 %","1 259,01 %",272,"491,30 %","1 260,00 %",,"-100,00 %","-100,00 %"
B00006J4DM,"Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent",Hama,"1 410,09 €","12,82 %","2 749,24 %",574,"13,44 %","8 100,00 %","1 447,68 €","19,37 %","2 459,55 %","912,11 €","19,84 %","4 933,72 %",589,"19,96 %","7 262,50 %",2,"-87,50 %",
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 376,01 €","0,70 %","-22,78 %",53,"-3,64 %","-28,38 %","1 252,79 €","-11,56 %","-25,68 %","569,76 €","-15,79 %","-48,71 %",48,"-15,79 %","-31,43 %",2,"-33,33 %","-33,33 %"
B003PFBLOQ,"Hama Horloge murale ""PP-245"" (radio-pilotée DCF, Pendule sans Tic Tac, Numérique, à led, sans fil, avec des piles, Format 24h, Calendrier, Jour, Thermomètre 0°C à +50°C, pause murale ou bureau) Plastique, Noir",Hama,"1 334,74 €","-27,73 %","104,57 %",52,"-27,78 %","147,62 %","1 337,92 €","-28,41 %","113,22 %","932,88 €","-28,77 %","161,30 %",52,"-28,77 %","160,00 %",3,"-25,00 %","200,00 %"
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"1 278,36 €","19,72 %","-47,83 %",74,"17,46 %","-52,56 %","1 312,14 €","29,06 %","-46,10 %","608,59 €","24,80 %","-55,50 %",76,"26,67 %","-50,97 %",5,"400,00 %","25,00 %"
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"1 141,38 €","-18,28 %","23,13 %",43,"-29,51 %","2,38 %","1 254,78 €","-4,11 %","42,14 %","738,99 €","-19,02 %","18,11 %",47,"-18,97 %","17,50 %",,,
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"1 112,63 €","18,21 %","75,18 %",122,"18,45 %","87,69 %","1 130,63 €","15,62 %","78,22 %","653,19 €","15,77 %","90,28 %",124,"15,89 %","90,77 %",,,"-100,00 %"
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"1 095,03 €","54,98 %","-72,05 %",12,"50,00 %","-79,31 %","1 095,03 €","54,98 %","-71,53 %","624,00 €","50,00 %","-80,05 %",12,"50,00 %","-78,95 %",,,"-100,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"1 011,60 €","45,98 %","-48,37 %",41,"46,43 %","-48,75 %","988,28 €","37,97 %","-46,30 %","500,00 €","37,93 %","-46,68 %",40,"37,93 %","-46,67 %",,,
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"988,20 €","-16,67 %","-31,10 %",90,"-16,67 %","-26,83 %","922,32 €","-25,00 %","-35,16 %","735,79 €","-25,13 %","-31,47 %",84,"-25,00 %","-31,15 %",2,,
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"953,92 €","129,14 %","-70,05 %",36,"125,00 %","-76,47 %","953,92 €","115,35 %","-70,05 %","554,88 €","111,81 %","-76,50 %",36,"111,76 %","-76,47 %",,"-100,00 %","-100,00 %"
B0000AIRY7,"Hama Cadre en plastique Madrid (taille de cadre de 30 cm x 40 cm, taille de la photo de 20 cm x 28 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"949,20 €","445,45 %","-40,61 %",120,"445,45 %","-33,70 %","949,20 €","445,45 %","-39,49 %","488,58 €","457,61 %","-33,80 %",120,"445,45 %","-32,20 %",2,"0,00 %","-81,82 %"
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"902,80 €","-29,32 %","27,84 %",76,"-41,09 %","33,33 %","857,44 €","-33,39 %","19,19 %","405,88 €","-43,87 %","26,96 %",73,"-43,85 %","25,86 %",,"-100,00 %","-100,00 %"
B0C6CK8KFG,"Hama Câble Enceinte HiFi (Cable pour enceinte, 10m, Câble Audio pour Enceinte, Câble HP de Haut Parleur en Cuivre pour Hifi et Hifi embarquée, 2 x 0.75 mm²) Transparent",Hama,"856,00 €","51,57 %",,155,"2,65 %",,"885,92 €","61,14 %",,"683,86 €","11,25 %",,163,"10,88 %",,1,,
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"838,40 €","37,83 %","157,64 %",49,"28,95 %","133,33 %","854,39 €","36,86 %","139,63 %","402,00 €","28,21 %","117,39 %",50,"28,21 %","117,39 %",1,,
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"837,00 €","-27,05 %",,6,"-25,00 %",,"976,53 €","-3,11 %",,"595,00 €","0,00 %",,7,"0,00 %",,,"-100,00 %",
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"819,72 €","8,46 %","8,20 %",66,"8,20 %","8,20 %","881,82 €","24,89 %","16,39 %","551,02 €","24,39 %","-15,98 %",71,"24,56 %","16,39 %",3,"-50,00 %",
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"819,18 €","2,50 %","343,62 %",82,"2,50 %","485,71 %","879,12 €","8,64 %","376,07 %","590,84 €","8,71 %","528,95 %",88,"8,64 %","528,57 %",,"-100,00 %","-100,00 %"
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"816,73 €","12,77 %","112,00 %",53,"12,77 %","112,00 %","832,14 €","8,00 %","145,45 %","510,30 €","8,00 %","145,45 %",54,"8,00 %","145,45 %",8,"100,00 %","700,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"811,21 €","0,37 %","-36,17 %",64,"-4,48 %","-33,33 %","859,73 €","-0,84 %","-32,00 %","348,09 €","-5,24 %","-44,69 %",68,"-5,56 %","-29,17 %",4,"300,00 %",
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"805,20 €","13,95 %","-47,90 %",31,"14,81 %","-50,79 %","805,20 €","9,68 %","-44,36 %","672,16 €","10,73 %","-47,50 %",31,"10,71 %","-47,46 %",,"-100,00 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"765,37 €","-30,24 %","127,26 %",22,"-21,43 %","144,44 %","923,49 €","-12,38 %","105,66 %","693,68 €","-3,70 %","116,67 %",26,"-3,70 %","116,67 %",,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"729,52 €","7,32 %","62,96 %",44,"7,32 %","62,96 %","696,36 €","0,00 %","55,56 %","391,20 €","0,42 %","55,33 %",42,"0,00 %","55,56 %",2,"100,00 %","100,00 %"
B08BNYFVFS,"Hama Ring Light LED avec Trépied extensible et Support Smartphone (Anneau Lumineux Selfie 26.5cm, télécommande Bluetooth, 10 niveaux d'intensité, Idéal TikTok/Youtube/Live Stream/Maquillage) Noir",Hama,"716,92 €","212,89 %","2 061,35 %",37,"208,33 %","3 600,00 %","755,16 €","295,60 %","2 176,64 %","260,34 €","134,71 %","1 778,35 %",39,"290,00 %","3 800,00 %",2,,
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"690,28 €","37,60 %","-11,24 %",46,"27,78 %","2,22 %","672,88 €","24,24 %","-11,26 %","497,25 €","15,49 %","2,27 %",45,"15,38 %","2,27 %",,,
B0C8T31557,"Rapoo Clavier Souris sans Fil Multi-Mode Rechargeable Blade 9700M (Pack Kit Clavier et Souris, Clavier Rechargeable 99 Touches AZERTY, Souris 5 Boutons autonomie 12 Mois, Idéal PC Laptop) Blanc",Rapoo,"632,42 €","22,29 %",,11,"22,22 %",,"977,18 €","466,88 %",,"828,75 €","466,67 %",,17,"466,67 %",,,,
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"605,39 €","-46,81 %","-10,83 %",44,"-47,62 %","-10,20 %","619,55 €","-48,06 %","-8,74 %","287,55 €","-50,56 %","-3,69 %",45,"-50,55 %","-8,16 %",5,"150,00 %",
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"596,12 €","65,87 %","75,37 %",30,"66,67 %","50,00 %","596,12 €","65,87 %","107,38 %","355,50 €","66,67 %","76,47 %",30,"66,67 %","76,47 %",,"-100,00 %",
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"582,21 €","-23,34 %","36,59 %",36,"-25,00 %","12,50 %","565,80 €","-28,02 %","51,71 %","358,45 €","-30,10 %","25,31 %",35,"-30,00 %","25,00 %",1,,"-50,00 %"
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"566,04 €","14,63 %","-19,47 %",39,"11,43 %","-20,41 %","565,36 €","11,32 %","-17,40 %","272,61 €","8,33 %","-18,38 %",39,"8,33 %","-18,75 %",,"-100,00 %",
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"560,21 €","-41,66 %","-78,69 %",119,"-41,38 %","-88,95 %","598,05 €","-36,46 %","-76,41 %","228,60 €","-38,68 %","-90,34 %",127,"-36,18 %","-87,81 %",5,,"-64,29 %"
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"557,28 €","56,52 %","318,13 %",36,"56,52 %","350,00 %","541,80 €","40,00 %","306,51 %","464,10 €","40,00 %","408,44 %",35,"40,00 %","337,50 %",2,,
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"550,05 €","38,95 %","39,81 %",36,"33,33 %","38,46 %","576,63 €","56,15 %","58,22 %","382,92 €","51,95 %","58,25 %",38,"52,00 %","58,33 %",1,"0,00 %","-50,00 %"
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"547,70 €","133,68 %","1 695,15 %",19,"137,50 %","1 800,00 %","518,58 €","96,77 %","1 599,71 %","537,66 €","100,00 %","1 700,00 %",18,"100,00 %","1 700,00 %",1,"-66,67 %",
B00X5K84ZK,"Hama Album photo à pochettes ""New York City"" (pour 400 photos au format 10 cm x 15cm, taille de l'album de 25 cm x 34 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"540,19 €","16,00 %","-33,62 %",23,"15,00 %","-34,29 %","540,19 €","16,00 %","-29,59 %","296,93 €","15,64 %","-29,92 %",23,"15,00 %","-30,30 %",,,
B001K9LNA6,"Hama Support Télécommande TV Commander (porte-télécommande TV Chaine Hifi DVD Blue-Ray, 3 grands compartiments, Boite de Rangement organiseur lunettes, smartphones, contrôleurs) Noir",Hama,"523,16 €","-5,82 %","23,98 %",58,"9,43 %","48,72 %","541,20 €","-1,28 %","19,09 %","545,04 €","9,64 %","84,83 %",60,"15,38 %","42,86 %",1,"-50,00 %",
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"521,33 €","15,87 %","-54,89 %",29,"16,00 %","-61,33 %","539,16 €","10,75 %","-52,74 %","266,70 €","10,06 %","-59,35 %",30,"11,11 %","-59,46 %",1,,"0,00 %"
B00006JA17,"Hama Étuis à négatifs, Papier Cristal, 4 Bandes de 3 négatifs, 6X7 cm pour 3 negatif et jusqu'a 6 X 9 cm pour 2 negatif, 100 pièces",Hama,"517,92 €","-3,46 %","8,16 %",24,"-4,00 %","4,35 %","582,66 €","23,52 %","33,26 %","423,91 €","22,69 %","34,65 %",27,"22,73 %","28,57 %",,,
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"507,41 €","-3,97 %","-41,17 %",47,"-2,08 %","-43,37 %","495,23 €","-4,33 %","-36,98 %","235,98 €","-2,13 %","-38,60 %",46,"-2,13 %","-38,67 %",1,"-75,00 %","-66,67 %"
B00006JABA,"Hama Adhésif Cinekett (pour films Super 8, 100 pièces, S8, 1 piste audio libre) Blanc/Rouge",Hama,"506,38 €","95,46 %","41,04 %",28,"100,00 %","33,33 %","506,38 €","109,98 %","55,89 %","335,44 €","115,38 %","47,37 %",28,"115,38 %","47,37 %",,,"-100,00 %"
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"500,10 €","23,02 %","67,70 %",9,"28,57 %","80,00 %","444,08 €","9,24 %","48,92 %","378,00 €","12,64 %","44,69 %",8,"14,29 %","60,00 %",1,"-50,00 %","0,00 %"
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"489,07 €","-11,56 %","-70,35 %",9,"-18,18 %","-70,97 %","489,07 €","-19,23 %","-54,22 %","360,00 €","-26,66 %","-57,86 %",9,"-25,00 %","-55,00 %",,"-100,00 %","-100,00 %"
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"478,38 €","2,95 %","51,09 %",37,"-5,13 %","42,31 %","501,98 €","8,03 %","56,29 %","214,64 €","-1,39 %","21,53 %",39,"0,00 %","44,44 %",,"-100,00 %","-100,00 %"
B00SL6I214,"Hama Album, Bleu, 30 x 30 cm",Hama,"448,97 €","-35,39 %","75,95 %",27,"-38,64 %","68,75 %","496,31 €","-27,13 %","109,33 %","269,50 €","-30,20 %","100,07 %",30,"-30,23 %","100,00 %",,"-100,00 %",
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"440,40 €","-60,36 %","-10,07 %",35,"-61,54 %","-16,67 %","440,40 €","-62,42 %","-12,16 %","222,31 €","-63,62 %","-19,07 %",35,"-63,54 %","-18,60 %",4,"100,00 %",
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"440,20 €","115,71 %",,2,"100,00 %",,"440,20 €","115,71 %",,"408,00 €","100,00 %",,2,"100,00 %",,,"-100,00 %",
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"439,86 €","-26,76 %","-18,61 %",44,"-32,31 %","-25,42 %","449,02 €","-22,88 %","-18,30 %","238,95 €","-29,05 %","-24,74 %",45,"-28,57 %","-25,00 %",,,
B079173RCY,"Hama EMW-500 Souris Verticale Ergonomique Filaire - USB A, Capteur 1800 dpi, Droitier/e - Noire",Hama,"439,24 €","100,49 %","-27,53 %",26,"85,71 %","-23,53 %","439,24 €","63,29 %","-21,02 %","300,30 €","52,91 %","-28,53 %",26,"52,94 %","-16,13 %",1,"0,00 %",
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"429,45 €","-8,26 %","-13,19 %",128,"-9,22 %","-14,09 %","465,97 €","0,97 %","-6,43 %","321,09 €","0,00 %","-7,29 %",139,"0,00 %","-7,33 %",1,"-87,50 %",
B000K985GC,"Hama Boîtier Standard (pour DVD, Convient également aux CD et aux Blu-Ray, avec Film pour l'insertion de la Jaquette, Lot de 30) Noir",Hama,"415,70 €","20,67 %","32,41 %",19,"26,67 %","26,67 %","415,70 €","20,67 %","23,56 %","266,38 €","26,67 %","18,75 %",19,"26,67 %","18,75 %",,,
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"412,88 €","1,24 %","-29,38 %",16,"14,29 %","-15,79 %","387,53 €","-4,98 %","-25,76 %","276,68 €","8,08 %","-21,34 %",15,"7,14 %","-11,76 %",1,"-50,00 %","-50,00 %"
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"406,73 €","-11,32 %","57,47 %",89,"23,61 %","111,90 %","435,49 €","-1,83 %","60,11 %","299,23 €","24,40 %","110,38 %",91,"24,66 %","102,22 %",1,"-85,71 %",
B0CNRZ9GWN,"Hama Boîte pour câbles Maxi (Boite Rangement pour Cables chargeurs et multiprises, boitier Cache câbles 40x15,5x13,5cm, Pieds en Caoutchouc) Blanc",Hama,"405,16 €","23,78 %",,21,"31,25 %",,"405,16 €","23,78 %",,"294,21 €","31,25 %",,21,"31,25 %",,1,,
