Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/05/2024 - 31/05/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"437,15 €","-42,62 %",,"367,15 €","-42,62 %",,35,"-42,62 %",,,"-100,00 %",
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"434,15 €","46,15 %","140,18 %","281,20 €","46,15 %","111,84 %",95,"46,15 %","102,13 %",2,"100,00 %","100,00 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"426,24 €","10,34 %","1 500,00 %","332,48 €","10,34 %","1 500,00 %",32,"10,34 %","1 500,00 %",,"-100,00 %",
B09RCN2PVC,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Beige",Hama,"424,10 €","15,53 %",,"340,80 €","14,29 %",,48,"14,29 %",,,,
B09FBSCB6Q,"Hama Album photo à spirale ""Craft"" (Album souvenirs mariage, anniversaire, baptême, 24x17 cm, 40 pages en papier Kraft chic à personnaliser et à coller, jusqu'à 40 photos de 10 x 15 cm) Marron",Hama,"422,25 €","-19,12 %",,"246,45 €","-33,75 %",,53,"-33,75 %",,7,"600,00 %",
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"422,18 €","18,11 %","288,39 %","217,26 €","25,94 %","325,00 %",34,"25,93 %","325,00 %",1,,
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"414,38 €","-28,09 %",,"216,92 €","-33,33 %",,34,"-33,33 %",,6,,
B00RLNCZ52,"Hama Album photo ""Moni"" (pour 200 photos au format 10 x 15 cm, album photo bébé de 100 pages blanches, ciel, élégant, pour filles, enfants, bébés) Rose, petit album de taille 22,5 x 22,5 cm",Hama,"403,19 €","60,12 %",,"239,46 €","105,26 %",,39,"105,26 %",,1,"0,00 %",
B0015NS8JQ,"Hama Chemin de câble (en PVC, semi-circulaire, 100 x 7 x 2,1 cm) Noir",Hama,"398,40 €","900,00 %",,"170,60 €","900,00 %",,20,"900,00 %",,,,
B0BRL62B16,"Hama Multiprise Etanche 2 Prises 16A avec Interrupteur (Multiprise Extérieur Rallonge 2m, Bloc 2 Prises étanches IP44 avec Couvercle, Type F Schuko, 3680W, Idéal Jardin Garage Atelier Chantier) Noir",Hama,"395,50 €","56,25 %",,"282,50 €","56,25 %",,25,"56,25 %",,2,,
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"389,72 €","-4,55 %","2 499,87 %","257,40 €","-13,11 %","2 265,81 %",24,"-4,00 %","2 300,00 %",2,,
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"384,72 €","-26,32 %","17,73 %","208,74 €","-26,32 %","50,00 %",42,"-26,32 %","50,00 %",1,"0,00 %","-75,00 %"
B0000AHIF7,"Hama Cadre portrait (taille de cadre 10x15 cm, taille de photos 10x15 cm, acrylique, format vertical, en plastique, 1 photo par cadre, élégant, simple, classique) Gris",Hama,"384,23 €","83,07 %","242,88 %","107,58 €","60,98 %","169,08 %",66,"60,98 %","153,85 %",5,"400,00 %",
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"381,62 €","66,58 %",,"408,00 €","100,00 %",,2,"100,00 %",,,,
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"376,84 €","25,70 %",,"201,00 €","25,00 %",,25,"25,00 %",,3,"200,00 %",
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"370,61 €","-28,24 %","30,86 %","227,92 €","-28,57 %","38,31 %",22,"-29,03 %","29,41 %",1,"-66,67 %","-66,67 %"
B078T7GHFK,"Hama Souris Optique Filaire MC-100-3 Boutons - Ergonomique, Précise, USB Plug & Play - Compatible Windows, Mac, Linux - Idéale pour Bureautique, Droitiers et Gauchers - Noire",Hama,"370,26 €","2 586,94 %","312,22 %","248,49 €","4 850,00 %","399,78 %",99,"4 850,00 %","371,43 %",,,
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"368,40 €","-25,76 %","305,73 %","153,30 €","-36,17 %","208,51 %",30,"-36,17 %","200,00 %",8,"166,67 %","300,00 %"
B00005V37U,"Hama Tapis de souris porte-documents (personnalisable avec photos, images ou cartes postales, 23 x 19,5 cm) Transparent/Noir",Hama,"356,26 €","35,23 %",,"231,71 €","34,29 %",,47,"34,29 %",,,"-100,00 %",
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"351,39 €","-56,26 %",,"200,33 €","-65,79 %",,13,"-65,79 %",,2,"100,00 %",
B0015KFAIQ,"Xavax Filtre combiné universel pour friteuses (2 filtres à graisse et à charbon actif pour friteuses, filtre combiné universel, coupe individuelle, 33 x 29,6 cm) Noir/Blanc/Gris",xavax,"349,58 €","8,58 %","307,96 %","162,26 €","24,60 %","226,61 %",52,"26,83 %","333,33 %",,,
B000Y138NG,"Hama Boîtier CD Slim en polypropylène, Lot de 20, Transparent",Hama,"348,76 €","-33,05 %","256,24 %","218,36 €","-32,83 %","475,54 %",37,"-32,73 %","428,57 %",1,"0,00 %","0,00 %"
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"345,58 €","-15,78 %","-47,05 %","234,30 €","-13,14 %","-75,33 %",25,"-10,71 %","-74,49 %",2,,"-33,33 %"
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"343,00 €","52,59 %",,"164,16 €","52,38 %",,32,"52,38 %",,3,,"200,00 %"
B093WSK4SC,"Hama Radio Internet Dab/Dab+ 'DR200BT' (Radio numérique FM/Dab/Dab+ Portable, Haut Parleur Bluetooth Rechargeable USB-C, Ecran Couleur, Entrée AUX, Minuteur, 30 Présélections, 8h d'écoute) Noir",Hama,"341,89 €","508,24 %",,"434,70 €","600,00 %",,7,"600,00 %",,1,,
B002IKBZWM,"Xavax Thermomètre analogique pour réfrigérateur, freezer ou congélateur (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -40 degrés, maximum 30 degrés, format stylo) Blanc, -40°C/+30°C",xavax,"338,52 €","6,92 %",,"188,21 €","18,00 %",,59,"18,00 %",,,,
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"338,24 €","-41,96 %",,"260,16 €","-42,86 %",,12,"-42,86 %",,2,,
B0000AI2UP,"Hama Cadre photo Clip-Fixe (sans bordure, 50 x 70 cm, Anti-Reflex) Blanc",Hama,"333,12 €","45,45 %","362,67 %","185,10 €","45,44 %","470,77 %",16,"45,45 %","433,33 %",3,"0,00 %","200,00 %"
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"332,97 €","-16,62 %","1 568,19 %","294,88 €","1,04 %","2 325,00 %",97,"1,04 %","2 325,00 %",3,"200,00 %",
B084HZJ2TV,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Vert Tilleul",Hama,"329,17 €","18,57 %",,"231,75 €","8,70 %",,25,"8,70 %",,,,
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"328,34 €","-13,78 %",,"175,00 €","0,00 %",,14,"0,00 %",,,,
B0015K9MTY,"Xavax Filtre à fibres longues pour hottes aspirantes (2 filtres universels pour extraction par extraction, sur mesure, 57 x 47 cm) Blanc",xavax,"323,73 €","-48,85 %","-62,69 %","100,90 €","-57,53 %","-66,46 %",32,"-55,56 %","-66,32 %",1,,"-50,00 %"
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"297,45 €","302,29 %","359,38 %","188,05 €","373,08 %","490,42 %",31,"416,67 %","520,00 %",,,
B07N6HRNMP,"Hama Album photo ""Summerly"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Motifs Aléatoires",Hama,"290,16 €","24,47 %","225,00 %","184,86 €","24,47 %","277,57 %",234,"24,47 %","225,00 %",,"-100,00 %","-100,00 %"
B001UBEWDY,"Hama Supports pieds d'enceinte ""Next"" (hauteur 64 cm, charge 30 kg, comprenant un chemin de câbles, ensemble de 2 pièces) Noirs",Hama,"285,47 €","57,30 %","212,23 %","180,24 €","50,00 %","232,98 %",3,"50,00 %","200,00 %",,,
B004LQ1PLW,"Hama Sacoche de Rangement Sportsline (Sacoche de projecteur, Ordinateur et disques durs, Taille L, 27 x 39 x 15 cm, rembourré, pour Acer, BenQ, Epson, LG, Optoma BeamerL) Noir",Hama,"274,05 €","82,70 %",,"188,58 €","75,00 %",,7,"75,00 %",,,,
B0019DK6CY,"Hama Câble de liaison (RCA, 2 fiches mâles - 2 fiches mâles, avec lignee remote intégrée, 5 m) Bleu",Hama,"269,04 €","13,19 %","23,34 %","149,34 €","18,75 %","35,71 %",19,"18,75 %","35,71 %",,,"-100,00 %"
B09YVGVBH1,"Hama AMW-200 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Technologie Smart-Link, Ambidextre - Noire",Hama,"266,42 €","64,15 %",,"187,50 €","66,67 %",,50,"66,67 %",,,,
B000N94K22,"Hama Pochette (pour 64 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"266,08 €","-25,80 %","-23,49 %","145,13 €","-14,81 %","-24,44 %",23,"-14,81 %","-36,11 %",1,"0,00 %","-66,67 %"
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"265,92 €","196,09 %","-67,60 %","150,66 €","237,50 %","-71,26 %",27,"237,50 %","-71,28 %",,,"-100,00 %"
B0026MT4AM,"Xavax Rallonge flexible d'arrivée d'eau renforcée (pour tuyau d’entrée lave-linge et lave-vaisselle, tuyau d’arrivée de réservoir anti-flambement, 2 m, 1 pièce) Argent",xavax,"265,44 €","-20,05 %","-5,92 %","196,80 €","-20,00 %","-20,00 %",12,"-20,00 %","-20,00 %",6,,
B07MQFLKJQ,"Xavax Hama Xavax Roulette à pizza (en acier inoxydable, 22 cm) Noir/Argent",xavax,"261,80 €","-64,82 %","798,11 %","158,90 €","-64,82 %","1 450,24 %",70,"-64,82 %","1 300,00 %",,"-100,00 %",
B00A44OC0G,"Hama Barre Multiprise 6 Prises avec Interrupteur Et Sécurité Enfant Cble Blanc 5 M",Hama,"261,07 €","-58,34 %","442,99 %","157,80 €","-61,54 %","441,71 %",15,"-61,54 %","400,00 %",4,,
B01KHD5GUS,"Hama Multiprise, ""6+1"" (commutable individuellement, avec protection anti-surtension, montage mural, pivotée à 90°, longueur de douille XL, protection enfant, longueur de câble de 1,4 m) Blanc",Hama,"259,92 €","9,09 %",,"183,96 €","9,09 %",,12,"9,09 %",,1,,
