Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/02/2025 - 28/02/2025],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00A44OC0G,"Hama Barre Multiprise 6 Prises avec Interrupteur Et Sécurité Enfant Cble Blanc 5 M",Hama,"1 613,56 €","1,10 %","2,57 %",95,"-5,00 %","2,15 %","1 583,15 €","0,42 %","3,17 %","978,36 €","-6,06 %","2,14 %",93,"-6,06 %","2,20 %",,"-100,00 %","-100,00 %"
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"1 567,26 €","-31,82 %","-3,72 %",70,"-32,69 %","-22,22 %","1 832,91 €","-15,65 %","23,40 %","812,43 €","-19,80 %","1,25 %",81,"-19,80 %","1,25 %",4,"100,00 %","300,00 %"
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"1 490,51 €","662,37 %","-61,69 %",199,"665,38 %","-45,48 %","1 701,00 €","741,12 %","-56,88 %","857,19 €","747,28 %","-52,78 %",227,"740,74 %","-38,48 %",,"-100,00 %","-100,00 %"
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 471,15 €","-74,02 %","-28,12 %",58,"-74,11 %","-31,76 %","1 499,50 €","-73,88 %","-27,59 %","700,33 €","-74,01 %","-48,69 %",59,"-74,01 %","-31,40 %",6,"50,00 %","100,00 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"1 369,31 €","-22,99 %","-24,61 %",53,"-32,05 %","-39,08 %","1 346,11 €","-22,14 %","-26,53 %","803,23 €","-31,48 %","-40,77 %",52,"-31,58 %","-40,91 %",3,"50,00 %","200,00 %"
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"1 218,34 €","-68,50 %","-10,54 %",43,"-72,61 %","-20,37 %","1 218,31 €","-68,64 %","-8,82 %","783,48 €","-73,02 %","-28,55 %",43,"-72,78 %","-18,87 %",8,"300,00 %","300,00 %"
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"1 139,27 €","-25,15 %","-69,86 %",71,"-21,98 %","-71,83 %","1 123,03 €","-26,12 %","-69,81 %","567,25 €","-23,11 %","-74,17 %",70,"-23,08 %","-71,89 %",2,,"-33,33 %"
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"1 114,93 €","58,75 %","14,89 %",117,"138,78 %","62,50 %","1 052,77 €","50,33 %","10,39 %","696,60 €","122,22 %","61,70 %",109,"122,45 %","55,71 %",1,,
B08B3QTPMF,"Hama Support TV Design Chevalet pour téléviseur de 37 à 75"" - 94 à 191cm (Hauteur réglable, Acier laqué, Compact Moderne et Contemporain, Compatible VESA) Blanc",Hama,"976,10 €",,"791,66 %",10,,"900,00 %","976,10 €",,"791,66 %","1 009,80 €",,"900,00 %",10,,"900,00 %",,,
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"959,04 €","-7,69 %","183,19 %",96,"-7,69 %","300,00 %","929,07 €","-11,43 %","177,69 %","624,03 €","-10,59 %","283,92 %",93,"-11,43 %","287,50 %",4,,
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"943,39 €","-45,49 %","-19,99 %",100,"-47,09 %","-13,04 %","971,11 €","-43,58 %","-19,40 %","543,15 €","-45,18 %","-12,72 %",103,"-45,21 %","-12,71 %",,"-100,00 %","-100,00 %"
B07BGLLS26,"Chiffons pour écrans, 100 pièces, dans un distributeur",Hama,"902,34 €","62,90 %",,126,"20,00 %",,"853,77 €","55,38 %",,"491,31 €","17,61 %",,121,"17,48 %",,1,"0,00 %",
B00006JDEX,"Hama Plateau Universel Hama Rond (32 cm, Taille L, Poids supporté 80 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"893,87 €","-40,02 %","-36,96 %",47,"-41,98 %","-41,25 %","817,19 €","-45,17 %","-41,59 %","402,77 €","-46,29 %","-58,82 %",43,"-46,91 %","-45,57 %",1,,"-50,00 %"
B000V8QPQ4,"hama hama Câble d'antenne, prise coaxiale 75 db - prise coaxiale 10,0 m",Hama,"857,35 €","60,81 %","148,68 %",97,"59,02 %","177,14 %","866,09 €","54,84 %","145,00 %","397,88 €","53,13 %","172,22 %",98,"53,13 %","172,22 %",2,,"100,00 %"
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"836,95 €","-6,52 %","130,74 %",54,"5,88 %","184,21 %","951,87 €","20,37 %","162,43 %","663,00 €","33,24 %","214,99 %",60,"33,33 %","215,79 %",1,"0,00 %","-50,00 %"
B000N8UX88,"Hama Trépied Appareil Photo Star 20""",Hama,"834,39 €","34,26 %","765,91 %",142,"23,48 %","1 083,33 %","846,53 €","30,28 %","778,51 %","498,49 €","19,07 %","1 100,89 %",144,"19,01 %","1 100,00 %",2,"100,00 %",
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"814,81 €","-41,77 %","-11,78 %",33,"-45,00 %","-8,33 %","791,49 €","-41,48 %","-14,31 %","400,00 €","-44,83 %","-11,11 %",32,"-44,83 %","-11,11 %",,,
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"777,86 €","108,00 %","534,37 %",89,"134,21 %","888,89 %","734,16 €","105,94 %","498,73 %","469,78 €","134,53 %","835,44 %",84,"133,33 %","833,33 %",,,
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"771,63 €","-35,91 %","-82,34 %",8,"-42,86 %","-87,88 %","771,63 €","-35,91 %","-81,74 %","419,40 €","-42,39 %","-87,43 %",8,"-42,86 %","-87,50 %",,,"-100,00 %"
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"771,20 €","68,08 %","3,05 %",23,"76,92 %","15,00 %","667,09 €","56,84 %","-0,96 %","533,60 €","66,67 %","11,11 %",20,"66,67 %","11,11 %",,"-100,00 %",
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"769,00 €","128,16 %",,104,"131,11 %",,"785,64 €","155,83 %","10 389,19 %","514,98 €","89,59 %","11 524,83 %",106,"158,54 %","10 500,00 %",1,,
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"765,90 €","694,34 %","-63,57 %",21,"600,00 %","-75,00 %","733,94 €","661,19 %","-65,09 %","666,36 €","567,03 %","-76,19 %",20,"566,67 %","-76,19 %",2,"-33,33 %",
B0013IPAJY,"Hama Kit de Nettoyage et de réparation pour CD/DVD (25 ML de pâte de réparation, 45 ML de Liquide nettoyant, 1 Coque de Nettoyage, 5 Chiffons, 8 pièces) Blanc/Bleu/Rouge/Noir",Hama,"759,86 €","32,40 %","-37,29 %",35,"25,00 %","-39,66 %","759,86 €","23,66 %","-39,43 %","505,05 €","16,67 %","-41,67 %",35,"16,67 %","-41,67 %",,,"-100,00 %"
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"743,17 €","355,07 %","51,07 %",14,"366,67 %","40,00 %","743,17 €","355,07 %","51,07 %","560,00 €","366,67 %","31,12 %",14,"366,67 %","40,00 %",,,
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"739,14 €","-27,93 %","5,40 %",62,"-12,68 %","31,91 %","728,32 €","-29,88 %","6,12 %","426,27 €","-15,30 %","32,55 %",61,"-15,28 %","32,61 %",2,,
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"729,28 €","-49,07 %","0,67 %",45,"-56,31 %","-13,46 %","744,91 €","-48,38 %","2,44 %","471,56 €","-55,79 %","-11,53 %",46,"-55,77 %","-11,54 %",1,"0,00 %",
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"722,16 €","144,01 %","-40,15 %",51,"240,00 %","-23,88 %","719,66 €","144,40 %","-41,25 %","524,00 €","229,33 %","-26,81 %",50,"233,33 %","-26,47 %",,,"-100,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"707,88 €","-53,28 %","5,00 %",72,"-75,68 %","7,46 %","717,87 €","-52,32 %","6,54 %","227,25 €","-74,42 %","11,38 %",75,"-74,40 %","11,94 %",,"-100,00 %",
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"702,84 €","-58,37 %","-60,15 %",39,"-58,51 %","-72,54 %","701,00 €","-58,04 %","-60,53 %","301,97 €","-58,20 %","-80,33 %",39,"-58,06 %","-72,73 %",1,"0,00 %",
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"663,17 €","-24,50 %","105,39 %",40,"-18,37 %","90,48 %","663,17 €","-24,50 %","105,76 %","322,35 €","-18,33 %","90,92 %",40,"-18,37 %","90,48 %",2,"100,00 %",
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"661,40 €","9,30 %","-66,01 %",37,"8,82 %","-66,67 %","716,06 €","44,45 %","-64,17 %","355,60 €","42,14 %","-65,08 %",40,"42,86 %","-64,91 %",,"-100,00 %","-100,00 %"
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"624,45 €","0,07 %","54,84 %",64,"28,00 %","113,33 %","643,57 €","9,72 %","54,42 %","449,80 €","38,30 %","110,15 %",65,"38,30 %","109,68 %",2,,
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"608,75 €","-16,59 %","-42,93 %",45,"-21,05 %","-40,79 %","593,79 €","-17,23 %","-41,24 %","225,31 €","-21,12 %","-52,30 %",44,"-21,43 %","-38,89 %",3,"0,00 %",
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"597,49 €","109,03 %","-63,58 %",62,"181,82 %","-60,76 %","579,17 €","93,81 %","-66,30 %","298,20 €","160,87 %","-63,93 %",60,"160,87 %","-64,07 %",2,,
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"596,92 €","-19,13 %","81,54 %",33,"-23,26 %","73,68 %","557,76 €","-29,23 %","61,45 %","321,16 €","-32,61 %","58,14 %",31,"-32,61 %","55,00 %",5,,"150,00 %"
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"593,68 €","17,39 %","-7,41 %",60,"17,65 %","-14,29 %","584,52 €","13,52 %","-4,76 %","313,29 €","13,46 %","-11,94 %",59,"13,46 %","-11,94 %",3,,"50,00 %"
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"591,88 €","-51,38 %","-69,92 %",9,"-52,63 %","-73,53 %","591,88 €","-53,80 %","-70,85 %","360,27 €","-55,00 %","-74,29 %",9,"-55,00 %","-74,29 %",,"-100,00 %","-100,00 %"
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"583,24 €","47,02 %","162,95 %",72,"22,03 %","148,28 %","567,71 €","46,26 %","155,56 %","348,00 €","13,65 %","166,46 %",70,"20,69 %","141,38 %",,,"-100,00 %"
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"577,71 €","10,45 %","10,89 %",40,"21,21 %","17,65 %","549,39 €","-0,72 %","11,20 %","383,66 €","8,57 %","18,93 %",38,"8,57 %","18,75 %",1,,
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"575,95 €","-56,65 %","-25,26 %",34,"-64,95 %","-41,38 %","627,82 €","-53,26 %","-18,53 %","384,43 €","-62,78 %","-36,21 %",37,"-62,63 %","-36,21 %",2,"-33,33 %","100,00 %"
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"574,58 €","7,39 %","-9,32 %",41,"7,89 %","-8,89 %","546,42 €","2,13 %","-13,76 %","423,37 €","2,61 %","-13,45 %",39,"2,63 %","-13,33 %",5,,"150,00 %"
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"570,54 €","36,87 %","-33,84 %",59,"110,71 %","-6,35 %","608,04 €","70,00 %","-34,40 %","383,40 €","150,00 %","-11,55 %",60,"150,00 %","-13,04 %",,,"-100,00 %"
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"560,03 €","-71,96 %","-44,84 %",21,"-74,07 %","-54,35 %","479,62 €","-76,31 %","-52,76 %","288,63 €","-77,62 %","-59,95 %",18,"-78,05 %","-60,87 %",1,"-50,00 %",
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"559,36 €","-37,86 %","558,38 %",64,"-37,86 %","966,67 %","568,10 €","-35,00 %","473,14 %","357,54 €","-35,27 %","645,65 %",65,"-35,00 %","828,57 %",,"-100,00 %",
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"554,02 €","85,79 %","125,28 %",10,"100,00 %","150,00 %","496,04 €","66,34 %","101,70 %","425,33 €","80,03 %","103,51 %",9,"80,00 %","125,00 %",2,"-33,33 %","100,00 %"
B00006JA17,"Hama Étuis à négatifs, Papier Cristal, 4 Bandes de 3 négatifs, 6X7 cm pour 3 negatif et jusqu'a 6 X 9 cm pour 2 negatif, 100 pièces",Hama,"553,48 €","23,79 %","-1,54 %",26,"23,81 %","-3,70 %","532,66 €","19,14 %","-8,63 %","392,88 €","19,16 %","-10,68 %",25,"19,05 %","-10,71 %",3,"200,00 %",
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"541,00 €","-31,95 %","-31,95 %",4,"-33,33 %","-33,33 %","541,00 €","-41,67 %","-54,63 %","377,64 €","-42,86 %","-55,56 %",4,"-42,86 %","-55,56 %",1,"0,00 %",
B003PFBLOQ,"Hama Horloge murale ""PP-245"" (radio-pilotée DCF, Pendule sans Tic Tac, Numérique, à led, sans fil, avec des piles, Format 24h, Calendrier, Jour, Thermomètre 0°C à +50°C, pause murale ou bureau) Plastique, Noir",Hama,"538,97 €","-44,47 %","-75,28 %",21,"-43,24 %","-75,00 %","538,97 €","-46,26 %","-76,36 %","376,74 €","-44,59 %","-76,09 %",21,"-44,74 %","-76,14 %",,,
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"513,91 €","-25,31 %","-78,70 %",146,"-40,16 %","-74,83 %","603,99 €","1,01 %","-74,66 %","560,89 €","-9,77 %","-67,80 %",185,"-9,76 %","-67,71 %",1,"0,00 %","-83,33 %"
B0C5JQPC2P,"Classeur avec mécanisme à 4 anneaux, larg. 70 mm, avec étui, noir/gris",Hama,"494,64 €","-3,57 %","2 600,00 %",27,"-3,57 %","2 600,00 %","494,64 €","-3,57 %","2 600,00 %","318,60 €","-3,57 %","2 600,00 %",27,"-3,57 %","2 600,00 %",1,,
B001F536FK,"THOMSON Casque Audio Filaire (Casque Stéréo Filaire Jack, Réglable, Supra-aural, Ultra-léger, 54g, Coussinets 27mm, 95dB, Cable 1.3m, idéal PC Smartphone Mac Tablette Ordinateur) Noir",Thomson,"491,03 €","113,60 %","19,99 %",54,"157,14 %","17,39 %","491,03 €","113,60 %","19,99 %","280,80 €","157,14 %","17,39 %",54,"157,14 %","17,39 %",3,"50,00 %",
B0CLD3CC7D,"Hama Support TV Mural Fixe Ultrafin Garantie 10 Ans (Support TV Mural Extra-Plat, 80kg Max, Robuste, pour écrans LCD/LED/OLED/Plasma de 94 à 229 cm (37"" à 90"") VESA Max 600x400) Gris",Hama,"489,86 €","169,72 %",,14,"180,00 %",,"279,92 €","90,90 %",,"228,32 €","100,00 %",,8,"100,00 %",,,,
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"483,92 €","-41,16 %","114,67 %",2,"-50,00 %","100,00 %","483,92 €","-53,34 %","114,67 %","408,00 €","-60,00 %","78,95 %",2,"-60,00 %","100,00 %",,"-100,00 %","-100,00 %"
B096YFPTBR,"Hama Kit de Nettoyage d'Appareil Photo 4 en 1 ""Optic Dry (Kit de Nettoyage à Sec avec Stylo Lenspen + Chiffon Microfibre + Poire, pour Objectif Photo, Filtre, APN, Caméra Reflex, Jumelle, écran)",Hama,"477,86 €","188,63 %","33,21 %",29,"190,00 %","81,25 %","494,36 €","198,45 %","37,81 %","569,02 €","200,91 %","88,07 %",30,"200,00 %","87,50 %",,,"-100,00 %"
B00RLNCZ52,"Hama Album photo ""Moni"" (pour 200 photos au format 10 x 15 cm, album photo bébé de 100 pages blanches, ciel, élégant, pour filles, enfants, bébés) Rose, petit album de taille 22,5 x 22,5 cm",Hama,"472,92 €","-12,00 %","27,48 %",38,"-9,52 %","35,71 %","472,92 €","-12,00 %","27,48 %","233,32 €","-9,52 %","38,03 %",38,"-9,52 %","35,71 %",1,,
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"441,16 €","-2,04 %","-23,21 %",26,"0,00 %","-29,73 %","441,16 €","-2,04 %","-21,55 %","344,76 €","0,00 %","-27,78 %",26,"0,00 %","-27,78 %",,"-100,00 %","-100,00 %"
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"434,84 €","24,88 %","53,22 %",24,"20,00 %","50,00 %","434,84 €","11,06 %","53,22 %","284,40 €","8,39 %","50,00 %",24,"9,09 %","50,00 %",2,"100,00 %",
