Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/02/2025 - 28/02/2025],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B000EOVQIW,"Hama Pochette (pour 160 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"105,75 €","-38,96 %","-68,35 %",5,"-37,50 %","-66,67 %","105,75 €","-38,96 %","-70,35 %","78,45 €","-37,50 %","-68,75 %",5,"-37,50 %","-68,75 %",,,
B005DJKFUS,"Hama Album Photo Singo (Album Grand Format, 30 x 30 cm, 100 Pages, pour 400 Photos au Format 10 x 15 cm) Aqua",Hama,"105,70 €","125,57 %","-72,67 %",8,"166,67 %","-80,00 %","105,70 €","125,57 %","-72,83 %","46,88 €","166,67 %","-80,49 %",8,"166,67 %","-80,49 %",,,
B005GCMZD2,"Hama Album photo à pochettes ""Singo"" (couverture souple, pour 24 photos au format 18x13 cm, résistant, protège la photo) Couleur aléatoire parmi Orange, Vert, Bleu et rose",Hama,"105,57 €","-65,54 %","-40,70 %",51,"-65,54 %","-40,70 %","117,99 €","-59,86 %","-35,96 %","85,91 €","-58,81 %","-33,73 %",57,"-59,86 %","-35,96 %",14,"100,00 %",
B07ZDMHYMS,"Hama Clé USB C-Laeta (USB3.1/USB3.0 Type-C, 256GB, Double clé USB, pour Ordinateur Portable, téléphone Mobile, Tablette, OTG, 70 Mo/s, boîtier en métal, USB Type-C, clé de téléphone Portable) Argent",Hama,"105,39 €","-70,45 %",,3,"-85,71 %",,"136,38 €","-58,12 %",,"85,60 €","-79,67 %",,4,"-80,00 %",,,"-100,00 %",
B07K2RD3MZ,"Hama Clé USB Rotate 8 GB, 10 MB/s, avec accroche porte-clés, flashpen, emballage fin Noir/Argent",Hama,"104,79 €",,"-28,23 %",21,,"-25,00 %","94,81 €",,"-35,06 %","100,37 €",,"-31,46 %",19,,"-32,14 %",,,
B0CP84WF61,"Hama Support TV Mural Fixe Garantie 10 Ans (Support TV Mural Extra-Plat, 40kg Max, Robuste, pour écrans LCD/LED/OLED/Plasma de 81 cm à 191 cm (32 à 75""), VESA Max 400x400) Noir",Hama,"104,10 €","-28,57 %",,5,"-28,57 %",,"104,10 €","-28,57 %",,"89,80 €","-28,57 %",,5,"-28,57 %",,,,
B0BL1RN815,"Hama Power Bank 24000 mAh (Batterie Externe, 1 USB C + 2 USB A, Power Pack Fast Charge, Batterie pour Smartphone, Tablette, Haut-Parleur Bluetooth, Voyants LED, Chargeur Portable + Cable 0.25m) Gris",Hama,"104,10 €","45,31 %",,3,"50,00 %",,"104,10 €","45,31 %","227,87 %","77,19 €","50,61 %","178,26 %",3,"50,00 %","200,00 %",,,
B005DJKIKK,"Hama Album Photo ""Singo"" (album grand format, 30 x 30 cm, 100 pages, pour 400 photos au format 10 x 15 cm) Orange",Hama,"102,98 €","-29,74 %","-37,54 %",10,"-37,50 %","-44,44 %","102,98 €","-29,74 %","-40,83 %","61,80 €","-37,50 %","-47,37 %",10,"-37,50 %","-47,37 %",,,
B07X557RB6,"Thomson Antenne Intérieure ""ANT1639"" (Design UHD ""Sculpture"", pour réception numérique DVB-T/DVB-T2 et HDTV, actif, 2 m, Performance 55) Noir/Gris",Thomson,"102,23 €","81,90 %","71,64 %",3,"50,00 %","50,00 %","102,23 €","81,90 %","206,90 %","93,21 €","50,00 %","200,00 %",3,"50,00 %","200,00 %",,,
B000EOVQIM,"Hama Pochette (pour 80 CD/DVD/Blu-Ray, classeur de Rangement, Gain de Place pour Le Bureau, Le Salon et la Maison, étuis de Transport) Noir",Hama,"100,91 €","4,55 %","152,53 %",7,"0,00 %","133,33 %","100,91 €","4,55 %","152,53 %","58,73 €","0,00 %","133,33 %",7,"0,00 %","133,33 %",,,
B0C8SXMV3R,"Rapoo Clavier Souris sans Fil Multi-Mode Rechargeable Blade 9600M (Pack Kit Clavier+ Souris, Clavier Rechargeable AZERTY, Souris 3 Boutons, Bluetooth+ WiFi, Idéal PC, Laptop, Mac) Anthracite",Rapoo,"99,98 €",,"100,00 %",2,,"100,00 %","99,98 €",,"100,00 %","81,90 €",,"100,00 %",2,,"100,00 %",1,,
B08SFFNZ4D,"Rapoo Clavier et Souris sans Fil X 1800s"" (Pack Kit Clavier Souris sans Fil 2.4GHz, Dongle Nano USB, Autonomie 12mois, Souris Optique 1000DPI, Clavier AZERTY FR, Pavé Numérique, pour PC, Laptop) Noir",Rapoo,"99,96 €","20,00 %","0,00 %",6,"20,00 %","0,00 %","99,96 €","20,00 %","0,00 %","83,22 €","20,00 %","0,00 %",6,"20,00 %","0,00 %",,"-100,00 %",
B08SDYYDL2,"Hama Album mémo « Stamps » à personnaliser (Album souvenirs de famille ou de voyage, idéal cadeau et scrapbooking, 22x22,5 cm, album livre 100 Pages, Max : 200 Photos 10x15 cm) Multicolore",Hama,"99,66 €","-69,94 %","-72,85 %",8,"-75,76 %","-80,95 %","99,66 €","-69,94 %","-72,85 %","55,46 €","-75,63 %","-80,73 %",8,"-75,76 %","-80,95 %",,,
B09RC7QDPM,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Gris",Hama,"99,09 €","-86,72 %","-83,08 %",11,"-86,75 %","-83,58 %","104,34 €","-85,92 %","-84,08 %","78,10 €","-86,75 %","-85,28 %",11,"-86,75 %","-85,33 %",,,"-100,00 %"
B0CP85387S,"Xavax 00220738 Raccord en Y, Blanc",Xavax,"98,98 €",,,14,,,"84,84 €",,,"54,24 €",,,12,,,,,
B07BZVN4MB,"Hama Radio numérique ""DR350"", FM/DAB/DAB+ (pour réception FM / DAB / DAB +,radio de cuisine sous comptoir, écran couleur, fonction d'alarme, fonctionnement sur secteur) Blanc",Hama,"98,90 €","-81,30 %",,1,"-85,71 %",,"98,90 €","-81,30 %",,"42,00 €","-85,71 %",,1,"-85,71 %",,1,,
B000EOPSRC,"Hama Pochette (pour 20 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"98,00 €","-53,32 %","-16,99 %",10,"-54,55 %","-9,09 %","117,36 €","-46,20 %","-8,84 %","47,76 €","-47,83 %","0,00 %",12,"-47,83 %","0,00 %",,,"-100,00 %"
B0000AIRXA,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Argent Mat",Hama,"96,83 €","72,26 %","-64,77 %",11,"175,00 %","-60,71 %","81,01 €","44,12 %","-70,53 %","52,29 €","122,80 %","-67,86 %",9,"125,00 %","-67,86 %",1,,"-66,67 %"
B00BYCGMEG,"Hama Album photo vierge ""Livorno"" (album photo traditionnel format 22 cm x 22 cm, pour 200 photos 10 cm x 15 cm, 100 pages, emplacement CD) Bleu/Blanc/Jaune",Hama,"96,34 €","-77,26 %","-83,31 %",8,"-81,40 %","-87,30 %","110,40 €","-73,98 %","-80,87 %","50,22 €","-79,10 %","-85,83 %",9,"-79,07 %","-85,71 %",,,"-100,00 %"
B0B638RFP2,"Hama Radio numérique DIR3200SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Noir",Hama,"95,62 €","-17,00 %",,1,"0,00 %",,"95,62 €","-17,00 %",,"70,00 €","0,00 %",,1,"0,00 %",,,,
B017JY5APO,"Hama Fine Art à Spirales 50 Pages Noires 2109, Craie, 36 x 32 cm",Hama,"95,14 €","-0,88 %","61,53 %",6,"0,00 %","50,00 %","95,14 €","-0,88 %","122,65 %","50,70 €","0,00 %","106,27 %",6,"0,00 %","100,00 %",,,
B071YB8MFM,"Xavax Boîte de transport pour un gâteau (rectangulaire munie d'une poignée transparente, va au lave-vaisselle, boîte à gâteaux, maître d'hôtel) Anthracite/Transparent",xavax,"94,82 €","90,25 %","-47,30 %",4,"100,00 %","-50,00 %","94,82 €","90,25 %","-47,30 %","56,48 €","100,00 %","-50,00 %",4,"100,00 %","-50,00 %",,,"-100,00 %"
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"94,75 €",,"-79,50 %",7,,"-81,08 %","94,75 €",,"-80,04 %","73,43 €",,"-81,59 %",7,,"-81,58 %",,"-100,00 %",
B00F955SDU,"Hama Antenne intérieure (antenne radio pour l'amplification du signal actif jusqu'à 30 dB, puissance de l'amplificateur réglable, hauteur de 31 cm, DAB/DAB+, en long) Noir",Hama,"94,15 €","-25,26 %",,3,"-25,00 %",,"94,15 €","-25,26 %",,"54,30 €","-25,00 %",,3,"-25,00 %",,2,"100,00 %",
B0000AISF4,"Cadre tableau sans bordure Clip-Fix 30x40 antireflet",Hama,"92,87 €","32,03 %",,8,"60,00 %",,"92,87 €","32,03 %",,"35,28 €","60,00 %",,8,"60,00 %",,2,"100,00 %","-33,33 %"
B0BHWL9GGB,"Hama Multiprise Euro 3 Prises (Distribution Alimentation Slim, Extra Plat, 3 Prises 'Euro' Femelles, 16A, 230V, Max 1700W, câble 2.5m) Blanc",Hama,"91,94 €","-24,00 %","-72,37 %",8,"-27,27 %","-80,00 %","79,39 €","-34,37 %","-76,14 %","39,83 €","-36,36 %","-82,50 %",7,"-36,36 %","-82,50 %",1,"0,00 %",
B0BL1TH1PX,"Hama Kit Support Téléphone Voiture Universel (Ensemble Support téléphone pour Voiture, 2en1 Clip pour aération et Ventouse, pivotable 360°, pour Mobile de Largeur de 4 à 11 cm) Noir",Hama,"91,60 €","0,00 %","315,04 %",5,"0,00 %","400,00 %","91,60 €","0,00 %","315,04 %","63,80 €","0,02 %","400,39 %",5,"0,00 %","400,00 %",,,
B0845FCYVX,"Hama EMW-500L Souris Verticale Ergonomique sans Fil - Technologie 2.4Ghz, Capteur 1800 dpi, Technologie Smart-Link, Gaucher/e - Noire",Hama,"89,96 €","31,25 %","-25,86 %",4,"33,33 %","-20,00 %","89,96 €","31,25 %","-25,86 %","66,25 €","33,27 %","-38,17 %",4,"33,33 %","-20,00 %",,,
B0009N8L5O,"Trépied Appareil Photo Star 20""",Hama,"89,95 €","135,72 %","-32,65 %",5,"150,00 %","-28,57 %","89,95 €","135,72 %","-32,65 %","73,90 €","150,00 %","-28,57 %",5,"150,00 %","-28,57 %",,,"-100,00 %"
B075RGXBTD,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"89,52 €","-24,61 %","-10,15 %",6,"-25,00 %","-14,29 %","89,52 €","-24,61 %","-10,15 %","43,56 €","-25,00 %","-14,29 %",6,"-25,00 %","-14,29 %",,,"-100,00 %"
B00006IVE7,"Hama Étuis à négatifs, papier cristal, 10 bandes de 4 négatifs, 24x36cm, 25 pièces",Hama,"89,28 €","-65,38 %","-55,00 %",9,"-65,38 %","-55,00 %","89,28 €","-65,38 %","-55,00 %","76,03 €","-66,01 %","-54,85 %",9,"-65,38 %","-55,00 %",,,
B000EOPSRM,"Hama Pochette (pour 40 CD/DVD/Blu-Ray, classeur de Rangement, Gain de Place pour Le Bureau, Le Salon et la Maison, étuis de Transport) Noir",Hama,"89,12 €","-52,53 %","-62,57 %",9,"-47,06 %","-52,63 %","105,76 €","-47,94 %","-58,49 %","61,93 €","-38,89 %","-46,53 %",11,"-38,89 %","-47,62 %",1,,"0,00 %"
B084J116L1,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Lilas",Hama,"88,70 €","-19,90 %","-59,16 %",5,"-28,57 %","-64,29 %","87,10 €","-8,24 %","-56,40 %","46,46 €","-16,51 %","-61,45 %",5,"-16,67 %","-61,54 %",,"-100,00 %","-100,00 %"
B00006JDJU,"Hama - 46020H - Micro monophonique, finition noire métal, jack de 3,5mm et adaptateur 3,5/6,35 mm, interrupteur marche/arrêt sur le micro, 600 Ohms, dynamique et unidirectionnel - Cordon 3.00m",Hama,"88,62 €","-73,45 %","21,48 %",6,"-76,00 %","20,00 %","103,49 €","-67,55 %","18,22 %","61,88 €","-70,83 %","16,58 %",7,"-70,83 %","16,67 %",8,"700,00 %","300,00 %"
B00006JBFP,"Hama Filtre UV (anti-UV et protection, compensation 2X, traitement antireflet, pour objectifs d'appareils photo 72 mm, O-Haze, traité) Noir",Hama,"87,92 €","61,03 %","-55,56 %",8,"60,00 %","-55,56 %","87,92 €","61,03 %","-60,00 %","50,40 €","60,00 %","-71,91 %",8,"60,00 %","-60,00 %",,,"-100,00 %"
B00F2BNE82,"Hama Album Photo ""Fine Art"" (format 22,5 x 22 cm, 80 pages blanches, sans spirale) Gris",Hama,"86,59 €","-47,21 %","940,75 %",10,"-28,57 %","900,00 %","203,69 €","334,12 %","2 348,20 %","106,80 €","399,53 %","1 900,00 %",20,"400,00 %","1 900,00 %",,"-100,00 %",
B0BG5G1HST,"Hama Montre Connectée Fit Watch 4910 (Montre Sport, Etanche IP68, Montre Fitness 15 Sports Fréq. Cardiaque Oxymètre Podomètre Compatible Google Fit Apple Health Strava) Gris",Hama,"85,54 €",,"43,57 %",2,,"100,00 %","85,54 €",,"43,57 %","91,40 €",,"117,62 %",2,,"100,00 %",,,
B00006JDAX,"Hama Pâte adhésive (250 g, pour fixer, spécialement conçu pour la photo) Gris Neutre",Hama,"84,12 €","101,00 %","5,57 %",4,"100,00 %","0,00 %","84,12 €","101,00 %","5,57 %","55,04 €","100,00 %","0,00 %",4,"100,00 %","0,00 %",,,
B0BL1RL5YW,"Hama Chargeur Rapide 33W 4 Ports USB (Chargeur Qualcomm Quick Charge 3.0, Chargeur USB, Adaptateur Secteur Charge Rapide, 1 USB-A QC, 3 USB-A) Noir",Hama,"83,30 €","400,00 %",,5,"400,00 %",,"83,30 €","400,00 %",,"67,25 €","395,94 %",,5,"400,00 %",,3,,
B0CKMSPK2N,"Hama Greenlight-Pointer Télécommande Pointeur Laser - 4 en 1, Laser Vert, sans Fil 2.4 GHz - pour présentation Powerpoint - Noir",Hama,"83,16 €",,,2,,,"41,58 €",,,"28,50 €",,,1,,,,,
B0BFBZDPBW,"uRage Enceinte PC Gamer LED RVB/RGB Blast-R 200"" (Haut Parleur Ordinateur PC, 5W, Système Dynamique d’Enceinte Gaming Lumineux, Alimentation USB, Jack 3.52mm)",uRage,"82,47 €","-62,50 %",,3,"-62,50 %",,"82,47 €","-62,50 %",,"58,53 €","-62,50 %",,3,"-62,50 %",,1,"0,00 %",
B006JNYOGI,"Hama Cadre photo en plastique ""Sevilla"" Argent Mat (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm, verre en polystyrène) Argent Mat",Hama,"82,43 €","322,72 %","702,63 %",16,"433,33 %","1 500,00 %","82,43 €","146,65 %",,"56,00 €","201,08 %",,16,"220,00 %",,,,
B0C2PHJJ9H,"Hama EMW-700 Souris Verticale Ergonomique sans Fil - Technologie 2.4Ghz & Bluetooth® 4.2, Rechageable en USB C, Eclairage RGB, Capteur 2400 dpi, Multi-Devices - Grise Anthracite",Hama,"81,81 €","-0,33 %",,2,"0,00 %",,"41,66 €","-49,24 %",,"35,25 €","-50,00 %",,1,"-50,00 %",,,,
B07PQHPTSG,"THOMSON Casque TV Stéthoscope HED4408 (câble de 8 m, léger pour Personnes âgées et porteurs de Lunettes, Casque stéréo pour TV, Casque Intra-auriculaire, Prise 3,5 mm, avec Adaptateur 6,35 mm) Noir",Thomson,"81,71 €","-53,35 %","-50,82 %",3,"-57,14 %","-57,14 %","81,71 €","-53,35 %","-50,82 %","67,11 €","-57,14 %","-57,14 %",3,"-57,14 %","-57,14 %",2,,"100,00 %"
B0CJFG6WRN,"Hama Pack Thermostat Interlligent Hub + 2 Têtes Thermostatiques Connectées Intelligentes (Kit de Base Contrôle Régulateur de Chauffage WiFi, Economie d'Energie, Compatible Alexa Google Siri) Blanc",Hama,"81,62 €","-55,47 %",,1,"-50,00 %",,"81,62 €","-55,47 %",,"73,00 €","-50,00 %",,1,"-50,00 %",,,,
B07F82LSLN,"Hama Support Travel Pliable pour tablettes et Smartphones (Idéal pour Les déplacements, Solide et Pratique) Couleur aléatoire Parmi Blanc/Bleu/Gris/Jaune/Noir/Rouge/Vert",Hama,"81,49 €","-6,83 %","1 136,57 %",17,"-41,38 %","750,00 %","81,49 €","-6,83 %","1 136,57 %","28,39 €","-41,38 %","750,00 %",17,"-41,38 %","750,00 %",,,
B002ADGINS,"Hama Étui Hard Drive Case (pour Disque Dur, 2,5"", néoprène, Étui de Protection pour Disque Dur Externe 6,4"", Accessoire, néoprène) Noir",Hama,"81,48 €","-6,67 %","1,56 %",14,"-6,67 %","27,27 %","81,48 €","-6,67 %","1,56 %","60,62 €","-6,67 %","27,27 %",14,"-6,67 %","27,27 %",,"-100,00 %",
B00006IVSE,"Hama Feuillets pour CD (avec 60 fiches pour étiquetage, archivage, 10 étuis pour 6 CD/DVD/Blu-Ray, adaptés aux dossiers A4, Format A4, pour Le Rangement) Transparent",Hama,"81,11 €","-38,49 %","-52,33 %",8,"-38,46 %","-42,86 %","81,11 €","-38,49 %","-52,33 %","39,52 €","-38,46 %","-42,86 %",8,"-38,46 %","-42,86 %",,,
B095CSQVHG,"Hama Lot de Mini-Tournevis 24 en 1 avec Pochette (idéal Petites Réparations Electronique, Manche en Aluminium, 24 Embouts interchangeables, Garantie 10ans) Noir",Hama,"79,92 €","100,00 %","200,00 %",6,"100,00 %","200,00 %","79,92 €","100,00 %","200,00 %","58,80 €","94,96 %","177,62 %",6,"100,00 %","200,00 %",,,
B0186CU9A4,"Hama Album Photo ""Fine Art"" (format 29 x 32 cm, 50 pages blanches, sans spirale) Bleu",Hama,"78,45 €","28,69 %","-85,05 %",5,"25,00 %","-88,89 %","78,45 €","28,69 %","-85,37 %","50,91 €","24,90 %","-89,14 %",5,"25,00 %","-89,13 %",,,
B078T54CLX,"Hama Souris Optique à 3 Boutons MC-200, Filaire, Noire",Hama,"78,03 €","-60,51 %","-48,77 %",11,"-62,07 %","-45,00 %","78,03 €","-60,51 %","-51,76 %","38,49 €","-61,97 %","-47,63 %",11,"-62,07 %","-47,62 %",,,"-100,00 %"
B009HSQ45G,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Kiwi",Hama,"77,28 €","133,05 %","59,44 %",5,"150,00 %","66,67 %","32,78 €","-1,15 %","-32,37 %","16,90 €","0,00 %","-33,33 %",2,"0,00 %","-33,33 %",,,
B000EOVQI2,"Hama Boîtier CD Slim, Lot de 10, Transparent",Hama,"76,59 €","53,52 %","-77,52 %",10,"66,67 %","-83,61 %","76,59 €","53,52 %","-77,52 %","31,50 €","66,67 %","-83,69 %",10,"66,67 %","-83,61 %",,,"-100,00 %"
B00AJJJNLE,"Hama Brosse en fibre carbone pour vos vinyles (nettoyage antistatique des vinyles, brosse pour disques vinyles), noir / argent",Hama,"76,54 €","-66,58 %","-88,86 %",5,"-80,00 %","-93,33 %","85,70 €","-61,02 %","-87,69 %","39,24 €","-75,00 %","-92,11 %",6,"-75,00 %","-92,11 %",,,
B009HSQ3ES,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Turquoise",Hama,"76,25 €","-29,44 %","-11,10 %",5,"-28,57 %","-16,67 %","74,26 €","-20,89 %","-13,42 %","42,25 €","-16,67 %","-16,67 %",5,"-16,67 %","-16,67 %",,,
B07F3RKPTB,"Hama Support mural pour Google Home mini (pour enceinte sans/avec fil, support d'enceinte, pour un alignement et une présentation optimaux de l'enceinte, montage mural) Blanc",Hama,"75,74 €","133,33 %","600,00 %",7,"133,33 %","600,00 %","75,74 €","75,00 %","250,00 %","42,35 €","75,00 %","250,00 %",7,"75,00 %","250,00 %",,,
B000EOVQCS,"Hama Pochettes de Protection Doubles (en Plastique, pour CD/DVD/Blu-Ray, 2 CD par Pochette, Lot de 50) Blanc/Transparent",Hama,"75,52 €","52,26 %","-68,11 %",7,"75,00 %","-73,08 %","75,52 €","52,26 %","-69,70 %","41,02 €","75,00 %","-74,07 %",7,"75,00 %","-74,07 %",,,
B08SDTGG5L,"Hama Album Photo bébé ""Our Baby"" à personnaliser (Album photo de naissance, baptême, Cadeau d'anniversaire enfant, Idéal scrapbooking, 29 x32 cm, 60 Pages, Max. 300 Photos 10x15 cm) Multicolore",Hama,"74,95 €","70,46 %","-14,29 %",4,"33,33 %","-20,00 %","74,95 €","70,46 %","-14,29 %","34,20 €","33,33 %","-34,48 %",4,"33,33 %","-20,00 %",1,"0,00 %",
B00IYX10YA,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Bleu",Hama,"74,90 €","-67,63 %","649,75 %",7,"-68,18 %","600,00 %","74,90 €","-67,63 %","274,87 %","35,70 €","-68,18 %","157,20 %",7,"-68,18 %","250,00 %",,,
B078T7GHFK,"Hama Souris Optique Filaire MC-100-3 Boutons - Ergonomique, Précise, USB Plug & Play - Compatible Windows, Mac, Linux - Idéale pour Bureautique, Droitiers et Gauchers - Noire",Hama,"74,80 €","566,67 %","881,63 %",20,"566,67 %","1 900,00 %","74,80 €","566,67 %","881,63 %","50,20 €","566,67 %","1 900,00 %",20,"566,67 %","1 900,00 %",,,
B000VRANHW,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Noir 00090145",Hama,"74,65 €","-78,92 %","-88,40 %",6,"-80,65 %","-91,04 %","48,01 €","-86,44 %","-92,22 %","19,20 €","-87,14 %","-94,44 %",4,"-87,10 %","-93,85 %",2,,"100,00 %"
B01K47GSQS,"Hama Album photo ""Skies"" (album grand format, 22,5 x 22 cm, 100 pages, pour 200 photos au format 10 x 15 cm) Beige",Hama,"74,48 €","-43,90 %","15,31 %",6,"-45,45 %","20,00 %","74,48 €","-48,69 %","15,31 %","33,78 €","-49,39 %","20,00 %",6,"-50,00 %","20,00 %",,,
B009TLAQ3M,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Azur",Hama,"74,28 €","56,97 %","-47,48 %",7,"75,00 %","-58,82 %","74,28 €","56,97 %","-61,18 %","39,41 €","74,61 %","-69,57 %",7,"75,00 %","-69,57 %",,,
B0BL1RYFT8,"Hama MW-300 V2 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Clics Silencieux, Ambidextre - Rouge",Hama,"73,28 €","14,29 %","124,65 %",8,"14,29 %","300,00 %","73,28 €","14,29 %","124,65 %","63,02 €","14,39 %","301,15 %",8,"14,29 %","300,00 %",1,,
B07ZBSXF1F,"Hama Trépied Appareil Photo Smartphone Caméra (Trépied Monopode en Aluminium, Compact, Pliable, Attache Rapide, Filetage 6.4mm, 50-165 cm Max)",Hama,"72,42 €",,,1,,,,,,,,,,,,,,
B0BRYDB26C,"Hama Canosa V2 Souris sans Fil - Technologie Bluetooth® 5.0, Capteur 1600 dpi, Clics Silencieux, Ambidextre - Grise Anthracite",Hama,"70,80 €","400,00 %",,5,"400,00 %",,"70,80 €","-81,76 %",,"64,69 €","-84,89 %",,5,"-84,85 %",,,"-100,00 %","-100,00 %"
B0C5JMXBV6,"Hama Multiprise Parasurtenseur avec Interrupteur Lumineux (Bloc 5 Prises 16A, Rallonge 1.5m, Prise Multiple économie d'énergie, Prises 45°, Prise Male Plate, 3680W, Cable H05VV-F3G1.5) Noir",Hama,"70,80 €","66,67 %",,5,"66,67 %",,"70,80 €","66,67 %",,"43,56 €","66,58 %",,5,"66,67 %",,,,
B071WFLJ94,"Hama Album photo minimax ""Designline"" (album de 22,5 x 22 cm, insertion latéral de 200 photos format 10 x 15 cm, emplacement CD, 100 pages (2 photos/page), inscription possible) Triangle",Hama,"70,35 €","24,98 %","-78,38 %",5,"25,00 %","-86,11 %","70,35 €","24,98 %","-79,27 %","32,50 €","25,00 %","-86,49 %",5,"25,00 %","-86,49 %",,,
B08NCJ814H,"Hama C-400 Webcam PC - Qualité Vidéo FHD 1080p, Microphone Intégré, Cache Lentille, Filetage 1/4 - Convient pour Les Appels Vidéos et Le Streaming - Noir",Hama,"70,02 €",,,2,,,"70,02 €",,,"63,32 €",,,2,,,,,
B096YJSXT1,"Hama Hub USB-C, Connect2Mac, multip. pr Apple MacBook Air & Pro, 12 Ports, Alu",HAMA,"69,87 €",,,1,,,"69,87 €",,,"83,46 €",,,1,,,,,
B0000AISQJ,"Hama Passe-partout Premium, blanc neige, 30 x 40 cm",Hama,"69,84 €","7,66 %","100,00 %",12,"20,00 %","100,00 %","69,84 €","7,66 %","50,00 %","35,52 €","20,00 %","50,00 %",12,"20,00 %","50,00 %",,"-100,00 %",
B01KHD5GUS,"Hama Multiprise, ""6+1"" (commutable individuellement, avec protection anti-surtension, montage mural, pivotée à 90°, longueur de douille XL, protection enfant, longueur de câble de 1,4 m) Blanc",Hama,"69,75 €","-84,66 %","-70,73 %",3,"-85,00 %","-72,73 %","69,75 €","-84,66 %","-75,23 %","43,54 €","-83,10 %","-77,84 %",3,"-85,00 %","-76,92 %",,,"-100,00 %"
B07RLYK1T9,"Hama Trépied de Table Solid pour Smartphones et appareils Photos, 19B",Hama,"69,68 €","-46,85 %","186,51 %",4,"-42,86 %","300,00 %","69,68 €","-46,85 %","186,51 %","84,42 €","-42,90 %","300,47 %",4,"-42,86 %","300,00 %",,,
B06XB72BS3,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Doré",Hama,"69,38 €","390,66 %","693,82 %",7,"600,00 %","600,00 %","69,38 €","390,66 %","693,82 %","39,05 €","599,82 %","662,70 %",7,"600,00 %","600,00 %",,,
B00IZA0V4M,"Thomson Support Mural TV WAB846 (VESA 200x200, inclinable et orientable, avec 2 Bras, pour Une Diagonale d'écran de 25 à 117 cm (de 10"" à 46"")) Noir",Thomson,"68,34 €",,"-54,80 %",2,,"-60,00 %","68,34 €",,"-54,80 %","52,40 €",,"-60,00 %",2,,"-60,00 %",,,"-100,00 %"
B000TCQPWG,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 20) Noir/Transparent",Hama,"66,99 €","-77,42 %","-75,86 %",7,"-77,42 %","-75,86 %","66,99 €","-77,42 %","-78,12 %","47,04 €","-77,43 %","-78,13 %",7,"-77,42 %","-78,13 %",1,"0,00 %",
