Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/09/2024 - 30/09/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"1 938,56 €","-1,71 %","-0,99 %",233,"4,95 %","18,88 %","1 921,92 €","-1,22 %","5,13 %","1 868,79 €","5,95 %","1,21 %",231,"5,96 %","26,23 %",10,"66,67 %","150,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"1 887,00 €","49,75 %","167,83 %",406,"54,96 %","434,21 %","1 974,90 €","73,18 %","179,15 %","1 292,52 €","78,99 %","441,57 %",426,"78,99 %","453,25 %",2,,
B003PFBLOQ,"Hama Horloge murale ""PP-245"" (radio-pilotée DCF, Pendule sans Tic Tac, Numérique, à led, sans fil, avec des piles, Format 24h, Calendrier, Jour, Thermomètre 0°C à +50°C, pause murale ou bureau) Plastique, Noir",Hama,"1 846,98 €","-8,44 %","-1,57 %",72,"-11,11 %","2,86 %","1 868,79 €","-8,49 %","32,47 %","1 309,62 €","-10,98 %","43,98 %",73,"-10,98 %","43,14 %",4,"33,33 %",
B01DF1YLXM,"Hama Ventilateur de table USB (Mini Ventilateur de bureau 10 cm (4""), Bouton ON/OFF, inclinable, idéal aussi pour Chambre, Voiture, Camping) Noir",Hama,"1 755,45 €","-71,20 %","455,75 %",235,"-71,20 %","552,78 %","1 860,03 €","-72,81 %","510,15 %","1 623,48 €","-72,44 %","638,85 %",249,"-72,79 %","611,43 %",7,"-56,25 %",
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"1 396,68 €","-6,08 %","104,14 %",61,"-7,58 %","96,77 %","1 308,50 €","-10,50 %","85,28 %","912,57 €","-10,61 %","88,84 %",58,"-10,77 %","81,25 %",,,
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 366,49 €","-16,51 %","-27,28 %",55,"-15,38 %","-29,49 %","1 416,47 €","-9,30 %","-20,56 %","676,59 €","-8,06 %","-42,39 %",57,"-8,06 %","-22,97 %",3,"200,00 %",
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"1 277,32 €","70,75 %","64,52 %",129,"95,45 %","118,64 %","1 287,24 €","74,39 %","63,00 %","723,08 €","100,01 %","115,15 %",130,"100,00 %","116,67 %",2,"100,00 %","100,00 %"
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"1 252,08 €","64,91 %","67,86 %",94,"64,91 %","67,86 %","1 278,72 €","65,52 %","88,24 %","959,04 €","65,52 %","91,51 %",96,"65,52 %","88,24 %",4,,
B00006J4DM,"Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent",Hama,"1 249,82 €","1 210,50 %","283,69 %",506,"1 774,07 %","253,85 %","1 212,77 €","1 405,61 %","263,49 %","761,12 €","2 238,31 %","123,23 %",491,"2 238,10 %","229,53 %",16,,"100,00 %"
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"1 249,67 €","13,83 %","-14,53 %",239,"8,64 %","-18,43 %","1 274,62 €","16,77 %","-12,82 %","875,79 €","12,33 %","-16,04 %",246,"12,33 %","-16,04 %",3,,"-25,00 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"1 185,84 €","118,39 %","-4,06 %",108,"134,78 %","1,89 %","1 229,76 €","136,02 %","-1,43 %","982,72 €","154,68 %","4,59 %",112,"154,55 %","4,67 %",,"-100,00 %",
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"1 147,38 €","0,31 %",,8,"0,00 %",,"1 007,85 €","-11,89 %","478,39 %","595,00 €","-20,13 %","273,42 %",7,"-12,50 %","600,00 %",1,"0,00 %",
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"1 138,13 €","-41,94 %","376,82 %",84,"-60,75 %","394,12 %","1 192,90 €","-37,69 %","410,29 %","581,64 €","-56,51 %","485,33 %",91,"-56,46 %","435,29 %",2,"100,00 %","100,00 %"
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"1 111,06 €","-2,76 %","535,25 %",91,"-3,19 %","506,67 %","1 171,86 €","0,43 %","617,88 %","611,02 €","-0,41 %","584,08 %",96,"0,00 %","585,71 %",2,"0,00 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"1 097,16 €","117,60 %","-2,27 %",28,"115,38 %","-6,67 %","1 054,00 €","146,51 %","4,32 %","720,36 €","147,69 %","0,00 %",27,"145,45 %","0,00 %",,,
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"1 067,77 €","-14,18 %","58,56 %",63,"-12,50 %","50,00 %","1 016,66 €","-22,60 %","54,93 %","487,64 €","-21,12 %","34,56 %",60,"-21,05 %","46,34 %",1,"0,00 %","-75,00 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 061,82 €","13,22 %","148,47 %",69,"35,29 %","176,00 %","1 029,72 €","5,72 %","140,96 %","702,84 €","26,43 %","168,26 %",67,"26,42 %","168,00 %",5,,
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"960,19 €","56,15 %","-49,74 %",203,"56,15 %","-78,01 %","941,27 €","56,69 %","-49,08 %","372,77 €","63,07 %","-81,61 %",199,"56,69 %","-77,72 %",,,"-100,00 %"
B00006JALB,"Hama Pinceau de Nettoyage pour Objectif (Lenspen) (pour Le Nettoyage des lentilles et des filtres, 12,5 cm de Long, Lenspen) Noir/Rouge",Hama,"959,40 €","264,35 %","-71,88 %",94,"308,70 %","-70,63 %","936,46 €","240,78 %","-51,02 %","606,28 €","283,33 %","-47,93 %",92,"283,33 %","-48,31 %",,,
B00BYCGMEG,"Hama Album photo vierge ""Livorno"" (album photo traditionnel format 22 cm x 22 cm, pour 200 photos 10 cm x 15 cm, 100 pages, emplacement CD) Bleu/Blanc/Jaune",Hama,"943,86 €","34,24 %","549,55 %",99,"26,92 %","725,00 %","964,84 €","46,90 %","517,46 %","570,47 €","40,05 %","686,42 %",102,"39,73 %","684,62 %",,,"-100,00 %"
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"941,23 €","1,86 %","110,69 %",103,"1,98 %","128,89 %","977,87 €","10,19 %","128,60 %","564,21 €","10,35 %","148,98 %",107,"10,31 %","148,84 %",,"-100,00 %",
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"872,66 €","111,61 %","83,51 %",23,"109,09 %","76,92 %","872,66 €","111,61 %","98,80 %","641,24 €","106,40 %","78,84 %",23,"109,09 %","91,67 %",1,"0,00 %",
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"808,24 €","3,50 %","20,01 %",67,"11,67 %","31,37 %","867,04 €","26,11 %","35,74 %","367,34 €","38,52 %","17,74 %",72,"38,46 %","50,00 %",1,"0,00 %",
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"799,20 €","48,15 %","272,71 %",80,"48,15 %","400,00 %","809,19 €","72,34 %","277,37 %","543,51 €","72,34 %","406,25 %",81,"72,34 %","406,25 %",2,"100,00 %","-33,33 %"
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"759,44 €","15,34 %","47,12 %",48,"14,29 %","26,32 %","786,08 €","15,49 %","41,07 %","512,84 €","15,97 %","22,02 %",50,"16,28 %","21,95 %",,,
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"755,76 €","-13,07 %","-2,73 %",61,"-12,86 %","3,39 %","706,08 €","-17,61 %","-4,11 %","442,99 €","-17,51 %","-26,33 %",57,"-17,39 %","1,79 %",6,,
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"724,27 €","14,63 %","4 600,00 %",47,"14,63 %","4 600,00 %","770,50 €","38,89 %","525,00 %","472,50 €","38,89 %","525,00 %",50,"38,89 %","525,00 %",4,"300,00 %",
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"706,62 €","74,08 %","59,27 %",27,"80,00 %","68,75 %","734,11 €","81,26 %","75,82 %","607,05 €","87,06 %","86,66 %",28,"86,67 %","86,67 %",1,,"0,00 %"
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"706,57 €","-2,38 %","-81,30 %",8,"-11,11 %","-86,21 %","706,57 €","-2,38 %","-79,87 %","416,00 €","-11,11 %","-85,73 %",8,"-11,11 %","-85,19 %",,"-100,00 %","-100,00 %"
B00SL6I214,"Hama Album, Bleu, 30 x 30 cm",Hama,"694,94 €","61,60 %","1 093,85 %",44,"41,94 %","1 000,00 %","681,10 €","64,98 %","1 070,07 %","386,11 €","43,26 %","974,92 %",43,"43,33 %","975,00 %",1,,
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"692,96 €","-20,46 %","49,86 %",28,"-22,22 %","47,37 %","716,28 €","-15,52 %","62,86 %","362,50 €","-17,14 %","61,11 %",29,"-17,14 %","61,11 %",,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"679,78 €","-8,49 %","127,78 %",41,"-8,89 %","127,78 %","696,36 €","-8,30 %","133,33 %","389,58 €","-9,05 %","132,39 %",42,"-8,70 %","133,33 %",1,"-50,00 %","-50,00 %"
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"677,86 €","37,34 %",,37,"27,59 %",,"677,86 €","37,34 %",,"1 228,54 €","27,22 %",,37,"27,59 %",,7,,
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"667,22 €","60,71 %","23,04 %",146,"92,11 %","0,69 %","667,22 €","52,33 %","28,35 %","432,16 €","80,25 %","5,56 %",146,"80,25 %","5,04 %",4,,
B0BRL62B16,"Hama Multiprise Etanche 2 Prises 16A avec Interrupteur (Multiprise Extérieur Rallonge 2m, Bloc 2 Prises étanches IP44 avec Couvercle, Type F Schuko, 3680W, Idéal Jardin Garage Atelier Chantier) Noir",Hama,"632,80 €","-48,89 %","55,72 %",40,"-51,22 %","53,85 %","1 064,12 €","29,35 %","152,23 %","802,30 €","36,54 %","163,21 %",71,"36,54 %","162,96 %",2,"0,00 %","100,00 %"
B0015IOV8S,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 40 cm avec bordure de 13 mm x 17 mm, pour une photo de 28 x 28 cm) Noir",Hama,"608,88 €","-57,43 %",,43,"-57,43 %",,"679,68 €","-52,48 %",,"474,24 €","-52,48 %",,48,"-52,48 %",,4,"-33,33 %",
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"608,30 €","7,08 %","652,01 %",38,"5,56 %","660,00 %","624,29 €","13,08 %","1 154,85 %","313,56 €","11,46 %","1 200,00 %",39,"11,43 %","1 200,00 %",,"-100,00 %","-100,00 %"
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"600,58 €","82,13 %","21,42 %",65,"80,56 %","20,37 %","582,26 €","71,80 %","19,93 %","336,81 €","69,63 %","20,53 %",63,"70,27 %","18,87 %",,,
B074HZZQN4,"Horloge murale ""Easy Learning"" (horloge d'apprentissage analogique, pour enfants, pour apprendre l'heure, cadran d'apprentissage de diamètre 30 cm, silencieu) Blanc",Hama,"588,60 €","7,14 %","-65,04 %",30,"7,14 %","-68,75 %","667,08 €","54,55 %","-62,30 %","435,88 €","54,55 %","-66,10 %",34,"54,55 %","-66,34 %",1,"0,00 %",
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"573,08 €","-19,69 %","262,30 %",69,"-36,11 %","263,16 %","591,49 €","-16,94 %","309,90 %","167,76 €","-32,71 %","323,53 %",72,"-32,71 %","323,53 %",2,"-50,00 %","-71,43 %"
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"567,92 €","29,17 %","244,26 %",31,"29,17 %","244,44 %","512,96 €","16,67 %","210,94 %","303,24 €","16,67 %","211,11 %",28,"16,67 %","211,11 %",5,"-28,57 %",
B0C6CK8KFG,"Hama Câble Enceinte HiFi (Cable pour enceinte, 10m, Câble Audio pour Enceinte, Câble HP de Haut Parleur en Cuivre pour Hifi et Hifi embarquée, 2 x 0.75 mm²) Transparent",Hama,"564,74 €","344,12 %",,151,"344,12 %",,"549,78 €","374,19 %",,"614,72 €","372,14 %",,147,"374,19 %",,,,
B07N6HRNMP,"Hama Album photo ""Summerly"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Motifs Aléatoires",Hama,"555,62 €","31,24 %","918,37 %",407,"23,33 %","825,00 %","566,97 €","41,38 %","702,16 %","334,17 €","35,58 %","642,11 %",423,"35,58 %","642,11 %",,"-100,00 %",
B001K9LNA6,"Hama Support Télécommande TV Commander (porte-télécommande TV Chaine Hifi DVD Blue-Ray, 3 grands compartiments, Boite de Rangement organiseur lunettes, smartphones, contrôleurs) Noir",Hama,"555,46 €","65,60 %","-1,28 %",53,"70,97 %","1,92 %","548,24 €","68,90 %","10,15 %","497,12 €","73,33 %","51,03 %",52,"73,33 %","13,04 %",2,,
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"552,97 €","16,58 %","155,44 %",11,"22,22 %","175,00 %","605,49 €","27,65 %","459,40 %","490,84 €","36,34 %","474,62 %",12,"33,33 %","500,00 %",3,,"50,00 %"
B00006JA17,"Hama Étuis à négatifs, Papier Cristal, 4 Bandes de 3 négatifs, 6X7 cm pour 3 negatif et jusqu'a 6 X 9 cm pour 2 negatif, 100 pièces",Hama,"536,46 €","21,85 %","43,15 %",25,"19,05 %","38,89 %","471,72 €","7,15 %","25,87 %","345,52 €","4,73 %","29,13 %",22,"4,76 %","22,22 %",,,
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"529,47 €","15,22 %","-70,55 %",53,"15,22 %","-70,56 %","529,47 €","6,00 %","-69,36 %","401,30 €","5,15 %","-68,75 %",53,"6,00 %","-69,36 %",6,"50,00 %","50,00 %"
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"528,40 €","74,11 %","55,47 %",48,"77,78 %","50,00 %","517,62 €","59,27 %","61,01 %","241,11 €","61,91 %","56,81 %",47,"62,07 %","56,67 %",4,"300,00 %","300,00 %"
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"524,42 €","65,53 %","31,16 %",31,"63,16 %","29,17 %","505,79 €","44,46 %","32,00 %","310,80 €","42,86 %","36,95 %",30,"42,86 %","30,43 %",3,,"200,00 %"
B0C8T31557,"Rapoo Clavier Souris sans Fil Multi-Mode Rechargeable Blade 9700M (Pack Kit Clavier et Souris, Clavier Rechargeable 99 Touches AZERTY, Souris 5 Boutons autonomie 12 Mois, Idéal PC Laptop) Blanc",Rapoo,"517,14 €","201,52 %",,9,"200,00 %",,"172,38 €","0,51 %",,"146,25 €","0,00 %",,3,"0,00 %",,,,
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"512,44 €","15,19 %","74,82 %",37,"5,71 %","15,63 %","512,44 €","18,93 %","55,40 %","236,43 €","8,82 %","8,02 %",37,"8,82 %","2,78 %",,,
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"501,64 €","-40,70 %","132,03 %",36,"-37,93 %","200,00 %","541,60 €","-34,31 %","83,76 %","430,54 €","-30,45 %","143,52 %",39,"-30,36 %","143,75 %",,,"-100,00 %"
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"493,79 €","-40,68 %","-22,55 %",35,"-39,66 %","-18,60 %","507,86 €","-39,09 %","-24,30 %","251,64 €","-37,93 %","-18,32 %",36,"-37,93 %","-20,00 %",1,"0,00 %","-50,00 %"
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"492,87 €","3,30 %","22,77 %",43,"2,38 %","22,86 %","500,36 €","12,16 %","32,36 %","204,51 €","12,92 %","32,42 %",44,"12,82 %","33,33 %",,"-100,00 %",
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"490,35 €","30,77 %","63,15 %",65,"51,16 %","85,71 %","522,94 €","56,88 %","69,30 %","336,60 €","96,61 %","106,96 %",69,"81,58 %","91,67 %",,,"-100,00 %"
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"468,12 €","-24,60 %","10,16 %",141,"-24,60 %","10,16 %","461,48 €","-27,60 %","12,10 %","321,09 €","-27,60 %","12,10 %",139,"-27,60 %","12,10 %",8,,"700,00 %"
B0C8SXXW86,"Rapoo Clavier Souris sans Fil Multi-Mode Rechargeable Blade 9700M (Pack Kit Clavier et Souris, Clavier Rechargeable 99 Touches AZERTY, Souris 5 Boutons autonomie 12 Mois, Idéal PC Laptop) Anthracite",Rapoo,"466,56 €",,,8,,,"408,24 €",,,"341,25 €",,,7,,,,,
B00X5K84ZK,"Hama Album photo à pochettes ""New York City"" (pour 400 photos au format 10 cm x 15cm, taille de l'album de 25 cm x 34 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"465,69 €","17,52 %","96,14 %",20,"5,26 %","100,00 %","465,69 €","10,66 %","82,09 %","256,78 €","0,04 %","81,80 %",20,"0,00 %","81,82 %",,,
