Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/02/2025 - 28/02/2025],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0764LMPBN,"Hama Multiprise avec Interrupteur 10 Prises 16A (Rallonge multiprises 3m, Bloc 10 Prises Type F Schuko, 3500W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"649,74 €",,"-78,09 %","404,04 €",,"-77,33 %",39,,"-77,33 %",3,,"50,00 %"
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"591,88 €","-51,38 %","-46,63 %","360,27 €","-52,63 %","-52,63 %",9,"-52,63 %","-52,63 %",,"-100,00 %","-100,00 %"
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"564,32 €","1 799,43 %","-13,57 %","389,79 €","2 950,00 %","27,08 %",61,"2 950,00 %","27,08 %",,,
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"541,00 €","36,10 %","-18,34 %","377,64 €","33,33 %","-20,00 %",4,"33,33 %","-20,00 %",1,"0,00 %",
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"538,68 €","-30,18 %","112,09 %","310,80 €","-33,33 %","105,45 %",30,"-33,33 %","100,00 %",5,,"150,00 %"
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"483,92 €","-53,34 %",,"408,00 €","-60,00 %",,2,"-60,00 %",,,"-100,00 %",
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"454,92 €","-30,34 %","-39,93 %","280,53 €","-43,75 %","-52,63 %",27,"-43,75 %","-52,63 %",,"-100,00 %","-100,00 %"
B00006JAQ7,"Hama 007103 - Ruban photo transparent, Blanc, 1000 pièces (2 paquets de 500 pièces)",Hama,"453,61 €","5 150,12 %",,"394,44 €","6 700,69 %",,136,"6 700,00 %",,,,
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"445,81 €","19,48 %","-32,97 %","225,00 €","12,50 %","-30,77 %",18,"12,50 %","-30,77 %",,,
B00A44OC0G,"Hama Barre Multiprise 6 Prises avec Interrupteur Et Sécurité Enfant Cble Blanc 5 M",Hama,"431,13 €","331,30 %","-68,11 %","263,00 €","316,67 %","-69,14 %",25,"316,67 %","-69,14 %",,,"-100,00 %"
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"431,12 €","-43,58 %","-6,79 %","244,65 €","-32,69 %","12,90 %",35,"-32,69 %","12,90 %",2,,
B07HY9LK8J,"Rapoo Clavier multimédia USB Filaire ""N2400"" (filaire, clavier d'ordinateur AZERTY, design, idéal pour les maladroits) Noir",Rapoo,"397,17 €","1 345,31 %",,"412,80 €","1 333,33 %",,43,"1 333,33 %",,,"-100,00 %",
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"393,42 €","25,83 %","-52,74 %","249,21 €","85,71 %","-37,10 %",39,"85,71 %","-37,10 %",,,
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"381,77 €",,"94,28 %","219,04 €",,"72,09 %",74,,"72,09 %",,,
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"377,63 €","-51,87 %","-89,01 %","208,00 €","-55,56 %","-92,31 %",4,"-55,56 %","-92,31 %",,,"-100,00 %"
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"359,52 €",,"-71,73 %","181,26 €",,"-69,30 %",48,,"-60,00 %",,"-100,00 %","-100,00 %"
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"348,68 €","-1,15 %","13,83 %","168,48 €","16,51 %","39,00 %",36,"16,13 %","38,46 %",,"-100,00 %",
B0C5JRX9HV,"Hama Multiprise avec Interrupteur 1.4m (6 Prises typeE, Norme NF, interrupteurs général + indiv. éclairés, Protection Surtensions, Montage Mural, Sécurité Enfants, 3680W/16A) Noir",Hama,"346,56 €","128,57 %",,"270,24 €","128,57 %",,16,"128,57 %",,1,,
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"338,70 €","-21,17 %","2,68 %","158,41 €","-31,11 %","-7,83 %",31,"-31,11 %","-8,82 %",1,"-50,00 %","-75,00 %"
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"338,64 €","91,78 %","-34,19 %","235,62 €","292,31 %","-34,19 %",102,"292,31 %","-34,19 %",,"-100,00 %",
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"329,67 €","-26,67 %","31,82 %","221,43 €","-26,66 %","83,33 %",33,"-26,67 %","83,33 %",,,
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"322,54 €","1 779,60 %","-41,06 %","251,94 €","1 800,00 %","-45,71 %",19,"1 800,00 %","-45,71 %",,,"-100,00 %"
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"315,94 €","58,80 %","-5,26 %","108,46 €","88,89 %","13,33 %",34,"88,89 %","13,33 %",5,"-16,67 %","66,67 %"
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"307,27 €","-8,49 %","-67,46 %","130,39 €","-13,33 %","-74,51 %",13,"-13,33 %","-74,51 %",,,"-100,00 %"
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"303,51 €","-3,42 %","-36,61 %","211,68 €","5,00 %","-32,26 %",21,"5,00 %","-32,26 %",1,,
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"303,05 €","42,84 %","-22,27 %","207,60 €","76,47 %","3,70 %",30,"76,47 %","3,45 %",,,
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"292,14 €","782,86 %","8,93 %","209,95 €","850,00 %","35,71 %",19,"850,00 %","35,71 %",,,"-100,00 %"
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"285,58 €","-64,60 %","-64,19 %","181,00 €","-68,75 %","-72,66 %",10,"-68,75 %","-68,75 %",1,"0,00 %","-50,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"281,93 €","0,99 %","-70,89 %","107,10 €","-4,55 %","-76,34 %",21,"-4,55 %","-69,57 %",2,,
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"278,41 €","475,35 %","41,75 %","159,00 €","416,23 %","38,99 %",35,"400,00 %","34,62 %",,,"-100,00 %"
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"274,73 €","113,78 %","-39,33 %","151,62 €","180,00 %","-41,64 %",14,"180,00 %","-41,67 %",1,"0,00 %","-50,00 %"
B0B636GVMW,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"266,60 €","65,31 %",,"196,00 €","100,00 %",,2,"100,00 %",,,,
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"261,11 €","81,64 %","-62,73 %","66,88 €","204,00 %","-86,55 %",76,"204,00 %","-86,55 %",4,"100,00 %",
B00006JA17,"Hama Étuis à négatifs, Papier Cristal, 4 Bandes de 3 négatifs, 6X7 cm pour 3 negatif et jusqu'a 6 X 9 cm pour 2 negatif, 100 pièces",Hama,"257,44 €","145,51 %","518,25 %","188,52 €","140,00 %","500,00 %",12,"140,00 %","500,00 %",1,"0,00 %",
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"252,51 €","60,47 %","-1,56 %","131,70 €","50,00 %","-31,82 %",15,"50,00 %","-31,82 %",,,
B0857M8J9G,"Xavax Kit de superposition universel pour lave-linge/sèche-linge, avec séchoir à linge",xavax,"246,32 €","300,00 %","261,33 %","241,20 €","300,00 %","300,00 %",4,"300,00 %","300,00 %",,,
B0000AI2XV,"Hama Cadre-galerie photo en plastique Madrid (taille de cadre de 25 cm x 55 cm, taille de la photo de 13 cm x 18 cm, 3 photos par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"244,18 €","11,39 %","79,10 %","149,40 €","5,26 %","150,00 %",20,"5,26 %","150,00 %",,"-100,00 %","-100,00 %"
B0043W42ZU,"Xavax Mousseur à lait ""Milchicopter"" (Batteur à lait en acier, moteur très puissant à 14 000 tours/minute, spirale spéciale, nettoyage facile, mousseur à lait, balai Matcha) Noir",xavax,"238,70 €","72,28 %","59,35 %","108,80 €","88,24 %","44,30 %",32,"88,24 %","60,00 %",,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"235,32 €","-5,25 %","-60,70 %","186,76 €","0,00 %","-56,25 %",7,"0,00 %","-56,25 %",,"-100,00 %",
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"234,19 €","38,28 %","-27,81 %","110,00 €","53,85 %","-35,51 %",20,"53,85 %","-23,08 %",,,
B0C5JQPC2P,"Classeur avec mécanisme à 4 anneaux, larg. 70 mm, avec étui, noir/gris",Hama,"219,84 €","20,00 %",,"141,60 €","20,00 %",,12,"20,00 %",,1,,
B07ZJSSVG8,"Xavax Support Organiseur Pour Aspirateurs sans fil (Station Accueil au sol, avec Porte-Accessoires pour DYSON DC30 DC31 DC34 DC35 DC58 DC59 DC62 DC74, V11, XIAOMI V10, 29.5x22x128cm) Argent/Noir",xavax,"216,64 €",,"-71,43 %","150,00 €",,"-74,61 %",4,,"-71,43 %",,,"-100,00 %"
B0CP86Q49Q,"Hama Antenne intérieure (Antenne Réception Radio Numérique (Dab/Dab+) et Analogique FM, Amplification du Signal Actif jusqu'à 30 DB, Cäble 1.5m, Fiche F mâle, Alim Secteur) Noir",Hama,"215,74 €","-30,00 %",,"170,45 €","-30,00 %",,7,"-30,00 %",,1,,
B0015NLFGE,"Hama Chemin de câbles (bande en PVC/Aluminium pour montage mural TV ou au sol, cache-câble demi-rond, 100 x 7 x 2,1 cm, entrée de câble jusqu'à 8 câbles) Gris",Hama,"214,81 €","258,20 %","-43,96 %","123,75 €","200,00 %","-55,00 %",9,"200,00 %","-55,00 %",,,
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"213,28 €",,"8,10 %","160,00 €",,"-6,35 %",4,,"0,00 %",,,
B000Y138NG,"Hama Boîtier CD ""Slim"" en polypropylène, lot de 20, Transparent",Hama,"205,80 €","-19,97 %","-45,20 %","95,36 €","-38,46 %","-52,94 %",16,"-38,46 %","-52,94 %",,,
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"205,33 €","42,84 %","-72,05 %","93,72 €","57,14 %","-77,97 %",11,"57,14 %","-73,81 %",1,,"0,00 %"
B00F2BNE82,"Hama Album Photo ""Fine Art"" (format 22,5 x 22 cm, 80 pages blanches, sans spirale) Gris",Hama,"203,69 €","1 636,49 %","2 348,20 %","106,80 €","1 900,00 %","1 900,00 %",20,"1 900,00 %","1 900,00 %",,"-100,00 %",
B0BXPLLW89,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 39 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",Hama,"196,35 €","136,00 %",,"141,45 €","130,00 %",,23,"130,00 %",,,,
B003O5MK7E,"Hama Passe-partout Premium, noir, 40 x 50 cm pour photo de 30 x 40 cm",Hama,"196,09 €","153,22 %","726,34 %","111,27 €","167,03 %","699,35 %",24,"166,67 %","700,00 %",,,
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"192,28 €","-1,34 %","56,81 %","122,76 €","10,00 %","144,44 %",22,"10,00 %","144,44 %",,,
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"192,28 €","-18,52 %","93,99 %","121,00 €","-18,52 %","152,35 %",22,"-18,52 %","214,29 %",,,
B003LTLSFS,"Hama Chemin de câbles (Bande en Aluminium pour Montage Mural TV ou au Sol, Cache-câble Rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de Montage Compris) Gris",Hama,"192,05 €","-70,55 %","249,44 %","103,74 €","-75,03 %","199,65 %",9,"-75,00 %","200,00 %",,"-100,00 %",
B0000AIS0W,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Blanc",Hama,"189,84 €",,"55,84 %","122,40 €",,"97,42 %",24,,"140,00 %",,,
B0000AI3G4,"Hama Cadre en plastique ""Madrid"" (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"187,40 €","-28,57 %","-78,07 %","96,80 €","-28,57 %","-77,27 %",10,"-28,57 %","-77,27 %",2,"-60,00 %","-81,82 %"
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"187,35 €","-30,15 %","593,38 %","121,50 €","-21,05 %","213,47 %",15,"-21,05 %","275,00 %",,"-100,00 %",
B004LQ1PLW,"Hama Sacoche de Rangement Sportsline (Sacoche de projecteur, Ordinateur et disques durs, Taille L, 27 x 39 x 15 cm, rembourré, pour Acer, BenQ, Epson, LG, Optoma BeamerL) Noir",Hama,"182,85 €","353,16 %","144,65 %","134,69 €","399,96 %","149,98 %",5,"400,00 %","150,00 %",,,
B00UYZ1O6K,"Hama Support Mural TV Spécial Mur mensardé (pour Diagonale d'écran de 48 cm à 117 cm (19"" - 46""), pour Un Maximum de 20 kg, VESA jusqu'à 200 x 200) Noir",Hama,"181,62 €","-15,78 %",,"159,85 €","-16,85 %",,5,"0,00 %",,,,
B07KWF2WPL,"Rapoo Souris optique sans fil Multi mode 2,4GHz/BT 3.0/BT 4.0 ""M300"" (bluetooth, souris d'ordinateur, design, avec boutons et molette de défilement) Gris foncé",Rapoo,"177,60 €","180,66 %",,"133,20 €","200,00 %",,12,"200,00 %",,,,
B0CLD3CC7D,"Hama Support TV Mural Fixe Ultrafin Garantie 10 Ans (Support TV Mural Extra-Plat, 80kg Max, Robuste, pour écrans LCD/LED/OLED/Plasma de 94 à 229 cm (37"" à 90"") VESA Max 600x400) Gris",Hama,"174,95 €","56,71 %",,"142,70 €","66,67 %",,5,"66,67 %",,,,
B000K985GC,"Hama Boîtier Standard (pour DVD, Convient également aux CD et aux Blu-Ray, avec Film pour l'insertion de la Jaquette, Lot de 30) Noir",Hama,"174,94 €","-66,35 %","82,97 %","112,16 €","-66,67 %","100,00 %",8,"-66,67 %","100,00 %",1,,
B0000AHIF7,"Hama Cadre portrait (taille de cadre 10x15 cm, taille de photos 10x15 cm, acrylique, format vertical, en plastique, 1 photo par cadre, élégant, simple, classique) Gris",Hama,"174,00 €","423,78 %","-8,86 %","78,24 €","1 100,00 %","-4,00 %",48,"1 100,00 %","-4,00 %",,"-100,00 %",
B00QKRKJCQ,"Hama Support De Télécommande Major (pour 4 Télécommandes Au Maximum, Ã‰galement Pour Rangement De Lunettes, Smartphones, Contrôleurs, Clés USB, Porte-télécommande) Blanc",Hama,"172,13 €","22,74 %",,"112,53 €","22,22 %",,11,"22,22 %",,,,
B0949HMZB1,"Hama Chiffon Antistatique Antipoussière (Chiffon de Nettoyage pour Lunettes ou Appareil Photo, Objectif, Filtre, écrans PC Smartphone ou Tablette, négatifs, Diapositives, Jumelles, 23 x 25 cm) Orange",Hama,"171,82 €","837,37 %","244,19 %","89,67 €","950,00 %","162,50 %",21,"950,00 %","162,50 %",,,
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"169,71 €","-10,03 %","147,21 %","53,60 €","-20,00 %","6,67 %",16,"-20,00 %","6,67 %",,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"162,16 €","8,67 %","-61,64 %","93,10 €","11,11 %","-66,67 %",10,"11,11 %","-66,67 %",2,"100,00 %","100,00 %"
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"159,50 €","21,51 %","-87,68 %","81,55 €","75,00 %","-86,00 %",35,"75,00 %","-86,00 %",,,"-100,00 %"
B07MQFLKJQ,"Xavax Hama Xavax Roulette à pizza (en acier inoxydable, 22 cm) Noir/Argent",xavax,"155,83 €","-13,20 %","175,95 %","90,80 €","-16,67 %","166,67 %",40,"-16,67 %","166,67 %",1,,"0,00 %"
B003LTSUN6,"Hama Chemin de câbles (bande en aluminium pour montage mural TV ou au sol, cache-câble rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de montage compris) Noir",Hama,"155,43 €",,"-43,94 %","100,44 €",,"-35,77 %",9,,"-35,71 %",,,
B0050GRN2W,"Hama Pochette Up To Fashion (pour 48 disques, CD/DVD/Blu-ray/livres audio, étui de rangement, gain de place pour la voiture, la maison, avec motif papillon) Rose",Hama,"148,44 €","41,37 %","-28,43 %","72,38 €","0,00 %","-38,89 %",11,"0,00 %","-38,89 %",,,
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"148,27 €",,"-70,85 %","149,35 €",,"-70,59 %",5,,"-70,59 %",,,"-100,00 %"
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"147,55 €","-66,24 %","-28,57 %","66,72 €","-62,50 %","-25,00 %",12,"-62,50 %","-25,00 %",2,,
B00006J4DM,"Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent",Hama,"146,85 €",,"280,74 %","85,25 €",,"502,05 %",55,,"816,67 %",,,
B00005YVIU,"Hama Distributeurs Coins photo (1000 coins, autocollants, distributeur pratique, sans acide, sans solvant, adapté albums, permet un archivage fiable, scrapbooking) Transparent",Hama,"142,76 €",,,"124,70 €",,,43,,,,,
B0CLYJQ3YY,"Hama Bras articulé de Telephone (Support articulé, Bras Flexible Smartphone Webcam Mirco Tablette eclairage annulaire, Support Universel Inclus, Fixation de Table à vis, Filetage 1/4"", 70cm Max) Noir",Hama,"139,75 €","550,00 %",,"140,53 €","550,00 %",,13,"550,00 %",,,,
B0CP85VQFG,"Xavax 00220734 Raccord de Siphon, Blanc",Xavax,"139,68 €","-4,00 %",,"81,84 €","-4,00 %",,24,"-4,00 %",,,"-100,00 %",
B0186D2GQS,"Hama Album Photo ""Fine Art"" (format 29 x 32 cm, 50 pages blanches, sans spirale) Gris",Hama,"139,20 €","356,09 %","120,95 %","91,71 €","350,00 %","125,00 %",9,"350,00 %","125,00 %",,,
