Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/01/2024 - 31/01/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00A44OC0G,"Hama Barre Multiprise 6 Prises avec Interrupteur Et Sécurité Enfant Cble Blanc 5 M",Hama,"3 028,99 €","-25,75 %","23,59 %",205,"-22,93 %","11,41 %","3 053,52 €","-12,15 %","45,09 %","2 178,98 €","-7,94 %","43,34 %",207,"-8,00 %","31,01 %",1,"-50,00 %","0,00 %"
B00006JAQ7,"Hama 007103 - Ruban photo transparent, Blanc, 1000 pièces (2 paquets de 500 pièces)",Hama,"2 671,96 €","131,44 %","-15,71 %",781,"145,60 %","37,26 %","2 764,52 €","160,29 %","-10,78 %","2 680,28 €","181,04 %","44,35 %",807,"177,32 %","45,14 %",3,,"0,00 %"
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"2 523,42 €","117,60 %","375,60 %",413,"86,04 %","458,11 %","2 573,66 €","187,50 %","398,54 %","1 674,80 €","150,89 %","518,76 %",424,"150,89 %","488,89 %",2,,
B003PFBLOQ,"Hama Horloge murale ""PP-245"" (radio-pilotée DCF, Pendule sans Tic Tac, Numérique, à led, sans fil, avec des piles, Format 24h, Calendrier, Jour, Thermomètre 0°C à +50°C, pause murale ou bureau) Plastique, Noir",Hama,"2 507,01 €","80,00 %","123,38 %",95,"137,50 %","171,43 %","2 437,12 €","77,18 %","117,15 %","1 650,48 €","142,11 %","191,81 %",92,"142,11 %","162,86 %",1,"0,00 %",
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"2 480,24 €","28,75 %","11,03 %",103,"28,75 %","8,42 %","2 504,32 €","35,06 %","18,38 %","1 651,22 €","35,13 %","20,45 %",104,"35,06 %","15,56 %",5,"25,00 %","66,67 %"
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"2 364,00 €","1,68 %","179,26 %",253,"-0,39 %","241,89 %","2 388,58 €","6,91 %","178,06 %","1 597,87 €","2,69 %","269,18 %",257,"5,33 %","242,67 %",4,"300,00 %","300,00 %"
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"2 322,47 €","1,01 %","221,40 %",237,"-5,58 %","276,19 %","2 377,43 €","9,51 %","239,79 %","1 206,36 €","2,40 %","330,09 %",243,"2,53 %","298,36 %",,,
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"2 301,12 €","75,18 %","295,98 %",233,"75,19 %","253,03 %","2 370,45 €","92,02 %","308,18 %","1 269,35 €","92,15 %","413,59 %",240,"92,00 %","263,64 %",3,"200,00 %","200,00 %"
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"2 301,06 €","2,25 %","10,74 %",169,"1,20 %","8,33 %","2 428,50 €","7,00 %","12,54 %","1 995,38 €","9,82 %","24,92 %",178,"5,33 %","9,88 %",1,"0,00 %","0,00 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"2 227,74 €","20,22 %",,107,"20,22 %",,"2 227,74 €","21,59 %",,"1 648,97 €","21,52 %",,107,"21,59 %",,1,"0,00 %",
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"2 003,03 €","735,43 %","28,53 %",196,"716,67 %","25,64 %","1 943,09 €","678,01 %","50,78 %","1 920,39 €","659,77 %","88,06 %",190,"660,00 %","47,29 %",6,"500,00 %",
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"1 987,50 €","87,50 %","131,86 %",15,"87,50 %","114,29 %","1 722,50 €","85,71 %","142,89 %","1 259,55 €","90,59 %","146,80 %",13,"85,71 %","116,67 %",,,
B00006JDEX,"Hama Plateau Universel Hama Rond (32 cm, Taille L, Poids supporté 80 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 863,04 €","1,05 %","-2,10 %",104,"0,00 %","-9,57 %","1 880,40 €","15,16 %","-1,83 %","1 298,81 €","16,10 %","-0,59 %",105,"14,13 %","-9,48 %",,,"-100,00 %"
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"1 846,32 €","-39,17 %","15,18 %",100,"-38,65 %","-9,09 %","1 976,42 €","-32,05 %","45,83 %","1 073,21 €","-31,41 %","17,87 %",107,"-31,41 %","15,05 %",1,"-80,00 %","-80,00 %"
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"1 826,36 €","15,96 %","-52,72 %",108,"5,88 %","-62,76 %","1 865,33 €","27,07 %","-51,20 %","987,84 €","16,35 %","-56,90 %",111,"16,84 %","-61,32 %",1,"0,00 %","-50,00 %"
B08BNYFVFS,"Hama Ring Light LED avec Trépied extensible et Support Smartphone (Anneau Lumineux Selfie 26.5cm, télécommande Bluetooth, 10 niveaux d'intensité, Idéal TikTok/Youtube/Live Stream/Maquillage) Noir",Hama,"1 822,59 €","369,96 %",,93,"416,67 %",,"1 784,93 €","385,99 %",,"1 209,83 €","413,47 %",,91,"435,29 %",,1,,
B0083M13TY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Noir",Hama,"1 802,16 €","23,49 %","-56,20 %",142,"33,96 %","-52,03 %","1 824,17 €","33,77 %","-55,40 %","964,80 €","46,99 %","-47,14 %",144,"46,94 %","-51,02 %",2,"100,00 %","-66,67 %"
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"1 713,84 €","-8,84 %","6 769,10 %",412,"-9,65 %","8 140,00 %","1 763,76 €","23,31 %","6 969,18 %","1 288,94 €","23,07 %","20 523,04 %",424,"22,54 %","8 380,00 %",2,,
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"1 579,86 €","78,34 %","-17,44 %",27,"58,82 %","-27,03 %","1 459,40 €","27,18 %","-38,67 %","1 000,75 €","13,64 %","-40,77 %",25,"13,64 %","-45,65 %",1,"-87,50 %","-90,00 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 478,07 €","19,73 %","111,08 %",96,"24,68 %","62,71 %","1 541,15 €","35,73 %","123,68 %","1 058,78 €","44,00 %","130,22 %",101,"44,29 %","74,14 %",,,
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"1 476,05 €","183,59 %","200,27 %",42,"147,06 %","250,00 %","1 476,05 €","165,64 %","261,55 %","1 398,60 €","133,33 %","366,20 %",42,"133,33 %","320,00 %",,,"-100,00 %"
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"1 406,17 €","34,13 %","-44,37 %",223,"26,70 %","-57,03 %","1 380,97 €","31,35 %","-43,96 %","493,96 €","21,14 %","-53,51 %",212,"21,14 %","-58,10 %",1,"-66,67 %","-96,00 %"
B0000AIRXA,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Argent Mat",Hama,"1 372,56 €","60,81 %","763,25 %",172,"72,00 %","1 333,33 %","1 396,29 €","65,63 %","710,62 %","1 016,75 €","78,57 %","1 388,00 %",175,"78,57 %","1 246,15 %",2,"100,00 %",
B0000AI3IQ,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 70 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Noir",Hama,"1 338,12 €","600,00 %","-6,72 %",63,"600,00 %","-8,70 %","1 486,80 €","3 400,00 %","6,24 %","728,00 €","3 400,00 %","3,17 %",70,"3 400,00 %","6,06 %",4,,"-33,33 %"
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"1 305,96 €","191,59 %",,6,"200,00 %",,"1 305,96 €","45,42 %",,"1 368,00 €","50,00 %",,6,"50,00 %",,,"-100,00 %",
B000EOPSRM,"Hama Pochette (pour 40 CD/DVD/Blu-Ray, classeur de Rangement, Gain de Place pour Le Bureau, Le Salon et la Maison, étuis de Transport) Noir",Hama,"1 264,24 €","142,64 %","1 999,02 %",150,"154,24 %","2 400,00 %","1 339,12 €","220,49 %","2 123,34 %","887,97 €","235,58 %","2 830,59 %",159,"238,30 %","2 550,00 %",,"-100,00 %",
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"1 210,89 €","267,81 %","1 672,38 %",33,"266,67 %","1 550,00 %","1 210,89 €","200,93 %","1 081,59 %","986,04 €","200,00 %","1 183,91 %",33,"200,00 %","1 000,00 %",,,
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"1 199,20 €","15,94 %",,80,"15,94 %",,"1 214,19 €","26,56 %",,"890,19 €","26,56 %",,81,"26,56 %",,,,
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"1 183,46 €","1 508,18 %","23,78 %",42,"1 300,00 %","10,53 %","1 155,21 €","1 469,79 %","68,88 %","888,88 €","1 266,67 %","67,27 %",41,"1 266,67 %","51,85 %",,,
B0069MD6LI,"THOMSON Casque sans Fil TV WHP3311W (sur l'oreille, avec Station de Recharge système, PLL, Circum-auriculaire, portée 100 m, 863 MHz, sans Fil) Blanc/Gris",Thomson,"1 167,75 €","1 250,00 %","21,87 %",27,"1 250,00 %","17,39 %","1 081,25 €","2 400,00 %","73,03 %","1 106,00 €","2 400,00 %","88,18 %",25,"2 400,00 %","66,67 %",3,"200,00 %","0,00 %"
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"1 151,98 €","930,58 %","25,96 %",94,"944,44 %","67,86 %","1 102,30 €","706,84 %","7,51 %","967,50 €","715,42 %","54,06 %",90,"718,18 %","42,86 %",,"-100,00 %",
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"1 119,36 €","966,67 %","540,00 %",96,"966,67 %","540,00 %","1 072,72 €","922,22 %","557,14 %","809,00 €","922,37 %","675,65 %",92,"922,22 %","557,14 %",,,
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"1 119,36 €","-3,01 %","295,27 %",96,"-2,04 %","336,36 %","1 119,36 €","-1,01 %","292,59 %","612,59 €","-0,04 %","508,45 %",96,"0,00 %","336,36 %",1,,
B00AJJJNLE,"Hama Brosse en fibre carbone pour vos vinyles (nettoyage antistatique des vinyles, brosse pour disques vinyles), noir / argent",Hama,"1 099,20 €","172,73 %","93,49 %",120,"172,73 %","84,62 %","1 080,88 €","174,42 %","90,26 %","753,93 €","170,40 %","101,39 %",118,"174,42 %","81,54 %",,,"-100,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"1 066,30 €","-20,34 %","159,30 %",43,"-18,87 %","126,32 %","1 117,94 €","-13,12 %","222,86 %","562,50 €","-11,76 %","260,74 %",45,"-11,76 %","200,00 %",,"-100,00 %",
B0013IPAJY,"Hama Kit de Nettoyage et de réparation pour CD/DVD (25 ML de pâte de réparation, 45 ML de Liquide nettoyant, 1 Coque de Nettoyage, 5 Chiffons, 8 pièces) Blanc/Bleu/Rouge/Noir",Hama,"1 046,84 €","-21,92 %","71,97 %",49,"-20,97 %","58,06 %","1 093,26 €","-12,91 %","85,67 %","735,93 €","-12,07 %","85,28 %",51,"-12,07 %","70,00 %",1,"-50,00 %",
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"1 041,40 €","186,26 %","49,25 %",137,"174,00 %","31,73 %","1 032,67 €","219,09 %","88,43 %","635,40 €","210,25 %","74,57 %",136,"223,81 %","74,36 %",,,"-100,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"1 040,63 €","-12,01 %","-49,56 %",74,"-11,90 %","-58,89 %","1 167,35 €","7,67 %","-42,82 %","543,53 €","7,71 %","-49,77 %",83,"7,79 %","-53,37 %",1,"-50,00 %","0,00 %"
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"997,53 €","41,30 %","38,31 %",71,"33,96 %","44,90 %","981,47 €","33,97 %","36,08 %","720,03 €","26,96 %","64,80 %",70,"27,27 %","42,86 %",3,,"0,00 %"
B09RC7QDPM,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Gris",Hama,"987,62 €","126,00 %","2 867,61 %",113,"126,00 %","2 725,00 %","917,70 €","94,44 %","2 657,51 %","745,51 €","94,45 %","2 762,94 %",105,"94,44 %","2 525,00 %",1,,
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"985,54 €","41,75 %","-13,64 %",92,"46,03 %","-17,12 %","1 052,70 €","67,02 %","-4,90 %","503,27 €","75,40 %","2,74 %",98,"75,00 %","-7,55 %",,"-100,00 %","-100,00 %"
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"980,16 €","-40,00 %","96,68 %",6,"-40,00 %","100,00 %","980,16 €","-45,45 %","96,68 %","956,04 €","-45,45 %","115,00 %",6,"-45,45 %","100,00 %",,"-100,00 %",
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"964,32 €","-62,83 %","-42,51 %",88,"-59,26 %","-43,95 %","1 012,70 €","-59,98 %","-40,17 %","667,68 €","-57,81 %","-30,81 %",90,"-57,75 %","-42,68 %",6,"100,00 %","-45,45 %"
B078T54CLX,"Hama Souris Optique à 3 Boutons MC-200, Filaire, Noire",Hama,"953,65 €","367,32 %","95,77 %",160,"492,59 %","75,82 %","960,05 €","541,40 %","175,98 %","567,00 €","752,12 %","170,81 %",162,"752,63 %","145,45 %",,,
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"949,01 €","152,94 %","-16,78 %",43,"152,94 %","-17,31 %","971,08 €","175,00 %","-16,70 %","655,56 €","160,83 %","-11,48 %",44,"175,00 %","-16,98 %",,,"-100,00 %"
B0186CU9A4,"Hama Album Photo ""Fine Art"" (format 29 x 32 cm, 50 pages blanches, sans spirale) Bleu",Hama,"887,62 €","-38,61 %","1 345,64 %",71,"-42,74 %","1 320,00 %","957,58 €","-29,20 %","1 459,58 %","784,70 €","-33,73 %","1 562,50 %",77,"-33,62 %","1 440,00 %",4,"100,00 %",
B0000AIRY7,"Hama Cadre en plastique Madrid (taille de cadre de 30 cm x 40 cm, taille de la photo de 20 cm x 28 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"849,89 €","411,95 %","-60,40 %",95,"691,67 %","-46,02 %","856,14 €","463,81 %","-61,23 %","396,15 €","763,64 %","-41,78 %",95,"763,64 %","-47,51 %",2,"-77,78 %","-87,50 %"
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"846,67 €","8,96 %","190,35 %",28,"12,00 %","154,55 %","846,67 €","4,78 %","190,35 %","836,36 €","7,69 %","180,05 %",28,"7,69 %","154,55 %",2,"0,00 %",
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"815,05 €","-14,49 %","54,09 %",82,"-19,61 %","-22,64 %","884,75 €","11,28 %","84,69 %","269,67 €","2,30 %","-8,72 %",89,"2,30 %","-7,29 %",,,
B0069MD6SQ,"Thomson Casque sans fil TV ""WHP3311BK"" (Over-Ear, avec station de recharge système, PLL, circum-auriculaire, portée 100 m, 863 MHz, sans fil) Bleu",Thomson,"801,69 €","-46,96 %","-60,20 %",17,"-50,00 %","-63,83 %","888,19 €","-39,51 %","-47,02 %","776,72 €","-42,42 %","-45,27 %",19,"-42,42 %","-51,28 %",5,"150,00 %","-28,57 %"
B00GRP4HDI,"Hama Boîtier pour câbles Maxi (Boite pour câbles, 40 x 15,5 x 13,8 cm, avec Pieds en Caoutchouc) Noir",Hama,"794,16 €","-21,21 %","-71,31 %",34,"-27,66 %","-75,00 %","855,65 €","-7,13 %","-67,50 %","509,46 €","-13,98 %","-68,35 %",37,"-13,95 %","-71,32 %",1,,"0,00 %"
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"789,67 €","34,46 %","203,25 %",44,"18,92 %","193,33 %","789,67 €","38,73 %","203,25 %","568,64 €","19,12 %","208,71 %",44,"22,22 %","193,33 %",1,,
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"787,17 €","-36,55 %","-45,95 %",57,"-41,84 %","-64,15 %","801,25 €","-37,48 %","-41,68 %","354,65 €","-45,29 %","-59,48 %",58,"-43,69 %","-61,33 %",,"-100,00 %","-100,00 %"
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"786,34 €","-12,70 %","-21,71 %",58,"-3,33 %","-13,43 %","797,28 €","-7,15 %","-40,24 %","474,88 €","4,00 %","-26,13 %",59,"3,51 %","-33,71 %",,,
B00EYVW7TI,"Hama Multiprise 6 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 6 Prises Type F Schuko, 3680W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage, sécurité Enfants) Noir",Hama,"782,70 €","167,10 %",,60,"172,73 %",,"796,02 €","171,64 %",,"566,69 €","177,27 %",,61,"177,27 %",,,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"780,70 €","-45,25 %","225,62 %",50,"-41,86 %","177,78 %","850,22 €","-37,46 %","298,94 %","502,74 €","-34,21 %","264,52 %",54,"-34,15 %","237,50 %",1,"0,00 %","-50,00 %"
