Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/03/2024 - 31/03/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"2 437,56 €","1,67 %","5,63 %",244,"1,67 %","5,63 %","2 347,65 €","-2,49 %","-1,67 %","2 287,15 €","-5,94 %","17,36 %",235,"-2,49 %","-1,67 %",12,"200,00 %","200,00 %"
B00006JDEX,"Hama Plateau Universel Hama Rond (32 cm, Taille L, Poids supporté 80 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"2 258,86 €","59,30 %","29,20 %",159,"98,75 %","48,60 %","2 221,79 €","58,80 %","28,28 %","1 909,29 €","95,22 %","52,64 %",157,"98,73 %","48,11 %",13,"550,00 %","62,50 %"
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"1 987,50 €","150,00 %","-25,42 %",15,"150,00 %","-25,00 %","1 987,50 €","66,67 %","-25,42 %","1 364,51 €","60,59 %","-19,79 %",15,"66,67 %","-25,00 %",,,
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"1 970,54 €","94,25 %","218,87 %",169,"94,25 %","218,87 %","1 900,58 €","89,53 %","201,85 %","1 040,04 €","89,56 %","333,75 %",163,"89,53 %","201,85 %",4,"300,00 %","300,00 %"
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"1 941,21 €","-0,23 %","-34,44 %",114,"2,70 %","-41,84 %","1 815,85 €","-9,15 %","-36,72 %","945,72 €","-7,14 %","-39,64 %",106,"-7,02 %","-44,21 %",5,"150,00 %","-28,57 %"
B00D2S92L0,"Xavax Hama Boîte de transport pour un gâteau (boîte rond, Ø 31,5 x 8cm, avec diviseur, capote et compartiments, partie de service et gâteau de gâteau) Anthracite/Transparent",xavax,"1 834,22 €","54,45 %","-14,51 %",106,"49,30 %","-20,90 %","1 816,80 €","58,73 %","-16,99 %","752,85 €","52,17 %","-17,25 %",105,"52,17 %","-22,79 %",10,"100,00 %","400,00 %"
B0083M13TY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Noir",Hama,"1 774,93 €","16,58 %","-41,12 %",180,"25,00 %","-32,84 %","1 754,95 €","16,90 %","-43,12 %","1 172,35 €","24,13 %","-30,17 %",178,"26,24 %","-34,32 %",6,"200,00 %","-40,00 %"
B09YVGVBH1,"Hama AMW-200 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Technologie Smart-Link, Ambidextre - Noire",Hama,"1 719,47 €","31 683,18 %","5 956,60 %",323,"32 200,00 %","10 666,67 %","1 692,42 €",,"5 861,32 %","1 320,37 €",,"11 051,77 %",318,,"10 500,00 %",2,,"0,00 %"
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"1 713,92 €","-28,97 %","4 806,73 %",412,"-28,97 %","5 785,71 %","1 759,68 €","-26,18 %","4 937,73 %","1 285,92 €","-26,18 %","14 512,73 %",423,"-26,18 %","5 942,86 %",14,"133,33 %",
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"1 666,00 €","-22,02 %",,8,"-20,00 %",,"1 457,75 €","-24,40 %",,"1 567,00 €","-23,85 %",,7,"-22,22 %",,,,
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"1 586,92 €","63,52 %","-11,97 %",156,"116,67 %","-0,64 %","1 524,77 €","59,89 %","-16,48 %","945,06 €","119,37 %","0,22 %",150,"114,29 %","-5,66 %",8,,"300,00 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"1 527,46 €","14,91 %","367,86 %",131,"14,91 %","367,86 %","1 480,82 €","11,40 %","337,93 %","1 117,92 €","11,63 %","408,61 %",127,"11,40 %","337,93 %",1,,
B0764LMPBN,"Hama Multiprise avec Interrupteur 10 Prises 16A (Rallonge multiprises 3m, Bloc 10 Prises Type F Schuko, 3500W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"1 481,26 €","-71,33 %","-68,47 %",67,"-77,67 %","-76,24 %","1 556,66 €","-69,86 %","-66,15 %","734,53 €","-76,43 %","-71,48 %",71,"-76,41 %","-74,28 %",34,"-8,11 %","47,83 %"
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"1 430,75 €","14,38 %","1 026,93 %",318,"33,61 %","1 573,68 %","1 386,86 €","6,77 %","1 046,73 %","712,98 €","21,91 %","1 786,19 %",306,"21,91 %","1 600,00 %",9,"350,00 %","-43,75 %"
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"1 371,49 €","-22,24 %","331,04 %",111,"-21,83 %","484,21 %","1 272,13 €","-28,37 %","320,73 %","1 041,41 €","-32,15 %","457,68 %",103,"-27,97 %","472,22 %",,,"-100,00 %"
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"1 329,28 €","87,74 %","155,24 %",1 072,"87,74 %","155,24 %","1 306,96 €","86,55 %","144,55 %","927,52 €","86,55 %","153,60 %",1 054,"86,55 %","144,55 %",,,"-100,00 %"
B01K47CMCM,"Hama Album photo vierge ""La Fleur"" (album photo traditionnel 22,5 cm x 22,5 cm, 100 pages, pour l'insertion de 200 photos au format 10 cm x 15 cm, motif de feuilles, pochette CD) Blanc",Hama,"1 280,58 €","62,38 %","378,97 %",158,"66,32 %","558,33 %","1 361,93 €","68,83 %","409,40 %","1 038,32 €","74,67 %","632,55 %",168,"75,00 %","600,00 %",2,,
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"1 239,94 €","-8,95 %","-51,53 %",47,"-12,96 %","-51,04 %","1 238,25 €","-7,33 %","-51,10 %","972,43 €","-11,32 %","-45,28 %",47,"-11,32 %","-50,53 %",7,"250,00 %","16,67 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 226,84 €","1,68 %","106,90 %",70,"4,48 %","62,79 %","1 244,46 €","1,59 %","124,03 %","744,08 €","3,94 %","86,11 %",71,"4,41 %","77,50 %",5,"66,67 %",
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"1 198,80 €","592,31 %","-32,68 %",90,"592,31 %","-34,31 %","1 118,88 €","546,15 %","-36,43 %","934,55 €","541,29 %","-35,73 %",84,"546,15 %","-37,78 %",2,"100,00 %",
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"1 115,80 €","37,30 %","501,09 %",31,"34,78 %","520,00 %","1 040,17 €","33,76 %","460,35 %","866,52 €","31,82 %","480,00 %",29,"31,82 %","480,00 %",,,"-100,00 %"
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"1 085,18 €","45,00 %","23,37 %",29,"45,00 %","20,83 %","1 160,02 €","72,22 %","57,88 %","827,08 €","72,22 %","73,54 %",31,"72,22 %","55,00 %",,,
B0069MD6SQ,"Thomson Casque sans fil TV ""WHP3311BK"" (Over-Ear, avec station de recharge système, PLL, circum-auriculaire, portée 100 m, 863 MHz, sans fil) Bleu",Thomson,"1 024,66 €","-1,09 %","611,92 %",20,"-9,09 %","566,67 %","1 024,66 €","-1,09 %","611,92 %","812,52 €","-9,66 %","642,03 %",20,"-9,09 %","566,67 %",3,"-25,00 %","0,00 %"
B00006J4GV,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"999,12 €","-40,79 %","-29,40 %",133,"-43,16 %","4,72 %","1 169,51 €","-22,91 %","-12,25 %","940,68 €","-26,07 %","33,82 %",156,"-26,07 %","28,93 %",2,,"-71,43 %"
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"960,98 €","-41,43 %","52,33 %",88,"-44,30 %","60,00 %","956,58 €","-44,33 %","46,31 %","432,39 €","-47,71 %","56,87 %",87,"-47,90 %","52,63 %",2,,
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"909,09 €","16,67 %","-71,02 %",91,"16,67 %","-71,02 %","849,15 €","10,39 %","-72,31 %","652,21 €","15,42 %","-70,58 %",85,"10,39 %","-72,31 %",22,"266,67 %","57,14 %"
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"893,03 €","-24,26 %","29,93 %",80,"-30,43 %","1,27 %","896,69 €","-25,57 %","28,83 %","422,11 €","-32,17 %","18,28 %",80,"-32,20 %","0,00 %",11,"266,67 %","1 000,00 %"
B00EUSMHE0,"THOMSON Kit Casque sans Fil TVWHP3203D (on-Ear, pour TV/HiFi, Circum-aural, supprimer Bruit Fond, 100 m) Noir",Thomson,"886,27 €",,"-61,54 %",14,,"-63,16 %","822,95 €",,"-64,29 %","912,34 €",,"-60,14 %",13,,"-65,79 %",,"-100,00 %","-100,00 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"882,49 €","-51,41 %",,40,"-54,02 %",,"846,64 €","-53,79 %",,"585,58 €","-56,82 %",,38,"-56,82 %",,15,"1 400,00 %",
B09RCN2PVC,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Beige",Hama,"847,78 €","90,20 %","234,48 %",97,"90,20 %","234,48 %","812,82 €","75,47 %","210,00 %","659,88 €","75,23 %","237,88 %",93,"75,47 %","210,00 %",,,"-100,00 %"
B00A44OC0G,"Hama Barre Multiprise 6 Prises avec Interrupteur Et Sécurité Enfant Cble Blanc 5 M",Hama,"826,00 €","-47,49 %","-38,42 %",45,"-51,61 %","-41,56 %","880,07 €","-42,65 %","-33,57 %","506,30 €","-47,14 %","-35,20 %",48,"-47,25 %","-36,84 %",6,"20,00 %","100,00 %"
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"802,83 €","37,29 %","-53,47 %",29,"38,10 %","-56,06 %","587,27 €","0,30 %","-60,30 %","455,46 €","0,04 %","-59,40 %",21,"0,00 %","-62,50 %",2,"100,00 %",
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"800,23 €","33,84 %","273,83 %",27,"35,00 %","285,71 %","740,48 €","30,34 %","245,92 %","746,75 €","31,58 %","287,38 %",25,"31,58 %","257,14 %",1,"0,00 %","0,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"799,71 €","-25,03 %","-72,89 %",57,"-25,00 %","-77,65 %","855,83 €","-15,31 %","-71,19 %","374,26 €","-20,77 %","-76,60 %",61,"-15,28 %","-76,26 %",3,,"-40,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"771,00 €","-16,53 %","-42,77 %",28,"-22,22 %","-49,09 %","744,11 €","-19,44 %","-42,93 %","337,50 €","-25,00 %","-47,69 %",27,"-25,00 %","-49,06 %",2,,"-50,00 %"
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"746,64 €","-62,06 %","-46,27 %",13,"-61,76 %","-51,85 %","747,07 €","-63,21 %","-44,23 %","520,39 €","-62,86 %","-45,51 %",13,"-62,86 %","-50,00 %",1,"-50,00 %","-75,00 %"
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"732,80 €","53,85 %",,40,"53,85 %",,"696,16 €","47,76 %",,"411,44 €","52,02 %",,38,"52,00 %",,1,"-50,00 %",
B0CNRZ9GWN,"Hama Boîte pour câbles Maxi (Boite Rangement pour Cables chargeurs et multiprises, boitier Cache câbles 40x15,5x13,5cm, Pieds en Caoutchouc) Blanc",Hama,"702,90 €","170,19 %",,36,"200,00 %",,"640,44 €","146,18 %",,"462,33 €","175,00 %",,33,"175,00 %",,,,
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"690,19 €","90,28 %","5,25 %",37,"94,74 %","-11,90 %","690,19 €","90,28 %","0,18 %","408,85 €","94,25 %","-13,60 %",37,"94,74 %","-15,91 %",2,"0,00 %",
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"684,97 €","-12,97 %","-11,34 %",45,"0,00 %","-2,17 %","675,48 €","-12,23 %","-8,34 %","436,06 €","-2,17 %","18,44 %",44,"0,00 %","0,00 %",2,"100,00 %","-33,33 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"674,04 €","-12,53 %","462,26 %",51,"-12,07 %","466,67 %","700,68 €","-9,07 %","378,21 %","550,67 €","-8,62 %","534,49 %",53,"-8,62 %","381,82 %",3,"200,00 %","200,00 %"
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"673,13 €","41,25 %","52,64 %",51,"50,00 %","75,86 %","687,72 €","53,03 %","55,95 %","484,12 €","62,46 %","88,55 %",52,"62,50 %","79,31 %",4,"300,00 %",
B01KFL3C26,"Hama Multiprise, ""6+1"" (commutable individuellement, avec protection anti-surtension, montage mural, pivotée à 90°, longueur de douille XL, protection enfant, longueur de câble de 1,4 m) Noir",Hama,"672,86 €","21,71 %","260,71 %",31,"34,78 %","287,50 %","696,60 €","31,66 %","273,43 %","487,68 €","45,45 %","325,33 %",32,"45,45 %","300,00 %",1,,"0,00 %"
B00RLNCZ52,"Hama Album photo ""Moni"" (pour 200 photos au format 10 x 15 cm, album photo bébé de 100 pages blanches, ciel, élégant, pour filles, enfants, bébés) Rose, petit album de taille 22,5 x 22,5 cm",Hama,"662,42 €","78,56 %","-25,50 %",50,"78,57 %","-39,02 %","662,42 €","78,56 %","-27,28 %","307,00 €","81,61 %","-21,59 %",50,"78,57 %","-40,48 %",2,,
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"658,30 €","14,59 %","333,92 %",42,"13,51 %","366,67 %","641,19 €","14,02 %","322,64 %","543,66 €","13,89 %","389,83 %",41,"13,89 %","355,56 %",7,"600,00 %","600,00 %"
B09FBSCB6Q,"Hama Album photo à spirale ""Craft"" (Album souvenirs mariage, anniversaire, baptême, 24x17 cm, 40 pages en papier Kraft chic à personnaliser et à coller, jusqu'à 40 photos de 10 x 15 cm) Marron",Hama,"636,48 €","166,80 %","1 357,14 %",102,"168,42 %","1 357,14 %","617,76 €","165,91 %","1 314,29 %","460,95 €","167,39 %","1 442,15 %",99,"167,57 %","1 314,29 %",11,,
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"632,98 €","-9,73 %","-55,40 %",44,"-6,38 %","-59,63 %","632,98 €","-7,77 %","-56,20 %","307,56 €","-4,36 %","-56,98 %",44,"-4,35 %","-60,36 %",2,,"-33,33 %"
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"628,74 €","134,01 %","24,75 %",126,"152,00 %","24,75 %","598,80 €","106,24 %","20,00 %","427,20 €","126,42 %","25,31 %",120,"126,42 %","20,00 %",,,
B06ZZTWSQG,"Hama Multiprise Etanche 4 Prises 16A avec Interrupteur (Rallonge multiprises extra long 4m, Bloc 4 prises étanches avec couvercle Type F Schuko, 3680W, Idéal Jardin, Garage, Atelier, Chantier ) Noir",Hama,"627,82 €","-18,60 %","80,33 %",29,"-29,27 %","93,33 %","669,74 €","-8,17 %","80,29 %","408,58 €","-20,51 %","113,29 %",31,"-20,51 %","93,75 %",6,,
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"624,75 €","177,15 %",,3,"200,00 %",,"624,75 €","177,15 %",,"612,00 €","168,42 %",,3,"200,00 %",,,"-100,00 %",
B08SDYYDL2,"Hama Album mémo « Stamps » à personnaliser (Album souvenirs de famille ou de voyage, idéal cadeau et scrapbooking, 22x22,5 cm, album livre 100 Pages, Max : 200 Photos 10x15 cm) Multicolore",Hama,"611,80 €","66,67 %","268,42 %",70,"66,67 %","268,42 %","603,06 €","64,29 %","245,00 %","471,61 €","63,88 %","264,49 %",69,"64,29 %","245,00 %",2,,
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"609,45 €","-39,97 %","-40,08 %",26,"-43,48 %","-45,83 %","603,92 €","-40,51 %","-43,10 %","409,18 €","-43,22 %","-41,69 %",26,"-43,48 %","-48,00 %",1,,"-50,00 %"
B001K9LNA6,"Hama Support Télécommande TV Commander (porte-télécommande TV Chaine Hifi DVD Blue-Ray, 3 grands compartiments, Boite de Rangement organiseur lunettes, smartphones, contrôleurs) Noir",Hama,"605,92 €","30,23 %","-52,54 %",56,"30,23 %","-52,54 %","605,92 €","8,90 %","-52,14 %","535,36 €","9,80 %","-50,95 %",56,"9,80 %","-52,14 %",3,"200,00 %","200,00 %"
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"605,44 €","-4,44 %","-4,17 %",43,"-4,44 %","19,44 %","591,36 €","-6,67 %","-9,07 %","456,62 €","-6,65 %","18,89 %",42,"-6,67 %","13,51 %",2,"0,00 %",
B06XNNNB3B,"Hama Trolley pour caméra/Appareil Photo Miami (conçu spécialement pour Les photographes Amateurs et Professionnels, Taille du Trolley de 27 cm x 12 cm x 37 cm, 2,9 kg) Noir/Rouge",Hama,"600,25 €",,"593,29 %",7,,"600,00 %","600,25 €",,"593,29 %","441,63 €",,"684,00 %",7,,"600,00 %",,,
