Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/02/2024 - 29/02/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B000L0W12E,"Adaptateur automobile pour CD/MD/MP3, Noir",Hama,"135,54 €","-4,80 %","71,35 %",13,"-27,78 %","30,00 %","135,54 €","-4,80 %","71,35 %","143,13 €","-27,78 %","54,85 %",13,"-27,78 %","30,00 %",,,
B0009N8L5O,"Trépied Appareil Photo Star 20""",Hama,"133,56 €","75,00 %","29,67 %",7,"75,00 %","75,00 %","133,56 €","75,00 %","29,67 %","103,46 €","75,00 %","95,95 %",7,"75,00 %","75,00 %",2,,
B08YS25RDP,"Hama Répartiteur Satellite (2 Voies Fiche F, Totalement blindé, Distributeur Sat, Protection Totale, Garantie 10 Ans) Argent",Hama,"133,20 €","100,00 %",,20,"100,00 %",,"139,86 €","133,33 %",,"124,32 €","133,33 %",,21,"133,33 %",,1,,
B00UIET4NC,"THOMSON Support Mural TV WAB075 (VESA jusqu'à 600x400, Fixe, pour Une Diagonale d´écran comprise Entre 94 et 191 cm (de 37"" à 75"")) Noir",Thomson,"132,94 €","-26,69 %","50,59 %",5,"-28,57 %","25,00 %","132,94 €","-26,69 %","50,59 %","67,45 €","-28,57 %","37,43 %",5,"-28,57 %","25,00 %",,"-100,00 %","-100,00 %"
B00006J6IW,"Hama Multiprise 6 Prises 16A avec Interrupteur (Rallonge multiprises 1.4m, Bloc 6 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"130,83 €","399,16 %","694,84 %",19,"375,00 %","850,00 %","129,96 €","544,64 %","689,55 %","116,85 €","533,33 %","902,14 %",19,"533,33 %","850,00 %",,,
B0000AI3G6,"Hama Cadre en plastique ""Madrid"" (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Argent",Hama,"129,96 €","500,00 %",,6,"500,00 %",,"64,98 €","50,00 %",,"29,07 €","50,00 %",,3,"50,00 %",,,"-100,00 %","-100,00 %"
B006JNYP3K,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Argent Mat",Hama,"129,87 €","-45,22 %","-52,63 %",13,"-38,10 %","-35,00 %","167,38 €","-20,12 %","-44,63 %","97,42 €","-5,89 %","-18,05 %",17,"-5,56 %","-22,73 %",,"-100,00 %",
B0000AISOV,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 30 cm, Reflex) Blanc",Hama,"129,74 €","-74,51 %","766,67 %",26,"-74,51 %","766,67 %","164,67 €","-70,00 %","371,43 %","102,59 €","-70,01 %","412,44 %",33,"-70,00 %","371,43 %",,"-100,00 %",
B0002W5W8Q,"Hama Pochettes de protection (pour CD/DVD/Blu-Ray, design étroit, pochette en plastique, lot de 100) Transparent",Hama,"129,48 €","270,15 %","92,56 %",9,"200,00 %","80,00 %","141,14 €","505,23 %","109,90 %","96,90 €","400,00 %","118,00 %",10,"400,00 %","100,00 %",,,
B01KFLHB1E,"Hama Album photo vierge ""Bernd"" (album photo traditionnel format 22,5 cm x 22 cm, 100 pages, pour 200 photos 10 cm x 15 cm) Marron/Blanc/Noir",Hama,"125,85 €","-15,55 %","-54,81 %",10,"-23,08 %","-60,00 %","125,85 €","-15,55 %","-54,81 %","52,28 €","-22,27 %","-59,49 %",10,"-23,08 %","-60,00 %",,,
B005DJKG0C,"Hama Album Photos Mémo Singo (Livre Photo 100 Pages Blanches avec Pochettes pour 200 Photos 10x15 cm, Album Photos Souvenirs 22,5x22 cm, Range CD, Zone Mémo, Album Traditionnel Motif Fleurs) Orange",Hama,"125,55 €","-34,39 %","270,79 %",14,"-39,13 %","366,67 %","125,55 €","-34,39 %","270,79 %","75,60 €","-39,23 %","413,24 %",14,"-39,13 %","366,67 %",,,
B0000AI2UP,"Hama Cadre photo Clip-Fixe (sans bordure, 50 x 70 cm, Anti-Reflex) Blanc",Hama,"124,92 €","-33,33 %","84,41 %",6,"-33,33 %","100,00 %","124,92 €","-33,33 %","84,41 %","69,39 €","-33,36 %","121,76 %",6,"-33,33 %","100,00 %",7,"16,67 %",
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"122,62 €","-64,15 %","-91,14 %",9,"-76,32 %","-94,48 %","122,62 €","-66,81 %","-91,13 %","50,22 €","-77,38 %","-94,01 %",9,"-77,50 %","-94,48 %",,,"-100,00 %"
B084HYZP7G,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Sable",Hama,"121,94 €","250,00 %","910,27 %",7,"250,00 %","600,00 %","156,78 €",,"1 198,92 %","83,43 €",,"882,69 %",9,,"800,00 %",,,
B0845FCYVX,"Hama EMW-500L Souris Verticale Ergonomique sans Fil - Technologie 2.4Ghz, Capteur 1800 dpi, Technologie Smart-Link, Gaucher/e - Noire",Hama,"121,33 €","439,48 %","16,11 %",5,"400,00 %","0,00 %","121,33 €","439,48 %","16,11 %","107,15 €","400,00 %","8,01 %",5,"400,00 %","0,00 %",,,
B00QKRKJCQ,"Hama Support De Télécommande Major (pour 4 Télécommandes Au Maximum, Ã‰galement Pour Rangement De Lunettes, Smartphones, Contrôleurs, Clés USB, Porte-télécommande) Blanc",Hama,"121,20 €","-53,37 %","-60,82 %",8,"-52,94 %","-60,00 %","121,20 €","-60,61 %","-60,82 %","56,71 €","-58,42 %","-67,89 %",8,"-60,00 %","-60,00 %",,,
B09GFQHMHD,"Hama Bras Support écran PC '00118493' (Bras pivotant et Extensible pour Ecran Moniteur PC 33-89 cm /13""-35"", Hauteur réglable, Inclinable, Système Easy Fix) Noir",Hama,"120,82 €",,,2,,,"120,82 €",,,"98,10 €",,,2,,,,,
B000EOQT48,"Hama Monopode Star 78 Mono (unidirectionnel léger à tête à Trois Voies, 61-176 cm, 3D) Champagne",Hama,"119,52 €","-45,45 %","468,06 %",6,"-45,45 %","500,00 %","119,52 €","-45,45 %","468,06 %","121,92 €","-45,54 %","554,08 %",6,"-45,45 %","500,00 %",1,"0,00 %",
B002ZX98MG,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 10) Transparent",Hama,"118,88 €","39,33 %","0,89 %",16,"77,78 %","23,08 %","118,88 €","19,53 %","5,75 %","78,09 €","44,29 %","45,55 %",16,"45,45 %","33,33 %",,,"-100,00 %"
B000EOPSRC,"Hama Pochette (pour 20 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"118,06 €","-12,70 %","-86,33 %",11,"-21,43 %","-92,36 %","128,74 €","-10,21 %","-84,83 %","47,76 €","-20,00 %","-90,70 %",12,"-20,00 %","-91,55 %",2,,"100,00 %"
B01K47I1TK,"Hama Album Jumbo ""Skies"" (album grand format, 30 x 30 cm, 60 pages, pour 240 photos au format 10 x 15 cm) Gris",Hama,"117,15 €","-26,71 %","-23,01 %",9,"-25,00 %","-35,71 %","117,15 €","-26,71 %","-27,57 %","51,12 €","-25,00 %","-30,31 %",9,"-25,00 %","-40,00 %",,,
B07S3HXC8W,"Visionneuse LED, grossissement Triple",Hama,"117,04 €","493,51 %","-51,00 %",6,"500,00 %","-50,00 %","97,32 €","393,51 %","-59,26 %","65,58 €","391,24 %","-56,75 %",5,"400,00 %","-58,33 %",,,
B0BL1T1R5Y,"Hama Casque TV ShellTV (Casque Circum-Auriculaire Stéréo, idéal télé, câble Extra Long 6m, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, 20 Hz-20 kHz, 32 ohms, 113 DB/MW) Noir",Hama,"116,62 €","-12,50 %",,7,"-12,50 %",,"149,94 €","50,00 %",,"116,55 €","50,00 %",,9,"50,00 %",,1,,
B004LQ1PLW,"Hama Sacoche de Rangement Sportsline (Sacoche de projecteur, Ordinateur et disques durs, Taille L, 27 x 39 x 15 cm, rembourré, pour Acer, BenQ, Epson, LG, Optoma BeamerL) Noir",Hama,"113,71 €","-62,92 %","-40,33 %",3,"-62,50 %","-40,00 %","74,74 €","-75,63 %","-34,45 %","53,88 €","-75,00 %","-7,71 %",2,"-75,00 %","-33,33 %",,,"-100,00 %"
B001JTTAPW,"Hama Boîtier double (pour DVD, convient également aux CD et disques Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"113,61 €","-44,74 %","101,01 %",21,"-44,74 %","250,00 %","113,61 €","-48,78 %","101,01 %","73,96 €","-48,65 %","285,61 %",21,"-48,78 %","250,00 %",,,
B0000AI3PC,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 42 x 60 cm, Anti-Reflex) Blanc",Hama,"113,28 €","-42,86 %",,8,"-42,86 %",,"99,12 €","-53,33 %",,"66,29 €","-53,33 %",,7,"-53,33 %",,4,"-33,33 %",
B07H149QV2,"Hama Album photo 'Susi Pastell' (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Couleurs pastel Aléatoires",Hama,"111,60 €","-54,68 %","57,89 %",90,"-53,85 %","57,89 %","111,60 €","-56,65 %","52,54 %","79,20 €","-55,88 %","67,80 %",90,"-55,88 %","52,54 %",,"-100,00 %","-100,00 %"
B08B3QTPMF,"Hama Support TV Design Chevalet pour téléviseur de 37 à 75"" - 94 à 191cm (Hauteur réglable, Acier laqué, Compact Moderne et Contemporain, Compatible VESA) Blanc",Hama,"109,47 €",,,1,,,"109,47 €",,,"100,98 €",,,1,,,,,
B07C812NQ7,"Pêle-mêle de cadres photo pour portrait ""Cavo"", blanc, 29,5 x 36,5 cm",Hama,"108,20 €","42,86 %","-19,50 %",10,"42,86 %","-23,08 %","108,20 €","25,00 %","-19,50 %","62,81 €","25,02 %","-14,73 %",10,"25,00 %","-23,08 %",1,"0,00 %",
B0000AIS0W,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Blanc",Hama,"106,00 €","-24,81 %","-90,59 %",8,"-50,00 %","-90,59 %","121,82 €","-2,67 %","-89,55 %","62,00 €","-28,57 %","-87,55 %",10,"-28,57 %","-88,64 %",1,,"-75,00 %"
B093WSK4SC,"Hama Radio Internet Dab/Dab+ 'DR200BT' (Radio numérique FM/Dab/Dab+ Portable, Haut Parleur Bluetooth Rechargeable USB-C, Ecran Couleur, Entrée AUX, Minuteur, 30 Présélections, 8h d'écoute) Noir",Hama,"105,92 €",,,2,,,"105,92 €",,,"124,20 €",,,2,,,,,
B003KKWLJA,"Xavax Raccord de tuyau d' arrivée d'eau en laiton (pour tuyaux d’arrivée de lavage et de lave-vaisselle, embout de tuyau d’admission) Dorée",xavax,"102,45 €","-49,48 %","57,71 %",16,"-62,79 %","100,00 %","106,61 €","-46,33 %","87,56 %","70,38 €","-59,52 %","156,67 %",17,"-59,52 %","142,86 %",,"-100,00 %",
B00006J6EV,"Hama Boîtier Double (pour DVD, Convient également aux CD et disques Blu-Ray, avec Film pour l'insertion de la Jaquette, Lot de 5) Noir",Hama,"101,44 €","3,09 %","-14,22 %",10,"0,00 %","-28,57 %","90,71 €","-7,82 %","-23,29 %","29,25 €","-10,00 %","-27,00 %",9,"-10,00 %","-35,71 %",,,
B00006JCZK,"Hama Filtre UV (Anti-UV Et Protection, Compensation 2X, Traitement Antireflet, pour Objectifs D'appareils Photo 62 Mm, O-Haze, Traité) Noir",Hama,"101,23 €","-31,85 %","96,64 %",11,"-31,25 %","120,00 %","101,23 €","-38,72 %","144,99 %","85,25 €","-37,93 %","178,23 %",11,"-38,89 %","175,00 %",1,,
B0089CJZ4S,"Hama Support mural TV Fixe (Pour diagonale d’écran de 81 à 191cm (32"" à 75""), pour un maximum de 60 kg, VESA jusqu'à 800 x 400, 3 étoiles) Noir",Hama,"99,96 €","-40,00 %","200,00 %",3,"-40,00 %","200,00 %","99,96 €","-40,00 %","200,00 %","74,73 €","-40,08 %","224,07 %",3,"-40,00 %","200,00 %",,,
B08SFFNZ4D,"Rapoo Clavier et Souris sans Fil X 1800s"" (Pack Kit Clavier Souris sans Fil 2.4GHz, Dongle Nano USB, Autonomie 12mois, Souris Optique 1000DPI, Clavier AZERTY FR, Pavé Numérique, pour PC, Laptop) Noir",Rapoo,"99,96 €","200,00 %",,6,"200,00 %",,"99,96 €","200,00 %",,"83,22 €","200,00 %",,6,"200,00 %",,,,
B005DJKGWA,"Hama Album Photo Singo (Album Auto-adhésif, 28 x 31 cm, 20 Pages, pour 60 Photos au Format 10 x 15 cm) Aqua",Hama,"99,84 €","0,00 %","1,31 %",12,"0,00 %","33,33 %","108,16 €","18,18 %","9,75 %","58,63 €","18,18 %","63,27 %",13,"18,18 %","44,44 %",,,
B000IH1W20,"Hama Lecteur USB 2.0 ""35en1"" (USB, lecteur cartes multiples, Lecteur de carte SD, SDHC, SDXC, Type I / II CF, MMC) Bleu",Hama,"99,68 €","69,70 %","-63,08 %",8,"100,00 %","-68,00 %","99,68 €","41,47 %","-63,61 %","52,00 €","60,00 %","-66,76 %",8,"60,00 %","-68,00 %",,,"-100,00 %"
B075RGXBTD,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"99,63 €","-15,11 %","167,39 %",7,"-12,50 %","133,33 %","99,63 €","-15,11 %","167,39 %","50,82 €","-12,50 %","159,02 %",7,"-12,50 %","133,33 %",2,,
B00GRP4EYA,"Hama Boîtier pour câbles ""Mini"" (boite pour câbles, 23 x 11,5 x 11,8 cm, avec pieds en caoutchouc) Blanc",Hama,"99,19 €","3,63 %","-86,60 %",7,"16,67 %","-87,50 %","99,19 €","3,63 %","-87,09 %","64,12 €","16,67 %","-86,81 %",7,"16,67 %","-87,93 %",,,"-100,00 %"
B0000AIRXI,"Hama Plaque de Fixation Rapide pour Appareil Photo (Plaque d'attache Rapide pour appareils Photo avec Filetage 1/4"" (6,4 mm), Adaptateur tête de trépied Star 55 à 64"",""Gamma 153"", ""Action 165"") Noir",Hama,"98,94 €","88,89 %","3,95 %",17,"88,89 %","30,77 %","98,94 €","70,00 %","3,95 %","80,30 €","70,13 %","34,80 %",17,"70,00 %","30,77 %",,,
B0017UGOX4,"Hama Passe-Partout (Premium, Dimensions : Extérieur : 30 cm x 40 cm/Intérieur : 20 cm x 27 cm) Blanc Arctique",Hama,"97,38 €","350,00 %","-21,73 %",9,"350,00 %","-30,77 %","64,92 €","200,00 %","-47,82 %","16,98 €","200,00 %","-50,15 %",6,"200,00 %","-53,85 %",,,
B005VNYT12,"Xavax Minuteur de cuisine Countdown (avec Minuterie et Fonction Chronomètre, Fixation via Un Aimant, Une Pince, Un Support ou Un Support, à Piles, numérique) Blanc/Gris",xavax,"96,75 €","37,23 %","-71,19 %",8,"33,33 %","-77,14 %","96,75 €","17,02 %","-69,61 %","52,24 €","18,86 %","-71,58 %",8,"14,29 %","-75,76 %",,,
B00006J4GF,"Hama Fiche d'antenne (DIN mâle, à visser, 1 pièce) Gris/Noir",Hama,"96,71 €","66,17 %",,13,"30,00 %",,"102,53 €","76,17 %",,"41,86 €","40,00 %",,14,"40,00 %",,,,
B000N8UX88,"Hama Trépied Appareil Photo Star 20""",Hama,"96,36 €","-51,82 %","235,63 %",12,"-53,85 %","300,00 %","96,36 €","-51,82 %","235,63 %","41,51 €","-53,86 %","347,79 %",12,"-53,85 %","300,00 %",,,
B005DJXYY2,"Hama Album Photo ""Singo"" (album minimax, 13 x 16,5 cm, 100 pages, pour 100 photos au format 10 x 15 cm) Aqua",Hama,"95,89 €","111,77 %","599,42 %",19,"280,00 %","533,33 %","95,89 €","111,77 %","599,42 %","56,42 €","276,89 %","596,54 %",19,"280,00 %","533,33 %",,,
B00006IVVB,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"95,41 €","-23,55 %","-29,94 %",7,"-53,33 %","-41,67 %","95,41 €","-31,34 %","-29,94 %","43,40 €","-56,25 %","-34,47 %",7,"-56,25 %","-41,67 %",,,"-100,00 %"
B08BFFFTKJ,"Hama Album photo Jumbo ""Romance"" à personnaliser (Album Photo Livre de Mariage ou naissance bébé, Livre d'or ou cadeau, 30x30 cm, 80 pages, Motif cœur, Titre Love, 320 photos 10x15 cm) Beige/blanc",Hama,"94,92 €","190,81 %","171,36 %",6,"200,00 %","100,00 %","94,92 €","69,62 %","2,73 %","44,16 €","50,00 %","-23,95 %",6,"50,00 %","-33,33 %",,,
B000FNO03K,"THOMSON Microphone Dynamique M150 (fiche Jack 3,52 mm, Longueur de câble 3 m, Party) Noir",Thomson,"94,64 €","-32,17 %","-36,15 %",6,"-33,33 %","-33,33 %","108,80 €","-22,02 %","-26,60 %","93,73 €","-22,22 %","-10,25 %",7,"-22,22 %","-22,22 %",1,,"-50,00 %"
B007C3BG5Q,"Hama Tapis de souris aspect cuir (22 x 18 cm, Tapis de souris Office aspect cuir, glisse optimale, dessous antidérapant) Noir",Hama,"94,56 €","-52,00 %","-27,47 %",12,"-52,00 %","-29,41 %","102,44 €","-45,83 %","14,74 %","82,16 €","-46,44 %","15,07 %",13,"-45,83 %","8,33 %",,,
B00194NBGG,"Hama Cadre photo Davos en métal, 10 x 15 cm, couleur : argent, argent",Hama,"94,04 €","-18,28 %","-67,10 %",15,"-16,67 %","-70,59 %","94,04 €","-18,28 %","-66,42 %","62,40 €","-16,67 %","-67,20 %",15,"-16,67 %","-70,00 %",,,
B01J54Z1RS,"Xavax Cuillère doseuse à café en acier inoxydable (pour environ 6 g de poudre de café, cuillère à mesurer en acier inoxydable, longueur de 16,8 cm, lavable au lave-vaisselle) Argent",xavax,"93,99 €","-27,12 %",,22,"-29,03 %",,"98,15 €","-21,35 %",,"67,85 €","-23,33 %",,23,"-23,33 %",,,,"-100,00 %"
B006L9T90G,"Ventilateur USB avec LEDs de couleur",Hama,"93,83 €","87,17 %","271,02 %",11,"83,33 %","266,67 %","85,30 €","70,16 %","237,29 %","57,90 €","66,67 %","276,95 %",10,"66,67 %","233,33 %",,,"-100,00 %"
B09RFKLLDV,"Hama Station d'accueil USB-C Double Moniteur (Docking Station USB-C, 10 en 1, Adaptateur Multiport 10 Ports Dont 2 HDMI et Displayport, PD, 100W, pour Dell, HP, Lenovo, ASUS, Microsoft) Gris",Hama,"93,83 €",,,1,,,"93,83 €",,,"95,20 €",,,1,,,,,
B08M391XW9,"Hama Album Photo Couverture Rigide Tissu 30x30cm (Album Livre, 400 photos 10 x 15cm à coller, 100 pages blanches separées par Papier Cristal, Album Scrapbooking DIY Livre photo à Personnaliser) Gris",Hama,"93,38 €","102,03 %","31 026,67 %",4,"100,00 %",,"69,28 €","49,89 %","226,64 %","42,09 €","50,00 %","251,04 %",3,"50,00 %","200,00 %",,,
B07QNSQBCR,"Rapoo Souris laser sans fil Multi-Mode ""MT750s"" (bluetooth, souris d'ordinateur, design, avec boutons et molette de défilement) Noir",Rapoo,"92,90 €",,"64,45 %",2,,"0,00 %",,,"-100,00 %",,,"-100,00 %",,,"-100,00 %",,,
B00006JB4M,"Hama Filtre UV (anti-UV et protection, compensation 2X, traitement antireflet, pour objectifs d'appareils photo 77 mm, O-Haze, traité) Noir",Hama,"92,64 €","-20,00 %","-41,24 %",8,"-20,00 %","-33,33 %","92,64 €","-33,33 %","-41,24 %","76,06 €","-17,01 %","-1,43 %",8,"-33,33 %","-33,33 %",,"-100,00 %","-100,00 %"
B082WQS12G,"Hama Ampoule LED, E27, 1521lm rempl. 100W, amp. à incandes., BLC CHD, régl.",Hama,"91,97 €","-7,82 %",,1,"0,00 %",,"91,97 €","-7,82 %",,"68,43 €","0,00 %",,1,"0,00 %",,,,
B00006JCRV,"Hama Boîtier Standard Double (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Noir/Transparent",Hama,"90,17 €","-52,84 %","121,98 %",9,"-60,87 %","12,50 %","90,17 €","-52,84 %","121,98 %","28,95 €","-60,91 %","21,54 %",9,"-60,87 %","12,50 %",,"-100,00 %","-100,00 %"
B00006JDOB,"Hama Étuis pour 20 diapositives avec cadre au format 5 x 5 cm (12 pièces, 20 glissières) Transparent",Hama,"89,28 €","-57,14 %",,9,"-57,14 %",,"89,28 €","-68,97 %",,"73,98 €","-68,97 %",,9,"-68,97 %",,,,
B0BXPLLW89,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 39 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",Hama,"89,23 €","-52,37 %",,13,"-13,33 %",,"89,23 €","-52,37 %",,"79,95 €","-13,33 %",,13,"-13,33 %",,,,
B0BG5GJNDL,"Hama Montre Connectée Femme Fit Watch 4910 (Montre Sport, Etanche IP68, Ecran Tactile 1,09"", Montre Fitness 15 Sports Fréq. Cardiaque Oxymètre Podomètre Compatible Google Fit Apple Health Strava) Rose",Hama,"89,20 €","44,06 %",,2,"100,00 %",,"89,20 €","44,06 %",,"99,90 €","100,00 %",,2,"100,00 %",,,,
B001EKGRK2,"Hama Boîtier double (pour Blu-ray, convient également aux CD et DVD, avec film pour l'insertion de la jaquette, lot de 3) Bleu",Hama,"89,04 €","-5,31 %","-23,16 %",12,"-7,69 %","-25,00 %","89,04 €","-12,23 %","-23,16 %","41,28 €","-14,29 %","-19,14 %",12,"-14,29 %","-25,00 %",1,,
B006JXK8NG,"Repose-poignet pour clavier ""Ergonomique"", noir",Hama,"88,82 €",,,5,,,"34,07 €",,,"22,86 €",,,2,,,,,
B00006JB1T,"Hama Barrette porte-flash coudée à 90° (pliable pour appareils photo / vidéo avec vis de trépied, avec poignée et boucle, 34 mm x 190 mm) Noir",Hama,"87,48 €","200,00 %","227,76 %",3,"200,00 %","200,00 %","87,48 €","200,00 %","227,76 %","51,73 €","167,89 %","167,89 %",3,"200,00 %","200,00 %",2,,
B08SDTGG5L,"Hama Album Photo bébé ""Our Baby"" à personnaliser (Album photo de naissance, baptême, Cadeau d'anniversaire enfant, Idéal scrapbooking, 29 x32 cm, 60 Pages, Max. 300 Photos 10x15 cm) Multicolore",Hama,"87,45 €","-68,17 %","31,31 %",5,"-75,00 %","0,00 %","87,45 €","-69,64 %","64,13 %","52,20 €","-76,19 %","34,40 %",5,"-76,19 %","25,00 %",,"-100,00 %",
B0000AI2Y8,"Hama Cadre-galerie photo en plastique ""Madrid"" (taille de cadre de 25 cm x 55 cm, taille de la photo de 13 cm x 18 cm, 3 photos par cadre, à accrocher, élégant, simple, classique) Argent",Hama,"87,43 €","133,33 %","12,99 %",7,"133,33 %","16,67 %","87,43 €","133,33 %","12,99 %","56,91 €","133,52 %","25,96 %",7,"133,33 %","16,67 %",,,"-100,00 %"
B01I6H59KE,"Hama Sonic LS-206 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm - Noir/Argent",Hama,"87,38 €","37,78 %","-32,67 %",6,"50,00 %","-33,33 %","87,38 €","37,78 %","-32,67 %","66,24 €","50,00 %","-25,65 %",6,"50,00 %","-33,33 %",1,,"0,00 %"
B00HD6MXYU,"Hama Dragonne universelle (pour appareil photo, appareils photo reflex et appareils photo standard, textile, réglable, longueur de 65 cm) Noir",Hama,"86,58 €","333,33 %","1 043,73 %",13,"333,33 %","1 200,00 %","86,58 €","333,33 %","1 043,73 %","65,78 €","333,33 %","1 236,99 %",13,"333,33 %","1 200,00 %",,,
B0000AHICD,"Hama Boîtier ""Slim"" double (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 10) Transparent",Hama,"86,58 €","-18,75 %","131,25 %",13,"-18,75 %","116,67 %","86,58 €","-23,53 %","131,25 %","65,91 €","-22,88 %","161,86 %",13,"-23,53 %","116,67 %",,,
B009HSQ3ES,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Turquoise",Hama,"85,77 €","-37,64 %","-46,48 %",6,"-33,33 %","-45,45 %","85,77 €","-37,64 %","-41,13 %","50,70 €","-33,40 %","-33,98 %",6,"-33,33 %","-40,00 %",,,
B00KA4516Y,"Hama Ventilateur USB avec affichage de la température",Hama,"85,59 €","125,00 %","67,43 %",9,"125,00 %","125,00 %","85,59 €","125,00 %","67,43 %","67,86 €","125,00 %","145,16 %",9,"125,00 %","125,00 %",,,
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"84,96 €","99,44 %","-80,88 %",6,"100,00 %","-87,76 %","99,12 €","132,35 %","-74,67 %","47,95 €","133,33 %","-82,96 %",7,"133,33 %","-84,44 %",,,
B07CLVB2SK,"Hama Albums photos ""Batzi"" (couverture souple, 36 pages pour 36 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"84,87 €","-14,58 %",,41,"-14,58 %",,"84,87 €","-12,77 %",,"67,24 €","-12,77 %",,41,"-12,77 %",,,,
B00C1C2KJY,"Hama Support mural fixe pour TV (pour une diagonale comprise entre 117 et 229 cm (46"" et 90"")) Noir",Hama,"84,84 €",,,2,,,"84,84 €",,,"69,10 €",,,2,,,,,
B0000AHIBP,"Hama Boîtier standard (pour 3 DVD, convient également aux CD et disques Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Noir",Hama,"84,63 €","-27,29 %","-42,29 %",12,"-40,00 %","-50,00 %","84,63 €","-30,76 %","-42,29 %","56,76 €","-42,86 %","-46,18 %",12,"-42,86 %","-50,00 %",,,
B00005YVIU,"Hama Distributeurs Coins photo (1000 coins, autocollants, distributeur pratique, sans acide, sans solvant, adapté albums, permet un archivage fiable, scrapbooking) Transparent",Hama,"84,61 €","35,38 %","-55,36 %",13,"44,44 %","-63,89 %","84,61 €","35,38 %","-53,94 %","45,11 €","44,44 %","-62,78 %",13,"44,44 %","-62,86 %",,,
B07CGTVBVH,"Hama Cadre Photo pour Portrait ´Scala´, Taupe, 23 x 23 cm",Hama,"84,36 €","50,11 %",,7,"40,00 %",,"70,28 €","25,05 %",,"37,02 €","20,00 %",,6,"20,00 %",,,,
B003TKF6KW,"Hama Chemin de câbles (bande en aluminium pour montage mural TV ou au sol, cache-câble demi-rond, 110 x 3,3 x 1,8 cm, entrée de câble jusqu'à 5 câbles, matériel de montage compris) Noir",Hama,"83,90 €","430,34 %","8,34 %",5,"400,00 %","0,00 %","83,90 €","430,34 %","8,34 %","48,40 €","400,00 %","9,01 %",5,"400,00 %","0,00 %",,"-100,00 %",
