Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/02/2024 - 29/02/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"1 329,24 €","18,75 %","776,92 %",114,"18,75 %","776,92 %","1 329,24 €","23,91 %","850,00 %","1 001,42 €","23,78 %","971,61 %",114,"23,91 %","850,00 %",,,
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"1 250,82 €","-11,05 %","112,22 %",238,"6,73 %","230,56 %","1 298,87 €","-5,95 %","100,49 %","584,83 €","18,40 %","231,54 %",251,"18,40 %","198,81 %",2,"100,00 %","-33,33 %"
B0013IPAJY,"Hama Kit de Nettoyage et de réparation pour CD/DVD (25 ML de pâte de réparation, 45 ML de Liquide nettoyant, 1 Coque de Nettoyage, 5 Chiffons, 8 pièces) Blanc/Bleu/Rouge/Noir",Hama,"1 211,71 €","15,75 %","139,64 %",58,"18,37 %","123,08 %","1 254,51 €","14,75 %","147,78 %","865,80 €","17,65 %","151,51 %",60,"17,65 %","130,77 %",2,"100,00 %","100,00 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 206,61 €","-18,37 %","436,75 %",67,"-30,21 %","235,00 %","1 225,03 €","-20,51 %","418,99 %","715,90 €","-32,38 %","306,16 %",68,"-32,67 %","223,81 %",3,,"50,00 %"
B08BNYFVFS,"Hama Ring Light LED avec Trépied extensible et Support Smartphone (Anneau Lumineux Selfie 26.5cm, télécommande Bluetooth, 10 niveaux d'intensité, Idéal TikTok/Youtube/Live Stream/Maquillage) Noir",Hama,"1 202,24 €","-34,04 %",,61,"-34,41 %",,"1 239,90 €","-30,54 %",,"859,28 €","-28,98 %",,63,"-30,77 %",,9,"800,00 %",
B00D2S92L0,"Xavax Hama Boîte de transport pour un gâteau (boîte rond, Ø 31,5 x 8cm, avec diviseur, capote et compartiments, partie de service et gâteau de gâteau) Anthracite/Transparent",xavax,"1 187,62 €","-61,86 %","12,96 %",71,"-69,66 %","14,52 %","1 144,58 €","-65,18 %","14,41 %","494,73 €","-72,06 %","36,13 %",69,"-72,06 %","16,95 %",5,"-50,00 %",
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"1 179,11 €","-48,76 %","197,36 %",115,"-50,64 %","161,36 %","1 204,82 €","-49,17 %","203,55 %","622,31 €","-50,97 %","248,13 %",118,"-50,83 %","168,18 %",3,"0,00 %",
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"1 162,56 €","-53,93 %","-34,62 %",175,"-57,63 %","-29,44 %","1 158,34 €","-54,99 %","-30,66 %","703,10 €","-58,02 %","-21,07 %",178,"-58,02 %","-23,61 %",,"-100,00 %","-100,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"1 066,66 €","2,50 %","-45,30 %",76,"2,70 %","-55,29 %","1 010,54 €","-13,43 %","-48,48 %","472,35 €","-13,10 %","-54,53 %",72,"-13,25 %","-57,89 %",,"-100,00 %","-100,00 %"
B0069MD6SQ,"Thomson Casque sans fil TV ""WHP3311BK"" (Over-Ear, avec station de recharge système, PLL, circum-auriculaire, portée 100 m, 863 MHz, sans fil) Bleu",Thomson,"1 035,95 €","29,22 %","80,81 %",22,"29,41 %","83,33 %","1 035,95 €","16,64 %","80,81 %","899,36 €","15,79 %","108,67 %",22,"15,79 %","83,33 %",4,"-20,00 %","-55,56 %"
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"1 015,22 €","6,98 %","0,69 %",46,"6,98 %","0,00 %","1 015,22 €","4,55 %","-1,18 %","720,63 €","9,93 %","9,08 %",46,"4,55 %","-2,13 %",,,"-100,00 %"
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"1 014,42 €","-9,37 %","147,52 %",87,"-9,38 %","141,67 %","1 002,76 €","-10,42 %","151,02 %","548,66 €","-10,44 %","257,60 %",86,"-10,42 %","145,71 %",1,"0,00 %","0,00 %"
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"970,45 €","23,28 %","-46,79 %",72,"26,32 %","-54,72 %","953,64 €","19,02 %","-48,80 %","430,81 €","21,47 %","-54,82 %",70,"20,69 %","-57,32 %",,,
B00006JCUB,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 1.4m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"942,79 €","304,23 %","1 997,89 %",189,"320,00 %","3 050,00 %","915,97 €","316,41 %","1 938,21 %","649,52 €","338,10 %","3 121,83 %",184,"338,10 %","2 966,67 %",,,
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"923,66 €","-13,38 %","-30,46 %",36,"-16,28 %","-38,98 %","923,66 €","-17,38 %","-36,02 %","450,00 €","-20,00 %","-39,15 %",36,"-20,00 %","-44,62 %",,,"-100,00 %"
B0000AI3G4,"Hama Cadre en plastique Madrid (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"873,13 €","96,58 %",,45,"95,65 %",,"854,39 €","92,37 %",,"425,92 €","91,30 %",,44,"91,30 %",,11,"266,67 %",
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"862,40 €","-63,52 %","15,67 %",63,"-75,10 %","-3,08 %","926,82 €","-61,20 %","26,26 %","433,47 €","-72,87 %","16,76 %",69,"-73,15 %","7,81 %",2,"-50,00 %","0,00 %"
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"812,66 €","-32,89 %","2 278,98 %",23,"-30,30 %","2 200,00 %","777,64 €","-35,78 %","2 176,46 %","657,36 €","-33,33 %","2 918,18 %",22,"-33,33 %","2 100,00 %",,,"-100,00 %"
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"795,00 €","-60,00 %","-33,54 %",6,"-60,00 %","-33,33 %","1 192,50 €","-30,77 %","-0,19 %","849,69 €","-32,54 %","12,50 %",9,"-30,77 %","0,00 %",,,
B01K47CMCM,"Hama Album photo vierge ""La Fleur"" (album photo traditionnel 22,5 cm x 22,5 cm, 100 pages, pour l'insertion de 200 photos au format 10 cm x 15 cm, motif de feuilles, pochette CD) Blanc",Hama,"788,65 €","113,48 %","128,37 %",95,"126,19 %","206,45 %","806,70 €","251,63 %","133,60 %","594,44 €","271,73 %","257,28 %",96,"269,23 %","209,68 %",,,"-100,00 %"
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"787,05 €","73,21 %","-4,73 %",45,"80,00 %","-8,16 %","769,56 €","57,26 %","1,09 %","445,72 €","68,97 %","17,18 %",44,"62,96 %","-2,22 %",1,"0,00 %","-50,00 %"
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"779,22 €","-19,19 %","-66,95 %",78,"-11,36 %","-66,95 %","769,23 €","-24,04 %","-66,38 %","565,09 €","-15,37 %","-60,98 %",77,"-14,44 %","-66,38 %",6,"0,00 %","-71,43 %"
B06ZZTWSQG,"Hama Multiprise Etanche 4 Prises 16A avec Interrupteur (Rallonge multiprises extra long 4m, Bloc 4 prises étanches avec couvercle Type F Schuko, 3680W, Idéal Jardin, Garage, Atelier, Chantier ) Noir",Hama,"771,27 €","30,78 %","132,37 %",41,"36,67 %","192,86 %","729,35 €","23,68 %","136,34 %","514,02 €","30,60 %","182,46 %",39,"30,00 %","200,00 %",,,"-100,00 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"770,58 €","48,34 %","1 346,28 %",58,"48,72 %","1 350,00 %","770,58 €","44,63 %","2 792,57 %","602,62 €","45,00 %","4 241,64 %",58,"45,00 %","2 800,00 %",1,"0,00 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"748,40 €","11,11 %","-15,09 %",20,"11,11 %","-13,04 %","673,56 €","0,00 %","-23,58 %","480,24 €","0,00 %","-11,16 %",18,"0,00 %","-21,74 %",,,"-100,00 %"
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"724,43 €","-27,38 %","1,47 %",52,"-26,76 %","6,12 %","727,17 €","-25,91 %","8,50 %","532,99 €","-25,98 %","29,50 %",52,"-25,71 %","13,04 %",,"-100,00 %",
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"708,04 €","9,39 %","134,98 %",571,"9,39 %","134,98 %","700,60 €","7,21 %","126,00 %","497,20 €","7,21 %","148,60 %",565,"7,21 %","126,00 %",,"-100,00 %","-100,00 %"
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"701,24 €","-2,08 %","-70,14 %",47,"-2,08 %","-77,07 %","686,32 €","-6,12 %","-70,54 %","321,58 €","-6,11 %","-74,80 %",46,"-6,12 %","-77,45 %",,,"-100,00 %"
B00AJJJNLE,"Hama Brosse en fibre carbone pour vos vinyles (nettoyage antistatique des vinyles, brosse pour disques vinyles), noir / argent",Hama,"687,00 €","-37,50 %","38,46 %",75,"-37,50 %","38,89 %","696,16 €","-35,59 %","40,80 %","497,04 €","-34,07 %","53,19 %",76,"-35,59 %","40,74 %",,,
B078RNJV4B,"Hama Support mural pour tablettes de 7"" à 10,5"" (Idéal cuisine, bureau, atelier ou chambre, Système rotatif, Aluminium) Argenté",Hama,"682,48 €","302,64 %","-52,97 %",25,"316,67 %","-51,92 %","682,48 €","201,98 %","-49,00 %","353,13 €","117,95 %","-60,46 %",25,"212,50 %","-47,92 %",,,"-100,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"674,19 €","-17,28 %","-42,01 %",67,"-18,29 %","-71,24 %","673,81 €","-23,84 %","-41,54 %","204,04 €","-24,34 %","-69,38 %",67,"-24,72 %","-71,00 %",,,
B00006JABA,"Hama Adhésif Cinekett (pour films Super 8, 100 pièces, S8, 1 piste audio libre) Blanc/Rouge",Hama,"671,84 €","-2,03 %","19,66 %",38,"-2,56 %","11,76 %","654,16 €","-4,58 %","13,16 %","443,26 €","-5,13 %","8,68 %",37,"-5,13 %","5,71 %",,"-100,00 %","-100,00 %"
B074HZZQN4,"Horloge murale ""Easy Learning"" (horloge d'apprentissage analogique, pour enfants, pour apprendre l'heure, cadran d'apprentissage de diamètre 30 cm, silencieu) Blanc",Hama,"669,38 €","198,64 %","-49,14 %",34,"209,09 %","-56,96 %","669,38 €","198,64 %","-49,78 %","435,88 €","209,09 %","-50,79 %",34,"209,09 %","-57,50 %",,,"-100,00 %"
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"650,17 €","-33,67 %","-2,23 %",4,"-33,33 %","0,00 %","650,17 €","-33,67 %","-2,23 %","637,36 €","-33,33 %","7,50 %",4,"-33,33 %","0,00 %",,,
B000VRANHW,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Noir 00090145",Hama,"643,51 €","-13,19 %","-64,65 %",67,"-2,90 %","-59,39 %","616,97 €","-16,77 %","-67,77 %","345,19 €","-5,79 %","-59,15 %",65,"-5,80 %","-62,86 %",1,"0,00 %","-90,00 %"
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"641,20 €","20,69 %","100,93 %",70,"20,69 %","159,26 %","613,72 €","9,84 %","92,30 %","355,77 €","9,84 %","173,54 %",67,"9,84 %","148,15 %",2,,"100,00 %"
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"633,60 €","-6,25 %","-1,43 %",45,"-6,25 %","25,00 %","633,60 €","-11,76 %","4,61 %","489,16 €","-12,28 %","45,78 %",45,"-11,76 %","32,35 %",2,"0,00 %","-33,33 %"
