Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/05/2024 - 31/05/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"946,14 €","-19,28 %","-22,42 %",145,"-29,95 %","-40,82 %","954,26 €","-13,63 %","-18,83 %","418,31 €","-32,36 %","-42,09 %",138,"-31,34 %","-41,53 %",1,"-83,33 %","-50,00 %"
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"945,72 €","-4,05 %","-21,17 %",71,"-4,05 %","-21,11 %","985,68 €","-2,63 %","-22,97 %","716,28 €","16,25 %","-30,61 %",74,"-2,63 %","-22,92 %",3,,"200,00 %"
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"934,32 €","287,15 %","31,65 %",102,"343,48 %","50,00 %","906,84 €","290,59 %","27,31 %","609,24 €","347,61 %","45,08 %",99,"350,00 %","47,76 %",1,,"-75,00 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"918,52 €","-20,43 %","87,56 %",80,"-19,19 %","90,48 %","920,56 €","-24,09 %","97,38 %","702,36 €","-23,06 %","113,95 %",80,"-23,08 %","100,00 %",4,,"300,00 %"
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"871,51 €","92,39 %","123,33 %",81,"138,24 %","179,31 %","909,51 €","122,23 %","133,07 %","524,17 €","167,99 %","201,70 %",83,"167,74 %","186,21 %",1,,"0,00 %"
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"861,20 €","-42,89 %","-38,60 %",11,"-47,62 %","-38,89 %","861,20 €","-58,40 %","-44,74 %","572,00 €","-62,07 %","-48,52 %",11,"-62,07 %","-45,00 %",,"-100,00 %","-100,00 %"
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"803,90 €","43,24 %","475,37 %",58,"45,00 %","728,57 %","774,76 €","37,80 %","454,51 %","608,00 €","40,04 %","814,01 %",56,"40,00 %","700,00 %",3,"50,00 %","200,00 %"
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"796,80 €","101,68 %","93,55 %",240,"101,68 %","93,55 %","786,84 €","107,89 %","92,68 %","547,47 €","107,89 %","92,79 %",237,"107,89 %","92,68 %",5,"66,67 %",
B078T54CLX,"Hama Souris Optique à 3 Boutons MC-200, Filaire, Noire",Hama,"795,73 €","106,66 %","-85,81 %",175,"146,48 %","-82,23 %","795,73 €","98,92 %","-83,73 %","612,50 €","136,49 %","-77,83 %",175,"136,49 %","-79,53 %",1,"-91,67 %","-92,86 %"
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"793,12 €","52,97 %","775,70 %",28,"47,37 %","833,33 %","793,12 €","45,30 %","2 359,29 %","579,32 €","40,00 %","2 700,00 %",28,"40,00 %","2 700,00 %",2,"100,00 %","-33,33 %"
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"785,12 €","14,56 %",,15,"7,14 %",,"730,96 €","6,66 %",,"587,10 €","-0,46 %",,14,"0,00 %",,2,,
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"768,95 €","235,65 %",,4,"300,00 %",,"768,95 €","235,65 %",,"840,00 €","311,76 %",,4,"300,00 %",,,,
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"767,76 €","950,00 %","24,76 %",168,"950,00 %","127,03 %","749,48 €","925,00 %","70,19 %","549,40 €","925,00 %","202,70 %",164,"925,00 %","203,70 %",,,"-100,00 %"
B0015IOV8S,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 40 cm avec bordure de 13 mm x 17 mm, pour une photo de 28 x 28 cm) Noir",Hama,"743,54 €","69,39 %",,52,"67,74 %",,"686,90 €","61,70 %",,"474,24 €","60,00 %",,48,"60,00 %",,1,,
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"731,99 €","159,74 %","-43,47 %",33,"175,00 %","-45,00 %","709,46 €","129,29 %","-45,21 %","502,63 €","146,15 %","-34,69 %",32,"146,15 %","-46,67 %",,,"-100,00 %"
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"659,34 €","22,22 %","-77,63 %",66,"22,22 %","-77,63 %","669,33 €","9,84 %","-77,05 %","497,40 €","10,96 %","-76,92 %",67,"9,84 %","-77,05 %",7,"75,00 %","-46,15 %"
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"659,34 €","-71,18 %","-37,74 %",66,"-71,18 %","-37,74 %","689,31 €","-71,25 %","-31,68 %","694,21 €","-68,41 %","-21,35 %",69,"-71,25 %","-31,68 %",1,"-66,67 %","0,00 %"
B0BRL62B16,"Hama Multiprise Etanche 2 Prises 16A avec Interrupteur (Multiprise Extérieur Rallonge 2m, Bloc 2 Prises étanches IP44 avec Couvercle, Type F Schuko, 3680W, Idéal Jardin Garage Atelier Chantier) Noir",Hama,"648,62 €","41,38 %",,41,"41,38 %",,"648,62 €","46,43 %",,"463,30 €","46,43 %",,41,"46,43 %",,3,,
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"646,75 €","-40,51 %",,17,"-41,38 %",,"607,69 €","-49,27 %",,"470,08 €","-50,84 %",,16,"-50,00 %",,3,"200,00 %",
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"646,62 €","-16,05 %","185,56 %",39,"-27,78 %","129,41 %","646,62 €","-17,05 %","304,54 %","363,23 €","-28,98 %","240,77 %",39,"-29,09 %","225,00 %",2,"0,00 %",
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"645,06 €","39,84 %","81,14 %",48,"60,00 %","128,57 %","645,06 €","39,84 %","82,81 %","528,46 €","59,41 %","144,60 %",48,"60,00 %","128,57 %",,,
B0000AISCX,"Hama Cadre Photo Clip-Fixe (sans Bordure, 30 X 45 Cm, Anti-Reflex) Blanc",Hama,"640,64 €",,"1 965,91 %",77,,"2 466,67 %","590,72 €",,"1 328,93 %","316,66 €",,"1 675,00 %",71,,"1 675,00 %",11,,
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"626,04 €","34,29 %","291,67 %",47,"34,29 %","291,67 %","599,40 €","28,57 %","350,00 %","467,31 €","28,51 %","609,23 %",45,"28,57 %","350,00 %",,"-100,00 %",
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"610,68 €","46,49 %",,115,"51,32 %",,"593,00 €","38,80 %",,"238,34 €","42,96 %",,111,"42,31 %",,6,"500,00 %",
B09YVGVBH1,"Hama AMW-200 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Technologie Smart-Link, Ambidextre - Noire",Hama,"580,00 €","-31,66 %","1 560,94 %",109,"-31,87 %","5 350,00 %","536,72 €","-37,94 %","1 437,00 %","394,05 €","-38,35 %","4 591,07 %",101,"-38,04 %","4 950,00 %",3,"200,00 %",
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"573,99 €","-33,72 %",,21,"-48,78 %",,"594,81 €","-34,41 %",,"339,02 €","-48,89 %",,22,"-48,84 %",,2,"0,00 %",
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"568,18 €","326,56 %","-60,74 %",43,"330,00 %","-69,29 %","568,18 €","287,78 %","-59,26 %","239,54 €","291,66 %","-68,40 %",43,"290,91 %","-68,38 %",1,,"0,00 %"
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"565,75 €","46,20 %",,19,"46,15 %",,"565,75 €","18,73 %",,"567,53 €","18,71 %",,19,"18,75 %",,1,,
B00006JDGH,"Hama Filtre UV (anti-UV et protection, compensation 2X, traitement antireflet, pour objectifs d'appareils photo 58 mm, O-Haze, traité) Noir",Hama,"553,34 €","10,65 %","319,20 %",86,"13,16 %","473,33 %","527,02 €","0,12 %","403,07 %","380,59 €","-1,62 %","603,23 %",82,"2,50 %","583,33 %",1,"0,00 %",
B0000AISQ8,"Hama Anneaux autocollants pour cadres photo (en métal, 10 pièces, attaches triangulaires, pour coller sur du bois, plastique ou métal) Blanc/Doré",Hama,"551,99 €","40,84 %","623,07 %",146,"69,77 %","668,42 %","502,19 €","22,93 %","808,28 %","334,05 €","44,07 %","835,71 %",131,"43,96 %","835,71 %",,,
B00RLNCZ52,"Hama Album photo ""Moni"" (pour 200 photos au format 10 x 15 cm, album photo bébé de 100 pages blanches, ciel, élégant, pour filles, enfants, bébés) Rose, petit album de taille 22,5 x 22,5 cm",Hama,"531,97 €","38,39 %","88,96 %",50,"72,41 %","127,27 %","504,65 €","31,28 %","79,25 %","293,28 €","64,68 %","183,64 %",48,"65,52 %","118,18 %",2,"100,00 %",
B0000AIRY7,"Hama Cadre en plastique Madrid (taille de cadre de 30 cm x 40 cm, taille de la photo de 20 cm x 28 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"529,97 €","-84,81 %","-34,09 %",67,"-84,81 %","-9,46 %","553,70 €","-85,57 %","-26,74 %","291,90 €","-85,57 %","6,22 %",70,"-85,57 %","6,06 %",18,"-30,77 %","157,14 %"
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"523,69 €","-35,54 %","-29,55 %",30,"-49,15 %","-37,50 %","501,57 €","-39,29 %","-23,30 %","248,69 €","-54,23 %","-26,67 %",29,"-51,67 %","-30,95 %",2,"100,00 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"520,66 €","-30,43 %","-7,24 %",14,"-30,00 %","-6,67 %","520,66 €","-30,43 %","-7,24 %","362,92 €","-31,65 %","-3,99 %",14,"-30,00 %","-6,67 %",,,
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"519,96 €","3,52 %","301,02 %",37,"5,71 %","311,11 %","514,63 €","5,57 %","434,85 %","369,61 €","6,00 %","620,49 %",36,"5,88 %","500,00 %",,,"-100,00 %"
