Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/11/2024 - 30/11/2024],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 989,66 €","44,60 %","13,19 %",79,"49,06 %","8,22 %","2 088,83 €","66,73 %","17,22 %","985,21 €","72,92 %","-16,11 %",83,"72,92 %","12,16 %",2,"0,00 %","100,00 %"
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"1 872,20 €","46,45 %","-66,46 %",118,"59,46 %","-71,08 %","1 782,97 €","35,88 %","-67,12 %","900,04 €","47,89 %","-74,17 %",111,"46,05 %","-71,90 %",5,"0,00 %","-37,50 %"
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"1 869,60 €","-8,28 %","23,94 %",225,"-8,16 %","49,01 %","1 852,96 €","-12,32 %","20,44 %","1 804,07 €","-12,20 %","16,10 %",223,"-12,20 %","44,81 %",4,"-33,33 %","-42,86 %"
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"1 865,30 €","-5,15 %","38,40 %",10,"0,00 %","66,67 %","1 666,13 €","-23,07 %","48,53 %","1 792,55 €","-19,17 %","57,24 %",9,"-18,18 %","80,00 %",,"-100,00 %","-100,00 %"
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"1 816,24 €","59,13 %","87,03 %",82,"90,70 %","86,36 %","1 727,96 €","37,71 %","73,99 %","1 249,49 €","69,08 %","81,68 %",78,"65,96 %","73,33 %",,,
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"1 652,21 €","300,17 %","110,52 %",66,"312,50 %","127,59 %","1 677,56 €","332,89 %","163,06 %","1 223,06 €","342,05 %","157,02 %",67,"346,67 %","191,30 %",2,"100,00 %","0,00 %"
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"1 544,43 €","155,11 %","202,97 %",131,"197,73 %","235,90 %","1 453,84 €","134,66 %","210,07 %","779,61 €","171,12 %","270,41 %",122,"171,11 %","258,82 %",,"-100,00 %",
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"1 538,60 €","-4,69 %","103,97 %",102,"-10,53 %","108,16 %","1 561,93 €","-1,75 %","102,17 %","1 089,92 €","-7,14 %","108,00 %",104,"-7,14 %","108,00 %",6,"500,00 %",
B00006JDEX,"Hama Plateau Universel Hama Rond (32 cm, Taille L, Poids supporté 80 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 361,71 €","6 970,15 %","22,40 %",78,"7 700,00 %","23,81 %","1 239,20 €","6 099,10 %","23,11 %","673,00 €","5 228,58 %","-2,21 %",72,"7 100,00 %","26,32 %",3,"50,00 %",
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"1 355,39 €","-26,30 %","-51,60 %",61,"-33,70 %","-59,33 %","1 375,38 €","-29,79 %","-49,54 %","621,86 €","-36,06 %","-57,53 %",62,"-36,73 %","-57,53 %",1,"-50,00 %","-80,00 %"
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"1 187,60 €","46,40 %","8,53 %",101,"57,81 %","27,85 %","1 145,54 €","33,24 %","6,09 %","499,87 €","43,60 %","-2,25 %",98,"44,12 %","25,64 %",1,"-75,00 %","0,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"1 110,44 €","9,77 %","-23,88 %",47,"14,63 %","-16,07 %","1 110,44 €","12,36 %","-24,02 %","587,50 €","17,50 %","-16,07 %",47,"17,50 %","-16,07 %",,,"-100,00 %"
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"1 096,24 €","30,75 %","90,60 %",66,"34,69 %","83,33 %","1 030,08 €","20,56 %","83,89 %","500,21 €","24,43 %","77,76 %",62,"24,00 %","77,14 %",,"-100,00 %",
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"1 050,71 €","-5,57 %","77,37 %",114,"-6,56 %","90,00 %","996,06 €","-11,90 %","77,04 %","570,49 €","-12,66 %","89,29 %",108,"-12,90 %","89,47 %",2,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"985,52 €","28,76 %","19,71 %",32,"45,45 %","45,45 %","923,64 €","0,02 %","17,54 %","800,40 €","15,38 %","42,49 %",30,"15,38 %","42,86 %",1,,"0,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"953,85 €","-48,96 %","45,80 %",152,"-53,94 %","123,53 %","1 320,04 €","-13,98 %","111,24 %","633,35 €","-24,56 %","211,15 %",209,"-24,55 %","226,56 %",1,"-66,67 %",
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"943,01 €","-13,88 %","54,23 %",10,"-16,67 %","11,11 %","843,18 €","-23,00 %","3,19 %","468,00 €","-25,00 %","-25,00 %",9,"-25,00 %","-25,00 %",1,,"0,00 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"938,49 €","-1,62 %","-63,94 %",37,"2,78 %","-70,40 %","854,47 €","-10,43 %","-67,43 %","523,80 €","-5,60 %","-73,03 %",34,"-5,56 %","-73,02 %",2,,"-83,33 %"
B0000AIRY7,"Hama Cadre en plastique Madrid (taille de cadre de 30 cm x 40 cm, taille de la photo de 20 cm x 28 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"917,56 €","-3,33 %","52,88 %",116,"-3,33 %","68,12 %","917,56 €","-3,33 %","98,28 %","482,49 €","-1,25 %","131,41 %",116,"-3,33 %","132,00 %",16,"700,00 %","128,57 %"
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"910,46 €","-35,66 %","957,81 %",148,"-45,99 %","1 133,33 %","945,39 €","-33,27 %","920,28 %","558,42 €","-47,97 %","1 078,10 %",155,"-43,01 %","1 191,67 %",1,,
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"881,82 €","7,58 %","0,00 %",71,"7,58 %","0,00 %","869,40 €","-1,41 %","0,00 %","542,48 €","-1,55 %","-27,96 %",70,"-1,41 %","0,00 %",1,"-66,67 %",
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"867,82 €","165,78 %","30,30 %",66,"200,00 %","32,00 %","891,84 €","208,40 %","42,46 %","696,31 €","235,09 %","42,59 %",67,"235,00 %","42,55 %",2,,"100,00 %"
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"864,84 €","48,54 %","-12,70 %",53,"47,22 %","-35,37 %","832,02 €","47,05 %","-17,13 %","522,28 €","45,71 %","-38,85 %",51,"45,71 %","-38,55 %",,"-100,00 %","-100,00 %"
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"832,99 €","-0,48 %","58,72 %",6,"0,00 %","100,00 %","832,99 €","-14,70 %","130,46 %","510,00 €","-14,29 %","60,04 %",6,"-14,29 %","200,00 %",,,
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"761,00 €","-71,35 %","48,48 %",239,"-71,75 %","94,31 %","617,64 €","-77,74 %","17,47 %","579,31 €","-78,53 %","52,24 %",191,"-78,49 %","50,39 %",12,"-55,56 %","500,00 %"
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"751,12 €","70,76 %","36,67 %",82,"86,36 %","36,67 %","696,16 €","55,04 %","33,33 %","403,88 €","69,02 %","33,50 %",76,"68,89 %","33,33 %",,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"746,10 €","2,27 %","12,50 %",45,"2,27 %","12,50 %","746,10 €","7,14 %","15,38 %","419,03 €","7,11 %","15,24 %",45,"7,14 %","15,38 %",,"-100,00 %","-100,00 %"
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"737,76 €","97,66 %",,99,"98,00 %",,"700,31 €","95,47 %",,"416,42 €","95,83 %",,94,"95,83 %",,2,"0,00 %",
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"710,30 €","19,15 %","89,76 %",39,"30,00 %","95,00 %","710,30 €","19,15 %","124,08 %","462,15 €","30,00 %","129,41 %",39,"30,00 %","129,41 %",1,,"0,00 %"
B09RFKLLDV,"Hama Station d'accueil USB-C Double Moniteur (Docking Station USB-C, 10 en 1, Adaptateur Multiport 10 Ports Dont 2 HDMI et Displayport, PD, 100W, pour Dell, HP, Lenovo, ASUS, Microsoft) Gris",Hama,"694,30 €",,,10,,,"347,15 €",,,"437,25 €",,,5,,,,,
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"693,45 €","-15,09 %","45,16 %",45,"-15,09 %","45,16 %","708,86 €","-14,81 %","39,39 %","434,70 €","-14,81 %","39,39 %",46,"-14,81 %","39,39 %",5,"-37,50 %","-28,57 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"689,70 €","-30,21 %","-11,72 %",50,"-44,44 %","-25,37 %","721,81 €","-21,74 %","-10,28 %","474,44 €","-35,52 %","-21,64 %",54,"-35,71 %","-21,74 %",5,"150,00 %",
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"687,59 €","21,47 %","-27,99 %",52,"33,33 %","-18,75 %","663,05 €","17,28 %","-33,67 %","349,36 €","28,15 %","-25,36 %",50,"28,21 %","-25,37 %",1,,"0,00 %"
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"686,07 €","73,57 %","214,58 %",28,"115,38 %","366,67 %","686,07 €","73,57 %","275,05 %","932,52 €","115,41 %","460,07 %",28,"115,38 %","460,00 %",3,"-62,50 %","-25,00 %"
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"679,32 €","-17,07 %","112,78 %",68,"-17,07 %","142,86 %","649,35 €","-26,14 %","103,39 %","436,15 €","-26,18 %","131,91 %",65,"-26,14 %","132,14 %",5,,
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"660,49 €","83,85 %","1,71 %",89,"85,42 %","23,61 %","631,96 €","79,67 %","1,52 %","434,49 €","80,76 %","24,02 %",85,"80,85 %","23,19 %",,"-100,00 %",
B0CNRZ9GWN,"Hama Boîte pour câbles Maxi (Boite Rangement pour Cables chargeurs et multiprises, boitier Cache câbles 40x15,5x13,5cm, Pieds en Caoutchouc) Blanc",Hama,"660,42 €","63,00 %",,37,"76,19 %",,"514,26 €","26,93 %",,"392,28 €","33,33 %",,28,"33,33 %",,1,"0,00 %",
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"646,44 €","29,26 %","142,16 %",11,"22,22 %","120,00 %","577,50 €","30,04 %","116,33 %","472,50 €","25,00 %","80,86 %",10,"25,00 %","100,00 %",,"-100,00 %",
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"643,53 €","15,48 %","133,65 %",41,"13,89 %","141,18 %","610,02 €","12,59 %","121,49 %","517,14 €","11,43 %","137,20 %",39,"11,43 %","129,41 %",3,"50,00 %",
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"643,13 €","-6,83 %","0,94 %",40,"-13,04 %","14,29 %","607,25 €","-9,75 %","-7,31 %","409,22 €","-17,70 %","3,13 %",37,"-17,78 %","2,78 %",,,
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"642,75 €","189,08 %","59,10 %",37,"208,33 %","54,17 %","661,47 €","197,62 %","70,77 %","393,68 €","216,67 %","65,22 %",38,"216,67 %","65,22 %",,"-100,00 %",
B00005YVIU,"Hama Distributeurs Coins photo (1000 coins, autocollants, distributeur pratique, sans acide, sans solvant, adapté albums, permet un archivage fiable, scrapbooking) Transparent",Hama,"631,98 €","178,53 %","293,41 %",116,"190,00 %","314,29 %","621,16 €","187,47 %","300,36 %","331,17 €","198,97 %","250,82 %",114,"200,00 %","322,22 %",,,
B00X5K84ZK,"Hama Album photo à pochettes ""New York City"" (pour 400 photos au format 10 cm x 15cm, taille de l'album de 25 cm x 34 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"631,20 €","16,85 %","-24,42 %",26,"13,04 %","-27,78 %","631,20 €","16,85 %","-22,26 %","334,80 €","12,75 %","-25,08 %",26,"13,04 %","-25,71 %",2,,
B06XBXLK8B,"Hama Album photo ""Lazise"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) 4 Motifs cœur aléatoires",Hama,"606,36 €","398,98 %","-17,85 %",489,"398,98 %","-7,21 %","597,68 €","619,40 %","-22,42 %","424,88 €","620,62 %","-12,88 %",482,"619,40 %","-12,84 %",1,"-66,67 %","-75,00 %"
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"581,56 €","118,94 %","-54,65 %",41,"115,79 %","-70,71 %","566,84 €","102,73 %","-56,11 %","255,60 €","100,00 %","-71,19 %",40,"100,00 %","-71,63 %",1,,"0,00 %"
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"575,16 €","4,57 %","-15,74 %",42,"16,67 %","-4,55 %","559,04 €","-3,05 %","-10,69 %","412,61 €","7,75 %","2,12 %",41,"7,89 %","2,50 %",,"-100,00 %","-100,00 %"
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"558,17 €","-38,17 %","27,51 %",40,"-47,37 %","21,21 %","599,38 €","-30,10 %","36,92 %","239,08 €","-41,10 %","32,22 %",43,"-41,10 %","30,30 %",1,,
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"557,53 €","67,60 %","8,32 %",36,"100,00 %","28,57 %","500,89 €","42,59 %","4,41 %","283,91 €","73,66 %","8,80 %",32,"68,42 %","23,08 %",1,,"0,00 %"
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"517,47 €","-0,74 %","-63,28 %",30,"3,45 %","-67,03 %","517,47 €","-4,02 %","-64,42 %","267,65 €","0,36 %","-67,99 %",30,"0,00 %","-68,09 %",,"-100,00 %","-100,00 %"
B00RLNCZ52,"Hama Album photo ""Moni"" (pour 200 photos au format 10 x 15 cm, album photo bébé de 100 pages blanches, ciel, élégant, pour filles, enfants, bébés) Rose, petit album de taille 22,5 x 22,5 cm",Hama,"504,82 €","245,06 %","-17,33 %",40,"263,64 %","-16,67 %","434,90 €","223,92 %","-28,78 %","214,90 €","250,00 %","-27,08 %",35,"250,00 %","-27,08 %",1,,"-50,00 %"
B093WSK4SC,"Hama Radio Internet Dab/Dab+ 'DR200BT' (Radio numérique FM/Dab/Dab+ Portable, Haut Parleur Bluetooth Rechargeable USB-C, Ecran Couleur, Entrée AUX, Minuteur, 30 Présélections, 8h d'écoute) Noir",Hama,"491,91 €","212,78 %","671,99 %",11,"266,67 %","1 000,00 %","491,91 €","103,87 %","671,99 %","379,50 €","120,00 %","511,11 %",11,"120,00 %","1 000,00 %",,"-100,00 %",
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"491,19 €","11,53 %","-16,75 %",39,"11,43 %","-23,53 %","491,19 €","11,53 %","-16,75 %","248,11 €","11,61 %","-23,85 %",39,"11,43 %","-23,53 %",4,"0,00 %","300,00 %"
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"477,63 €","8,50 %",,2,"0,00 %",,"477,63 €","8,50 %",,"408,00 €","0,00 %",,2,"0,00 %",,,,
B0BRL62B16,"Hama Multiprise Etanche 2 Prises 16A avec Interrupteur (Multiprise Extérieur Rallonge 2m, Bloc 2 Prises étanches IP44 avec Couvercle, Type F Schuko, 3680W, Idéal Jardin Garage Atelier Chantier) Noir",Hama,"472,86 €","29,96 %","-8,86 %",26,"13,04 %","-21,21 %","472,86 €","29,96 %","-8,86 %","293,80 €","13,04 %","-21,21 %",26,"13,04 %","-21,21 %",,"-100,00 %","-100,00 %"
B00QKRKJCQ,"Hama Support De Télécommande Major (pour 4 Télécommandes Au Maximum, Ã‰galement Pour Rangement De Lunettes, Smartphones, Contrôleurs, Clés USB, Porte-télécommande) Blanc",Hama,"472,50 €","66,67 %","208,72 %",30,"66,67 %","233,33 %","425,25 €","42,11 %","212,25 %","276,21 €","47,56 %","277,28 %",27,"42,11 %","237,50 %",,,
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"469,16 €","-16,25 %","-64,02 %",100,"-15,97 %","-80,84 %","459,70 €","-23,13 %","-65,21 %","180,16 €","-21,19 %","-84,99 %",98,"-22,83 %","-81,47 %",2,"-60,00 %","-81,82 %"
