Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/09/2024 - 30/09/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"185,76 €","-42,86 %","263,10 %","159,12 €","-42,86 %","300,00 %",12,"-42,86 %","300,00 %",,,
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"178,32 €","-65,19 %","48,75 %","114,29 €","-68,57 %","22,22 %",11,"-68,57 %","22,22 %",,"-100,00 %",
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"176,76 €","-45,23 %","-70,63 %","103,80 €","-42,31 %","-71,15 %",15,"-42,31 %","-71,15 %",1,,
B09YVGVBH1,"Hama AMW-200 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Technologie Smart-Link, Ambidextre - Noire",Hama,"176,70 €","-47,32 %",,"90,00 €","-61,29 %",,24,"-61,29 %",,,,
B07Q8VBZ5M,"Hama X-Pointer 6in1 Télécommande Pointeur Laser - 6 en 1, Laser Rouge, Fonction Air Mouse, Technologie Smart-Link, sans Fil 2.4 GHz - pour présentation Powerpoint - Noir",Hama,"174,32 €",,,"172,65 €",,,7,,,,,
B0C8T31557,"Rapoo Clavier Souris sans Fil Multi-Mode Rechargeable Blade 9700M (Pack Kit Clavier et Souris, Clavier Rechargeable 99 Touches AZERTY, Souris 5 Boutons autonomie 12 Mois, Idéal PC Laptop) Blanc",Rapoo,"172,38 €","0,51 %",,"146,25 €","0,00 %",,3,"0,00 %",,,,
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"168,75 €","-62,96 %","-70,48 %","71,40 €","-58,82 %","-74,43 %",14,"-58,82 %","-67,44 %",1,"0,00 %",
B0026MT4AM,"Xavax Rallonge flexible d'arrivée d'eau renforcée (pour tuyau d’entrée lave-linge et lave-vaisselle, tuyau d’arrivée de réservoir anti-flambement, 2 m, 1 pièce) Argent",xavax,"166,11 €","-11,87 %","-55,60 %","114,80 €","-12,50 %","-58,82 %",7,"-12,50 %","-58,82 %",,,"-100,00 %"
B000JIA7ZG,"Hama Pochette (pour 304 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"158,30 €",,"414,80 %","113,30 €",,"400,00 %",5,,"400,00 %",,,
B0BRL62B16,"Hama Multiprise Etanche 2 Prises 16A avec Interrupteur (Multiprise Extérieur Rallonge 2m, Bloc 2 Prises étanches IP44 avec Couvercle, Type F Schuko, 3680W, Idéal Jardin Garage Atelier Chantier) Noir",Hama,"158,20 €","-68,75 %","152,92 %","113,00 €","-68,75 %","150,00 %",10,"-68,75 %","150,00 %",,"-100,00 %",
B096YFPTBR,"Hama Kit de Nettoyage d'Appareil Photo 4 en 1 ""Optic Dry (Kit de Nettoyage à Sec avec Stylo Lenspen + Chiffon Microfibre + Poire, pour Objectif Photo, Filtre, APN, Caméra Reflex, Jumelle, écran)",Hama,"154,96 €","248,54 %","-13,64 %","132,37 €","250,00 %","-22,22 %",7,"250,00 %","-22,22 %",,,
B0015NLFGE,"Hama Chemin de câbles (Bande en PVC/Aluminium pour Montage Mural TV ou au Sol, Cache-câble Demi-Rond, 100 x 7 x 2,1 cm, entrée de câble jusqu'à 8 câbles) Gris",Hama,"154,93 €","-70,05 %",,"96,25 €","-70,83 %",,7,"-70,83 %",,2,,
B000EOQT48,"Hama Monopode Star 78 Mono (unidirectionnel léger à tête à Trois Voies, 61-176 cm, 3D) Champagne",Hama,"154,46 €","-29,51 %",,"142,24 €","-36,36 %",,7,"-36,36 %",,1,,
