Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/04/2024 - 30/04/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B09RCN2PVC,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Beige",Hama,"367,08 €","13,51 %","2 000,00 %","298,20 €","14,03 %","2 190,32 %",42,"13,51 %","2 000,00 %",,,
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"364,86 €",,,"318,68 €",,,2,,,,,
B000N94K22,"Hama Pochette (pour 64 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"358,59 €","10,44 %","-40,13 %","170,37 €","12,50 %","-48,45 %",27,"12,50 %","-56,45 %",1,,
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"357,44 €","1,99 %","259,09 %","172,51 €","-3,58 %","237,46 %",27,"-3,57 %","237,50 %",,,
B000K985GC,"Hama Boîtier Standard (pour DVD, Convient également aux CD et aux Blu-Ray, avec Film pour l'insertion de la Jaquette, Lot de 30) Noir",Hama,"346,56 €","77,78 %","300,00 %","224,32 €","77,78 %","344,02 %",16,"77,78 %","300,00 %",,,
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"343,16 €","49,64 %","-50,80 %","160,77 €","43,75 %","-49,80 %",23,"43,75 %","-51,06 %",,"-100,00 %",
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"342,24 €","-3,43 %",,"177,75 €","-2,17 %",,45,"-2,17 %",,1,"-88,89 %",
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"339,52 €","715,96 %",,"137,92 €","575,09 %",,62,"588,89 %",,1,"-92,86 %",
B0026MT4AM,"Xavax Rallonge flexible d'arrivée d'eau renforcée (pour tuyau d’entrée lave-linge et lave-vaisselle, tuyau d’arrivée de réservoir anti-flambement, 2 m, 1 pièce) Argent",xavax,"332,02 €","25,31 %","194,19 %","246,00 €","25,00 %","153,50 %",15,"25,00 %","150,00 %",,"-100,00 %",
B0015KFAIQ,"Xavax Filtre combiné universel pour friteuses (2 filtres à graisse et à charbon actif pour friteuses, filtre combiné universel, coupe individuelle, 33 x 29,6 cm) Noir/Blanc/Gris",xavax,"321,96 €","4,70 %","493,58 %","130,22 €","1,44 %","301,91 %",41,"32,26 %","412,50 %",,,
B002IKBZWM,"Xavax Thermomètre analogique pour réfrigérateur, freezer ou congélateur (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -40 degrés, maximum 30 degrés, format stylo) Blanc, -40°C/+30°C",xavax,"316,60 €","32,62 %",,"159,50 €","16,28 %",,50,"16,28 %",,,,
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"316,24 €","-41,20 %","-17,81 %","221,00 €","-31,03 %","-13,74 %",20,"-31,03 %","-16,67 %",,"-100,00 %",
B018VONYPY,"Hama Sonic Mobil 183 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm - Noir/Rouge",Hama,"316,14 €","-35,68 %","66,56 %","248,96 €","-33,59 %","84,55 %",32,"-33,33 %","68,42 %",3,"200,00 %","200,00 %"
B000S8FNTM,"Hama E 80 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm, Sortie Casque - Noir",Hama,"311,09 €","-10,98 %",,"199,76 €","-4,35 %",,22,"-4,35 %",,1,"0,00 %",
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"299,80 €","50,06 %",,"160,80 €","66,67 %",,20,"66,67 %",,1,,
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"297,05 €","-15,58 %","-20,39 %","192,40 €","-15,58 %","-26,60 %",65,"-15,58 %","-32,29 %",1,,"-75,00 %"
B000X1BGWM,"Hama Fiche universelle pour prises d' allume-cigares (fiche de sécurité universelle 16 A prise allume-cigare, câbles jusqu'à 2 x 2,5 mm², 6V - 24V, fiche allume-cigare avec serre-câble) Rouge/Noir",Hama,"293,13 €","11,23 %","-38,47 %","171,72 €","22,73 %","-44,90 %",27,"22,73 %","-44,90 %",,"-100,00 %",
B0000AIS0W,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Blanc",Hama,"291,45 €","69,20 %","-52,18 %","142,60 €","76,92 %","-45,52 %",23,"76,92 %","-50,00 %",2,"0,00 %","100,00 %"
B06ZZTWSQG,"Hama Multiprise Etanche 4 Prises 16A avec Interrupteur (Rallonge multiprises extra long 4m, Bloc 4 prises étanches avec couvercle Type F Schuko, 3680W, Idéal Jardin, Garage, Atelier, Chantier ) Noir",Hama,"286,55 €","-26,62 %",,"171,34 €","-27,78 %",,13,"-27,78 %",,,"-100,00 %",
B0026MT4C0,"Xavax Tuyau d'arrivée d'eau froide (pour lave-linge, lave-vaisselle, toutes les marques courantes Miele, Bosch, Beko, Siemens, Bauknecht, AEG, Gorenje, 1,5 mètres, 1 pièces) Gris/Blanc",xavax,"280,73 €","22,87 %","596,95 %","135,43 €","26,09 %","683,74 %",29,"26,09 %","625,00 %",1,"-50,00 %","-50,00 %"
B08SDTGVK8,"Hama Album Photo Livre bébé ""My Little Me"" à personnaliser (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Idéal scrapbooking, 29x32cm, 60 Pages, Max. 300 Photos 10x15 cm) Multicolore",Hama,"279,72 €","75,00 %",,"216,79 €","73,04 %",,21,"75,00 %",,,,
