Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/08/2024 - 31/08/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"425,01 €","-21,19 %","55,00 %","305,04 €","-21,19 %","58,13 %",93,"-21,19 %","55,00 %",,"-100,00 %","-100,00 %"
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"415,65 €","138,65 %",,"320,00 €","113,33 %",,3,"200,00 %",,1,,
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"414,20 €","-29,23 %","5,52 %","205,72 €","-37,29 %","23,33 %",37,"-37,29 %","23,33 %",1,,
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"412,39 €","-35,29 %","40,92 %","310,68 €","-36,33 %","29,97 %",11,"-35,29 %","37,50 %",1,"-50,00 %",
B0083M13TY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Noir",Hama,"408,38 €","-52,21 %","-64,74 %","210,90 €","-57,29 %","-68,52 %",37,"-55,95 %","-63,00 %",2,"100,00 %","0,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"405,94 €","37,46 %","-33,99 %","212,50 €","41,67 %","-34,62 %",17,"41,67 %","-34,62 %",,,
B07N6HRNMP,"Hama Album photo ""Summerly"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Motifs Aléatoires",Hama,"401,03 €","-14,89 %","652,12 %","246,48 €","-17,89 %","635,10 %",312,"-17,89 %","625,58 %",11,,
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"399,06 €","-67,44 %","25,74 %","230,56 €","-74,42 %","15,79 %",22,"-74,42 %","15,79 %",,,
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"387,15 €","-65,47 %","-38,61 %","178,05 €","-66,67 %","-56,85 %",15,"-66,67 %","-42,31 %",,"-100,00 %",
B08GS8FVB5,"Hama Destructeur de Documents Basic S6 (Broyeur de Documents, Sécurité P-2, 6 Feuilles, Corbeille 8L, Découpe en Bandes 6mm, 70 DB, M/A Auto, Idéal Bureau & Maison) Noir",Hama,"386,58 €","65,77 %","-36,85 %","279,27 €","74,17 %","-35,72 %",15,"87,50 %","-28,57 %",2,"0,00 %","100,00 %"
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"354,75 €","31,58 %","-12,36 %","135,00 €","25,27 %","-69,66 %",75,"31,58 %","-61,73 %",,"-100,00 %",
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"340,40 €",,,"666,00 €",,,20,,,,,
B09YVGVBH1,"Hama AMW-200 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Technologie Smart-Link, Ambidextre - Noire",Hama,"335,42 €","164,05 %",,"232,50 €","226,32 %",,62,"226,32 %",,,,
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"333,47 €","-35,43 %","50,21 %","207,20 €","-32,68 %","66,59 %",20,"-35,48 %","53,85 %",,"-100,00 %",
B01N6NQ73J,"Thomson Casque TV avec câble extra long (Casque d'écoute ajustable et rembouré, Cordon 8m, Idéal pour regarder la télé, écouter la musique, contrôle du volume, prise jack 3,5mm+adaptat. 6,35mm) Noir",Thomson,"330,66 €","4,76 %","-87,09 %","244,20 €","4,76 %","-87,71 %",22,"4,76 %","-87,71 %",2,,"-88,89 %"
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"325,08 €","77,34 %",,"278,46 €","75,00 %",,21,"75,00 %",,,"-100,00 %",
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"323,28 €","-30,89 %","-36,26 %","154,97 €","-30,55 %","-47,26 %",18,"-30,77 %","-37,93 %",,,"-100,00 %"
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"322,72 €","9,50 %","-19,69 %","179,92 €","-13,33 %","-16,13 %",26,"-13,33 %","-16,13 %",,,"-100,00 %"
B08SDTHMQB,"Hama Album Photo bébé ""Our Baby"" personnalisable Scrapbooking (Album photo naissance, baptême, Cadeau d'anniversaire enfant, Style Mémo, 22,5 x 22 cm, 100 Pages, Max. 200 Photos 10x15 cm) Multicolore",Hama,"305,90 €","-30,00 %","95,70 %","200,60 €","-28,11 %","166,22 %",35,"-30,00 %","218,18 %",,"-100,00 %","-100,00 %"
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"303,16 €","-10,36 %","32,64 %","174,64 €","-20,27 %","0,13 %",59,"-20,27 %","-1,67 %",,"-100,00 %",
B000BGFJI6,"Hama Carte mémoire Photo (SD pour Photo/Classe 4, 2 GB - 10 MB/s) Bleu",Hama,"297,09 €","91,93 %","11,45 %","149,60 €","86,53 %","5,50 %",34,"88,89 %","6,25 %",,,"-100,00 %"
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"288,73 €","158,90 %","140,29 %","236,25 €","150,00 %","126,08 %",5,"150,00 %","150,00 %",,"-100,00 %","-100,00 %"
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"281,93 €","38,57 %","-43,26 %","146,97 €","53,33 %","-54,00 %",23,"53,33 %","-54,00 %",,,"-100,00 %"
B0CKHWPSGT,"Xavax Lot de 2 dosettes permanentes (pour machines à café Philips Senseo et machines à café similaires, filtre à dosettes pour poudre de café, thé en vrac, dosettes rechargeables, filtres à café)",UNKNOWN,"278,72 €",,,"197,65 €",,,67,,,,,
B084HZJ2TV,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Vert Tilleul",Hama,"277,56 €","59,50 %","-28,14 %","166,86 €","63,64 %","-43,75 %",18,"63,64 %","-43,75 %",1,,
B003LTSUN6,"Hama Chemin de câbles (bande en aluminium pour montage mural TV ou au sol, cache-câble rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de montage compris) Noir",Hama,"277,30 €","100,59 %","-46,74 %","167,55 €","114,29 %","-44,44 %",15,"114,29 %","-44,44 %",,,
B08SDR1ZTM,"Hama Album photo grand format ""Compass"" (Album souvenirs Voyages, Vacances, Famille, Idée cadeau, 30x30 cm, 100 pages blanches à personnaliser et à coller, 400 photos 10x15 cm) Multicolore",Hama,"274,80 €","284,77 %","566,67 %","148,00 €","400,00 %","462,52 %",20,"400,00 %","566,67 %",1,,
B002IKBZWM,"Xavax Thermomètre analogique pour réfrigérateur, freezer ou congélateur (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -40 degrés, maximum 30 degrés, format stylo) Blanc, -40°C/+30°C",xavax,"273,11 €","85,95 %","-32,97 %","149,93 €","88,00 %","-31,88 %",47,"88,00 %","-31,88 %",,,
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"269,73 €","-42,20 %","29,72 %","181,17 €","-40,00 %","80,00 %",27,"-40,00 %","80,00 %",,"-100,00 %","-100,00 %"
B06XB2Y8KR,"Hama Album traditionnel ""Lazise"" (taille de l'album de 22,5 x 22 cm, pour 200 photos au format 10 cm x 15 cm, 100 pages, avec pochette CD, élégant) Blanc/Noir/Rose",Hama,"268,96 €","-19,02 %","12,64 %","166,08 €","-21,68 %","56,65 %",30,"-21,05 %","57,89 %",,"-100,00 %","-100,00 %"
B08SDTPYQP,"Hama Mini Trépied de Table Pocket II Rotation (trépied avec Support Smartphone iPhone/Samsung/GoPro, Rotatif, inclinable Paysage Portrait, idéal Voyage, Pas de vis de 1/4"") Noir",Hama,"267,27 €","34,84 %","473,05 %","203,78 €","35,29 %","475,00 %",23,"35,29 %","475,00 %",,"-100,00 %",
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"265,19 €","-41,92 %",,"156,00 €","-40,00 %",,3,"-40,00 %",,1,,
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"264,24 €",,"5,56 %","200,00 €",,"-6,35 %",5,,"0,00 %",,,
B000Y138NG,"Hama Boîtier CD Slim en polypropylène, Lot de 20, Transparent",Hama,"263,79 €","2,75 %","15,35 %","160,92 €","35,00 %","61,40 %",27,"35,00 %","58,82 %",,,
B00SL6I214,"Hama Album, Bleu, 30 x 30 cm",Hama,"259,45 €","-8,82 %","3,79 %","170,74 €","5,63 %","35,81 %",19,"5,56 %","35,71 %",,,
B09RC7QDPM,"Hama Album photo ""Skies II"" (Album Elégant et Intemporel, Idéal mariage, anniversaire, baptême, 22,5 x 22 cm, 100 pages avec pochettes pour 200 photos 10x15 cm, Zone Mémo et pochette carte SD) Gris",Hama,"250,60 €","186,73 %",,"198,80 €","180,00 %",,28,"180,00 %",,,,
B00005V37U,"Hama Tapis de souris porte-documents (personnalisable avec photos, images ou cartes postales, 23 x 19,5 cm) Transparent/Noir",Hama,"246,42 €","182,33 %","441,82 %","182,41 €","208,33 %","516,67 %",37,"208,33 %","516,67 %",,,
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"240,25 €","-7,54 %","121,16 %","79,75 €","-10,71 %","223,40 %",25,"-10,71 %","177,78 %",4,"100,00 %","300,00 %"
B000N94K22,"Hama Pochette (pour 64 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"234,54 €","99,85 %","66,51 %","113,58 €","100,00 %","50,00 %",18,"100,00 %","50,00 %",,,
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"233,90 €","-11,22 %",,"238,96 €","-11,11 %",,8,"-11,11 %",,,,
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"232,95 €","93,40 %","107,23 %","157,35 €","66,67 %","66,67 %",15,"66,67 %","66,67 %",,"-100,00 %",
B0015KFAIQ,"Xavax Filtre combiné universel pour friteuses (2 filtres à graisse et à charbon actif pour friteuses, filtre combiné universel, coupe individuelle, 33 x 29,6 cm) Noir/Blanc/Gris",xavax,"231,18 €","112,42 %","-42,06 %","105,40 €","142,86 %","-43,42 %",34,"142,86 %","-24,44 %",,,
B0BXPLLW89,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 39 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",Hama,"224,64 €","12,50 %",,"166,05 €","12,50 %",,27,"12,50 %",,,,
B000EOQT48,"Hama Monopode Star 78 Mono (unidirectionnel léger à tête à Trois Voies, 61-176 cm, 3D) Champagne",Hama,"219,12 €","266,67 %","426,22 %","223,52 €","266,67 %","450,00 %",11,"266,67 %","450,00 %",,,
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"218,06 €","-42,23 %","20,08 %","148,19 €","-46,30 %","47,72 %",29,"-46,30 %","45,00 %",,,"-100,00 %"
B001K9LNA6,"Hama Support Télécommande TV Commander (porte-télécommande TV Chaine Hifi DVD Blue-Ray, 3 grands compartiments, Boite de Rangement organiseur lunettes, smartphones, contrôleurs) Noir",Hama,"216,40 €",,"400,00 %","191,20 €",,"401,05 %",20,,"400,00 %",,,
B07BGLLS26,"Chiffons pour écrans, 100 pièces, dans un distributeur",Hama,"213,21 €","-23,50 %",,"194,88 €","-28,36 %",,48,"-28,36 %",,,"-100,00 %",
B01KJER734,"Hama 24 Albums photos ""Skies"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"212,43 €","90,30 %","-76,86 %","186,14 €","53,28 %","-78,31 %",141,"53,26 %","-78,31 %",1,,"0,00 %"
B00006J6HP,"Hama Casier de rangement Spirit II (système de classement sur socle pour CD, pour 44 boîtiers CD, porte-CD pour le rangement, organisateur antidérapant) Noir",Hama,"212,22 €","236,11 %","-1,12 %","114,38 €","250,00 %","3,94 %",14,"250,00 %","16,67 %",,,"-100,00 %"
B001UBEWDY,"Hama Supports pieds d'enceinte ""Next"" (hauteur 64 cm, charge 30 kg, comprenant un chemin de câbles, ensemble de 2 pièces) Noirs",Hama,"206,64 €",,"-43,76 %","120,16 €",,"-50,00 %",2,,"-50,00 %",,,
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"203,71 €","-70,38 %",,"142,66 €","-4,52 %",,162,"-4,14 %",,2,"-50,00 %",
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"194,87 €","-47,44 %",,"142,87 €","-51,85 %",,13,"-51,85 %",,,"-100,00 %",
B0CP86Q49Q,"Hama Antenne intérieure (Antenne Réception Radio Numérique (Dab/Dab+) et Analogique FM, Amplification du Signal Actif jusqu'à 30 DB, Cäble 1.5m, Fiche F mâle, Alim Secteur) Noir",Hama,"192,43 €","11,18 %",,"170,45 €","0,00 %",,7,"0,00 %",,,"-100,00 %",
