Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/11/2024 - 30/11/2024],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0764LMPBN,"Hama Multiprise avec Interrupteur 10 Prises 16A (Rallonge multiprises 3m, Bloc 10 Prises Type F Schuko, 3500W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"2 667,27 €","-5,30 %","-23,03 %","1 617,31 €","-7,08 %","-24,95 %",158,"-5,95 %","-24,04 %",1,"-50,00 %","-80,00 %"
B00006JAXW,"Hama Plateau Universel Hama Rond (40 cm, Taille XL, Poids supporté 100 kg (idéal pour TV, Enceintes, écrans, appareils de Cuisine) Noir",Hama,"1 835,06 €","60,03 %","49,43 %","866,51 €","65,91 %","7,06 %",73,"65,91 %","43,14 %",1,"0,00 %","0,00 %"
B01N2RIZMU,"Xavax Socle universel ""Gigant"" (60 x 60 cm, augmentation de 50 cm, socle stable avec compartiment inférieur, pieds réglables en hauteur, socle pour lave-linge/sèche-linge) Blanc",xavax,"1 334,50 €","907,17 %","907,17 %","944,10 €","900,00 %","900,00 %",10,"900,00 %","900,00 %",1,,
B0BNLLF6YV,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Noir",Hama,"1 293,07 €","-34,25 %","15,27 %","1 393,00 €","-31,01 %","22,19 %",7,"-30,00 %","40,00 %",,"-100,00 %","-100,00 %"
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"1 220,87 €","-9,44 %","-59,40 %","611,96 €","-9,34 %","-59,21 %",163,"-9,44 %","-46,56 %",,,"-100,00 %"
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"1 145,52 €","186,67 %",,"859,14 €","186,67 %",,86,"186,67 %",,1,,
B0009V6Q30,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Transparent/Bleu/Orange/Vert/Rouge/Violet",Hama,"1 073,28 €","11,21 %","-18,61 %","1 043,61 €","11,21 %","-21,64 %",129,"11,21 %","-2,27 %",3,"50,00 %","-57,14 %"
B01N6NQ73J,"Thomson Casque TV avec câble extra long (Casque d'écoute ajustable et rembouré, Cordon 8m, Idéal pour regarder la télé, écouter la musique, contrôle du volume, prise jack 3,5mm+adaptat. 6,35mm) Noir",Thomson,"921,07 €","-35,52 %","-75,12 %","677,10 €","-35,79 %","-76,26 %",61,"-35,79 %","-76,26 %",9,"125,00 %","-35,71 %"
B0053DXXJO,"Xavax Thermomètre analogique pour réfrigérateur, freezer ou congélateur (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -30 degrés, maximum 50 degrés, format rond) Blanc",xavax,"882,12 €","-35,30 %","75,25 %","632,61 €","-35,06 %","76,03 %",213,"-35,06 %","76,03 %",10,"233,33 %",
B09MQQM1ZJ,"Xavax Socle machine à laver avec étagère (Support Sèche Linge Lave Linge,Réhausseur de Machines, Base universelle avec Pieds Réglables en hauteur, charge 150 kg) Blanc",Xavax,"843,18 €","-16,72 %",,"468,00 €","-18,18 %",,9,"-18,18 %",,1,,
