Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/11/2024 - 30/11/2024],Rapport mis à jour=[21/03/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0000AIRY7,"Hama Cadre en plastique Madrid (taille de cadre de 30 cm x 40 cm, taille de la photo de 20 cm x 28 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"822,64 €","-8,77 %","80,75 %","432,45 €","-9,03 %","111,64 %",104,"-8,77 %","112,24 %",16,"700,00 %","128,57 %"
B00D2S92L0,"Xavax Hama Boîte de transport pour un gâteau (boîte rond, Ø 31,5 x 8cm, avec diviseur, capote et compartiments, partie de service et gâteau de gâteau) Anthracite/Transparent",xavax,"786,80 €","-60,12 %","20,17 %","415,86 €","-60,54 %","23,40 %",58,"-60,54 %","23,40 %",1,"-83,33 %",
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"771,85 €","-45,32 %","961,69 %","477,50 €","-55,39 %","1 411,08 %",127,"-53,14 %","1 487,50 %",1,,
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"708,86 €","-14,81 %","39,39 %","434,70 €","-14,81 %","39,39 %",46,"-14,81 %","39,39 %",5,"-37,50 %","-28,57 %"
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"700,31 €","95,47 %",,"416,42 €","95,83 %",,94,"95,83 %",,2,"0,00 %",
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"679,78 €","28,13 %","7,89 %","381,71 €","28,13 %","7,75 %",41,"28,13 %","7,89 %",,"-100,00 %","-100,00 %"
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"611,49 €","200,40 %","64,96 %","362,60 €","218,18 %","59,09 %",35,"218,18 %","59,09 %",,"-100,00 %",
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"597,71 €","39,74 %","84,57 %","325,89 €","64,52 %","121,74 %",51,"64,52 %","121,74 %",,"-100,00 %",
B06XBXLK8B,"Hama Album photo ""Lazise"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) 4 Motifs cœur aléatoires",Hama,"597,68 €","641,54 %","-22,42 %","424,88 €","642,80 %","-12,88 %",482,"641,54 %","-12,84 %",1,"-66,67 %","-75,00 %"
B0CKHWPSGT,"Xavax Lot de 2 dosettes permanentes (pour machines à café Philips Senseo et machines à café similaires, filtre à dosettes pour poudre de café, thé en vrac, dosettes rechargeables, filtres à café)",UNKNOWN,"594,88 €","550,00 %",,"421,85 €","550,00 %",,143,"550,00 %",,2,"0,00 %",
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"581,62 €","202,47 %","-41,63 %","255,00 €","233,33 %","-46,01 %",50,"233,33 %","-30,56 %",,"-100,00 %","-100,00 %"
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"580,29 €","75,74 %","43,35 %","398,58 €","77,27 %","74,04 %",78,"77,27 %","73,33 %",,,
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"559,56 €","-35,33 %","33,59 %","272,70 €","-44,10 %","109,30 %",90,"-44,10 %","109,30 %",,"-100,00 %",
B0043W42ZU,"Xavax Mousseur à lait ""Milchicopter"" (Batteur à lait en acier, moteur très puissant à 14 000 tours/minute, spirale spéciale, nettoyage facile, mousseur à lait, balai Matcha) Noir",xavax,"502,33 €","-29,22 %",,"217,60 €","-30,43 %",,64,"-30,43 %",,,,"-100,00 %"
B006PG6778,"Xavax - 111945 - Adaptateur pour valve de radiateur avec filetage M28 x 1,5mm",xavax,"489,87 €","109,15 %","107,59 %","357,65 €","99,97 %","152,58 %",44,"120,00 %","193,33 %",5,,
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"477,63 €","8,50 %",,"408,00 €","0,00 %",,2,"0,00 %",,,,
B07BZVN4MB,"Hama Radio numérique ""DR350"", FM/DAB/DAB+ (pour réception FM / DAB / DAB +,radio de cuisine sous comptoir, écran couleur, fonction d'alarme, fonctionnement sur secteur) Blanc",Hama,"463,92 €","472,95 %",,"378,00 €","800,00 %",,9,"800,00 %",,1,,
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"448,84 €","47,20 %","444,44 %","260,19 €","58,06 %","444,44 %",49,"58,06 %","444,44 %",,,
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"443,20 €","106,33 %","-65,83 %","135,14 €","114,81 %","-75,32 %",58,"114,81 %","-75,32 %",,"-100,00 %","-100,00 %"
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"426,48 €","-25,98 %","42,76 %","284,40 €","-17,24 %","50,00 %",24,"-17,24 %","50,00 %",1,,
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"419,72 €","16,67 %","75,00 %","307,72 €","16,67 %","75,00 %",28,"16,67 %","75,00 %",1,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"397,66 €","-11,11 %","-18,25 %","346,84 €","8,33 %","0,00 %",13,"8,33 %","0,00 %",,,
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"393,09 €","206,86 %","114,89 %","532,80 €","300,00 %","220,00 %",16,"300,00 %","220,00 %",3,"-40,00 %","-25,00 %"
B097HN8V5V,"Hama Câble d'Antenne TV (Cable TV Coaxial Mâle - Coaxial Femelle, 85 db, 1.5m, Connexion d'un Téléviseur vers une Fiche TV Murale ou vers un Décodeur) Blanc",Hama,"355,36 €","-79,87 %","-5,09 %","337,44 €","-80,59 %","23,33 %",111,"-80,59 %","23,33 %",4,"-71,43 %","300,00 %"
B000VRFBM4,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Noir",Hama,"330,80 €","503,54 %","-30,93 %","160,80 €","566,67 %","-33,33 %",20,"566,67 %","-33,33 %",,,
B008JCRAGI,"Xavax Boîte de condensation pour sèche-linges à évacuation, Blanc, 28.5 x 23.5 x 23 cm",xavax,"324,87 €","44,44 %","-45,83 %","259,35 €","44,44 %","-45,83 %",13,"44,44 %","-45,83 %",,,"-100,00 %"
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"322,05 €","177,58 %","134,41 %","314,70 €","275,00 %","172,73 %",30,"275,00 %","172,73 %",,,
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"309,69 €","63,16 %","38,92 %","208,01 €","63,16 %","55,00 %",31,"63,16 %","55,00 %",3,,
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"301,19 €","942,18 %","-30,39 %","167,76 €","1 100,00 %","-17,23 %",24,"1 100,00 %","-17,24 %",,,"-100,00 %"
B000Y138NG,"Hama Boîtier CD ""Slim"" en polypropylène, lot de 20, Transparent",Hama,"298,72 €","-15,96 %","-7,30 %","154,96 €","-33,33 %","8,74 %",26,"-33,33 %","8,33 %",,,
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"294,85 €","-38,72 %","-92,94 %","145,80 €","-35,92 %","-94,54 %",18,"-35,71 %","-94,06 %",,"-100,00 %","-100,00 %"
B0000AI3G4,"Hama Cadre en plastique ""Madrid"" (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"293,22 €","-16,22 %","386,03 %","145,20 €","-11,76 %","400,00 %",15,"-11,76 %","400,00 %",7,"600,00 %","0,00 %"
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"284,38 €","29,75 %","-22,47 %","130,10 €","47,09 %","-10,03 %",28,"47,37 %","-9,68 %",,"-100,00 %",
B0CLD3R5R5,"Hama Support TV Mural Fixe Ultrafin Garantie 10 Ans (Support TV Mural Extra-Plat, 80kg Max, Robuste, pour écrans LCD/LED/OLED/Plasma de 94 à 229 cm (37"" à 90"") VESA Max 600x400) Gris",Hama,"283,22 €","325,00 %",,"245,10 €","400,20 %",,10,"400,00 %",,,"-100,00 %",
B00006J4IM,"Hama Préamplificateur phono stéréo ""PA 506"" (avec alimentation secteur 230V/50 Hz, pour platines, 3000mA, câble Cinch 0,9 m) Noir",Hama,"282,32 €",,"644,91 %","480,06 €",,"1 300,00 %",14,,"1 300,00 %",,,
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"282,28 €","909,59 %","-67,56 %","127,80 €","900,00 %","-78,95 %",20,"900,00 %","-78,95 %",1,,"0,00 %"
B0000AIS0W,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Blanc",Hama,"276,45 €","1 975,45 %","-74,20 %","173,40 €","3 300,00 %","-79,28 %",34,"3 300,00 %","-74,81 %",1,,"-66,67 %"
B00X5K84ZK,"Hama Album photo à pochettes ""New York City"" (pour 400 photos au format 10 cm x 15cm, taille de l'album de 25 cm x 34 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"268,59 €","300,10 %","-63,81 %","141,24 €","266,67 %","-65,62 %",11,"266,67 %","-65,63 %",2,,
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"267,10 €","-19,84 %","-31,83 %","98,89 €","-20,51 %","-51,71 %",31,"-20,51 %","-54,41 %",8,"0,00 %",
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"264,84 €",,"300,00 %","188,52 €",,"300,08 %",12,,"300,00 %",,,
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"264,77 €","253,73 %","-16,47 %","160,20 €","309,09 %","-25,00 %",45,"309,09 %","-25,00 %",,"-100,00 %",
B0000AIRXA,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Argent Mat",Hama,"261,03 €",,"-15,49 %","191,73 €",,"-5,71 %",33,,"-5,71 %",,,"-100,00 %"
B0BXPLLW89,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 39 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",Hama,"249,60 €","42,86 %",,"184,50 €","42,86 %",,30,"42,86 %",,,,
B084HZJ2TV,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Vert Tilleul",Hama,"245,45 €","73,18 %","25,69 %","139,05 €","87,50 %","0,00 %",15,"87,50 %","0,00 %",,"-100,00 %","-100,00 %"
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"240,72 €","6,25 %","-60,45 %","178,16 €","6,25 %","-56,41 %",17,"6,25 %","-56,41 %",1,,
B005GCMZD2,"Hama Album photo à pochettes ""Singo"" (couverture souple, pour 24 photos au format 18x13 cm, résistant, protège la photo) Couleur aléatoire parmi Orange, Vert, Bleu et rose",Hama,"238,05 €","153,84 %","57,53 %","167,90 €","259,38 %","57,53 %",115,"259,38 %","57,53 %",,"-100,00 %","-100,00 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"235,80 €","254,05 %","-52,15 %","187,02 €","260,00 %","-51,35 %",18,"260,00 %","-51,35 %",,,"-100,00 %"
B0050GRN2W,"Hama Pochette Up To Fashion (pour 48 disques, CD/DVD/Blu-ray/livres audio, étui de rangement, gain de place pour la voiture, la maison, avec motif papillon) Rose",Hama,"232,56 €","633,17 %","46,21 %","157,92 €","700,00 %","60,00 %",24,"700,00 %","60,00 %",,,
B08VW3DC4C,"Hama Album photo mémo ""Ayleen II"" (Album photo, 22x22.5 cm, 200 pochettes pour photos 10x15 cm, Zone Mémo, pochette carte SD, idéal photos souvenirs de vacances, anniversaire, bébé) Multicolore",Hama,"231,22 €","-13,23 %",,"148,46 €","36,84 %",,26,"36,84 %",,,"-100,00 %",
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"230,76 €","99,27 %","-77,42 %","160,12 €","100,00 %","-78,95 %",4,"100,00 %","-78,95 %",,,"-100,00 %"
B003LTLSFS,"Hama Chemin de câbles (Bande en Aluminium pour Montage Mural TV ou au Sol, Cache-câble Rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de Montage Compris) Gris",Hama,"230,64 €","-12,09 %","76,41 %","138,48 €","-7,69 %","71,43 %",12,"-7,69 %","71,43 %",,,
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"230,22 €","356,60 %","7,70 %","189,00 €","300,00 %","-9,57 %",4,"300,00 %","0,00 %",,,
B0000AI2XV,"Hama Cadre-galerie photo en plastique Madrid (taille de cadre de 25 cm x 55 cm, taille de la photo de 13 cm x 18 cm, 3 photos par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"226,04 €","98,35 %","-18,13 %","134,46 €","157,14 %","5,88 %",18,"157,14 %","5,88 %",,"-100,00 %","-100,00 %"
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"223,66 €","-9,75 %","-32,35 %","88,96 €","-23,81 %","-33,58 %",16,"-23,81 %","-36,00 %",,,
B07GCHTZ3B,"Hama Radio numérique DR40BT-PlugIn (Dab/Dab + / FM/Bluetooth/AUX, Radio-réveil intégré, écran rétro-éclairé) Blanc",Hama,"222,86 €",,,"138,00 €",,,4,,,,,
B00QKRKJCQ,"Hama Support De Télécommande Major (pour 4 Télécommandes Au Maximum, Ã‰galement Pour Rangement De Lunettes, Smartphones, Contrôleurs, Clés USB, Porte-télécommande) Blanc",Hama,"220,50 €","133,33 %","1 167,97 %","143,22 €","133,33 %","1 300,00 %",14,"133,33 %","1 300,00 %",,,
B07HY9LK8J,"Rapoo Clavier multimédia USB Filaire ""N2400"" (filaire, clavier d'ordinateur AZERTY, design, idéal pour les maladroits) Noir",Rapoo,"216,90 €","-85,29 %",,"201,60 €","-86,96 %",,21,"-86,96 %",,5,"-16,67 %",
B07B9NPHCZ,"Hama Album photo minimax ""Designline"" (album de 13 x 16,5 cm, insertion par le haut de 100 photos format 10 x 15 cm, 100 pages (1 photo/page), pas d'inscription) Feathers",Hama,"211,73 €","120,64 %","59,70 %","119,54 €","377,78 %","152,94 %",43,"377,78 %","152,94 %",,,
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"208,58 €","-13,07 %","-86,99 %","138,69 €","0,00 %","-88,31 %",9,"0,00 %","-88,31 %",1,,"-85,71 %"
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"207,14 €","-29,29 %","13,96 %","88,00 €","-30,43 %","3,19 %",16,"-30,43 %","23,08 %",,,
B0026MT4CK,"Xavax Tuyau d'Arrivée d'Eau Froide 2.5m (Tuyau Universel pour Lave Vaisselle, Lave-Linge, Connexion 3/4""(1,91 cm) Droit/Coudé Angle 90°) Gris",xavax,"201,67 €","59,97 %","-93,23 %","102,42 €","64,87 %","-93,73 %",18,"63,64 %","-93,73 %",3,,"-88,89 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"198,72 €","-32,97 %","-69,01 %","131,70 €","-44,44 %","-72,73 %",15,"-44,44 %","-72,73 %",,,
B000EOVQI2,"Hama Boîtier CD Slim, Lot de 10, Transparent",Hama,"194,17 €","94,70 %","-48,68 %","78,75 €","92,31 %","-44,44 %",25,"92,31 %","-44,44 %",,,"-100,00 %"
B073PGV9QC,"Hama 00124156 Lecteur de Cartes 3 en 1 USB 3.0, Noir",Hama,"193,04 €","157,59 %","209,11 %","135,00 €","200,00 %","260,00 %",18,"200,00 %","260,00 %",,,
B0CKJ46BFN,"Xavax Porte-capsules de café pour Tassimo (Distributeur de capsules à café, Support Rangement pour 26 capsules, Présentoir à Capsules Tassimo) Noir mat",Xavax,"183,26 €","266,67 %",,"125,84 €","266,67 %",,11,"266,67 %",,,,
B09N9TH54H,"Xavax Égouttoir Porte Bouteilles (Support d'égouttage jusqu'à 6 Bouteilles, Pots, biberons Verres Tasses ou Mugs, Egouttoir Compact et Design, idéal sodastream, air-up, Avent, Philips) Noir",Xavax,"183,20 €","237,26 %",,"85,50 €","233,33 %",,10,"233,33 %",,,,
B093WSK4SC,"Hama Radio Internet Dab/Dab+ 'DR200BT' (Radio numérique FM/Dab/Dab+ Portable, Haut Parleur Bluetooth Rechargeable USB-C, Ecran Couleur, Entrée AUX, Minuteur, 30 Présélections, 8h d'écoute) Noir",Hama,"178,54 €",,"180,19 %","138,00 €",,"122,22 %",4,,"300,00 %",,,
B07Z6X4BZR,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"170,67 €",,"-57,51 %","140,00 €",,"-61,47 %",1,,"-50,00 %",,,
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"168,04 €","-14,34 %","-75,22 %","87,50 €","-12,50 %","-73,08 %",7,"-12,50 %","-73,08 %",,,"-100,00 %"
B079WCMXDL,"Hama Support Mural TV, Noir, 84 Pouces",Hama,"167,25 €",,,"105,60 €",,,3,,,,,
B0CYQB5JYH,"Hama Émetteur Recepteur Bluetooth Link.it Duo pour TV Stéréo Ecran Audio Video, Adaptateur Bluetooth Multipoint pour 2 Sources, Faible Latence, USB-C, Jack, Fibre Optique Noir",Hama,"166,64 €","34,70 %",,"128,88 €","33,33 %",,4,"33,33 %",,,,
B07GL8PS46,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Bordeaux",Hama,"166,39 €","32,56 %","-48,82 %","97,02 €","50,00 %","-50,00 %",9,"50,00 %","-50,00 %",1,,"0,00 %"
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"162,24 €","-37,59 %","-48,65 %","89,96 €","-38,10 %","-45,68 %",13,"-38,10 %","-45,83 %",,,"-100,00 %"
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"161,90 €","-23,75 %","-68,04 %","72,90 €","-48,83 %","-90,10 %",9,"-47,06 %","-88,16 %",,,
B0B636GVMW,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Blanc",Hama,"159,40 €",,,"98,00 €",,,1,,,,,
B000X9VFWK,"Xavax Réducteur de diamètre (pour hottes aspirantes de 150 mm sur 125 mm) Blanc",xavax,"159,14 €","137,81 %","61,33 %","91,98 €","162,50 %","110,00 %",21,"162,50 %","110,00 %",,,
B0083K5F68,"Hama Déclencheur Souple Appareil Photo (Déclencheur Souple Mécanique 40cm pour Appareils Fujifilm, Leica Canon Nikon Sony, Déclencheur à Filetage Femelle, Fonction Pause) Noir",Hama,"155,58 €","337,27 %",,"174,33 €","333,33 %",,13,"333,33 %",,,,
