Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Trimestre],Champ de vision.=[01/01/2025 - 31/03/2025],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0CKMSPK2N,"Hama Greenlight-Pointer Télécommande Pointeur Laser - 4 en 1, Laser Vert, sans Fil 2.4 GHz - pour présentation Powerpoint - Noir",Hama,"159,46 €",,,"114,00 €",,,4,,,,,
B07X557RB6,"Thomson Antenne Intérieure ""ANT1639"" (Design UHD ""Sculpture"", pour réception numérique DVB-T/DVB-T2 et HDTV, actif, 2 m, Performance 55) Noir/Gris",Thomson,"158,43 €","130,01 %","92,29 %","155,35 €","66,67 %","66,67 %",5,"66,67 %","66,67 %",2,"100,00 %","100,00 %"
B01BBTCVKA,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages blanches, sans spirale) Malibu",Hama,"157,97 €","-41,53 %","-82,83 %","88,20 €","-37,50 %","-83,07 %",10,"-37,50 %","-83,05 %",,"-100,00 %","-100,00 %"
B005GCMZLY,"Hama Album photo ""Singo"" (couverture souple, 36 pages pour 36 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"156,73 €","230,24 %","-4,16 %","92,46 €","331,25 %","-12,66 %",69,"331,25 %","-12,66 %",,,"-100,00 %"
B079P3WD2X,"Thomson Antenne intérieure ANT1538 (pour réception Radio/télévision numérique, HDTV/3D, DVB-T/T2, avec Amplification du Signal, Performance 45) Noir/Bleu",Thomson,"155,72 €",,"177,97 %","100,20 €",,"100,00 %",4,,"100,00 %",1,,
B003LTSUN6,"Hama Chemin de câbles (bande en aluminium pour montage mural TV ou au sol, cache-câble rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de montage compris) Noir",Hama,"155,43 €","6,73 %","-79,97 %","100,44 €","12,40 %","-77,52 %",9,"12,50 %","-77,50 %",,,
B07F3RKPTB,"Hama Support mural pour Google Home mini (pour enceinte sans/avec fil, support d'enceinte, pour un alignement et une présentation optimaux de l'enceinte, montage mural) Blanc",Hama,"151,48 €","39,32 %","75,00 %","84,70 €","55,56 %","75,00 %",14,"55,56 %","75,00 %",1,,
B00IYX10YA,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 29,7 x 42 cm (DIN A3) avec bordure de 9 mm x 17 mm, pour une photo de 18 x 24 cm, verre en polystyrène) Bleu",Hama,"149,85 €","65,67 %","-50,56 %","76,50 €","87,50 %","-55,91 %",15,"87,50 %","-40,00 %",,,
B00006JDJU,"Hama - 46020H - Micro monophonique, finition noire métal, jack de 3,5mm et adaptateur 3,5/6,35 mm, interrupteur marche/arrêt sur le micro, 600 Ohms, dynamique et unidirectionnel - Cordon 3.00m",Hama,"147,64 €","60,44 %","25,17 %","97,24 €","57,14 %","37,50 %",11,"57,14 %","37,50 %",7,,"250,00 %"
B0009N8L5O,"Trépied Appareil Photo Star 20""",Hama,"147,19 €","54,29 %","-54,62 %","118,24 €","60,00 %","-52,66 %",8,"60,00 %","-52,94 %",,,"-100,00 %"
B00006J4DM,"Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent",Hama,"146,85 €","-87,16 %","91,16 %","85,25 €","-88,17 %","201,02 %",55,"-88,17 %","358,33 %",,"-100,00 %",
B0C5JPTNCK,"Classeur avec mécanisme à 4 anneaux, largeur 70 mm, avec étui, blanc",Hama,"146,56 €","100,00 %","700,00 %","103,92 €","100,00 %","700,00 %",8,"100,00 %","700,00 %",1,,
B09V1K3Y9M,"Hama Applique Murale LED Connectée (Éclairage mural WiFi Design Up-and-Down, pour Intérieur et Exterieur IP44, Commande vocale via Alexa, Google Assistant, Siri) Blanc",Hama,"145,80 €","150,00 %","600,29 %","159,30 €","150,00 %","400,00 %",5,"150,00 %","400,00 %",5,,
B07RLYK1T9,"Hama Trépied de Table Solid pour Smartphones et appareils Photos, 19B",Hama,"144,41 €",,,"147,63 €",,,7,,,,,
B001B4ROAS,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 20) Transparent",Hama,"144,20 €","16,65 %","134,51 %","100,80 €","9,09 %","200,09 %",12,"9,09 %","200,00 %",1,,
B0026MT4C0,"Xavax Tuyau d'arrivée d'eau froide (pour lave-linge, lave-vaisselle, toutes les marques courantes Miele, Bosch, Beko, Siemens, Bauknecht, AEG, Gorenje, 1,5 mètres, 1 pièces) Gris/Blanc",xavax,"142,02 €","-60,86 %","-87,53 %","65,38 €","-64,10 %","-87,39 %",14,"-64,10 %","-87,39 %",2,"100,00 %","-33,33 %"
B0C5JMXBV6,"Hama Multiprise Parasurtenseur avec Interrupteur Lumineux (Bloc 5 Prises 16A, Rallonge 1.5m, Prise Multiple économie d'énergie, Prises 45°, Prise Male Plate, 3680W, Cable H05VV-F3G1.5) Noir",Hama,"141,60 €","400,00 %",,"87,20 €","400,00 %",,10,"400,00 %",,,,
B0BL1RN815,"Hama Power Bank 24000 mAh (Batterie Externe, 1 USB C + 2 USB A, Power Pack Fast Charge, Batterie pour Smartphone, Tablette, Haut-Parleur Bluetooth, Voyants LED, Chargeur Portable + Cable 0.25m) Gris",Hama,"139,92 €","15,06 %",,"102,92 €","0,00 %",,4,"0,00 %",,,,
B01KJER734,"Hama 24 Albums photos ""Skies"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"139,75 €","-49,93 %","-78,86 %","113,52 €","-48,50 %","-73,78 %",86,"-48,50 %","-73,78 %",1,"-50,00 %","-93,75 %"
B01KHD5GUS,"Hama Multiprise, ""6+1"" (commutable individuellement, avec protection anti-surtension, montage mural, pivotée à 90°, longueur de douille XL, protection enfant, longueur de câble de 1,4 m) Blanc",Hama,"138,70 €",,"-84,34 %","91,98 €",,"-85,37 %",6,,"-85,37 %",,,"-100,00 %"
B0B6362TKP,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Noir",Hama,"137,32 €","-53,24 %","-31,07 %","98,00 €","-50,00 %","-51,00 %",1,"-50,00 %","0,00 %",,,
B0032D8WCA,"Hama Album Photo Catania (Taille de l'album 29 x 32 cm pour 300 Photos au Format 10 x 15 cm, 60 Pages, Papier stratifié, thématique Mariage/Vacances, Personnalisable) Gris",Hama,"136,42 €","131,73 %","-53,61 %","65,68 €","166,67 %","-60,00 %",8,"166,67 %","-60,00 %",2,,"0,00 %"
B006JZ8Q74,"Xavax Rallonge flexible d'arrivée d'eau renforcée (entrée à 90°, pour tuyau d’entrée lave-linge et lave-vaisselle, tuyau d’arrivée de réservoir anti-flambement, 2 m, 1 pièce) Argent",xavax,"135,06 €","79,89 %","23,14 %","94,20 €","66,67 %","25,00 %",5,"66,67 %","25,00 %",1,,"0,00 %"
B09N9TH54H,"Xavax Égouttoir Porte Bouteilles (Support d'égouttage jusqu'à 6 Bouteilles, Pots, biberons Verres Tasses ou Mugs, Egouttoir Compact et Design, idéal sodastream, air-up, Avent, Philips) Noir",Xavax,"134,68 €","-53,95 %",,"59,85 €","-56,25 %",,7,"-56,25 %",,,,
B0BRYDB26C,"Hama Canosa V2 Souris sans Fil - Technologie Bluetooth® 5.0, Capteur 1600 dpi, Clics Silencieux, Ambidextre - Grise Anthracite",Hama,"133,53 €","88,60 %",,"142,45 €","120,00 %",,11,"120,00 %",,,"-100,00 %",
B072Q7YFFT,"Hama Album photo ""Designline"" (Album photo souvenirs mariage anniversaire, 22,5x22cm, 100 pages avec pochettes pour 200 photos 10 x 15 cm, Zone Mémo et pochette CD) Bleu Turquoise Blanc, Stripes",Hama,"133,23 €","-55,23 %","-88,25 %","72,16 €","-57,69 %","-91,41 %",11,"-57,69 %","-91,41 %",,,
B0CP84CQHQ,"Hama Support TV Mural Orientable Garantie 10 Ans (Support TV Pivotant Inclinable Extensible, 35kg Max, pour écrans 81 à 165 cm (32"" à 65"") VESA 200x200 à 400x400, Chevilles Fischer fournies) Blanc",Hama,"131,66 €",,,"95,80 €",,,2,,,,,
B002ZX98MG,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 10) Transparent",Hama,"131,41 €","209,78 %","-65,65 %","68,88 €","137,27 %","-72,55 %",14,"133,33 %","-72,55 %",2,,
B002IKBZWM,"Xavax Thermomètre analogique pour réfrigérateur, freezer ou congélateur (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -40 degrés, maximum 30 degrés, format stylo) Blanc, -40°C/+30°C",xavax,"131,00 €","-23,18 %","-84,78 %","66,99 €","-27,59 %","-84,44 %",21,"-27,59 %","-84,44 %",,"-100,00 %","-100,00 %"
B0C5JPTNRF,"Hama Pages Intérieures Album Photo Scrapbooking (Recharge de Pages Photo Cartonnées, 250g/m2, 23.3 x 31 cm, Perforées, 25 feuilles) Noir",Hama,"128,04 €","57,14 %",,"83,82 €","57,14 %",,22,"57,14 %",,2,,
B000X9VFWK,"Xavax Réducteur de diamètre (pour hottes aspirantes de 150 mm sur 125 mm) Blanc",xavax,"126,43 €","-71,83 %","59,19 %","56,94 €","-74,51 %","62,50 %",13,"-74,51 %","62,50 %",1,,"0,00 %"
B00006J4GV,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"125,50 €","-49,54 %","-93,82 %","73,23 €","-55,15 %","-95,55 %",13,"-55,17 %","-95,24 %",,,"-100,00 %"
B0CBCMH2BZ,"Hama Multiprise Cube avec Interrupteur (Rallonge multiprise 1.4m, Bloc 3 Prises Terre F Schuko + 2 USB-A + 2 USB-C, 3680W 16A Idéal Bureau Cuisine Salon Atelier Garage PC luminaires Meuble TV) Blanc",Hama,"124,95 €","0,00 %",,"92,45 €","0,00 %",,5,"0,00 %",,,,
B0000AI2UP,"Hama Cadre photo Clip-Fixe (sans bordure, 50 x 70 cm, Anti-Reflex) Blanc",Hama,"124,92 €","-50,00 %","-45,45 %","69,42 €","-50,00 %","-45,44 %",6,"-50,00 %","-45,45 %",3,"-66,67 %","-72,73 %"
B0BL1H5S5W,"Hama Ecouteurs sans Fil Tour du Cou Freedom Run (Casque Bluetooth Intra-Auriculaires Tour d'oreille avec Micro, 6h d'autonomie, Idéal Sport, Course, Vélo, Gym, Contrôle Vocal) Noir",Hama,"124,90 €","42,86 %","-60,00 %","148,00 €","42,86 %","-60,00 %",10,"42,86 %","-60,00 %",,"-100,00 %","-100,00 %"
B005DJKH1A,"Hama Album Photo ""Singo"" (album minimax, 22 x 22,5 cm, 100 pages, pour 200 photos au format 10 x 15 cm) Aqua",Hama,"124,01 €","232,82 %","-66,20 %","59,40 €","266,67 %","-73,81 %",11,"266,67 %","-73,81 %",,,
B079173RCY,"Hama EMW-500 Souris Verticale Ergonomique Filaire - USB A, Capteur 1800 dpi, Droitier/e - Noire",Hama,"122,81 €","794,46 %","-85,91 %","80,85 €","600,00 %","-88,95 %",7,"600,00 %","-87,04 %",,,"-100,00 %"
B00005UPC4,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",Hama,"122,78 €","-61,36 %","-45,26 %","69,44 €","-65,22 %","-46,67 %",8,"-65,22 %","-46,67 %",,"-100,00 %",
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"120,75 €","-89,70 %","-86,76 %","82,95 €","-88,71 %","-85,71 %",7,"-88,71 %","-85,71 %",2,"100,00 %",
B009TLAPLK,"Hama Album Photo ""Fine Art"" (format 28 x 24 cm, 50 pages noires, à spirale) Kiwi",Hama,"120,58 €","124,67 %","1 349,28 %","78,82 €","180,00 %","1 300,00 %",14,"180,00 %","1 300,00 %",,,
B0026MT4CK,"Xavax Tuyau d'Arrivée d'Eau Froide 2.5m (Tuyau Universel pour Lave Vaisselle, Lave-Linge, Connexion 3/4""(1,91 cm) Droit/Coudé Angle 90°) Gris",xavax,"120,53 €","-83,44 %","-98,59 %","62,59 €","-82,79 %","-98,53 %",11,"-82,81 %","-98,53 %",2,"-33,33 %","-95,24 %"
B0CRZF12TM,"Hama Support TV sur Pied à roulettes avec Etagère Garantie 10ans (Pied TV Mobile, téléviseur 32"" à 75"" 40Kg, Hauteur Réglable, Support Mobile TV, Support de Sol, Compatible VESA jusqu'à 600x400) Noir",Hama,"119,91 €",,,"114,98 €",,,1,,,,,
B0015K9MTY,"Xavax Filtre à fibres longues pour hottes aspirantes (2 filtres universels pour extraction par extraction, sur mesure, 57 x 47 cm) Blanc",xavax,"119,67 €","-64,67 %","-96,64 %","34,80 €","-65,71 %","-97,81 %",12,"-65,71 %","-97,32 %",1,,"-75,00 %"
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"118,95 €","-74,48 %","-90,48 %","94,41 €","-77,50 %","-91,00 %",9,"-77,50 %","-91,00 %",1,"0,00 %","0,00 %"
B018VONYPY,"Hama Sonic Mobil 183 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm - Noir/Rouge",Hama,"117,74 €","45,38 %","-82,11 %","77,27 €","31,77 %","-83,51 %",11,"37,50 %","-81,67 %",1,"-66,67 %","0,00 %"
B0BL1RL5YW,"Hama Chargeur Rapide 33W 4 Ports USB (Chargeur Qualcomm Quick Charge 3.0, Chargeur USB, Adaptateur Secteur Charge Rapide, 1 USB-A QC, 3 USB-A) Noir",Hama,"116,62 €","600,00 %",,"94,15 €","600,00 %",,7,"600,00 %",,5,,
B01AT3Z228,"Xavax Couvercle universel (anneau en silicone pour casseroles/poêles de diamètre 24, 26 ou 28 cm, trou de vapeur, design à bords gradués, verre, va lave-vaisselle, peu encombrant) Noir/Transparent",xavax,"116,62 €","-26,39 %","-80,00 %","61,53 €","-22,22 %","-80,00 %",7,"-22,22 %","-80,00 %",,,"-100,00 %"
B07BBKMKJH,"Hama Cadre pour Vinyles (pour Pochette de 33 Tours, Aluminium, 31,5 x 31,5 cm) Noir",Hama,"116,56 €","-20,47 %","-58,16 %","55,48 €","0,00 %","-71,43 %",4,"0,00 %","-71,43 %",,,
B00006IVVB,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"116,12 €","-70,92 %","-60,75 %","68,20 €","-77,08 %","-66,67 %",11,"-77,08 %","-66,67 %",,"-100,00 %","-100,00 %"
B001730SIS,"Etui Fashion pour Sticks USB, Noir",Hama,"115,06 €","28,36 %","-67,12 %","97,80 €","81,82 %","-56,52 %",20,"81,82 %","-56,52 %",,,"-100,00 %"
B0000AIRXC,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 30 x 45 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 30 cm) Blanc",Hama,"114,84 €","-33,33 %","259,77 %","75,00 €","-33,33 %","200,00 %",12,"-33,33 %","200,00 %",1,"-75,00 %","-66,67 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"113,98 €","-80,18 %","-96,85 %","77,05 €","-78,26 %","-97,09 %",5,"-78,26 %","-97,09 %",1,"0,00 %","-90,00 %"
B07QQ8JPGN,"Hama Sac pour appareil photo ""Pittsburgh"", 170, noir",Hama,"112,93 €",,,"96,86 €",,,2,,,,,
B08FRHV5D1,"Hama Clé USB 3.0 ""Rotate"" (capacité de 64 GB, taux de transfert de 70 MB/s, avec accroche porte-clefs, flashpen clé usb) Bleu Pétrole",Hama,"112,53 €","1 150,33 %","16,35 %","71,00 €","1 320,00 %","-5,33 %",14,"1 300,00 %","-6,67 %",,,
B0000AI2Y8,"Hama Cadre-galerie photo en plastique ""Madrid"" (taille de cadre de 25 cm x 55 cm, taille de la photo de 13 cm x 18 cm, 3 photos par cadre, à accrocher, élégant, simple, classique) Argent",Hama,"112,41 €","12,50 %","-10,00 %","73,17 €","12,50 %","-10,00 %",9,"12,50 %","-10,00 %",,"-100,00 %","-100,00 %"
B00006IVSE,"Hama Feuillets pour CD (avec 60 fiches pour étiquetage, archivage, 10 étuis pour 6 CD/DVD/Blu-Ray, adaptés aux dossiers A4, Format A4, pour Le Rangement) Transparent",Hama,"112,34 €","-64,36 %","2,03 %","59,28 €","-60,00 %","33,33 %",12,"-60,00 %","33,33 %",,,"-100,00 %"
B079PDDSBK,"Hama Mallette (LP 50, Aspect alu, en Aluminium, pour Stocker 50 disques, verrouillable, Boîte de Rangement pour Vinyle, boîtier pour Disque) Noire",Hama,"110,76 €","-31,46 %","-49,53 %","92,48 €","-33,33 %","-50,00 %",2,"-33,33 %","-50,00 %",,"-100,00 %",
B017J9FOZA,"Xavax Thermomètre numérique pour rôtis (de torréfaction, numérique, 2 in 1, avec horloge de cuisine, sonde de température amovible, pour viande, -10°C à +250°C, avec minuteur, à câble) Noir/Argent",xavax,"110,14 €","75,05 %","252,90 %","74,62 €","75,00 %","250,00 %",7,"75,00 %","250,00 %",,,
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"109,78 €","-68,98 %","-79,64 %","72,16 €","-71,05 %","-81,36 %",22,"-71,05 %","-81,36 %",,"-100,00 %","-100,00 %"
B002GQN1UC,"Xavax Réducteur de diamètre (pour hottes aspirantes de 125 mm sur 100 mm) Blanc",xavax,"107,61 €","-38,15 %","-76,68 %","74,08 €","-23,81 %","-75,76 %",16,"-23,81 %","-75,76 %",,"-100,00 %","-100,00 %"
B01DZGIJ26,"Hama Support mural TV FULLMOTION inclinable et pivotant pour TV écran plat entre 48 cm et 122 cm (19"" à 48""), jusqu'à 20 kg de charge supportée, VESA 200x200, Noir",Hama,"106,15 €","-78,25 %","33,71 %","81,40 €","-75,00 %","0,00 %",4,"-75,00 %","0,00 %",1,,
B0DGLN4233,"Hama Prise Connectée Etanche Matter (IP44, Prise Wifi Alexa Google, App Control, Aucun Hub requis, Prise Exterieure Etanche connectée Programmable) Noir",Hama,"104,10 €","400,00 %",,"71,05 €","400,00 %",,5,"400,00 %",,2,,
B075RGXBTD,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"103,60 €","133,07 %","-40,26 %","50,82 €","133,33 %","-41,67 %",7,"133,33 %","-41,67 %",,,"-100,00 %"
B0BL1RQBPV,"Hama Chargeur Rapide 51W 5 Ports USB (Chargeur Qualcomm Quick Charge 3.0, Chargeur USB C, Adaptateur Secteur, Charge Rapide, 1 USB-A QC, 1 USB-C PD, 3 USB-A) Noir",Hama,"101,09 €",,,"72,60 €",,,3,,,1,,
B07ZL4K6DC,"Hama Radio numérique DR36SBT (pour réception FM/Dab/Dab + / Bluetooth,Radio de Cuisine sous comptoir, écran Couleur, Fonction d'alarme, Fonctionnement sur Secteur) Blanc",Hama,"100,51 €",,,"97,04 €",,,1,,,1,,
B003KKWLJA,"Xavax Raccord de tuyau d' arrivée d'eau en laiton (pour tuyaux d’arrivée de lavage et de lave-vaisselle, embout de tuyau d’admission) Dorée",xavax,"100,20 €","3 174,51 %","-67,48 %","91,08 €","2 100,00 %","-60,71 %",22,"2 100,00 %","-60,71 %",1,,"0,00 %"
B000KJOLUQ,"Hama Cadre photo Clip-Fixe (sans bordure, 60 x 80 cm, Reflex) Blanc",Hama,"100,02 €","149,74 %","-12,14 %","45,96 €","300,00 %","33,33 %",4,"300,00 %","33,33 %",2,,"100,00 %"
B0C8SXMV3R,"Rapoo Clavier Souris sans Fil Multi-Mode Rechargeable Blade 9600M (Pack Kit Clavier+ Souris, Clavier Rechargeable AZERTY, Souris 3 Boutons, Bluetooth+ WiFi, Idéal PC, Laptop, Mac) Anthracite",Rapoo,"99,98 €",,"-60,00 %","81,90 €",,"-60,00 %",2,,"-60,00 %",1,,"0,00 %"
B000CZ2LQE,"Hama Gel de nettoyage (pour écran LCD / TFT avec chiffon en microfibre, 200 ml) Gris/Bleu",Hama,"99,23 €","55,53 %","698,95 %","70,92 €","71,43 %","1 100,00 %",12,"71,43 %","1 100,00 %",,"-100,00 %",
B005DJKJ2C,"Hama Album, Vert, 30x30 cm",Hama,"97,48 €","79,09 %","-28,49 %","64,10 €","150,00 %","0,00 %",10,"150,00 %","0,00 %",1,,
B00Y9WGEC8,"Adaptateur d’Objectif pr app. Photo avec Monture C sur Object. Nikon",Hama,"95,38 €","97,39 %","104,41 %","72,54 €","100,00 %","100,00 %",2,"100,00 %","100,00 %",,,
B000EOPSRM,"Hama Pochette (pour 40 CD/DVD/Blu-Ray, classeur de Rangement, Gain de Place pour Le Bureau, Le Salon et la Maison, étuis de Transport) Noir",Hama,"93,88 €","364,75 %","-73,74 %","56,30 €","400,00 %","-76,19 %",10,"400,00 %","-76,19 %",,,"-100,00 %"
B0009V6OCS,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Noir/Transparent",Hama,"93,28 €","21,52 %","-74,12 %","55,12 €","33,33 %","-74,16 %",8,"33,33 %","-70,37 %",,,"-100,00 %"
B01BBTCVOQ,"Hama Album Photo Fine Art (Format 30 x 30 cm, 100 Pages Blanches, sans Spirale) Kiwi",Hama,"93,24 €","-38,71 %","-53,97 %","57,26 €","-22,22 %","-52,02 %",7,"-22,22 %","-46,15 %",,,
B079PCTWYM,"Hama Brosse (en Fibre de Carbone, pour Le Nettoyage des disques, vinyles) Noir/Argent",Hama,"92,16 €","-45,19 %","84,47 %","47,52 €","-43,75 %","28,02 %",9,"-43,75 %","125,00 %",,,
B0BHZD1NNZ,"Hama Multiprise avec Interrupteur (Bloc 4 Prises Schuko 16A, Interrupteur Individuel éclairé, idéal économie d'énergie, Prises à 90°, œillet Suspension integré, 3680W, Cable 1.4m H05VV-F) Noir",Hama,"91,60 €","294,83 %",,"62,50 €","400,00 %",,5,"400,00 %",,,,
B0019DPZPC,"Hama 29308 Présentoir de Distributeur de pastilles adhésives, Transparent (1 distributeurs, 1000 coins photos, 12 x 13 mm)",Hama,"89,64 €","-3,57 %","22,73 %","62,37 €","-3,57 %","22,73 %",27,"-3,57 %","22,73 %",,,
B09FBSCB6Q,"Hama Album photo à spirale ""Craft"" (Album souvenirs mariage, anniversaire, baptême, 24x17 cm, 40 pages en papier Kraft chic à personnaliser et à coller, jusqu'à 40 photos de 10 x 15 cm) Marron",Hama,"88,14 €","-31,44 %","-89,71 %","51,15 €","-26,67 %","-91,97 %",11,"-26,67 %","-91,97 %",4,"300,00 %","-66,67 %"
B0017A1DXK,"Xavax Support mural pour micro-ondes (porte micro-onde, 27 x 47 x 5 cm) Argent",xavax,"87,48 €","200,00 %","-72,77 %","50,94 €","200,00 %","-78,43 %",3,"200,00 %","-78,57 %",,,"-100,00 %"
B01K47G2W8,"Hama Album Jumbo ""Skies"" (album grand format, 30 x 30 cm, 60 pages, pour 240 photos au format 10 x 15 cm) Beige",Hama,"87,14 €","-30,84 %","498,08 %","35,40 €","-25,00 %","500,00 %",6,"-25,00 %","500,00 %",,,
B096YDY67K,"Hama Chiffon de Nettoyage en Microfibres Pocket (Chiffon avec Sac de Rangement et Mousqueton, idéal pour Appareil Photo Objectif Écran Caméra Smartphone Ipad Bijoux Filtre Lunette)",Hama,"87,01 €","4,35 %",,"37,95 €","0,00 %",,11,"0,00 %",,,,
B005SS65GW,"Hama Chiffon 3 en 1 (pour ordinateur portable avec écran de 40 cm (15,6""), tapis de souris, en microfibre, film de protection, chiffon de nettoyage) Anthracite",Hama,"86,86 €","201,81 %","28,45 %","36,40 €","166,67 %","-0,87 %",8,"166,67 %","33,33 %",1,,
B001K9LNA6,"Hama Support Télécommande TV Commander (porte-télécommande TV Chaine Hifi DVD Blue-Ray, 3 grands compartiments, Boite de Rangement organiseur lunettes, smartphones, contrôleurs) Noir",Hama,"86,56 €","-68,01 %",,"76,48 €","-73,33 %",,8,"-73,33 %",,,"-100,00 %",
B084J116L1,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Lilas",Hama,"86,53 €","-39,23 %","-84,71 %","46,35 €","-44,44 %","-88,10 %",5,"-44,44 %","-88,10 %",1,"-50,00 %","-75,00 %"
B01EG0O104,"Hama Sonic Mobil 185 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm - Noir/Argent",Hama,"85,72 €","-62,80 %","-80,25 %","64,75 €","-65,00 %","-81,58 %",7,"-65,00 %","-81,58 %",,"-100,00 %",
B08R5CHZBJ,"Hama Album Photo Ultra Grand Format 'Londres' 34 x 35cm (400 photos 10x15cm à coller, 80 pages blanches avec intercalaires Papier Cristal, Album Scrapbooking DIY Livre photo à Personnaliser) Bleu",Hama,"84,96 €",,,"48,40 €",,,4,,,,,
B000XA2YGK,"Xavax Hama Thermomètre analogique (à suspendre au réfrigérateur, congélateur, cave à vin, minibar, minimum -35 degrés, maximum 40 degrés) Blanc",xavax,"84,56 €","-66,21 %","-86,06 %","36,12 €","-68,89 %","-88,14 %",14,"-68,89 %","-88,14 %",,,
B0000AIRRQ,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 50 x 70 cm, Reflex) Blanc",Hama,"83,30 €","-25,13 %","150,00 %","39,80 €","-16,67 %","150,00 %",5,"-16,67 %","150,00 %",5,"150,00 %",
B00BYCGMEG,"Hama Album photo vierge ""Livorno"" (album photo traditionnel format 22 cm x 22 cm, pour 200 photos 10 cm x 15 cm, 100 pages, emplacement CD) Bleu/Blanc/Jaune",Hama,"82,68 €","-71,98 %","-89,92 %","39,06 €","-70,83 %","-91,95 %",7,"-70,83 %","-91,95 %",,"-100,00 %",
B00CBVEZNO,"Hama Support pour Ordinateur Portable Carbone (Support pour Ordinateur Portable jusqu'à 47 cm, Hauteur 8 cm, Pieds en Caoutchouc antidérapants, Aspect Carbone) Noir",Hama,"81,61 €","92,11 %","-65,18 %","40,25 €","66,67 %","-68,75 %",5,"66,67 %","-68,75 %",,,
B0BL1T6XLZ,"Hama Câble Multi USB Lightning (Cable de charge multi, 3en1, USB-A/micro-USB/USB-C, Lightning, 1 m, Certifié MFI, Câble USB universel iPhones iPads iPods Samsung Galaxy, Huawei, Xiaomi) Blanc",Hama,"81,22 €","109,71 %","111,95 %","53,84 €","33,33 %","100,00 %",4,"33,33 %","100,00 %",,,
