Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Trimestre],Champ de vision.=[01/01/2025 - 31/03/2025],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0CYMZ4GG9,"Hama Pocket 5 - Batterie Externe [Power Bank 5 000mAh] [Batterie Portable USB C Fast Charge], Compatible avec Les iPhones Samsung et Bien Plus - Gris Anthracite",Hama,"279,66 €","2 484,66 %",,24,"2 300,00 %",,"262,18 €","2 323,11 %",,"209,36 €","2 226,22 %",,23,"2 200,00 %",,1,,
B07K2RD3MZ,"Hama Clé USB Rotate 8 GB, 10 MB/s, avec accroche porte-clés, flashpen, emballage fin Noir/Argent",Hama,"279,44 €","2 766,05 %","-43,37 %",56,"5 500,00 %","-42,27 %","279,44 €","2 766,05 %","-45,04 %","295,88 €","5 557,36 %","-44,17 %",56,"5 500,00 %","-44,00 %",,,"-100,00 %"
B01JUB4KNC,"Trépied Appareil Photo Star 64""",Hama,"279,26 €","-8,00 %","69,81 %",7,"0,00 %","75,00 %","279,26 €","-8,00 %","125,76 %","226,94 €","0,00 %","149,88 %",7,"0,00 %","133,33 %",,"-100,00 %",
B00006J4DM,"Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent",Hama,"277,68 €","-80,24 %","34,78 %",104,"-81,82 %","225,00 %","277,68 €","-80,94 %","43,98 %","161,14 €","-82,45 %","130,23 %",104,"-82,46 %","246,67 %",,"-100,00 %","-100,00 %"
B00006JEAY,"Hama Filtre UV (anti-UV Et Protection, Compensation 2X, Traitement Antireflet, Pour Objectifs D'appareils Photo 49 Mm, O-Haze, Traité) Noir",Hama,"274,11 €","523,83 %","-25,45 %",29,"480,00 %","-25,64 %","283,17 €","711,84 %","-18,94 %","126,11 €","644,89 %","-43,85 %",30,"650,00 %","-18,92 %",,,"-100,00 %"
B0000AIRSL,"Hama Cadre photo Clip-Fixe (sans bordure, 50 x 60 cm, Reflex) Blanc",Hama,"272,65 €","496,61 %","55,92 %",21,"950,00 %","50,00 %","247,67 €","441,95 %","65,25 %","127,11 €","850,00 %","58,33 %",19,"850,00 %","58,33 %",2,"-60,00 %",
B0000AIRXA,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 30 x 40 cm avec bordure de 9 mm x 17 mm, pour une photo de 20 x 28 cm) Argent Mat",Hama,"272,27 €","-71,07 %","-84,93 %",24,"-79,83 %","-88,68 %","272,27 €","-71,07 %","-85,01 %","139,67 €","-79,80 %","-88,77 %",24,"-79,83 %","-88,79 %",2,"-33,33 %","-66,67 %"
B001UBEV4O,"Hama Album, Gris, 36 x 32 cm",Hama,"272,11 €","82,20 %","11,48 %",17,"88,89 %","13,33 %","272,11 €","82,20 %","-1,36 %","144,87 €","88,66 %","0,45 %",17,"88,89 %","0,00 %",4,"300,00 %",
B0000AI2UP,"Hama Cadre photo Clip-Fixe (sans bordure, 50 x 70 cm, Anti-Reflex) Blanc",Hama,"270,66 €","-38,10 %","-13,33 %",13,"-38,10 %","-13,33 %","270,66 €","-38,10 %","-13,33 %","150,41 €","-38,10 %","-13,32 %",13,"-38,10 %","-13,33 %",6,"-40,00 %","-62,50 %"
B0BZDYD7TJ,"Hama Double Enceinte Bluetooth Portable Waterproof Flottante (Double Enceinte Bluetooth séparables sans Fil, Haut-Parleurs Bluetooth 2en1 TWS, 30 W, Etanche IP67, Batterie 10h, Stéréo) Noir",Hama,"269,73 €","17,45 %","259,69 %",5,"25,00 %","400,00 %","269,73 €","17,45 %","259,69 %","360,00 €","25,00 %","400,00 %",5,"25,00 %","400,00 %",1,,
B071YB8MFM,"Xavax Boîte de transport pour un gâteau (rectangulaire munie d'une poignée transparente, va au lave-vaisselle, boîte à gâteaux, maître d'hôtel) Anthracite/Transparent",xavax,"266,09 €","7,56 %","-26,05 %",11,"0,00 %","-31,25 %","266,09 €","7,56 %","-21,12 %","155,32 €","0,00 %","-26,67 %",11,"0,00 %","-26,67 %",,,"-100,00 %"
B0CJFG6WRN,"Hama Pack Thermostat Interlligent Hub + 2 Têtes Thermostatiques Connectées Intelligentes (Kit de Base Contrôle Régulateur de Chauffage WiFi, Economie d'Energie, Compatible Alexa Google Siri) Blanc",Hama,"264,92 €",,,3,,,"264,92 €",,,"219,00 €",,,3,,,,,
B0000AIRVB,"Hama Cadre photo ""Clip-Fixe"" (sans bordure, 40 x 50 cm, Anti-Reflex) Blanc",Hama,"264,37 €","197,18 %","232,08 %",21,"425,00 %","425,00 %","264,37 €","197,18 %","171,23 %","143,79 €","427,86 %","322,29 %",21,"425,00 %","320,00 %",1,,"0,00 %"
B00006JBG4,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Noir/Transparent",Hama,"263,72 €","69,41 %","-34,78 %",60,"71,43 %","-25,00 %","263,72 €","69,41 %","-32,71 %","167,98 €","71,41 %","-22,08 %",60,"71,43 %","-22,08 %",,"-100,00 %","-100,00 %"
B009HSQ3ES,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Turquoise",Hama,"258,97 €","80,00 %","-4,33 %",17,"88,89 %","-5,56 %","258,97 €","80,00 %","-4,33 %","143,65 €","88,89 %","-5,61 %",17,"88,89 %","-5,56 %",1,,"0,00 %"
B0CJFSVWPT,"Hama BT700 Casque Bluetooth® - Connexion Multipoint, Microphone Intégré, Bluetooth® 5.2, Casque Rechargeable en USB C, Touches Multifonctions, Autonomie 45 h - Noir",Hama,"255,36 €",,,6,,,"255,36 €",,,"228,00 €",,,6,,,,,
B0C5JMXBV6,"Hama Multiprise Parasurtenseur avec Interrupteur Lumineux (Bloc 5 Prises 16A, Rallonge 1.5m, Prise Multiple économie d'énergie, Prises 45°, Prise Male Plate, 3680W, Cable H05VV-F3G1.5) Noir",Hama,"254,88 €","200,00 %",,18,"200,00 %",,"240,72 €","142,86 %",,"148,02 €","142,46 %",,17,"142,86 %",,,"-100,00 %",
B00005UPBH,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",Hama,"254,69 €","-12,50 %","-66,31 %",53,"29,27 %","-67,48 %","254,69 €","-12,50 %","-68,05 %","186,03 €","29,27 %","-69,19 %",53,"29,27 %","-69,19 %",5,"150,00 %","-16,67 %"
B01K47G2W8,"Hama Album Jumbo ""Skies"" (album grand format, 30 x 30 cm, 60 pages, pour 240 photos au format 10 x 15 cm) Beige",Hama,"252,28 €","6,79 %","253,09 %",18,"20,00 %","260,00 %","252,28 €","6,79 %","253,09 %","106,20 €","20,00 %","260,00 %",18,"20,00 %","260,00 %",,"-100,00 %",
B075RGXBTD,"Hama Album Photo Fine Art (Format 36 x 32 cm, 50 Pages Blanches, à Spirale) Noir",Hama,"250,51 €","87,61 %","-2,50 %",17,"88,89 %","-5,56 %","250,51 €","87,61 %","-2,50 %","123,42 €","88,89 %","-5,56 %",17,"88,89 %","-5,56 %",,,"-100,00 %"
B0000AISF4,"Cadre tableau sans bordure Clip-Fix 30x40 antireflet",Hama,"249,79 €","-23,84 %","1 775,30 %",26,"-27,78 %","1 200,00 %","249,79 €","-23,84 %","1 775,30 %","112,58 €","-29,09 %","1 176,42 %",26,"-27,78 %","1 200,00 %",5,"150,00 %","-16,67 %"
B0CYNHDSJ3,"Hama Ergo Tapis de Souris - Tapis de Bureau 2 en 1 avec Repose Poignet Intégré, Dessous Anti-Dérapant - Noir",Hama,"247,26 €",,,19,,,"226,44 €",,,"196,54 €",,,17,,,,,
B00006J4GV,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"244,59 €","-48,58 %","-91,56 %",25,"-55,36 %","-93,56 %","244,59 €","-48,58 %","-91,56 %","140,43 €","-55,34 %","-94,00 %",25,"-55,36 %","-93,56 %",,,"-100,00 %"
B07GL8PS46,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Bordeaux",Hama,"242,06 €","-42,59 %","-76,80 %",12,"-40,00 %","-80,00 %","210,74 €","-56,37 %","-79,82 %","107,88 €","-56,49 %","-83,32 %",10,"-56,52 %","-83,33 %",1,"0,00 %","-75,00 %"
B017JY5APO,"Hama Fine Art à Spirales 50 Pages Noires 2109, Craie, 36 x 32 cm",Hama,"239,72 €","-30,18 %","-22,28 %",15,"-28,57 %","-25,00 %","239,72 €","-30,18 %","-26,09 %","126,75 €","-28,57 %","-26,00 %",15,"-28,57 %","-28,57 %",1,,
B09YVGVBH1,"Hama AMW-200 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Technologie Smart-Link, Ambidextre - Noire",Hama,"239,05 €","-21,95 %","-87,07 %",41,"0,00 %","-88,18 %","239,05 €","-21,95 %","-86,84 %","153,75 €","-4,47 %","-89,15 %",41,"0,00 %","-87,98 %",,,"-100,00 %"
B0CYQB5JYH,"Hama Émetteur Recepteur Bluetooth Link.it Duo pour TV Stéréo Ecran Audio Video, Adaptateur Bluetooth Multipoint pour 2 Sources, Faible Latence, USB-C, Jack, Fibre Optique Noir",Hama,"238,20 €","-42,65 %",,6,"-40,00 %",,"238,20 €","-42,65 %",,"193,32 €","-40,00 %",,6,"-40,00 %",,,,
B01KJER734,"Hama 24 Albums photos ""Skies"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"235,23 €","-57,88 %","-78,03 %",163,"-31,22 %","-69,36 %","243,91 €","-55,64 %","-77,83 %","224,40 €","-26,09 %","-69,59 %",170,"-26,09 %","-69,59 %",2,"-60,00 %","-88,24 %"
B07KWC3KMG,"Rapoo Souris optique sans fil Multi mode 2,4GHz/BT 3.0/BT 4.0 ""M500"" (bluetooth, souris d'ordinateur, design, avec boutons et molette de défilement) Noir",Rapoo,"232,70 €","459,64 %","232,81 %",13,"550,00 %","333,33 %","232,70 €","459,64 %","232,81 %","185,64 €","550,00 %","260,40 %",13,"550,00 %","333,33 %",,,
B005DJKFUS,"Hama Album Photo Singo (Album Grand Format, 30 x 30 cm, 100 Pages, pour 400 Photos au Format 10 x 15 cm) Aqua",Hama,"232,46 €","26,08 %","-68,35 %",17,"41,67 %","-77,63 %","232,46 €","26,08 %","-68,98 %","99,62 €","41,67 %","-77,92 %",17,"41,67 %","-77,92 %",1,,"0,00 %"
B094JJTMRP,"Hama Câble HDMI (Cable HDMI Haute Vitesse High Speed, Cordon HDMI, 1.5m, mâle-mâle) Noir",Hama,"232,46 €","520,89 %","676,42 %",57,"533,33 %","850,00 %","232,46 €","520,89 %","1 452,84 %","116,81 €","533,46 %","1 799,35 %",57,"533,33 %","1 800,00 %",,,
B0CBCMH2BZ,"Hama Multiprise Cube avec Interrupteur (Rallonge multiprise 1.4m, Bloc 3 Prises Terre F Schuko + 2 USB-A + 2 USB-C, 3680W 16A Idéal Bureau Cuisine Salon Atelier Garage PC luminaires Meuble TV) Blanc",Hama,"224,91 €","-25,00 %",,9,"-25,00 %",,"224,91 €","-25,00 %",,"166,41 €","-25,00 %",,9,"-25,00 %",,1,,
B004LQ1PLW,"Hama Sacoche de Rangement Sportsline (Sacoche de projecteur, Ordinateur et disques durs, Taille L, 27 x 39 x 15 cm, rembourré, pour Acer, BenQ, Epson, LG, Optoma BeamerL) Noir",Hama,"223,20 €","-53,64 %","-58,46 %",6,"-53,85 %","-57,14 %","223,20 €","-53,64 %","-58,46 %","161,63 €","-53,81 %","-57,12 %",6,"-53,85 %","-57,14 %",,,
B0CYN97SRK,"Hama 65W Chargeur Rapide Compatible iPhone, Samsung, MacBook - [Technologie GaN, PD + QC 3.0] [Recharge Optimisée] [3 Ports] Blanc",Hama,"221,74 €","193,35 %",,6,"200,00 %",,"222,57 €","205,22 %",,"193,26 €","199,86 %",,6,"200,00 %",,,,
B096YDY67K,"Hama Chiffon de Nettoyage en Microfibres Pocket (Chiffon avec Sac de Rangement et Mousqueton, idéal pour Appareil Photo Objectif Écran Caméra Smartphone Ipad Bijoux Filtre Lunette)",Hama,"221,48 €","32,65 %","1 300,00 %",28,"27,27 %","1 300,00 %","245,21 €","71,19 %","1 450,00 %","106,95 €","55,11 %","938,35 %",31,"63,16 %","1 450,00 %",,,
B079PDDSBK,"Hama Mallette (LP 50, Aspect alu, en Aluminium, pour Stocker 50 disques, verrouillable, Boîte de Rangement pour Vinyle, boîtier pour Disque) Noire",Hama,"220,95 €","-47,29 %","-32,76 %",4,"-50,00 %","-33,33 %","220,95 €","-47,29 %","-18,22 %","184,96 €","-50,00 %","-20,00 %",4,"-50,00 %","-20,00 %",,"-100,00 %",
B0BL1SS1WK,"Hama MW-300 V2 Souris sans Fil - Technologie 2.4Ghz, Capteur 1600 dpi, Clics Silencieux, Ambidextre - Noire",Hama,"219,84 €","-21,32 %","-95,71 %",24,"-41,46 %","-96,92 %","219,84 €","-21,32 %","-95,84 %","180,85 €","-44,06 %","-97,14 %",24,"-41,46 %","-97,01 %",2,,"-90,00 %"
B079PNH64S,"Hama Chevalet album photo vierge à spirale (album photo traditionnel 18 cm x 16,5 cm, 12 pages noires, pour 12 ou 24 photos de 10 cm x 15 cm ou 11 cm x 15 cm, avec dictons) Noir",Hama,"219,84 €","-45,36 %","-1,16 %",24,"-45,45 %","0,00 %","219,84 €","-45,36 %","-5,07 %","157,92 €","-43,85 %","-4,00 %",24,"-45,45 %","-4,00 %",,,
B08YRZT1RL,"Hama Hub USB, 4 Ports, USB 2.0, 480 Gbit/s, Métal, Noir",HAMA,"219,78 €","-34,72 %","7,31 %",33,"-49,23 %","-17,50 %","219,78 €","-34,72 %","7,31 %","135,16 €","-49,52 %","-37,08 %",33,"-49,23 %","-17,50 %",,,
B084J116L1,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Lilas",Hama,"219,49 €","-39,68 %","-61,22 %",13,"-43,48 %","-69,05 %","219,49 €","-39,68 %","-61,22 %","120,65 €","-43,44 %","-69,01 %",13,"-43,48 %","-69,05 %",1,"-50,00 %","-75,00 %"
B00006JBFP,"Hama Filtre UV (anti-UV et protection, compensation 2X, traitement antireflet, pour objectifs d'appareils photo 72 mm, O-Haze, traité) Noir",Hama,"219,45 €","-8,50 %","-64,70 %",20,"-9,09 %","-64,91 %","219,45 €","-12,49 %","-65,31 %","126,00 €","-13,04 %","-75,27 %",20,"-13,04 %","-65,52 %",,"-100,00 %","-100,00 %"
B005DJXZ7I,"Hama Album Photo Singo (Album minimax, 13 x 16,5 cm, 100 Pages, pour 100 Photos au Format 10 x 15 cm) Orange",Hama,"219,36 €","140,00 %","20,00 %",48,"140,00 %","20,00 %","219,36 €","140,00 %","17,07 %","130,24 €","127,85 %","6,96 %",48,"140,00 %","17,07 %",,,
B0186CU9A4,"Hama Album Photo ""Fine Art"" (format 29 x 32 cm, 50 pages blanches, sans spirale) Bleu",Hama,"217,86 €","-3,33 %","-85,77 %",14,"-6,67 %","-88,80 %","217,86 €","-3,33 %","-86,69 %","142,70 €","-6,70 %","-89,55 %",14,"-6,67 %","-89,55 %",,"-100,00 %","-100,00 %"
B00T7M9IU0,"Hama Album photo à pochettes ""New York City"" (pour 200 photos au format 9 cm x 13 cm, taille de l'album de 16,5 cm x 21 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"217,56 €","-43,17 %","14,93 %",18,"-47,06 %","5,88 %","228,38 €","-38,61 %","-6,17 %","118,75 €","-42,45 %","-13,25 %",19,"-42,42 %","-13,64 %",5,,
B08SFFNZ4D,"Rapoo Clavier et Souris sans Fil X 1800s"" (Pack Kit Clavier Souris sans Fil 2.4GHz, Dongle Nano USB, Autonomie 12mois, Souris Optique 1000DPI, Clavier AZERTY FR, Pavé Numérique, pour PC, Laptop) Noir",Rapoo,"216,58 €","44,44 %","-64,86 %",13,"44,44 %","-64,86 %","216,58 €","44,44 %","-64,86 %","180,31 €","44,44 %","-64,86 %",13,"44,44 %","-64,86 %",2,,
B009HSQ3YS,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Taupe",Hama,"216,07 €","16,26 %","-44,19 %",13,"18,18 %","-50,00 %","216,07 €","16,26 %","-44,19 %","109,85 €","18,18 %","-49,82 %",13,"18,18 %","-50,00 %",1,,"-66,67 %"
B0000AIRXI,"Hama Plaque de Fixation Rapide pour Appareil Photo (Plaque d'attache Rapide pour appareils Photo avec Filetage 1/4"" (6,4 mm), Adaptateur tête de trépied Star 55 à 64"",""Gamma 153"", ""Action 165"") Noir",Hama,"215,20 €","-32,42 %","5,65 %",37,"-32,73 %","5,71 %","215,20 €","-33,64 %","2,71 %","174,58 €","-33,81 %","2,71 %",37,"-33,93 %","2,78 %",1,"-50,00 %",
B09FBSXVBX,"Hama Commutateurs KVM Connect2Switch, avec câble, 4 Ports, Garantie 10 Ans, Gris",HAMA,"214,92 €",,,6,,,"143,28 €",,,"120,58 €",,,4,,,,,
B079P3WD2X,"Thomson Antenne intérieure ANT1538 (pour réception Radio/télévision numérique, HDTV/3D, DVB-T/T2, avec Amplification du Signal, Performance 45) Noir/Bleu",Thomson,"214,04 €","277,83 %","95,76 %",6,"200,00 %","50,00 %","214,04 €","277,83 %","95,76 %","150,34 €","199,84 %","57,03 %",6,"200,00 %","50,00 %",1,,
B005DJKH1A,"Hama Album Photo ""Singo"" (album minimax, 22 x 22,5 cm, 100 pages, pour 200 photos au format 10 x 15 cm) Aqua",Hama,"213,49 €","1,67 %","-81,49 %",19,"11,76 %","-86,03 %","213,49 €","-8,61 %","-81,35 %","102,60 €","0,00 %","-85,93 %",19,"0,00 %","-85,93 %",,,
B09W5TSVGB,"Hama NHS-P100 V2 Casque Micro - Casque Tour de Cou, Microphone Intégré, Léger, Télécommande Intégrée, Fonction Mute - Noir",Hama,"213,12 €","61,79 %","61,26 %",16,"77,78 %","100,00 %","213,12 €","61,79 %","61,26 %","152,75 €","76,61 %","98,69 %",16,"77,78 %","100,00 %",1,"-50,00 %","0,00 %"
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"212,83 €","-58,53 %","-82,96 %",16,"-63,64 %","-84,00 %","212,83 €","-58,53 %","-83,46 %","167,84 €","-63,64 %","-84,47 %",16,"-63,64 %","-84,47 %",1,"0,00 %","0,00 %"
B0000AISA5,"Hama Cadre en plastique Madrid (taille de cadre de 20 cm x 30 cm, taille de la photo de 13 cm x 18 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Bleu",Hama,"212,32 €","656,66 %","-51,10 %",41,"925,00 %","-56,84 %","212,32 €","656,66 %","-52,59 %","109,06 €","925,00 %","-58,16 %",41,"925,00 %","-58,16 %",,,"-100,00 %"
B0000AISDG,"Hama Passe-partout (premium, dimensions : Extérieur : 40 cm x 50 cm / Intérieur : 28 cm x 35 cm) Blanc Arctique",Hama,"212,16 €","146,70 %","1 033,33 %",34,"466,67 %","1 033,33 %","174,72 €","103,16 %","833,33 %","111,16 €","366,67 %","833,33 %",28,"366,67 %","833,33 %",1,"-50,00 %",
B0BL1TH1PX,"Hama Kit Support Téléphone Voiture Universel (Ensemble Support téléphone pour Voiture, 2en1 Clip pour aération et Ventouse, pivotable 360°, pour Mobile de Largeur de 4 à 11 cm) Noir",Hama,"211,84 €","315,70 %","260,82 %",12,"300,00 %","300,00 %","197,52 €","287,60 %","236,43 %","140,34 €","266,90 %","266,90 %",11,"266,67 %","266,67 %",,,
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"209,86 €","-83,91 %","-89,83 %",14,"-83,91 %","-89,86 %","239,84 €","-81,18 %","-88,63 %","175,84 €","-81,18 %","-88,65 %",16,"-81,18 %","-88,65 %",,"-100,00 %","-100,00 %"
B01HPB98DG,"Hama C-Laeta Clé USB 3.1 Gen 1 - Flash Drive 16 Go, Vitesse jusqu'à 40 Mo/s, Clef avec connecteurs USB A & USB C, pour PC/Mac/Tablette et Smartphone - Argentée",Hama,"209,76 €","4 189,57 %","52,00 %",24,"2 300,00 %","-20,00 %","209,76 €","4 189,57 %","52,00 %","147,60 €","1 950,00 %","-31,67 %",24,"2 300,00 %","-20,00 %",,,
B0D5HHBJ6Y,"Hama Cuir Synthétique Tapis de Souris - Tapis de Bureau élégant, Dessous Anti-Dérapant, Bords Cousus - Noir",Hama,"208,00 €","805,53 %",,25,"1 150,00 %",,"208,00 €","805,53 %",,"221,63 €","1 155,69 %",,25,"1 150,00 %",,1,,
B0000AISDL,"Hama Passe-partout Premium, blanc neige, 40 x 50 cm",Hama,"205,66 €","16,63 %","18,18 %",26,"36,84 %","18,18 %","205,66 €","11,63 %","23,81 %","111,02 €","30,00 %","23,81 %",26,"30,00 %","23,81 %",3,"0,00 %",
B07BBKMKJH,"Hama Cadre pour Vinyles (pour Pochette de 33 Tours, Aluminium, 31,5 x 31,5 cm) Noir",Hama,"204,86 €","-32,42 %","4,68 %",8,"-11,11 %","-20,00 %","204,86 €","-52,35 %","-39,88 %","111,00 €","-50,09 %","-52,43 %",8,"-50,00 %","-52,94 %",,,
B08SDTGG5L,"Hama Album Photo bébé ""Our Baby"" à personnaliser (Album photo de naissance, baptême, Cadeau d'anniversaire enfant, Idéal scrapbooking, 29 x32 cm, 60 Pages, Max. 300 Photos 10x15 cm) Multicolore",Hama,"203,80 €","-61,52 %","-52,08 %",12,"-67,57 %","-58,62 %","203,80 €","-61,52 %","-53,54 %","102,60 €","-67,57 %","-67,24 %",12,"-67,57 %","-60,00 %",2,"-33,33 %","0,00 %"
B0017UGOX4,"Hama Passe-Partout (Premium, Dimensions : Extérieur : 30 cm x 40 cm/Intérieur : 20 cm x 27 cm) Blanc Arctique",Hama,"200,38 €","431,51 %","32,28 %",35,"1 066,67 %","150,00 %","200,38 €","431,51 %","32,28 %","99,05 €","1 066,67 %","150,00 %",35,"1 066,67 %","150,00 %",5,"400,00 %","150,00 %"
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"200,33 €","-88,50 %","-86,87 %",13,"-88,50 %","-86,60 %","261,97 €","-84,82 %","-82,91 %","160,65 €","-84,82 %","-82,47 %",17,"-84,82 %","-82,47 %",4,"-77,78 %","-75,00 %"
B08SFR7Z13,"uRage Clavier Gaming Rétroéclairé (Clavier Gamer Silencieux, Rétroéclairage 7 Couleurs, Anti-Ghosting, Win-Lock, AZERTY, Filaire, Repose Poignet, 4 Touches Macro, 12 Touches Fonctions directes) Noir",uRage,"199,92 €","200,00 %","556,77 %",6,"200,00 %","500,00 %","199,92 €","200,00 %","556,77 %","149,94 €","200,00 %","500,00 %",6,"200,00 %","500,00 %",1,,
B01AT3Z228,"Xavax Couvercle universel (anneau en silicone pour casseroles/poêles de diamètre 24, 26 ou 28 cm, trou de vapeur, design à bords gradués, verre, va lave-vaisselle, peu encombrant) Noir/Transparent",xavax,"199,92 €","-47,46 %","-76,28 %",12,"-42,86 %","-76,00 %","216,58 €","-43,08 %","-74,30 %","114,17 €","-38,15 %","-74,37 %",13,"-38,10 %","-74,00 %",,,"-100,00 %"
B0CP84CQHQ,"Hama Support TV Mural Orientable Garantie 10 Ans (Support TV Pivotant Inclinable Extensible, 35kg Max, pour écrans 81 à 165 cm (32"" à 65"") VESA 200x200 à 400x400, Chevilles Fischer fournies) Blanc",Hama,"197,49 €",,,3,,,"197,49 €",,,"143,70 €",,,3,,,,,
B009HSQ4JM,"Hama Album Photo ""Fine Art"" (format 36 x 32 cm, 50 pages noires, à spirale) Azur",Hama,"192,65 €","-46,40 %","-48,26 %",12,"-45,45 %","-52,00 %","192,65 €","-46,40 %","-51,92 %","101,40 €","-45,45 %","-55,57 %",12,"-45,45 %","-55,56 %",1,"0,00 %","0,00 %"
B00006IVJJ,"Hama Nettoyeur de contacts en fibre de verre ""Glass Fibre"" (gomme à effacer, en fibre de verre pour contacts électriques, fibre de verre) Noir/Blanc",Hama,"188,79 €","-33,95 %","82,48 %",16,"-54,29 %","100,00 %","188,79 €","-33,95 %","82,48 %","170,24 €","-54,29 %","100,00 %",16,"-54,29 %","100,00 %",,,
B0C5JP8CX2,"Hama Rotate Pro Clé USB 3.0 - Flash Drive 512 Go, Vitesse jusqu'à 100 Mo/s, Clef avec connecteur USB A, pour PC/Mac - Argenté",Hama,"188,15 €","532,22 %","-52,86 %",5,"400,00 %","-66,67 %","188,15 €","532,22 %","-52,86 %","148,00 €","400,00 %","-66,67 %",5,"400,00 %","-66,67 %",4,,
B0BL1R1718,"Hama Ring Light LED avec Trépied 12"" 215cm 'Spotlight Steady 120 II' (Selfie Anneau Lumineux, Lampe annulaire Réglable pour TIKtok/Youtube/Live Stream/Maquillage) Noir",Hama,"188,08 €","-37,21 %",,3,"-50,00 %",,"188,08 €","-37,21 %",,"158,01 €","-50,00 %",,3,"-50,00 %",,,"-100,00 %",
B0009V6OCS,"Hama Boîtier Slim (pour CD et disques Blu-ray, ultra mince, avec une feuille pour la couverture, lot de 25) Noir/Transparent",Hama,"186,56 €","-25,79 %","-57,30 %",16,"-23,81 %","-51,52 %","186,56 €","-25,79 %","-54,89 %","110,74 €","-24,38 %","-54,84 %",16,"-23,81 %","-48,39 %",,,"-100,00 %"
B003KKWLJA,"Xavax Raccord de tuyau d' arrivée d'eau en laiton (pour tuyaux d’arrivée de lavage et de lave-vaisselle, embout de tuyau d’admission) Dorée",xavax,"186,23 €","5 985,95 %","-49,06 %",48,"4 700,00 %","-27,27 %","186,23 €","5 985,95 %","-49,06 %","198,72 €","4 700,00 %","-27,27 %",48,"4 700,00 %","-27,27 %",1,,"-50,00 %"
B00006JDAX,"Hama Pâte adhésive (250 g, pour fixer, spécialement conçu pour la photo) Gris Neutre",Hama,"185,73 €","50,18 %","2,39 %",9,"50,00 %","0,00 %","185,73 €","50,18 %","-7,74 %","123,84 €","50,00 %","-10,00 %",9,"50,00 %","-10,00 %",,,
B08FRHV5D1,"Hama Clé USB 3.0 ""Rotate"" (capacité de 64 GB, taux de transfert de 70 MB/s, avec accroche porte-clefs, flashpen clé usb) Bleu Pétrole",Hama,"185,17 €","1 957,44 %","95,97 %",22,"2 100,00 %","46,67 %","185,17 €","1 957,44 %","78,93 %","128,00 €","2 460,00 %","53,48 %",22,"2 100,00 %","37,50 %",,,
